Overall Qual,Gr Liv Area,Garage Cars,Garage Area,Total Bsmt SF,1st Flr SF,2nd Flr SF,Full Bath,Year Built,Year Remod/Add,TotRms AbvGrd,Lot Area,Fireplaces,BsmtFin SF 1,MS SubClass,Lot Frontage,SalePrice
5,1558,2.0,440.0,864.0,1558,0,2,1975,2001,5,14330,0,88.0,20,40.0,163000
5,924,1.0,280.0,924.0,924,0,1,1975,1975,5,7990,0,0.0,20,88.0,110000
5,864,1.0,352.0,864.0,864,0,1,1972,1972,5,7180,0,390.0,20,60.0,127000
5,780,1.0,352.0,780.0,780,0,1,1972,1972,4,7200,0,632.0,20,60.0,124900
8,1795,2.0,534.0,1777.0,1795,0,2,2002,2002,7,9742,1,0.0,20,75.0,230000
8,2031,2.0,577.0,1128.0,1128,903,2,2002,2002,7,9473,1,804.0,60,75.0,237000
7,1865,3.0,839.0,992.0,992,873,2,2000,2000,7,10316,1,735.0,60,69.22459016393442,235000
7,2161,2.0,570.0,1257.0,1290,871,2,2001,2001,8,10400,1,0.0,60,69.22459016393442,230500
8,1852,3.0,660.0,1004.0,1004,848,2,1999,2000,7,9066,2,668.0,60,73.0,230000
7,2031,2.0,541.0,1153.0,1153,878,2,1998,1999,8,11404,1,252.0,60,75.0,222500
8,2263,2.0,905.0,1055.0,1055,1208,2,2001,2002,7,9240,1,0.0,60,69.22459016393442,287000
9,1947,3.0,725.0,1357.0,1366,581,2,2001,2002,7,9720,1,1194.0,60,69.22459016393442,274000
8,1786,3.0,715.0,1778.0,1786,0,2,2002,2003,6,14860,1,1538.0,20,69.22459016393442,300000
8,2290,2.0,779.0,1128.0,1149,1141,2,2002,2002,9,11250,1,0.0,60,69.22459016393442,255900
7,1768,2.0,543.0,884.0,884,884,2,2003,2003,8,8158,0,550.0,60,65.0,224900
7,2327,2.0,596.0,1129.0,1129,1198,2,2003,2003,9,10905,1,0.0,60,41.0,240000
7,1640,2.0,595.0,798.0,798,842,2,2003,2003,6,7226,0,0.0,60,72.0,183000
8,1764,2.0,560.0,850.0,886,878,2,1999,2000,7,11690,1,0.0,60,96.0,207000
7,1908,2.0,493.0,915.0,933,975,2,1994,1995,8,8750,1,642.0,60,70.0,210000
6,848,2.0,420.0,848.0,848,0,1,2003,2003,3,4435,0,686.0,120,37.0,136500
6,848,2.0,420.0,848.0,848,0,1,2004,2004,3,4426,0,662.0,120,69.22459016393442,145000
6,1493,2.0,508.0,1478.0,1493,0,2,1997,1998,7,13125,1,994.0,20,75.0,208900
6,1838,3.0,721.0,1838.0,1838,0,2,1997,1998,8,10126,0,1593.0,90,83.0,185000
7,1536,2.0,532.0,1536.0,1536,0,2,2002,2003,7,9135,0,810.0,20,70.0,214000
7,1710,2.0,548.0,856.0,856,854,2,2003,2003,8,8450,0,706.0,60,65.0,208500
7,1445,2.0,470.0,1445.0,1445,0,2,2004,2004,6,9750,0,24.0,20,75.0,186500
7,1436,2.0,484.0,1436.0,1436,0,2,2004,2004,8,8450,0,946.0,20,65.0,210000
7,1582,2.0,520.0,770.0,770,812,2,2004,2004,6,8320,0,490.0,60,64.0,185900
8,1234,2.0,484.0,1234.0,1234,0,2,2007,2007,7,11049,0,0.0,20,85.0,179900
7,1564,3.0,814.0,1564.0,1564,0,2,2007,2007,6,11058,0,56.0,20,85.0,218836
7,1361,2.0,610.0,1351.0,1361,0,2,2007,2007,6,9627,0,24.0,20,74.0,193000
7,1456,2.0,410.0,728.0,728,728,2,2005,2005,7,8199,1,648.0,60,63.0,189000
6,848,2.0,420.0,848.0,848,0,1,2004,2004,3,4426,1,697.0,120,69.22459016393442,149300
6,848,2.0,420.0,848.0,848,0,1,2004,2004,3,4426,1,697.0,120,69.22459016393442,141000
6,848,2.0,420.0,848.0,848,0,1,2004,2004,3,4438,1,662.0,120,69.22459016393442,149000
6,848,2.0,420.0,848.0,848,0,1,2004,2004,4,4438,1,662.0,120,69.22459016393442,144500
5,796,0.0,0.0,796.0,796,0,1,1910,1950,4,8777,0,0.0,30,67.0,85000
5,2200,0.0,0.0,1272.0,1272,928,2,1900,2003,9,8777,0,1084.0,90,67.0,145900
5,1092,1.0,264.0,1092.0,1092,0,1,1966,1966,6,9825,0,609.0,20,75.0,123000
5,1256,1.0,276.0,1256.0,1256,0,1,1965,1965,6,9937,0,830.0,20,75.0,147500
5,1033,2.0,504.0,456.0,1033,0,1,1976,1976,6,12102,0,456.0,85,64.0,165000
6,1127,2.0,480.0,1127.0,1127,0,1,1976,1976,6,6500,1,1033.0,20,65.0,135000
5,996,0.0,0.0,996.0,996,0,1,1940,1969,6,13907,1,290.0,30,63.0,108000
4,1181,2.0,588.0,1138.0,1181,0,2,1972,1972,6,10012,0,920.0,85,90.0,137500
7,1656,2.0,397.0,746.0,760,896,2,2003,2004,7,6931,1,0.0,60,60.0,165400
6,1117,2.0,542.0,1029.0,1117,0,1,1977,1977,6,9638,1,368.0,80,69.22459016393442,147000
6,1398,2.0,440.0,684.0,684,714,1,1976,2001,6,7200,1,288.0,60,72.0,160500
4,1132,2.0,451.0,1132.0,1132,0,1,2005,2005,5,7024,0,1024.0,20,60.0,176000
5,3820,2.0,624.0,0.0,3820,0,3,1959,1996,11,47007,2,0.0,20,123.0,284700
10,5642,2.0,1418.0,6110.0,4692,950,2,2008,2008,12,63887,3,5644.0,60,313.0,160000
6,1072,2.0,525.0,547.0,1072,0,1,2005,2005,5,3675,0,459.0,180,35.0,148000
4,1152,0.0,0.0,0.0,1152,0,2,1955,1955,6,6040,0,0.0,90,65.0,82000
4,1152,0.0,0.0,0.0,1152,0,2,1955,1955,6,6012,0,0.0,90,65.0,82000
4,1440,0.0,0.0,1440.0,1440,0,2,1955,1955,8,12108,0,133.0,90,92.0,118000
4,1152,0.0,0.0,0.0,1152,0,2,1955,1955,6,6845,0,0.0,90,74.0,82500
4,784,0.0,0.0,784.0,784,0,1,1955,1955,4,6931,0,784.0,190,56.0,91900
5,1053,0.0,0.0,585.0,585,468,1,1938,2007,5,12180,0,0.0,50,60.0,120000
5,1137,0.0,0.0,0.0,929,208,1,1947,1993,8,8050,0,0.0,50,57.0,96000
4,930,1.0,286.0,911.0,930,0,1,1953,1953,5,9520,0,767.0,20,68.0,99000
5,1200,1.0,240.0,768.0,768,432,1,1946,1995,6,11767,0,352.0,50,70.0,130500
4,1470,1.0,548.0,941.0,997,473,2,1954,1972,7,8172,0,0.0,50,60.0,135000
5,1393,1.0,300.0,816.0,872,521,1,1955,1955,8,16466,0,0.0,50,59.0,135500
4,1204,1.0,312.0,416.0,1204,0,1,1954,1954,6,7692,0,0.0,80,62.0,100000
4,1292,1.0,205.0,949.0,949,343,1,1923,2008,6,5142,0,224.0,30,67.0,108000
5,864,0.0,0.0,864.0,864,0,1,1925,1950,5,5604,0,468.0,30,67.0,98000
3,864,0.0,0.0,864.0,864,0,1,1914,1950,5,8248,0,41.0,30,45.0,67000
5,1716,0.0,0.0,780.0,936,780,2,1912,2000,9,5687,0,210.0,190,55.0,135900
6,1482,1.0,400.0,672.0,810,672,2,1925,1950,7,12155,0,156.0,70,69.22459016393442,140000
5,2192,1.0,240.0,720.0,1052,720,2,1939,1997,8,8400,1,378.0,75,60.0,179500
6,1694,2.0,576.0,1181.0,1390,304,2,1925,1950,7,8400,1,423.0,50,60.0,136500
7,1424,1.0,312.0,1228.0,1424,0,2,1921,1950,7,7290,1,0.0,30,60.0,168000
5,1964,0.0,0.0,940.0,1024,940,1,1911,1950,7,8525,0,0.0,70,55.0,130000
5,2601,2.0,621.0,612.0,990,1611,3,1921,1998,8,9842,0,0.0,70,51.0,189000
6,1920,2.0,480.0,960.0,960,960,2,1930,1950,10,7804,2,281.0,90,64.0,161900
6,1316,1.0,369.0,644.0,672,644,1,1926,1950,6,8969,1,379.0,70,66.0,145000
6,2555,2.0,672.0,588.0,1423,748,2,1922,1994,11,11526,1,0.0,70,79.0,191000
6,1680,1.0,308.0,840.0,840,840,2,1915,1976,8,15576,0,0.0,70,63.0,177000
6,1264,2.0,400.0,676.0,676,588,1,1914,1995,6,15564,0,0.0,50,63.0,147500
6,790,1.0,160.0,768.0,790,0,1,1930,1950,4,6292,0,384.0,30,52.0,91000
8,1512,1.0,180.0,798.0,798,714,2,1925,1997,7,7609,1,406.0,70,54.0,231000
6,1639,1.0,240.0,1064.0,1166,0,1,1936,1950,6,10480,0,0.0,50,51.0,115000
6,1603,2.0,599.0,784.0,819,784,1,1923,1950,7,9650,1,0.0,70,69.22459016393442,138000
7,1502,1.0,270.0,776.0,851,651,1,1931,2000,6,7200,1,0.0,70,60.0,149000
6,1660,1.0,240.0,715.0,849,811,1,1934,1995,6,11988,1,326.0,70,74.0,188700
5,1938,1.0,240.0,942.0,1265,673,2,1937,1995,7,11700,1,606.0,50,69.22459016393442,198000
5,1374,1.0,225.0,884.0,932,442,1,1938,1950,6,9260,0,0.0,50,69.22459016393442,110000
6,1091,1.0,344.0,1091.0,1091,0,1,1951,1951,5,7801,1,500.0,20,79.0,104000
8,1873,2.0,786.0,608.0,983,890,1,1935,1950,9,9670,2,210.0,70,100.0,257076
8,3447,3.0,1014.0,728.0,1968,1479,3,1935,1997,11,14100,2,192.0,50,69.22459016393442,381000
7,1954,2.0,431.0,798.0,1137,817,1,1939,2006,8,15660,2,341.0,50,69.22459016393442,311500
7,2161,2.0,506.0,832.0,1218,943,2,1950,2000,8,12392,2,435.0,50,70.0,263400
5,1898,2.0,484.0,1898.0,1898,0,2,1956,1956,7,26073,2,1116.0,20,56.0,236500
6,1640,2.0,924.0,1296.0,1640,0,1,1954,2006,7,14778,1,728.0,20,69.22459016393442,224000
6,1032,2.0,462.0,516.0,516,516,1,1980,1980,5,1879,1,366.0,160,24.0,116500
6,1556,2.0,452.0,716.0,716,840,2,1980,1980,6,1950,1,81.0,160,24.0,151000
6,919,1.0,195.0,894.0,919,0,1,1926,1998,5,7000,0,299.0,30,50.0,126000
6,1090,1.0,240.0,720.0,760,330,1,1940,2006,5,6000,0,0.0,50,60.0,120000
4,796,0.0,0.0,796.0,796,0,1,1922,1950,5,3636,0,0.0,30,40.0,55000
6,816,1.0,432.0,816.0,816,0,1,1930,2007,5,5890,0,538.0,30,69.22459016393442,120500
5,778,1.0,924.0,740.0,778,0,1,1940,1955,4,6900,1,403.0,30,71.0,120500
5,1200,0.0,0.0,780.0,780,420,1,1930,1950,7,8155,0,0.0,50,58.0,119000
5,1656,1.0,288.0,624.0,1092,564,1,1967,1967,7,6000,1,257.0,80,75.0,126000
5,912,1.0,360.0,520.0,912,0,1,1930,1995,5,7392,0,0.0,30,60.0,99500
5,1955,1.0,356.0,1151.0,1151,804,2,1958,1958,7,9000,0,330.0,50,75.0,165500
1,733,2.0,487.0,0.0,733,0,1,1952,1952,4,14584,0,0.0,20,80.0,13100
4,1361,1.0,185.0,173.0,825,536,1,1895,1950,6,5280,0,0.0,70,60.0,89000
4,1317,1.0,250.0,649.0,649,668,1,1920,1950,6,8500,0,0.0,70,50.0,40000
4,1049,1.0,195.0,356.0,671,378,1,1910,2000,5,5150,0,0.0,50,52.0,80900
3,894,3.0,1248.0,894.0,894,0,1,1935,1950,6,18000,0,0.0,30,120.0,81000
4,864,1.0,216.0,592.0,432,432,1,1920,1950,5,9000,0,0.0,70,60.0,65000
8,1652,2.0,482.0,1600.0,1652,0,2,2008,2008,5,5587,1,1480.0,120,64.0,392500
8,1648,2.0,525.0,1596.0,1648,0,2,2007,2008,5,3843,1,1476.0,120,44.0,294464
7,1646,2.0,482.0,1594.0,1646,0,2,2004,2005,5,3811,1,1474.0,120,44.0,250000
8,1646,2.0,482.0,1594.0,1646,0,2,2004,2005,5,3842,1,1373.0,120,44.0,275000
7,2032,3.0,786.0,1840.0,2032,0,3,1996,1997,7,23730,0,700.0,20,69.22459016393442,300000
8,1689,3.0,857.0,1568.0,1689,0,2,2002,2002,7,13265,2,1218.0,20,69.22459016393442,271000
7,1820,3.0,816.0,910.0,910,910,2,1996,1997,8,11050,1,0.0,60,69.22459016393442,213000
6,1118,1.0,358.0,1096.0,1118,0,1,1977,1977,6,9880,1,522.0,80,76.0,171000
6,1279,2.0,473.0,1196.0,1279,0,2,1977,1977,6,10125,2,641.0,20,75.0,171500
5,1872,2.0,484.0,0.0,936,936,2,1976,1976,8,10260,0,0.0,90,76.0,100000
4,1689,2.0,432.0,1680.0,1689,0,2,1991,1991,6,9990,1,1383.0,20,74.0,228500
5,1786,2.0,529.0,1499.0,1619,167,2,1965,1965,7,164660,2,1249.0,190,69.22459016393442,228950
7,1501,2.0,512.0,1277.0,1501,0,2,1986,1986,6,4084,1,893.0,120,42.0,241500
8,2898,2.0,665.0,1565.0,2898,0,2,1976,1976,10,15498,1,1165.0,20,69.22459016393442,287000
8,1537,3.0,788.0,1518.0,1537,0,2,2006,2007,8,11563,0,1036.0,20,74.0,294000
8,1646,3.0,800.0,1638.0,1646,0,2,2007,2008,7,9520,1,1513.0,20,71.0,293077
8,1780,2.0,612.0,920.0,920,860,2,2007,2007,6,12852,1,770.0,60,107.0,264966
5,1442,2.0,400.0,352.0,712,730,2,2006,2007,6,9802,0,0.0,80,73.0,172500
5,1394,2.0,400.0,384.0,754,640,2,2006,2007,7,9735,0,0.0,80,73.0,167500
7,1612,3.0,666.0,796.0,796,816,2,2008,2008,6,12018,0,0.0,60,81.0,218689
6,1495,2.0,438.0,1495.0,1495,0,2,1989,1989,8,12890,1,0.0,20,75.0,150000
6,1651,2.0,616.0,1606.0,1651,0,2,1986,1986,7,12416,1,1398.0,20,47.0,184000
6,1256,2.0,578.0,1256.0,1256,0,2,1986,1986,6,18265,1,920.0,20,93.0,180000
6,1509,2.0,600.0,1461.0,1509,0,2,1988,1989,5,10200,1,783.0,80,85.0,175000
8,1440,2.0,467.0,1432.0,1440,0,2,2003,2003,7,11202,1,1029.0,20,82.0,232500
6,1675,2.0,435.0,1666.0,1675,0,2,1999,2000,6,7915,0,1223.0,20,69.22459016393442,195000
8,2262,3.0,749.0,1482.0,1482,780,2,2003,2003,10,12244,2,871.0,60,85.0,305000
8,1728,2.0,520.0,1884.0,1728,0,2,2007,2007,7,11449,1,1011.0,20,79.0,298751
8,1964,3.0,892.0,1964.0,1964,0,2,2005,2006,7,11447,1,1571.0,20,85.0,370000
7,1344,4.0,784.0,1344.0,1344,0,2,1997,1998,8,8940,0,1309.0,90,97.0,209200
7,1344,4.0,784.0,1344.0,1344,0,2,1997,1998,8,7060,0,1309.0,90,78.0,206300
5,1092,0.0,0.0,1092.0,1092,0,1,2007,2008,5,9278,0,0.0,20,77.0,146000
6,1189,2.0,392.0,1189.0,1189,0,2,1997,1997,4,4500,0,864.0,120,32.0,160500
4,1200,3.0,850.0,1200.0,1200,0,1,1964,1964,6,14137,0,865.0,85,150.0,173000
5,1040,2.0,499.0,1040.0,1040,0,1,1975,1975,6,4224,0,769.0,120,69.22459016393442,124000
5,1304,1.0,336.0,264.0,616,688,1,1976,1976,4,2665,1,0.0,160,69.22459016393442,115000
5,1475,1.0,336.0,550.0,925,550,2,1976,1976,6,2665,1,318.0,160,41.0,129500
4,988,1.0,297.0,526.0,526,462,1,1973,2006,5,1974,0,501.0,180,21.0,105000
4,988,1.0,297.0,462.0,526,462,1,1973,1973,4,1596,1,437.0,180,21.0,94900
5,1160,1.0,257.0,1113.0,1160,0,1,1968,1968,6,17979,0,785.0,20,69.22459016393442,152500
6,1092,0.0,0.0,546.0,546,546,2,1970,2007,6,1477,0,358.0,160,21.0,98000
4,630,0.0,0.0,630.0,630,0,1,1972,1972,3,1890,0,495.0,180,21.0,81000
5,988,2.0,520.0,988.0,988,0,1,1954,1954,4,21750,0,0.0,20,100.0,113000
5,816,1.0,264.0,816.0,816,0,1,1983,1983,4,6490,0,534.0,20,59.0,128500
5,923,1.0,264.0,876.0,923,0,1,1984,1985,5,6951,0,658.0,20,37.0,119500
5,816,1.0,264.0,816.0,816,0,1,1982,2008,5,6600,1,641.0,20,60.0,130500
5,816,2.0,816.0,816.0,816,0,1,1982,2003,4,6600,0,816.0,20,60.0,138000
5,845,1.0,264.0,845.0,845,0,1,1982,2005,6,6600,0,638.0,20,60.0,134500
6,1750,1.0,423.0,983.0,983,767,2,1940,1985,7,12508,0,660.0,50,75.0,160000
5,889,2.0,484.0,864.0,889,0,1,1984,1984,6,12395,0,647.0,20,74.0,137500
5,1968,2.0,530.0,784.0,1168,800,2,1969,1969,7,11075,1,562.0,60,69.22459016393442,172000
5,1836,1.0,288.0,686.0,1150,686,2,1900,1950,7,56600,0,0.0,70,69.22459016393442,103000
6,1587,2.0,525.0,1587.0,1587,0,2,1971,1971,7,10667,1,838.0,20,85.0,167300
7,1277,2.0,526.0,1277.0,1277,0,1,1970,1970,5,10628,1,778.0,20,85.0,167000
7,2223,2.0,516.0,2223.0,2223,0,2,1973,1973,8,13651,2,1880.0,20,95.0,244000
8,2217,2.0,621.0,2217.0,2217,0,2,1970,1970,8,15865,1,351.0,20,95.0,268000
7,1733,2.0,433.0,847.0,847,886,2,2003,2003,7,12394,1,0.0,60,69.22459016393442,225000
6,1572,2.0,373.0,806.0,806,766,2,1995,1996,7,10364,1,0.0,60,69.22459016393442,168000
6,1470,2.0,388.0,794.0,794,676,2,1997,1997,6,13869,0,182.0,60,69.22459016393442,177000
6,1600,2.0,460.0,916.0,916,684,2,1997,1997,7,8773,1,0.0,60,57.0,169000
6,1384,2.0,390.0,384.0,754,630,2,1997,1997,7,8872,1,0.0,80,56.0,161500
8,1652,2.0,499.0,1494.0,1652,0,2,2000,2000,6,5330,0,1196.0,120,41.0,251000
6,1694,2.0,398.0,392.0,924,770,2,1994,1994,7,10147,1,186.0,80,69.22459016393442,160000
6,1714,2.0,451.0,923.0,947,767,2,1999,2000,7,8637,1,871.0,60,69.22459016393442,180000
7,1553,2.0,420.0,691.0,691,862,2,1996,1996,6,7875,0,414.0,60,63.0,178750
7,1253,2.0,402.0,1237.0,1253,0,2,1995,1996,6,7875,1,0.0,20,63.0,176000
6,2299,2.0,482.0,938.0,957,1342,3,1999,2003,7,7500,1,0.0,60,60.0,204000
7,1187,2.0,420.0,1168.0,1187,0,2,1992,1993,6,9556,0,0.0,20,69.22459016393442,160000
7,1472,2.0,402.0,384.0,802,670,2,1991,1992,7,10784,1,0.0,80,69.22459016393442,160000
7,1482,2.0,392.0,384.0,812,670,2,1992,1992,7,9125,1,0.0,80,69.22459016393442,163900
6,1642,2.0,392.0,903.0,910,732,2,1993,1994,7,7655,1,0.0,60,69.22459016393442,168000
6,1128,2.0,480.0,1302.0,1128,0,1,1964,1964,6,18160,1,550.0,20,160.0,154204
8,1088,2.0,461.0,1074.0,1088,0,1,1986,1986,5,3696,0,0.0,120,69.22459016393442,170000
7,2090,2.0,577.0,1190.0,1190,900,2,1984,1984,6,5062,1,828.0,160,69.22459016393442,207500
8,1179,2.0,480.0,1166.0,1179,0,2,1988,1988,5,4740,0,248.0,120,38.0,182000
8,1321,2.0,484.0,1312.0,1321,0,1,1990,1990,4,5118,1,926.0,120,35.0,212000
9,1922,3.0,676.0,1922.0,1922,0,2,2005,2006,8,14157,1,1249.0,20,86.0,377426
8,2541,3.0,729.0,1149.0,1164,1377,3,2005,2005,10,12328,1,986.0,60,98.0,349265
9,2338,3.0,1110.0,2660.0,2338,0,2,2006,2007,8,51974,2,1101.0,20,52.0,591587
5,1424,3.0,828.0,1100.0,1424,0,1,1969,1990,7,41600,0,1047.0,190,195.0,155000
9,1612,2.0,556.0,1612.0,1612,0,2,2006,2006,6,8035,1,797.0,120,61.0,319900
8,1419,2.0,567.0,1419.0,1419,0,2,2007,2007,7,8089,1,945.0,20,60.0,392000
8,2234,2.0,724.0,2220.0,2234,0,1,2006,2006,7,14082,1,1558.0,20,85.0,441929
10,2042,3.0,724.0,1742.0,2042,0,2,2006,2007,8,13870,1,1152.0,20,81.0,455000
6,1440,2.0,467.0,1440.0,1440,0,2,1981,1981,7,12546,1,678.0,20,69.22459016393442,182900
6,1284,2.0,480.0,1284.0,1284,0,2,1984,1984,5,10960,0,256.0,20,69.22459016393442,174000
6,1868,2.0,477.0,585.0,1140,728,3,1984,2003,7,12090,1,0.0,80,78.0,178000
7,1479,2.0,484.0,725.0,725,754,2,1981,2003,6,12090,1,321.0,60,78.0,176000
7,1664,2.0,663.0,1529.0,1664,0,2,1978,1985,7,12299,1,1328.0,20,93.0,213000
7,1930,2.0,481.0,780.0,1085,845,2,1979,1979,9,11339,1,758.0,60,61.0,192000
7,1969,2.0,534.0,808.0,1161,808,2,1977,1977,8,11952,1,0.0,60,92.0,190000
6,2030,2.0,551.0,848.0,1118,912,2,1976,1976,8,12046,1,156.0,60,69.22459016393442,195000
6,1032,2.0,564.0,1032.0,1032,0,2,1978,1978,6,10395,1,605.0,80,69.22459016393442,148000
6,1177,2.0,495.0,1153.0,1177,0,2,1984,1984,6,11850,0,781.0,20,79.0,151500
7,1725,2.0,550.0,539.0,1040,685,2,1979,1979,6,11584,1,315.0,60,80.0,197000
6,1353,2.0,478.0,1259.0,1353,0,2,1979,1999,5,10400,1,903.0,20,80.0,192350
5,1620,2.0,462.0,780.0,780,840,2,1969,1969,7,10793,0,493.0,60,80.0,152000
6,1220,2.0,944.0,1625.0,1220,0,2,1971,1971,6,13001,1,492.0,20,128.0,170000
5,1484,2.0,487.0,1484.0,1484,0,2,1971,1971,7,12243,1,998.0,20,70.0,175000
6,1743,2.0,539.0,702.0,1041,702,1,1968,1968,7,11700,1,384.0,60,90.0,175000
7,1935,2.0,550.0,793.0,1142,793,2,1976,1976,7,12384,1,0.0,60,69.22459016393442,197900
7,1324,2.0,585.0,1228.0,1324,0,2,1976,1976,5,8991,1,624.0,80,64.0,174000
6,1877,2.0,488.0,1084.0,1084,793,2,1974,1974,8,8000,1,931.0,60,80.0,178900
5,1109,1.0,288.0,372.0,576,533,1,1971,2005,5,10500,0,349.0,80,70.0,139000
6,981,2.0,576.0,981.0,981,0,1,1971,1971,5,10530,0,282.0,20,69.22459016393442,143250
7,1479,2.0,484.0,725.0,725,754,1,1972,2004,7,7472,0,626.0,60,69.22459016393442,184000
5,1422,2.0,576.0,925.0,1422,0,1,1970,1990,7,9457,0,566.0,20,63.0,155000
5,914,1.0,368.0,914.0,914,0,1,1970,2002,5,7920,0,81.0,20,66.0,133000
5,950,1.0,280.0,950.0,950,0,1,1971,1971,5,9758,0,412.0,20,61.0,119500
4,872,4.0,480.0,858.0,872,0,1,1971,1971,5,8294,0,0.0,20,70.0,123000
4,858,1.0,684.0,858.0,858,0,1,1971,1971,4,7340,0,322.0,20,69.22459016393442,110000
4,914,1.0,270.0,914.0,914,0,1,1961,1961,4,17199,0,314.0,20,69.22459016393442,128000
4,864,2.0,528.0,864.0,864,0,1,1971,1971,5,9000,0,616.0,20,60.0,120500
7,767,1.0,367.0,723.0,767,0,1,1998,1998,4,4058,0,584.0,120,34.0,133000
6,1337,2.0,511.0,1337.0,1337,0,2,2001,2001,5,4113,1,0.0,120,33.0,155000
6,1337,2.0,522.0,1405.0,1337,0,2,1997,1998,5,10943,1,930.0,120,26.0,177000
6,1092,1.0,264.0,525.0,525,567,1,1973,1973,6,2205,0,312.0,160,21.0,113500
6,1218,1.0,264.0,672.0,672,546,1,1973,1973,7,1890,0,356.0,160,21.0,113000
6,1218,1.0,264.0,672.0,672,546,1,1973,1973,7,2058,0,0.0,160,21.0,113700
5,1302,2.0,440.0,630.0,630,672,2,1970,1970,6,2016,0,0.0,160,24.0,106000
5,1365,2.0,440.0,765.0,765,600,1,1971,1971,6,1920,0,471.0,160,24.0,122500
6,958,2.0,440.0,1078.0,958,0,2,1976,1976,5,4928,1,120.0,120,69.22459016393442,128000
6,1548,2.0,440.0,804.0,804,744,2,1976,1976,7,2308,1,556.0,160,24.0,155000
7,1055,1.0,319.0,1061.0,1055,0,2,1978,1978,4,2304,0,632.0,120,24.0,142500
5,988,1.0,360.0,988.0,988,0,1,1966,1966,5,7150,0,725.0,20,65.0,129250
9,1816,3.0,730.0,1790.0,1816,0,2,2006,2007,7,12469,1,1151.0,20,96.0,356000
9,1828,3.0,774.0,1822.0,1828,0,2,2007,2007,9,11694,1,48.0,20,90.0,314813
8,1694,3.0,818.0,1694.0,1694,0,2,2007,2007,7,12030,0,0.0,20,93.0,318000
8,1694,3.0,856.0,1694.0,1694,0,2,2006,2007,7,11825,1,0.0,20,91.0,322400
8,1734,3.0,928.0,1734.0,1734,0,2,2007,2007,7,12085,1,1004.0,20,93.0,318000
8,2122,3.0,938.0,2108.0,2122,0,2,2007,2007,7,14333,1,1518.0,20,110.0,345474
9,2121,3.0,732.0,2121.0,2121,0,2,2006,2007,8,14450,1,0.0,20,107.0,415298
9,2656,3.0,1040.0,1934.0,1943,713,2,2007,2007,8,13641,1,1304.0,60,107.0,492000
8,2550,3.0,670.0,1108.0,1148,1402,2,2006,2007,11,13440,1,0.0,60,110.0,338931
10,2046,3.0,878.0,1994.0,2046,0,2,2005,2006,7,15431,2,1430.0,20,105.0,450000
7,2172,3.0,947.0,1063.0,1071,1101,2,2006,2006,9,14154,1,0.0,60,109.0,280000
9,2552,3.0,932.0,2552.0,2552,0,2,2007,2007,8,13891,2,1812.0,20,107.0,479069
8,1973,3.0,895.0,1935.0,1973,0,2,2006,2006,9,14226,1,0.0,20,110.0,395000
9,2643,3.0,694.0,2153.0,2069,574,2,2006,2006,9,13693,1,0.0,60,105.0,380000
8,1634,3.0,866.0,1626.0,1634,0,2,2006,2006,7,11428,1,0.0,20,98.0,250000
8,1976,3.0,908.0,1976.0,1976,0,2,2006,2007,7,14977,1,1350.0,20,110.0,440000
9,2758,3.0,814.0,1704.0,1722,1036,2,2005,2006,9,13654,1,0.0,60,118.0,418000
10,2290,3.0,1174.0,2320.0,2290,0,2,2007,2007,7,17169,1,1684.0,20,59.0,500067
8,2152,2.0,728.0,1582.0,1582,570,2,2007,2008,7,16659,1,0.0,60,134.0,260116
8,2473,3.0,852.0,1143.0,1143,1330,2,2004,2005,9,9591,1,0.0,60,76.0,317000
8,2100,3.0,786.0,918.0,958,1142,2,2007,2007,8,9709,2,778.0,60,82.0,319500
8,2161,3.0,789.0,1582.0,1610,551,1,2007,2007,8,10562,1,1288.0,60,86.0,325624
9,1802,3.0,843.0,1802.0,1802,0,2,2006,2006,7,13615,1,0.0,20,94.0,372000
8,2956,3.0,916.0,1706.0,1718,1238,2,2004,2004,11,13069,1,0.0,60,99.0,342000
8,2468,3.0,872.0,1136.0,1136,1332,2,2004,2004,10,12099,1,970.0,60,99.0,354000
8,2385,3.0,818.0,1317.0,1217,1168,2,2003,2003,7,14277,1,938.0,60,110.0,350000
8,2374,3.0,656.0,1181.0,1234,1140,2,2003,2004,10,11999,1,0.0,60,93.0,285000
8,1818,3.0,774.0,895.0,895,923,2,2007,2007,8,12568,1,669.0,60,69.22459016393442,281500
7,1614,3.0,878.0,1614.0,1614,0,2,2005,2006,7,9926,0,1178.0,20,70.0,245700
8,1721,2.0,554.0,1721.0,1721,0,2,2005,2005,7,9254,0,119.0,20,71.0,232698
8,1828,3.0,876.0,1298.0,1298,530,2,2006,2007,7,10732,0,0.0,60,92.0,250000
6,1362,2.0,460.0,1362.0,1362,0,2,2005,2006,6,7577,1,20.0,120,61.0,194700
6,1302,2.0,631.0,1302.0,1302,0,1,2005,2006,5,3901,1,866.0,120,34.0,204000
6,1302,2.0,631.0,1302.0,1302,0,1,2005,2006,5,3903,1,1030.0,120,34.0,200000
6,1362,2.0,460.0,1362.0,1362,0,2,2005,2006,6,6289,1,762.0,120,41.0,207000
8,1554,2.0,627.0,1554.0,1554,0,2,2006,2006,6,4590,1,24.0,120,34.0,209500
8,1554,2.0,627.0,1554.0,1554,0,2,2006,2006,6,4590,1,24.0,120,34.0,209500
