DATE,STOCKHOLM_cloud_cover,STOCKHOLM_pressure,STOCKHOLM_precipitation,STOCKHOLM_sunshine,STOCKHOLM_temp_mean,STOCKHOLM_temp_min,STOCKHOLM_temp_max,STOCKHOLM_picnic_weather
20020406,4,1.0203,0.0,9.8,2.4,-2.0,8.0,False
20020407,7,1.0267,0.0,0.4,3.6,1.3,6.5,False
20020408,4,1.03,0.0,10.6,3.4,-0.9,8.0,False
20020409,1,1.0296,0.0,11.7,4.6,-0.7,10.4,False
20020410,3,1.0279,0.0,13.0,6.8,1.6,12.4,False
20020411,1,1.0217,0.0,12.4,7.5,2.0,13.9,False
20020412,5,1.0115,0.0,8.4,8.8,4.0,14.6,False
20020413,5,1.007,0.0,10.4,10.1,7.3,14.7,False
20020414,8,1.0122,0.0,0.0,6.1,4.3,9.8,False
20020415,1,1.0174,0.0,11.7,4.8,2.0,9.4,False
20020416,2,1.0209,0.0,10.4,3.2,-0.3,8.9,False
20020417,6,1.0226,0.0,3.5,2.6,-1.4,6.0,False
20020418,4,1.0207,0.0,13.1,5.4,-0.8,12.4,False
20020419,4,1.0222,0.0,11.3,7.5,1.9,13.5,False
20020420,4,1.029,0.0,9.1,10.9,3.6,16.9,False
20020421,2,1.0328,0.0,14.0,12.4,6.4,17.3,False
20020422,1,1.0255,0.02,13.7,13.1,6.6,18.0,False
20020423,6,1.0148,0.04,3.7,11.9,9.8,15.7,False
20020424,2,1.0197,0.0,14.2,13.2,7.4,18.3,True
20020425,1,1.0146,0.03,12.3,14.9,9.5,21.0,False
20020426,7,1.0048,0.0,3.5,10.2,7.6,14.8,False
20020427,8,0.9952,0.63,2.1,9.2,6.1,14.0,False
20020428,5,1.0022,0.0,5.4,7.0,5.0,9.1,False
20020429,7,1.0045,0.1,1.0,6.6,3.4,8.7,False
20020430,4,1.0068,0.0,9.1,9.4,5.1,13.6,False
20020501,6,1.0106,0.28,6.2,8.4,5.3,12.3,False
20020502,7,1.0128,0.64,9.0,10.7,5.8,16.6,False
20020503,7,1.0126,0.04,0.0,10.3,8.1,13.1,False
20020504,7,1.0156,1.52,0.0,9.3,8.4,12.0,False
20020505,5,1.0219,0.0,7.4,9.7,6.9,13.4,False
20020506,5,1.0307,0.0,11.2,10.0,4.7,15.5,False
20020507,1,1.0301,0.0,15.8,11.4,3.7,18.0,True
20020508,1,1.0242,0.0,15.7,13.5,6.5,20.0,True
20020509,1,1.0249,0.0,14.9,12.2,8.4,17.0,False
20020510,1,1.0249,0.0,15.3,10.9,4.1,17.6,False
20020511,1,1.0195,0.0,15.3,12.5,7.0,18.1,True
20020512,1,1.0126,0.0,14.8,15.7,9.2,21.7,True
20020513,6,1.013,0.0,6.3,14.8,8.7,18.8,True
20020514,1,1.0135,0.0,16.0,16.4,10.6,23.0,True
20020515,6,1.0113,0.0,7.6,14.1,9.1,18.5,True
20020516,6,1.0068,0.49,11.3,12.6,9.1,19.2,False
20020517,5,1.0088,0.38,6.3,10.5,9.0,14.6,False
20020518,4,1.0138,0.0,12.2,9.8,6.2,13.1,False
20020519,2,1.02,0.0,14.6,9.8,5.2,15.2,False
20020520,1,1.0202,0.0,16.6,12.7,5.9,20.0,True
20020521,2,1.0179,0.0,12.2,14.8,8.7,21.8,True
20020522,0,1.0159,0.0,16.8,14.6,8.4,20.5,True
20020523,1,1.0114,0.0,16.5,16.3,9.8,22.7,True
20020524,5,1.0075,0.0,12.5,15.3,10.4,23.3,True
20020525,7,1.0119,0.06,1.7,10.0,9.3,10.8,False
20020526,5,1.0163,0.03,8.5,13.4,8.7,18.5,False
20020527,7,1.0144,0.0,0.6,11.8,8.6,15.9,False
20020528,3,1.017,0.0,15.9,13.9,12.1,16.6,False
20020529,1,1.0169,0.0,17.1,14.8,9.8,19.9,True
20020530,3,1.0161,0.0,11.5,16.2,9.0,24.4,True
20020531,2,1.0185,0.0,13.2,15.2,10.6,20.6,True
20020601,3,1.0198,0.02,13.6,16.8,10.7,23.0,False
20020602,1,1.0224,0.0,15.9,18.3,12.5,24.5,True
20020603,3,1.0184,0.0,16.0,20.0,14.7,27.3,True
20020604,1,1.0166,0.0,17.4,20.1,14.0,26.6,True
20020605,0,1.0194,0.0,17.3,19.9,13.6,26.7,True
20020606,1,1.0208,0.0,17.1,19.5,14.0,26.1,True
20020607,2,1.0183,0.0,16.4,19.0,13.7,25.0,True
20020608,1,1.0144,0.0,17.0,20.5,13.6,27.5,True
20020609,3,1.0119,0.0,13.4,20.8,15.2,28.2,True
20020610,2,1.0117,0.0,14.5,20.0,15.8,25.4,True
20020611,7,1.0109,0.56,7.2,19.3,15.2,24.9,False
20020612,5,1.0121,0.0,8.3,17.0,14.0,22.0,True
20020613,4,1.0052,1.29,11.7,16.4,12.5,22.6,False
20020614,7,0.9993,0.92,0.7,13.4,12.0,16.1,False
20020615,4,1.0077,0.28,9.1,17.1,12.0,23.7,False
20020616,7,1.0043,0.41,2.7,15.7,13.1,19.2,False
20020617,3,1.0119,0.0,14.9,18.6,14.0,23.4,True
20020618,5,1.0144,0.0,9.5,22.7,16.9,28.9,True
20020619,2,1.0136,0.0,14.5,21.4,19.7,25.0,True
20020620,4,1.0194,0.95,12.5,19.2,14.5,25.0,False
20020621,6,1.0102,0.19,4.6,13.9,11.5,20.0,False
20020622,5,1.0137,0.68,7.1,15.6,12.0,21.0,False
20020623,6,1.0028,1.55,3.5,13.9,12.5,17.5,False
20020624,6,1.0078,0.03,7.3,16.0,13.0,20.2,False
20020625,5,1.0129,0.74,9.7,16.1,12.5,20.1,False
20020626,7,1.0099,0.05,9.9,15.9,12.3,20.1,False
20020627,8,1.0023,0.64,0.5,14.2,13.2,16.9,False
20020628,5,0.999,0.06,8.6,14.0,10.5,18.6,False
20020629,7,1.0011,0.47,6.3,14.4,11.0,17.9,False
20020630,6,1.0012,0.0,9.8,16.3,12.8,21.0,True
20020701,5,0.999,0.0,7.1,14.6,11.2,18.5,True
20020702,8,0.9999,0.48,3.9,15.1,13.2,17.5,False
20020703,6,1.0042,0.11,9.9,16.0,12.9,19.8,False
20020704,8,1.0048,0.82,0.0,14.7,13.7,16.8,False
20020705,6,1.0057,0.0,3.9,17.4,14.8,20.5,True
20020706,6,1.012,0.15,6.4,15.9,12.2,20.6,False
20020707,6,1.0121,0.09,3.4,17.2,14.3,21.4,False
20020708,3,1.015,0.0,13.9,17.8,13.6,22.7,True
20020709,6,1.0179,0.0,6.8,19.4,16.0,24.6,True
20020710,0,1.0165,0.0,16.6,21.8,16.7,27.4,True
20020711,7,1.0129,0.49,3.4,20.7,18.6,24.2,False
20020712,2,1.0213,0.0,16.0,18.9,14.7,23.4,True
20020713,3,1.0245,0.0,14.6,20.4,15.6,25.0,True
20020714,4,1.0248,0.0,12.8,21.6,16.3,26.8,True
20020715,2,1.0213,0.0,11.1,22.4,17.7,28.0,True
20020716,1,1.018,0.0,16.4,23.6,18.2,28.4,True
20020717,2,1.0162,0.0,12.5,24.0,18.0,31.0,True
20020718,8,1.016,0.55,2.6,22.3,18.6,27.0,False
20020719,8,1.0123,2.2,0.6,19.9,17.9,24.4,False
20020720,7,1.0102,0.3,2.2,20.7,18.1,24.0,False
20020721,8,1.0073,1.32,0.0,19.2,18.4,22.2,False
20020722,5,1.0005,1.11,10.2,19.6,17.4,23.4,False
20020723,5,0.9937,0.34,4.9,17.2,15.0,19.4,False
20020724,6,0.9981,1.03,4.4,16.9,14.5,20.8,False
20020725,7,0.998,1.38,2.7,16.8,14.5,19.8,False
20020726,6,1.004,0.03,5.1,17.1,9.8,22.6,False
20020727,5,1.0166,0.0,6.5,18.9,15.7,22.5,True
20020728,1,1.0239,0.0,15.5,21.0,16.0,26.7,True
20020729,1,1.0238,0.0,14.6,22.3,16.5,28.6,True
20020730,1,1.0227,0.0,13.8,21.3,17.6,26.0,True
20020731,6,1.0175,0.98,5.5,20.8,17.6,24.9,False
20020801,6,1.0145,0.0,9.1,21.5,18.8,25.3,True
20020802,5,1.0183,0.0,4.3,20.0,18.9,22.5,True
20020803,1,1.0188,0.0,14.8,19.7,15.0,24.8,True
20020804,1,1.0178,0.0,15.9,20.1,15.0,25.3,True
20020805,7,1.0204,0.0,5.4,18.8,15.0,23.0,True
20020806,3,1.0198,0.0,10.7,17.4,12.6,23.0,True
20020807,5,1.0177,0.0,9.9,19.2,14.5,24.0,True
20020808,2,1.0149,0.0,10.2,21.1,16.0,26.5,True
20020809,3,1.0145,0.0,13.9,20.8,16.8,26.0,True
20020810,2,1.0138,0.0,13.4,20.9,16.5,26.5,True
20020811,5,1.0094,0.0,12.3,22.1,18.0,27.5,True
20020812,6,1.006,0.0,10.8,22.7,18.6,27.3,True
20020813,5,1.0077,0.0,12.2,23.0,19.0,27.5,True
20020814,4,1.0125,0.0,10.3,23.6,18.5,28.3,True
20020815,1,1.0172,0.0,11.0,24.5,20.4,30.6,True
20020816,3,1.0207,0.0,8.9,23.2,19.7,28.3,True
20020817,2,1.0233,0.0,14.5,21.2,16.1,27.0,True
20020818,1,1.0257,0.0,13.4,20.6,17.0,25.3,True
20020819,2,1.0245,0.0,14.5,21.2,16.0,27.0,True
20020820,1,1.0217,0.0,14.0,22.3,16.4,29.2,True
20020821,1,1.019,0.0,13.2,22.7,17.6,28.7,True
20020822,1,1.0205,0.0,13.3,23.2,17.8,29.0,True
20020823,2,1.0226,0.0,10.5,23.1,18.6,29.0,True
20020824,6,1.0259,0.0,12.1,21.7,17.4,26.6,True
20020825,3,1.0262,0.0,7.9,21.1,16.9,26.1,True
20020826,3,1.0241,0.0,12.3,21.7,16.9,27.4,True
20020827,6,1.0184,0.07,7.7,20.9,17.2,25.5,False
20020828,7,1.0129,0.0,5.4,20.8,18.2,24.1,True
20020829,3,1.0134,0.05,9.3,21.4,16.9,26.7,False
20020830,7,1.0089,0.0,4.7,19.8,17.0,23.4,True
20020831,5,1.0056,0.26,3.5,20.0,17.2,25.7,False
20020901,2,1.0192,0.0,12.3,16.9,13.0,20.5,True
20020902,2,1.0272,0.0,12.9,18.2,12.2,23.6,True
20020903,3,1.0257,0.0,10.5,19.1,14.6,23.7,True
20020904,1,1.0213,0.0,12.1,20.0,16.0,24.8,True
20020905,2,1.0103,0.02,7.9,21.0,18.2,25.4,False
20020906,4,1.0104,0.0,8.2,18.2,13.7,23.1,True
20020907,2,1.0125,0.0,10.5,19.5,15.7,25.0,True
20020908,3,1.0197,0.0,10.5,19.4,14.0,25.0,True
20020909,2,1.0233,0.0,11.5,20.8,16.0,26.2,True
20020910,5,1.0242,0.0,4.8,16.2,13.3,22.3,True
20020911,1,1.0306,0.0,12.8,16.0,11.0,21.0,True
20020912,1,1.0283,0.0,12.4,17.9,12.5,23.3,True
20020913,6,1.0199,0.04,6.4,17.9,14.5,21.2,False
20020914,4,1.0141,0.13,4.9,13.1,11.0,19.0,False
20020915,5,1.0179,0.04,2.0,9.4,8.2,12.5,False
20020916,8,1.0103,0.05,0.2,11.2,7.2,14.5,False
20020917,5,1.0059,0.07,6.3,13.1,9.8,16.6,False
20020918,3,1.0056,0.0,7.5,10.9,8.2,14.6,False
20020919,4,1.0148,0.46,5.0,10.5,7.9,13.7,False
20020920,6,1.0118,0.3,0.0,8.7,8.3,10.3,False
20020921,5,1.0152,0.0,3.3,7.3,5.0,10.2,False
20020922,1,1.0192,0.0,10.9,7.3,3.3,10.9,False
20020923,1,1.0217,0.0,10.6,6.9,2.9,10.6,False
20020924,7,1.0125,0.0,10.0,10.5,5.0,15.0,False
20020925,2,1.0104,0.0,10.3,8.8,6.6,13.3,False
20020926,1,1.0132,0.0,8.0,6.2,2.3,11.2,False
20020927,3,1.0204,0.0,7.0,6.8,3.0,10.8,False
20020928,5,1.0176,0.0,3.6,9.3,4.5,13.5,False
20020929,5,1.017,0.0,9.9,12.3,8.4,16.5,False
20020930,6,1.0147,0.16,5.3,13.3,10.3,16.4,False
20021001,3,1.0234,0.0,10.1,8.8,6.5,14.5,False
20021002,1,1.022,0.0,10.9,8.6,5.6,11.9,False
20021003,4,1.0168,0.0,8.1,7.9,4.4,12.2,False
20021004,8,1.0152,0.27,0.4,7.6,5.4,9.5,False
20021005,7,1.0138,0.03,0.4,5.5,4.7,8.5,False
20021006,6,1.0202,0.0,2.0,3.7,2.2,5.6,False
20021007,6,1.0209,0.14,3.0,3.2,0.2,6.1,False
20021008,7,1.0219,0.0,0.0,4.3,3.3,5.4,False
20021009,5,1.0234,0.0,4.9,3.7,2.5,6.3,False
20021010,6,1.0263,0.0,1.9,2.0,-0.1,4.9,False
20021011,8,1.0322,0.0,0.6,2.8,1.7,4.0,False
20021012,8,1.0334,0.34,0.0,3.2,2.5,4.5,False
20021013,8,1.032,0.0,0.0,4.1,2.4,5.0,False
20021014,8,1.0242,0.75,0.0,3.5,2.5,4.6,False
20021015,8,1.0142,0.15,0.1,3.7,2.4,4.7,False
20021016,8,1.0062,0.07,0.0,2.5,2.0,3.3,False
20021017,8,0.9999,0.0,0.0,2.2,1.5,3.3,False
20021018,5,1.0045,0.0,3.7,-0.2,-1.0,2.0,False
20021019,5,1.0105,0.0,7.4,-1.6,-4.7,1.3,False
20021020,5,1.0135,0.01,6.5,0.8,-3.1,4.3,False
20021021,6,1.0121,0.05,0.4,1.7,0.5,3.5,False
20021022,7,1.0067,0.0,1.2,3.3,-0.5,5.3,False
20021023,8,0.9965,1.01,0.0,4.4,3.3,5.0,False
20021024,7,0.9959,0.0,1.1,6.6,5.0,8.0,False
20021025,6,1.0013,0.03,1.4,6.4,3.6,8.9,False
20021026,7,0.9861,1.33,0.0,7.6,7.0,8.5,False
20021027,6,0.9914,0.0,-1.7,6.2,4.2,8.0,False
20021028,7,0.9988,0.0,0.1,3.8,2.3,6.3,False
20021029,1,1.008,0.0,8.6,2.8,0.4,4.9,False
20021030,6,1.0101,0.0,1.0,2.7,0.0,4.2,False
20021031,7,1.0109,0.34,1.9,2.8,0.1,4.5,False
20021101,8,1.0081,0.03,0.2,2.0,1.5,4.7,False
20021102,1,1.0221,0.0,6.3,-0.2,-1.0,2.0,False
20021103,6,1.0238,0.0,0.0,-0.7,-2.9,0.8,False
20021104,7,1.0222,0.0,0.8,0.9,-0.7,2.0,False
20021105,3,1.0242,0.0,7.3,-1.0,-3.7,1.5,False
20021106,7,1.0175,0.0,0.1,3.0,1.0,4.2,False
20021107,7,1.0084,0.0,1.6,3.0,1.0,4.7,False
20021108,8,1.0041,0.0,0.0,2.6,2.1,3.5,False
20021109,8,1.0031,0.2,0.0,1.1,0.4,2.9,False
20021110,7,1.0098,0.07,0.9,-1.6,-3.3,1.0,False
20021111,6,1.0084,0.01,3.9,-5.2,-6.0,-2.9,False
20021112,6,1.0106,0.28,4.3,-6.2,-8.9,-4.0,False
20021113,8,0.9975,0.77,0.0,0.3,-4.4,1.1,False
20021114,8,0.9992,0.1,0.0,2.7,1.0,3.3,False
20021115,8,1.0012,0.32,0.0,4.7,3.3,5.7,False
20021116,8,1.0079,0.02,0.0,3.8,3.1,4.4,False
20021117,8,1.0002,0.07,0.0,2.6,1.9,4.2,False
20021118,8,1.0084,0.08,0.2,3.6,1.3,5.0,False
20021119,8,1.0131,0.11,0.0,-0.4,-1.6,4.9,False
20021120,8,1.0069,0.25,0.0,0.3,-1.6,0.8,False
20021121,8,1.012,0.01,0.0,0.0,-1.0,0.8,False
20021122,8,1.0165,0.03,0.0,-0.5,-1.8,0.7,False
20021123,8,1.021,0.0,0.0,0.5,0.0,0.9,False
20021124,8,1.0203,0.24,0.0,2.2,0.3,3.7,False
20021125,8,1.0173,0.03,0.0,5.4,3.7,5.7,False
20021126,8,1.0062,0.5,0.0,5.3,4.3,6.1,False
20021127,8,1.016,0.0,0.0,2.3,1.3,6.2,False
20021128,8,1.0257,0.04,0.0,1.4,-0.4,2.5,False
20021129,8,1.0321,0.0,0.0,-0.6,-1.6,2.0,False
20021130,8,1.0344,0.0,0.0,-1.2,-2.1,-0.7,False
20021201,8,1.0247,0.19,0.0,-1.2,-2.4,-0.1,False
20021202,8,1.0157,0.07,0.0,0.7,-2.4,1.9,False
20021203,8,1.0273,0.0,0.0,1.1,0.4,2.0,False
20021204,8,1.0306,0.0,0.0,-0.5,-1.0,0.6,False
20021205,8,1.0386,0.0,0.0,-0.7,-1.4,-0.2,False
20021206,8,1.0485,0.0,1.4,-1.2,-1.5,-0.5,False
20021207,6,1.0512,0.0,0.0,-2.5,-3.6,-1.0,False
20021208,8,1.0479,0.0,0.0,-5.0,-5.8,-3.2,False
20021209,8,1.0402,0.0,0.0,-5.8,-10.0,-3.6,False
20021210,4,1.035,0.0,0.6,-2.5,-7.9,-0.4,False
20021211,3,1.0316,0.0,4.6,-2.8,-3.8,-0.4,False
20021212,2,1.0259,0.0,1.6,-2.6,-4.5,-1.1,False
20021213,8,1.0328,0.0,0.0,0.5,-1.5,1.3,False
20021214,8,1.0358,0.0,0.0,-0.5,-1.2,0.2,False
20021215,8,1.0352,0.01,0.0,0.2,-0.1,0.7,False
20021216,7,1.0285,0.0,0.4,-1.4,-2.9,0.0,False
20021217,6,1.018,0.1,0.0,-2.8,-4.9,-0.5,False
20021218,1,1.0192,0.0,4.9,-3.4,-5.4,-2.0,False
20021219,7,1.0187,0.0,0.0,-1.9,-4.9,-0.3,False
20021220,5,1.0035,0.0,0.0,1.6,-0.4,3.7,False
20021221,1,1.0095,0.0,4.2,-4.0,-4.8,0.6,False
20021222,0,1.0211,0.0,4.9,-8.5,-9.6,-4.8,False
20021223,0,1.03,0.0,4.9,-9.2,-11.0,-7.4,False
20021224,3,1.033,0.0,2.3,-10.2,-11.4,-7.9,False
20021225,7,1.0249,0.01,0.3,-3.8,-10.3,-2.0,False
20021226,8,1.0149,0.0,0.0,-3.3,-4.2,-1.9,False
20021227,8,1.0097,0.0,0.0,-2.4,-4.0,-1.5,False
20021228,8,1.0058,0.26,0.0,-2.7,-3.6,-0.9,False
20021229,8,1.0012,0.24,0.0,-6.4,-9.0,-3.6,False
20021230,5,1.0082,0.03,2.4,-10.3,-12.4,-7.4,False
20021231,4,1.0137,0.02,-1.7,-14.6,-16.6,-9.5,False
20030101,6,1.0023,0.05,5.1,-6.7,-13.7,-4.4,False
20030102,6,0.9979,0.02,5.1,-9.2,-12.0,-6.3,False
20030103,5,1.0023,0.09,5.1,-14.6,-16.3,-12.0,False
20030104,6,1.008,0.02,5.1,-14.7,-15.7,-13.2,False
20030105,2,1.0131,0.0,5.1,-17.0,-19.3,-14.5,False
20030106,4,1.0193,0.01,5.1,-14.8,-17.7,-12.7,False
20030107,7,1.013,0.0,5.1,-8.1,-12.8,-5.8,False
20030108,1,1.0135,0.0,5.1,-4.8,-6.3,-3.9,False
20030109,5,1.0115,0.04,5.1,-2.2,-5.0,-0.8,False
20030110,1,1.0272,0.0,5.1,-9.3,-12.3,-1.7,False
20030111,7,1.0143,0.13,5.1,-5.7,-15.1,-0.5,False
20030112,4,1.0093,0.0,5.1,-0.1,-1.3,1.9,False
20030113,3,1.0024,0.12,5.1,0.1,-1.6,2.5,False
20030114,5,0.9899,0.08,5.1,2.4,-4.0,6.0,False
20030115,7,0.995,0.01,5.1,5.0,1.6,6.3,False
20030116,4,0.9942,0.03,5.1,3.7,2.0,6.5,False
20030117,8,1.0017,0.0,5.1,5.0,-0.8,6.8,False
20030118,6,0.9968,0.0,5.1,4.0,1.9,6.1,False
20030119,6,1.0071,0.25,5.1,3.0,1.7,5.0,False
20030120,8,1.0023,0.13,5.1,1.8,1.1,3.6,False
20030121,8,0.9972,0.27,5.1,2.6,2.0,3.2,False
20030122,8,1.0006,0.15,5.1,2.1,2.0,2.6,False
20030123,8,1.0133,0.02,5.1,1.2,0.3,2.3,False
20030124,5,1.0291,0.0,5.1,-3.1,-5.6,0.3,False
20030125,8,1.0158,0.28,5.1,3.5,-1.1,4.8,False
20030126,7,1.0052,0.06,5.1,3.6,3.3,4.6,False
20030127,7,1.0011,0.02,5.1,0.8,-0.3,3.4,False
20030128,8,0.9864,0.14,5.1,0.1,-1.1,1.1,False
20030129,5,0.9942,0.0,5.1,-5.1,-6.2,-1.0,False
20030130,3,1.0008,0.0,5.1,-7.7,-9.2,-5.4,False
20030131,3,1.014,0.0,-1.7,-11.6,-13.6,-7.7,False
20030201,7,1.0127,0.0,0.1,-8.1,-13.1,-4.5,False
20030202,6,1.0019,0.47,0.0,-2.6,-5.6,-0.5,False
20030203,8,0.9897,0.6,0.0,-1.6,-2.0,-0.7,False
20030204,8,0.992,0.67,0.0,-1.5,-2.5,-0.1,False
20030205,6,1.0013,0.1,0.0,-7.0,-8.8,-2.5,False
20030206,6,1.0132,0.2,0.0,-10.0,-11.5,-8.2,False
20030207,5,1.0191,0.0,5.0,-10.9,-15.3,-7.7,False
20030208,5,1.0239,0.0,5.3,-3.0,-7.8,0.9,False
20030209,3,1.0278,0.0,8.1,-1.4,-2.8,0.4,False
20030210,8,1.029,0.0,0.0,-3.2,-4.0,-1.0,False
20030211,8,1.0301,0.0,0.0,-3.2,-5.4,-0.4,False
20030212,8,1.0319,0.0,0.1,-0.5,-2.7,0.4,False
20030213,7,1.032,0.0,0.9,-0.2,-1.1,1.5,False
20030214,4,1.0297,0.0,5.9,-0.8,-3.0,2.3,False
20030215,3,1.0415,0.0,5.3,-3.0,-4.8,-0.4,False
20030216,5,1.0386,0.0,1.6,-5.4,-8.0,-3.0,False
20030217,2,1.0351,0.0,8.3,-3.2,-6.2,-0.3,False
20030218,3,1.0329,0.0,5.9,-1.0,-4.6,2.1,False
20030219,2,1.0253,0.0,8.5,1.6,-2.5,5.2,False
20030220,0,1.0258,0.0,9.4,-0.1,-4.4,4.2,False
20030221,0,1.0299,0.0,9.3,-0.3,-4.2,4.4,False
20030222,8,1.0338,0.0,0.0,-1.5,-4.2,0.6,False
20030223,8,1.0343,0.0,0.0,-1.4,-1.9,-0.4,False
20030224,3,1.0303,0.0,5.7,-2.1,-3.4,-0.4,False
20030225,6,1.0302,0.0,0.3,-4.1,-5.0,-2.5,False
20030226,6,1.0285,0.0,8.4,-4.8,-8.9,-0.4,False
20030227,8,1.0246,0.01,0.0,-4.0,-5.1,-2.6,False
20030228,8,1.0255,0.0,0.0,-5.2,-6.2,-4.4,False
20030301,8,1.0286,0.0,0.0,-4.9,-6.3,-4.0,False
20030302,8,1.0267,0.0,0.0,-4.1,-5.5,-3.1,False
20030303,8,1.0285,0.01,0.0,-3.1,-4.0,-2.2,False
20030304,8,1.0307,0.01,0.0,-2.9,-4.0,-1.7,False
20030305,7,1.0285,0.0,4.9,-0.6,-2.8,1.6,False
20030306,7,1.0225,0.0,2.2,-0.2,-1.3,1.7,False
20030307,8,1.0178,0.0,0.0,0.5,-0.8,1.6,False
20030308,8,1.0147,0.02,0.0,0.8,-0.5,1.6,False
20030309,7,1.0081,0.0,0.0,2.3,0.7,4.0,False
20030310,8,1.0035,0.0,1.4,5.0,2.2,8.0,False
20030311,8,0.9998,0.07,0.0,5.9,5.0,7.6,False
20030312,4,1.0127,0.0,9.1,2.6,-2.5,5.1,False
20030313,1,1.0332,0.0,11.0,3.4,-1.1,7.6,False
20030314,3,1.0387,0.0,10.0,7.1,1.0,12.3,False
20030315,5,1.043,0.0,6.9,6.1,3.9,9.7,False
20030316,4,1.0322,0.0,7.1,5.4,1.2,9.9,False
20030317,5,1.0262,0.0,4.6,6.3,1.4,10.1,False
20030318,6,1.0246,0.0,3.4,6.3,2.9,9.7,False
20030319,5,1.0159,0.0,5.3,6.2,1.9,10.2,False
20030320,2,1.0296,0.0,9.5,-1.8,-3.6,6.8,False
20030321,5,1.0313,0.0,9.6,-0.6,-6.0,3.3,False
20030322,7,1.0214,0.0,4.1,4.0,0.8,6.4,False
20030323,2,1.0166,0.0,8.6,6.0,1.4,10.8,False
20030324,1,1.0186,0.0,11.7,6.8,2.0,11.0,False
20030325,1,1.0199,0.0,11.7,6.3,1.2,11.7,False
20030326,2,1.023,0.0,11.2,6.4,1.9,12.0,False
20030327,0,1.0174,0.0,11.6,8.8,4.1,13.8,False
20030328,1,1.0174,0.0,11.9,6.5,3.0,11.2,False
20030329,3,1.0106,0.0,10.2,8.0,2.0,13.5,False
20030330,6,0.9952,0.02,-1.7,6.6,3.8,11.6,False
20030331,6,1.0148,0.04,6.7,1.0,-0.1,4.0,False
20030401,8,1.0122,0.0,1.9,1.2,-1.1,3.4,False
20030402,8,0.9937,0.49,0.0,1.5,0.6,3.3,False
20030403,6,1.0061,0.11,2.6,0.8,-1.2,2.9,False
20030404,7,1.0064,0.37,3.6,3.3,-1.6,10.0,False
20030405,5,1.0097,0.17,6.5,0.8,-2.0,7.4,False
20030406,5,1.0226,0.0,5.5,-1.4,-3.3,0.8,False
20030407,2,1.027,0.0,10.7,-1.1,-3.9,2.0,False
20030408,2,1.024,0.0,9.5,-1.6,-5.0,1.9,False
20030409,6,1.0195,0.35,3.5,0.8,-2.7,4.0,False
20030410,8,1.0086,0.87,0.0,0.6,-0.1,2.4,False
20030411,8,1.0139,0.23,0.3,0.9,-0.3,2.2,False
20030412,7,1.0159,0.0,0.0,2.2,0.7,3.9,False
20030413,5,1.0241,0.0,5.7,5.3,0.4,9.5,False
20030414,2,1.0328,0.0,12.5,6.6,0.5,11.4,False
20030415,5,1.0347,0.0,11.1,8.0,3.1,14.0,False
20030416,5,1.0323,0.0,9.4,11.3,4.2,17.0,False
20030417,2,1.0378,0.0,12.0,7.9,5.7,14.8,False
20030418,2,1.0398,0.0,9.8,5.6,2.8,9.7,False
20030419,0,1.0366,0.0,12.9,6.2,0.1,12.1,False
20030420,0,1.0302,0.0,13.7,9.4,2.1,16.1,False
20030421,1,1.0252,0.0,13.8,12.4,4.5,18.0,True
20030422,0,1.0191,0.0,14.3,13.6,7.6,19.9,True
20030423,1,1.0199,0.0,13.5,7.6,1.8,14.5,False
20030424,1,1.0254,0.0,4.6,4.5,1.6,8.9,False
20030425,3,1.0264,0.0,0.0,3.8,-1.7,9.1,False
20030426,3,1.0202,0.0,0.0,4.8,0.7,8.8,False
20030427,8,1.0008,0.52,0.0,3.7,1.3,5.5,False
20030428,8,0.9984,0.15,0.0,3.6,2.6,4.9,False
20030429,8,1.0034,0.55,0.0,3.6,2.1,4.8,False
20030430,7,1.0047,0.59,-1.7,11.8,3.5,17.2,False
20030501,8,0.9979,1.86,5.1,6.2,4.2,14.9,False
20030502,7,1.0098,0.0,5.1,6.4,2.5,11.0,False
20030503,7,1.0087,0.41,5.1,4.6,3.0,10.5,False
20030504,8,1.0143,0.0,5.1,3.6,2.9,4.9,False
20030505,4,1.0197,0.0,5.1,7.5,3.4,11.9,False
20030506,7,1.01,0.73,5.1,9.4,8.4,11.8,False
20030507,4,1.0133,0.0,5.1,11.6,7.5,15.0,False
20030508,6,1.0136,0.0,5.1,11.0,6.3,16.8,False
20030509,3,1.0072,0.0,5.1,12.9,9.3,16.7,False
20030510,3,1.0141,0.0,5.1,11.7,7.0,16.0,False
20030511,1,1.0217,0.0,5.1,12.3,7.1,17.7,False
20030512,5,1.0203,0.08,5.1,10.4,2.0,16.8,False
20030513,5,1.0109,0.0,5.1,11.8,7.0,18.5,True
20030514,3,1.0095,0.0,5.1,10.9,8.2,15.4,False
20030515,2,1.0159,0.0,5.1,10.3,6.6,14.5,False
20030516,4,1.0125,0.0,5.1,10.4,5.1,16.6,False
20030517,5,1.0138,0.0,5.1,11.6,6.4,17.2,False
20030518,1,1.0133,0.0,5.1,13.1,7.9,19.3,True
20030519,3,1.0085,0.0,5.1,13.6,8.2,20.4,True
20030520,5,1.0075,0.0,5.1,12.4,8.0,18.0,True
20030521,2,1.0125,0.01,5.1,12.4,9.0,17.2,False
20030522,5,1.0157,0.0,5.1,12.6,8.5,18.1,True
20030523,6,1.0102,0.33,5.1,11.7,8.9,17.6,False
