DATE,LJUBLJANA_cloud_cover,LJUBLJANA_wind_speed,LJUBLJANA_humidity,LJUBLJANA_pressure,LJUBLJANA_global_radiation,LJUBLJANA_precipitation,LJUBLJANA_sunshine,LJUBLJANA_temp_mean,LJUBLJANA_temp_min,LJUBLJANA_temp_max,LJUBLJANA_picnic_weather
20041115,7,2.2,0.59,1.0199,0.33,0.0,0.2,3.8,3.0,7.1,False
20041116,2,0.8,0.75,1.0253,0.78,0.0,5.1,2.5,-1.4,7.0,False
20041117,3,0.6,0.78,1.0262,0.76,0.0,5.5,3.2,-1.9,9.8,False
20041118,5,2.1,0.74,1.0173,0.63,0.01,4.1,7.6,-0.8,11.9,False
20041119,6,1.8,0.61,1.006,0.06,0.1,0.0,7.2,3.7,12.2,False
20041120,2,0.9,0.6,1.0193,0.87,0.0,7.3,0.8,-3.3,8.4,False
20041121,1,1.5,0.51,1.0265,0.95,0.0,7.9,1.1,-3.0,8.6,False
20041122,4,1.8,0.61,1.026,0.66,0.0,4.3,4.6,-4.7,9.7,False
20041123,3,2.3,0.72,1.0207,0.72,0.0,6.3,5.7,-0.1,12.1,False
20041124,2,0.9,0.72,1.0293,0.81,0.0,7.6,3.5,1.2,9.0,False
20041125,2,0.7,0.67,1.033,0.84,0.0,7.2,-0.5,-4.3,5.5,False
20041126,1,2.0,0.73,1.027,0.79,0.0,7.7,5.3,-4.0,11.2,False
20041127,4,0.7,0.87,1.0254,0.53,0.0,2.9,1.8,-1.5,7.0,False
20041128,8,0.3,0.95,1.0235,0.33,0.02,0.0,0.7,-2.5,2.4,False
20041129,8,0.3,0.94,1.0177,0.14,0.32,0.0,5.1,0.6,7.0,False
20041130,8,0.4,0.96,1.0166,0.18,3.17,0.0,5.3,4.7,6.0,False
20041201,8,0.5,0.89,1.0167,0.18,0.16,0.0,4.9,3.4,5.6,False
20041202,8,0.9,0.91,1.0163,0.14,0.23,0.0,7.9,4.4,10.2,False
20041203,5,0.4,0.83,1.0204,0.51,0.0,3.7,8.0,6.1,13.4,False
20041204,8,0.9,0.79,1.0298,0.15,0.0,0.0,7.8,6.1,8.9,False
20041205,8,1.0,0.89,1.029,0.2,0.61,0.0,5.8,5.3,7.8,False
20041206,8,0.7,0.87,1.03,0.14,0.0,0.0,6.0,5.3,6.7,False
20041207,8,0.9,0.92,1.0326,0.11,0.0,0.0,2.3,0.1,5.9,False
20041208,8,0.6,0.86,1.0326,0.11,0.0,0.0,1.9,1.2,2.3,False
20041209,8,1.1,0.73,1.0338,0.15,0.0,0.0,1.4,0.9,2.6,False
20041210,8,1.3,0.69,1.0319,0.23,0.0,0.0,-0.1,-0.5,0.9,False
20041211,2,0.6,0.8,1.032,0.56,0.0,4.6,-0.8,-1.9,3.0,False
20041212,6,0.8,0.94,1.0333,0.28,0.0,0.1,-2.6,-4.3,-1.5,False
20041213,8,0.7,0.89,1.0344,0.1,0.0,0.0,-3.0,-3.5,-2.3,False
20041214,8,0.8,0.9,1.0354,0.1,0.0,0.0,-3.1,-3.4,-2.1,False
20041215,8,0.9,0.9,1.0324,0.13,0.0,0.0,-3.4,-4.0,-3.0,False
20041216,8,0.7,0.9,1.0249,0.11,0.32,0.0,-2.4,-4.3,-1.4,False
20041217,8,0.3,0.96,1.0099,0.11,0.34,0.0,1.0,-1.4,1.7,False
20041218,8,0.7,0.94,1.0058,0.21,0.0,0.0,1.1,0.0,3.2,False
20041219,8,0.5,0.9,1.0082,0.45,0.0,1.7,-1.1,-3.5,0.0,False
20041220,2,1.6,0.57,1.0204,0.78,0.0,8.0,0.1,-1.7,5.1,False
20041221,0,0.9,0.68,1.027,0.73,0.0,7.9,-2.3,-6.9,2.7,False
20041222,2,0.7,0.76,1.026,0.7,0.0,7.9,-2.2,-6.9,2.7,False
20041223,3,0.8,0.71,1.0186,0.62,0.0,6.1,-1.8,-6.4,1.9,False
20041224,6,0.4,0.74,1.0163,0.24,0.03,0.7,0.1,-5.7,2.6,False
20041225,7,0.5,0.91,1.0105,0.09,1.25,0.0,4.6,2.1,6.7,False
20041226,8,0.1,0.96,1.001,0.06,5.73,0.0,5.9,3.7,6.8,False
20041227,8,0.6,0.94,1.0095,0.1,2.69,0.0,4.4,3.5,6.3,False
20041228,8,0.7,0.95,1.0107,0.07,0.31,0.0,2.8,2.2,4.5,False
20041229,4,1.2,0.82,1.0201,0.58,0.0,4.7,2.5,0.6,6.2,False
20041230,0,0.7,0.73,1.0328,0.78,0.0,7.8,0.6,-3.7,5.8,False
20041231,1,0.8,0.79,1.0299,0.75,0.0,7.7,-0.4,-3.6,5.0,False
20050101,3,0.5,0.8,1.0277,0.67,0.0,6.4,0.3,-3.5,5.5,False
20050102,6,0.5,0.77,1.0222,0.65,0.07,4.5,2.3,-3.5,8.2,False
20050103,8,0.8,0.95,1.0308,0.22,0.0,0.0,0.2,-0.9,3.0,False
20050104,5,0.9,0.86,1.0286,0.5,0.0,2.9,1.2,-3.1,5.0,False
20050105,2,0.7,0.8,1.0296,0.64,0.0,6.4,1.3,-2.8,7.6,False
20050106,3,0.8,0.79,1.0294,0.64,0.0,5.8,2.7,-2.3,11.0,False
20050107,4,0.5,0.9,1.037,0.53,0.0,3.9,0.5,-2.7,5.0,False
20050108,4,1.6,0.73,1.0302,0.78,0.0,7.7,4.8,-3.2,11.1,False
20050109,5,1.4,0.78,1.0323,0.42,0.0,1.3,4.2,2.4,7.3,False
20050110,8,0.9,0.96,1.0339,0.28,0.0,0.0,0.4,-1.2,3.0,False
20050111,3,0.8,0.91,1.0317,0.66,0.0,5.3,1.0,-3.5,6.7,False
20050112,7,0.6,0.96,1.0299,0.45,0.0,2.4,-0.5,-1.8,2.2,False
20050113,6,0.5,0.91,1.0276,0.49,0.0,1.6,0.6,-3.0,3.2,False
20050114,3,0.5,0.78,1.0295,0.71,0.0,5.9,2.2,-0.2,8.2,False
20050115,3,0.7,0.84,1.032,0.67,0.0,5.0,-1.1,-4.5,4.8,False
20050116,2,0.6,0.74,1.0342,0.86,0.0,7.9,-1.7,-6.2,4.3,False
20050117,0,0.6,0.77,1.0301,0.88,0.0,7.9,-2.3,-6.7,3.1,False
20050118,5,1.0,0.75,1.0132,0.73,0.26,4.0,-0.3,-7.8,4.8,False
20050119,6,0.8,0.85,1.012,0.58,0.0,1.8,1.1,0.3,3.6,False
20050120,6,1.1,0.73,1.0151,0.57,0.0,3.2,1.4,-3.1,5.6,False
20050121,3,1.1,0.7,1.0044,0.75,0.0,6.6,3.5,1.1,8.7,False
20050122,3,1.9,0.51,1.0117,0.89,0.0,6.8,3.0,-3.5,9.7,False
20050123,3,0.9,0.68,1.0164,0.63,0.0,3.5,-1.0,-4.3,3.6,False
20050124,7,1.9,0.74,1.0112,0.27,0.0,0.0,-0.6,-3.7,1.4,False
20050125,7,3.1,0.53,1.0101,0.6,0.0,1.8,0.0,-1.8,2.0,False
20050126,8,2.9,0.43,1.006,0.4,0.0,0.0,-0.2,-1.5,1.5,False
20050127,4,1.9,0.57,1.0114,0.9,0.0,7.4,-2.3,-4.6,2.3,False
20050128,8,1.8,0.66,1.0149,0.63,0.01,2.0,-5.0,-6.3,-3.2,False
20050129,4,3.2,0.74,1.019,0.93,0.0,6.3,-4.6,-6.2,-1.1,False
20050130,1,1.2,0.7,1.0286,1.05,0.0,8.1,-6.1,-11.0,-1.2,False
20050131,6,0.6,0.62,1.0218,1.02,0.0,6.5,-2.3,-10.2,2.2,False
20050201,3,1.2,0.52,1.016,0.96,0.0,6.5,1.9,-4.1,8.9,False
20050202,6,1.0,0.66,1.0214,0.59,0.04,1.9,0.8,-4.0,4.2,False
20050203,7,1.3,0.85,1.0244,0.66,0.38,2.1,1.3,-0.5,4.8,False
20050204,6,0.5,0.74,1.0331,0.61,0.0,2.2,-1.0,-2.9,3.0,False
20050205,2,1.0,0.69,1.0323,1.16,0.0,8.1,-2.9,-7.8,2.3,False
20050206,2,0.8,0.7,1.0345,1.12,0.0,7.8,-3.9,-9.0,1.2,False
20050207,2,1.6,0.69,1.038,1.07,0.0,6.1,-6.2,-11.3,-1.2,False
20050208,0,1.0,0.66,1.04,1.21,0.0,7.8,-6.0,-12.4,-0.8,False
20050209,0,0.7,0.64,1.0389,1.15,0.0,7.9,-5.6,-11.6,0.6,False
20050210,3,0.7,0.65,1.0363,1.15,0.0,7.7,-2.2,-11.9,4.8,False
20050211,6,0.7,0.65,1.0263,0.61,0.0,3.0,2.8,-2.1,9.6,False
20050212,8,2.6,0.73,1.0144,0.15,0.55,0.0,6.0,1.8,7.6,False
20050213,6,1.6,0.8,0.9969,0.95,0.04,4.9,5.4,3.4,10.3,False
20050214,4,2.4,0.62,0.9992,1.02,0.0,6.6,3.3,0.8,7.3,False
20050215,6,1.9,0.58,1.0006,0.65,0.0,0.9,1.0,-0.2,3.9,False
20050216,5,1.8,0.52,1.0088,0.9,0.0,2.8,1.7,-0.6,5.7,False
20050217,7,1.3,0.72,1.0161,0.76,0.0,1.2,1.2,-2.2,4.0,False
20050218,4,0.7,0.71,1.0183,1.06,0.0,3.7,0.4,-3.5,5.7,False
20050219,3,0.9,0.68,1.012,1.32,0.0,7.2,0.8,-5.1,5.2,False
20050220,7,1.6,0.75,1.009,0.62,0.29,0.3,0.5,-1.2,3.3,False
20050221,8,1.4,0.9,1.0061,0.44,1.5,0.0,-1.6,-2.4,0.6,False
20050222,8,0.9,0.88,1.0049,0.8,0.01,1.0,-0.4,-3.5,1.2,False
20050223,8,0.8,0.9,1.0079,0.57,0.4,0.4,0.4,-1.1,2.1,False
20050224,7,1.3,0.86,1.0141,1.12,0.21,4.3,0.9,-2.6,5.5,False
20050225,8,0.9,0.91,1.0132,0.71,0.86,0.0,0.2,-2.2,2.7,False
20050226,6,1.8,0.78,1.0111,0.81,0.06,1.2,0.2,-0.6,3.1,False
20050227,8,2.2,0.67,1.0071,0.79,0.02,0.0,-1.3,-2.3,2.0,False
20050228,3,2.0,0.41,1.0181,1.44,0.0,6.2,-5.6,-8.0,-1.1,False
20050301,0,1.1,0.56,1.0173,1.8,0.0,9.4,-7.1,-14.1,-0.7,False
20050302,0,1.2,0.57,1.0152,1.81,0.0,10.1,-6.9,-13.8,-0.5,False
20050303,6,0.8,0.75,1.0159,1.34,0.75,5.1,-4.5,-13.2,1.9,False
20050304,7,1.3,0.79,1.0101,1.15,0.0,4.0,0.1,-2.6,3.8,False
20050305,7,0.9,0.72,1.0061,0.84,0.0,1.6,-1.1,-2.1,2.1,False
20050306,4,0.7,0.65,1.0112,1.43,0.0,6.0,-0.3,-4.4,4.5,False
20050307,3,1.0,0.54,1.0165,1.83,0.0,9.3,-1.5,-8.6,4.5,False
20050308,3,1.5,0.42,1.017,1.84,0.0,7.8,2.7,-4.5,9.0,False
20050309,6,1.8,0.56,1.0199,1.5,0.0,5.2,3.9,-4.1,10.6,False
20050310,7,1.6,0.74,1.0268,0.83,0.02,1.1,-0.6,-1.7,4.8,False
20050311,8,2.0,0.75,1.0181,0.54,0.01,0.1,2.1,-4.3,4.9,False
20050312,8,1.6,0.84,1.0042,0.19,0.94,0.0,5.4,4.1,7.4,False
20050313,3,0.7,0.78,1.0137,1.44,0.0,5.6,3.7,0.7,9.8,False
20050314,2,2.0,0.76,1.0196,1.84,0.0,8.1,6.0,-2.8,12.1,False
20050315,2,1.2,0.69,1.0256,1.9,0.0,9.3,8.2,-0.2,16.1,False
20050316,1,1.7,0.65,1.0305,2.0,0.0,10.3,10.3,0.4,19.8,True
20050317,2,2.6,0.67,1.0294,1.86,0.0,9.3,10.9,1.7,18.6,True
20050318,2,2.1,0.54,1.0247,1.99,0.0,9.6,14.9,4.2,23.7,True
20050319,7,2.1,0.74,1.0201,0.83,0.0,0.1,10.2,5.6,16.7,False
20050320,5,2.2,0.64,1.025,1.74,0.0,6.2,4.5,1.8,8.9,False
20050321,2,1.3,0.69,1.0206,2.11,0.0,10.0,6.4,0.8,12.7,False
20050322,3,1.4,0.68,1.0214,1.75,0.0,6.8,8.0,-0.2,14.4,False
20050323,7,2.1,0.74,1.0232,1.43,0.03,4.6,10.5,2.5,17.0,False
20050324,5,2.8,0.76,1.022,1.82,0.0,6.6,11.7,6.5,16.1,False
20050325,8,0.6,0.94,1.019,0.27,0.92,0.0,10.6,9.8,12.1,False
20050326,6,0.9,0.9,1.0137,0.68,0.45,0.4,11.6,9.0,14.6,False
20050327,8,1.3,0.91,1.0075,0.91,0.04,1.3,11.5,8.1,15.7,False
20050328,5,0.4,0.65,1.0104,1.72,0.31,5.9,13.6,9.5,19.7,False
20050329,5,1.2,0.82,1.0158,1.7,0.85,4.5,11.9,8.9,18.0,False
20050330,8,0.4,0.88,1.0159,1.24,0.27,3.0,10.5,7.0,16.9,False
20050331,4,1.5,0.69,1.0223,1.12,0.13,3.0,9.4,7.6,13.3,False
20050401,2,1.9,0.41,1.0286,2.39,0.0,11.0,8.5,4.4,12.9,False
20050402,0,0.9,0.57,1.0308,2.42,0.0,11.6,7.6,0.2,13.9,False
20050403,0,1.2,0.55,1.0296,2.38,0.0,11.6,9.3,0.0,16.6,False
20050404,0,2.3,0.48,1.0295,2.57,0.0,11.8,10.1,1.0,18.4,True
20050405,2,2.4,0.52,1.0284,2.56,0.0,11.3,10.0,1.8,17.5,False
20050406,1,1.4,0.54,1.0251,2.44,0.0,11.5,12.0,2.0,21.0,True
20050407,5,1.5,0.62,1.0169,1.75,0.0,4.3,11.4,6.0,16.6,False
20050408,7,2.0,0.68,1.0084,1.62,1.01,5.8,12.7,9.4,16.8,False
20050409,8,1.0,0.98,1.0068,0.31,4.64,0.0,9.0,8.3,12.3,False
20050410,8,2.3,0.89,1.0207,0.5,1.57,0.0,5.8,4.4,8.6,False
20050411,8,1.2,0.86,1.0239,0.53,0.26,0.0,5.5,2.7,8.0,False
20050412,8,0.7,0.87,1.0184,0.4,0.17,0.0,7.2,5.1,8.7,False
20050413,8,0.4,0.83,1.0118,1.04,0.01,0.2,10.2,6.7,12.7,False
20050414,6,1.5,0.71,1.0094,2.35,0.0,7.8,12.9,6.3,20.0,True
20050415,2,2.3,0.65,1.0095,2.68,0.0,11.9,12.5,6.1,18.6,True
20050416,6,1.1,0.76,1.0045,1.31,0.48,3.8,11.1,8.3,17.6,False
20050417,4,2.7,0.75,0.9996,2.19,0.0,6.4,8.5,4.5,15.1,False
20050418,6,2.4,0.63,0.9993,2.06,0.21,6.5,11.0,2.0,17.6,False
20050419,7,2.4,0.82,1.0044,1.12,0.68,0.5,11.2,8.8,15.6,False
20050420,8,1.2,0.95,1.0068,0.57,1.31,0.0,8.8,7.9,10.2,False
20050421,5,1.9,0.58,1.0132,1.45,0.03,6.2,7.6,5.3,12.9,False
20050422,0,1.2,0.54,1.0173,2.97,0.0,13.1,8.3,-0.6,14.6,False
20050423,2,2.9,0.58,1.0181,2.83,0.0,12.4,9.6,1.3,15.9,False
20050424,8,1.3,0.79,1.0179,0.51,0.36,0.3,11.2,9.1,13.2,False
20050425,7,1.3,0.95,1.0108,0.54,1.07,1.7,10.5,9.5,13.3,False
20050426,6,1.2,0.61,1.0143,1.57,0.0,4.6,15.0,8.2,21.0,True
20050427,2,2.3,0.57,1.0183,2.92,0.0,12.1,16.0,7.4,22.5,True
20050428,5,0.9,0.63,1.0215,2.27,0.0,8.1,15.8,10.7,20.9,True
20050429,6,0.7,0.68,1.0215,1.92,0.0,2.2,15.9,11.6,20.2,True
20050430,3,0.9,0.6,1.0202,2.64,0.0,10.4,17.4,11.3,23.4,True
20050501,2,2.8,0.58,1.0171,2.92,0.0,12.9,18.0,9.3,25.9,True
20050502,2,1.7,0.57,1.0189,2.91,0.0,13.2,20.3,10.6,27.2,True
20050503,5,2.8,0.56,1.0158,2.18,0.6,7.4,20.0,12.1,27.2,False
20050504,6,1.9,0.73,1.0132,2.84,2.06,8.9,15.4,11.7,23.1,False
20050505,7,1.2,0.95,1.0117,0.6,0.42,0.0,11.3,10.0,13.3,False
20050506,5,1.2,0.68,1.0104,2.23,0.0,6.9,13.5,10.0,19.8,True
20050507,4,1.3,0.73,1.0094,2.37,0.69,8.4,12.6,6.8,18.7,False
20050508,4,2.1,0.76,1.0108,2.66,0.01,8.8,10.2,7.7,14.6,False
20050509,6,1.4,0.92,1.0154,0.79,0.2,1.4,6.5,5.4,9.3,False
20050510,8,1.5,0.95,1.0175,0.61,0.21,0.0,6.7,2.9,8.1,False
20050511,5,1.2,0.76,1.02,2.3,0.0,7.2,10.8,7.1,16.1,False
20050512,2,1.2,0.61,1.022,3.28,0.0,12.0,11.9,4.3,18.0,True
20050513,4,0.8,0.61,1.0206,2.82,0.0,11.7,14.2,4.4,20.5,True
20050514,7,1.8,0.78,1.0165,2.29,0.81,6.7,14.5,7.8,22.0,False
20050515,6,1.0,0.86,1.0153,1.55,0.23,2.4,15.6,12.1,19.4,False
20050516,7,0.6,0.65,1.013,2.48,0.0,7.8,17.7,12.4,22.8,True
20050517,6,1.6,0.71,1.0121,1.7,1.05,3.9,16.5,11.3,22.2,False
20050518,7,1.3,0.83,1.0104,1.11,3.34,1.8,13.6,11.6,18.2,False
20050519,5,1.7,0.63,1.0219,2.41,0.0,6.5,12.6,11.0,17.7,False
20050520,1,0.9,0.57,1.0226,3.4,0.0,13.8,14.9,5.2,21.7,True
20050521,2,0.7,0.54,1.018,3.31,0.0,14.1,18.7,7.6,26.5,True
20050522,3,1.6,0.56,1.0147,2.92,0.0,13.0,20.6,11.3,27.0,True
20050523,6,1.5,0.58,1.0159,1.92,0.06,6.5,18.9,12.0,23.9,False
20050524,3,1.8,0.65,1.0223,2.75,0.0,9.3,17.9,12.1,22.9,True
20050525,1,0.8,0.53,1.0252,3.37,0.0,14.3,19.4,11.9,25.3,True
20050526,1,1.1,0.56,1.023,3.39,0.0,14.4,20.4,10.9,26.5,True
20050527,1,1.1,0.58,1.0196,3.27,0.0,14.3,22.3,12.7,29.0,True
20050528,1,0.9,0.56,1.0184,3.35,0.0,14.3,23.9,14.8,30.3,True
20050529,2,0.9,0.59,1.0183,3.23,0.0,14.1,24.9,15.6,30.9,True
20050530,1,1.9,0.49,1.0142,3.3,0.06,14.3,24.3,16.5,31.7,False
20050531,8,1.6,0.89,1.0213,0.71,1.06,0.0,16.9,16.2,23.5,False
20050601,3,1.5,0.68,1.0214,2.68,0.0,11.5,16.5,11.5,21.1,True
20050602,3,1.2,0.54,1.019,3.42,0.0,14.0,18.7,9.8,24.0,True
20050603,1,1.2,0.58,1.0178,3.27,0.0,14.1,20.8,11.4,26.7,True
20050604,4,2.4,0.57,1.0146,2.81,1.22,10.7,21.0,12.5,26.5,False
20050605,7,1.3,0.89,1.0195,0.65,0.11,0.3,14.7,14.0,20.9,False
20050606,5,1.2,0.77,1.0173,1.87,0.07,4.3,15.7,12.2,21.0,False
20050607,6,1.4,0.86,1.022,1.63,0.05,3.9,11.5,9.8,19.5,False
20050608,2,1.9,0.49,1.0249,2.4,0.0,10.9,13.0,5.3,18.0,True
20050609,5,2.8,0.52,1.0208,2.21,0.0,6.9,12.8,5.8,17.4,False
20050610,6,2.7,0.47,1.0153,2.32,0.0,6.4,15.6,9.5,21.0,True
20050611,5,2.2,0.62,1.0131,2.03,0.0,5.5,16.4,9.1,21.0,True
20050612,6,1.5,0.71,1.013,1.53,0.02,4.0,17.2,15.2,20.2,False
20050613,5,2.2,0.75,1.0149,2.3,0.01,8.0,18.5,15.0,23.4,False
20050614,5,1.2,0.72,1.016,2.11,0.25,6.5,17.9,12.0,25.0,False
20050615,6,0.8,0.77,1.0169,2.41,0.23,6.2,19.7,14.6,26.8,False
20050616,6,2.7,0.93,1.0233,2.06,2.67,6.4,17.8,16.3,26.5,False
20050617,4,1.3,0.66,1.0237,3.02,0.0,10.2,22.7,16.1,28.7,True
20050618,5,0.4,0.67,1.0196,2.09,0.0,6.3,22.8,18.1,28.0,True
20050619,1,1.6,0.53,1.0188,3.49,0.0,14.7,21.1,15.1,26.3,True
20050620,3,1.3,0.57,1.0177,3.12,0.0,12.2,21.5,13.3,26.1,True
20050621,1,0.8,0.55,1.0175,3.33,0.0,14.1,23.2,14.2,29.0,True
20050622,3,1.1,0.7,1.0197,2.9,0.62,9.7,22.0,17.0,32.2,False
20050623,5,1.4,0.72,1.0196,2.91,0.0,9.8,23.0,16.4,28.9,True
20050624,3,1.7,0.59,1.0184,3.08,0.0,10.3,24.4,19.6,29.2,True
20050625,3,2.0,0.62,1.0161,3.16,0.0,12.9,25.9,17.9,32.3,True
20050626,3,1.7,0.71,1.0195,2.81,0.0,10.9,23.5,19.4,31.3,True
20050627,6,1.5,0.75,1.0196,2.7,0.36,8.4,23.0,18.3,31.8,False
20050628,6,1.3,0.77,1.0155,2.09,0.01,5.7,22.6,18.2,29.5,False
20050629,5,0.8,0.78,1.0104,2.28,1.71,8.1,21.4,17.2,31.1,False
20050630,5,1.4,0.77,1.0094,2.78,1.91,8.1,21.5,17.2,28.8,False
20050701,7,1.7,0.95,1.0121,0.3,2.91,0.0,16.5,15.7,20.0,False
20050702,5,1.7,0.55,1.0168,2.72,0.0,8.4,20.4,13.4,26.0,True
20050703,2,1.1,0.56,1.0188,2.95,0.0,12.3,21.0,14.0,26.6,True
20050704,3,0.9,0.61,1.0135,3.01,0.21,11.1,21.6,13.1,27.4,False
20050705,8,1.2,0.94,1.0113,0.34,3.95,0.0,14.2,12.0,21.6,False
20050706,3,1.0,0.64,1.013,3.27,0.0,11.3,17.2,10.4,23.6,True
20050707,6,0.8,0.74,1.013,1.46,1.46,3.9,17.5,12.8,21.9,False
20050708,8,1.3,0.84,1.0131,0.88,0.82,0.5,16.5,13.7,19.3,False
20050709,7,0.8,0.91,1.0173,1.05,0.17,1.0,16.2,13.9,19.1,False
20050710,7,1.7,0.83,1.0171,2.1,0.95,3.8,17.4,13.3,22.5,False
20050711,7,1.3,0.72,1.017,2.24,0.12,6.0,18.8,15.5,23.2,False
20050712,8,0.5,0.89,1.0192,0.87,0.23,0.0,17.6,15.2,20.1,False
20050713,4,2.2,0.65,1.0188,2.67,0.01,11.3,20.8,16.1,26.9,False
20050714,3,1.7,0.66,1.0197,2.85,0.0,11.9,21.7,16.0,27.7,True
20050715,1,1.4,0.61,1.0185,3.14,0.0,13.7,23.2,15.1,29.6,True
20050716,2,0.8,0.71,1.0166,2.61,0.16,10.1,22.2,17.1,31.1,False
20050717,3,1.3,0.73,1.0143,2.92,0.0,11.2,24.0,15.9,31.0,True
20050718,2,2.1,0.61,1.0121,2.61,0.38,9.2,25.3,19.4,30.6,False
20050719,4,1.4,0.71,1.0155,2.88,0.0,11.6,22.4,19.2,27.4,True
20050720,4,1.4,0.73,1.0197,2.26,0.0,8.2,21.7,17.2,26.2,True
20050721,6,1.5,0.84,1.0159,1.56,0.18,3.9,18.7,17.4,23.9,False
20050722,6,1.4,0.79,1.0108,2.38,0.69,7.1,18.5,15.7,25.5,False
20050723,7,1.4,0.76,1.0108,1.68,0.03,3.6,18.8,15.5,22.6,False
20050724,3,0.6,0.71,1.0125,3.14,0.0,11.6,21.4,15.7,27.6,True
20050725,4,1.8,0.67,1.0123,2.77,0.0,12.6,23.5,16.7,27.6,True
20050726,3,1.4,0.62,1.012,2.69,0.0,10.3,25.4,18.9,30.7,True
20050727,1,1.0,0.65,1.0151,2.97,0.0,11.9,26.0,18.0,33.1,True
20050728,0,1.1,0.6,1.015,3.08,0.0,13.7,26.9,18.4,34.5,True
20050729,0,0.9,0.61,1.0149,2.94,0.0,12.3,27.1,18.6,35.0,True
20050730,2,1.4,0.69,1.0107,2.72,0.01,11.2,27.9,19.8,33.9,False
20050731,6,1.0,0.74,1.011,2.05,0.0,7.7,25.2,21.5,29.3,True
20050801,3,1.1,0.66,1.0154,2.78,0.0,10.2,23.4,19.8,27.9,True
20050802,4,1.2,0.76,1.0155,2.1,0.21,7.6,22.5,17.2,28.5,False
20050803,8,0.8,0.98,1.0139,0.48,2.27,0.0,18.7,18.0,22.0,False
20050804,7,1.2,0.88,1.0172,0.87,0.81,0.1,16.9,14.8,18.9,False
20050805,2,1.6,0.62,1.0192,2.96,0.0,11.7,17.6,10.9,24.8,True
20050806,5,1.2,0.77,1.015,2.68,5.6,10.9,18.2,11.1,26.0,False
20050807,5,1.8,0.88,1.0136,0.94,0.87,2.1,12.9,11.2,17.0,False
20050808,5,0.9,0.66,1.0152,2.73,0.01,9.8,16.1,9.4,21.8,False
20050809,4,1.9,0.63,1.0162,2.82,0.0,10.9,17.0,9.5,23.4,True
20050810,4,1.8,0.68,1.0137,2.53,0.0,11.9,19.9,11.0,25.0,True
20050811,7,0.8,0.87,1.0139,1.12,4.54,1.4,18.4,16.0,23.2,False
20050812,6,0.5,0.94,1.0163,0.66,0.84,1.9,15.6,15.0,18.8,False
20050813,5,1.3,0.7,1.0169,2.58,0.03,9.1,19.1,12.6,25.8,False
20050814,6,0.8,0.76,1.0147,1.93,1.79,4.9,20.0,15.8,23.7,False
20050815,7,1.1,0.83,1.0133,1.46,0.56,1.6,15.1,12.2,20.1,False
20050816,6,0.6,0.84,1.0142,1.1,0.08,1.4,15.8,12.4,17.9,False
20050817,6,0.6,0.83,1.0161,1.46,0.0,2.9,17.8,14.1,21.7,True
20050818,3,1.2,0.76,1.0168,2.55,0.0,9.7,20.5,13.8,26.6,True
20050819,5,1.9,0.71,1.0146,2.27,0.0,8.9,21.5,15.0,28.1,True
20050820,5,1.0,0.78,1.0158,1.74,1.42,5.2,19.8,17.3,25.5,False
20050821,8,1.0,0.94,1.012,0.67,4.19,0.1,17.3,16.5,19.7,False
20050822,6,1.3,0.88,1.009,1.11,1.93,2.0,16.1,14.5,18.7,False
20050823,7,1.3,0.79,1.0098,2.0,0.0,7.3,18.3,13.4,23.2,True
20050824,5,1.2,0.78,1.0138,2.17,0.01,10.7,19.3,15.6,24.3,False
20050825,5,1.8,0.74,1.0127,2.28,0.07,8.3,20.0,14.2,25.8,False
20050826,8,1.0,0.95,1.0181,0.37,0.49,0.1,18.0,17.2,20.5,False
20050827,8,0.6,0.91,1.0203,0.53,0.14,0.3,16.9,16.1,18.5,False
20050828,8,0.3,0.97,1.0213,0.52,0.54,0.0,17.3,15.6,19.1,False
20050829,5,0.7,0.86,1.0252,1.47,0.0,4.7,18.9,16.4,23.7,True
20050830,5,0.8,0.8,1.0251,1.85,0.0,7.1,20.1,15.3,25.9,True
20050831,4,0.7,0.79,1.0209,1.7,0.0,6.1,20.6,15.7,27.1,True
20050901,2,0.7,0.79,1.0188,2.26,0.0,10.7,21.0,16.4,27.9,True
20050902,6,0.9,0.8,1.0219,1.74,2.24,6.7,21.1,17.2,29.0,False
20050903,8,0.3,0.86,1.0253,1.31,7.14,3.4,18.8,16.4,25.3,False
20050904,6,1.0,0.8,1.0254,1.45,0.0,3.1,17.3,15.8,21.8,True
20050905,4,0.7,0.77,1.0224,2.0,0.0,8.0,16.8,11.3,22.6,True
20050906,5,0.6,0.7,1.0191,2.26,0.0,9.6,17.9,13.0,24.0,True
20050907,3,1.4,0.73,1.019,2.06,0.0,9.6,19.2,12.4,24.7,True
20050908,2,1.7,0.75,1.0209,2.23,0.0,11.2,20.4,13.7,26.9,True
20050909,5,0.6,0.85,1.0158,1.15,2.76,3.6,19.6,16.1,24.4,False
20050910,5,1.7,0.84,1.0117,1.59,0.03,5.5,19.2,16.0,24.0,False
20050911,4,1.4,0.79,1.0106,1.6,0.74,6.1,20.1,16.6,25.4,False
20050912,1,1.4,0.73,1.0148,2.3,0.0,11.1,19.2,14.5,25.1,True
20050913,5,0.7,0.77,1.0222,1.87,0.08,6.6,18.0,11.7,24.3,False
20050914,3,0.5,0.8,1.0223,1.97,0.0,9.3,17.6,13.4,23.7,True
20050915,3,0.6,0.76,1.018,1.99,0.0,8.1,18.8,12.9,25.3,True
