DATE,MONTELIMAR_wind_speed,MONTELIMAR_humidity,MONTELIMAR_pressure,MONTELIMAR_global_radiation,MONTELIMAR_precipitation,MONTELIMAR_temp_mean,MONTELIMAR_temp_min,MONTELIMAR_temp_max,MONTELIMAR_picnic_weather
20041206,7.4,0.68,1.0264,0.77,0.0,7.0,6.0,8.1,False
20041207,6.4,0.8,1.0266,0.27,0.0,4.8,3.5,6.0,False
20041208,7.1,0.83,1.0249,0.22,0.0,3.4,2.6,4.2,False
20041209,6.4,0.8,1.0223,0.5,0.0,5.1,3.5,6.7,False
20041210,6.9,0.84,1.0235,0.56,0.0,4.4,2.8,6.1,False
20041211,5.5,0.86,1.0267,0.55,0.0,3.1,2.4,3.8,False
20041212,4.6,0.9,1.0284,0.55,0.0,2.0,0.8,3.1,False
20041213,4.5,0.89,1.0301,0.7,0.0,2.0,0.3,3.8,False
20041214,4.2,0.93,1.0298,0.58,0.0,0.8,-0.3,1.9,False
20041215,1.8,0.94,1.0265,0.14,0.6,2.4,0.1,4.7,False
20041216,0.5,0.94,1.0188,0.12,0.16,5.9,3.6,8.2,False
20041217,1.8,0.86,1.0123,0.33,0.24,6.7,3.0,10.4,False
20041218,3.8,0.66,1.0177,0.67,0.02,7.2,5.3,9.1,False
20041219,2.2,0.83,1.0069,0.28,0.04,7.2,4.2,10.2,False
20041220,7.5,0.77,1.0153,0.32,0.0,3.4,2.5,4.2,False
20041221,6.0,0.56,1.0242,0.74,0.0,2.9,1.4,4.3,False
20041222,5.5,0.57,1.0268,0.76,0.0,1.7,-0.5,3.9,False
20041223,4.5,0.74,1.0225,0.68,0.0,6.1,0.9,11.4,False
20041224,3.5,0.72,1.0166,0.61,0.0,10.8,8.0,13.7,False
20041225,2.4,0.91,1.004,0.09,1.34,3.8,0.4,7.3,False
20041226,8.5,0.75,0.9984,0.25,0.12,4.6,3.3,6.0,False
20041227,7.8,0.68,1.0122,0.09,0.0,4.4,3.2,5.7,False
20041228,4.4,0.74,1.0156,0.12,0.44,3.0,0.0,6.1,False
20041229,8.5,0.68,1.0241,0.81,0.0,3.6,0.1,7.2,False
20041230,7.3,0.71,1.0322,0.79,0.0,4.2,2.8,5.6,False
20041231,6.9,0.75,1.0289,0.63,0.0,5.8,2.5,9.2,False
20050101,5.5,0.73,1.0279,0.71,0.0,10.2,7.0,13.4,False
20050102,4.6,0.69,1.0306,0.54,0.0,9.6,6.9,12.4,False
20050103,6.8,0.67,1.0368,0.8,0.0,7.8,5.6,10.1,False
20050104,3.6,0.76,1.0353,0.81,0.0,4.9,1.3,8.5,False
20050105,3.6,0.76,1.0344,0.68,0.0,4.8,-0.1,9.6,False
20050106,5.8,0.7,1.0356,0.78,0.0,7.7,2.3,13.1,False
20050107,2.6,0.79,1.0361,0.82,0.0,9.3,5.4,13.2,False
20050108,1.8,0.85,1.0335,0.62,0.0,6.5,0.7,12.3,False
20050109,1.4,0.86,1.0326,0.76,0.0,5.0,-1.1,11.0,False
20050110,1.1,0.86,1.0334,0.14,0.0,4.0,-0.5,8.6,False
20050111,1.0,0.87,1.0317,0.8,0.0,6.2,-0.2,12.7,False
20050112,0.4,0.91,1.0297,0.53,0.0,5.5,-0.9,11.9,False
20050113,6.8,0.7,1.029,0.89,0.0,7.6,4.0,11.3,False
20050114,7.0,0.74,1.0278,0.89,0.0,5.8,3.0,8.6,False
20050115,1.2,0.86,1.0284,0.78,0.0,4.0,-0.6,8.7,False
20050116,0.6,0.86,1.0289,0.73,0.0,5.4,-1.8,12.6,False
20050117,0.9,0.86,1.0259,0.84,0.0,4.5,-2.1,11.1,False
20050118,3.4,0.8,1.0136,0.14,0.34,5.9,4.5,7.3,False
20050119,6.2,0.76,1.0173,0.53,0.04,5.4,2.8,7.9,False
20050120,3.6,0.72,1.0219,0.75,0.0,8.7,4.1,13.3,False
20050121,3.6,0.74,1.0186,0.48,0.04,11.4,9.5,13.2,False
20050122,3.4,0.86,1.018,0.7,0.0,9.8,7.5,12.0,False
20050123,4.5,0.82,1.0159,0.28,0.06,6.1,3.6,8.6,False
20050124,7.5,0.69,1.0151,0.43,0.04,2.0,0.7,3.4,False
20050125,11.9,0.54,1.0114,0.86,0.0,0.8,-0.5,2.1,False
20050126,10.0,0.52,1.0098,0.71,0.0,0.1,-0.9,1.1,False
20050127,9.0,0.55,1.0133,1.0,0.0,-1.0,-2.2,0.3,False
20050128,7.2,0.7,1.0119,0.43,0.0,-1.1,-3.1,0.9,False
20050129,9.5,0.59,1.0161,1.05,0.0,-0.3,-2.4,1.8,False
20050130,8.8,0.54,1.0266,1.07,0.0,-1.6,-3.9,0.7,False
20050131,9.4,0.7,1.0279,1.07,0.0,1.8,-2.1,5.7,False
20050201,10.1,0.7,1.0241,0.98,0.0,5.3,3.2,7.4,False
20050202,8.1,0.69,1.0289,0.5,0.0,5.0,2.9,7.2,False
20050203,7.4,0.69,1.0273,0.75,0.0,6.7,4.5,8.9,False
20050204,3.8,0.76,1.0283,1.14,0.0,5.2,1.6,8.9,False
20050205,1.4,0.87,1.0246,0.35,0.22,1.6,-2.6,5.9,False
20050206,0.6,0.85,1.024,0.72,0.02,7.4,3.5,11.3,False
20050207,0.8,0.79,1.0263,1.04,0.0,5.2,-1.1,11.5,False
20050208,1.2,0.8,1.0296,1.03,0.0,3.8,-3.1,10.8,False
20050209,2.0,0.73,1.0322,1.15,0.0,4.8,-3.3,12.8,False
20050210,3.1,0.7,1.0348,1.22,0.0,7.6,1.2,14.0,False
20050211,1.9,0.84,1.0308,0.54,0.02,6.2,2.3,10.1,False
20050212,1.0,0.93,1.0209,0.39,0.02,8.4,5.7,11.1,False
20050213,2.8,0.73,1.009,0.47,0.36,7.4,4.3,10.5,False
20050214,8.8,0.67,1.0086,0.97,0.1,4.6,2.1,7.1,False
20050215,8.4,0.62,1.0069,1.17,0.0,3.6,1.8,5.5,False
20050216,9.5,0.58,1.0125,0.78,0.0,3.2,2.0,4.3,False
20050217,9.0,0.54,1.0191,1.06,0.0,2.5,0.8,4.2,False
20050218,7.4,0.55,1.0204,1.43,0.0,3.2,1.6,4.9,False
20050219,4.9,0.73,1.0133,0.97,0.04,2.6,-0.4,5.7,False
20050220,5.3,0.7,1.009,1.04,0.0,3.1,0.5,5.7,False
20050221,4.9,0.78,1.0049,0.54,0.0,2.0,0.2,3.7,False
20050222,4.5,0.65,1.005,1.2,0.0,1.6,-1.4,4.6,False
20050223,3.9,0.61,1.0105,1.4,0.0,1.7,-1.7,5.1,False
20050224,2.6,0.62,1.0128,1.47,0.0,0.7,-4.3,5.7,False
20050225,4.1,0.61,1.0123,1.57,0.0,0.2,-6.0,6.4,False
20050226,5.9,0.62,1.0104,1.52,0.0,1.9,-2.2,6.0,False
20050227,7.8,0.57,1.0093,1.56,0.0,2.4,-1.3,6.0,False
20050228,8.9,0.49,1.0133,1.37,0.0,-1.8,-4.0,0.3,False
20050301,4.0,0.51,1.0124,1.7,0.0,-1.0,-6.1,4.1,False
20050302,1.6,0.52,1.0085,1.75,0.0,0.7,-7.4,8.9,False
20050303,1.1,0.77,1.007,0.9,0.06,1.7,-6.5,9.9,False
20050304,4.4,0.74,1.0118,1.33,0.0,2.8,-1.0,6.6,False
20050305,2.8,0.78,1.0087,1.22,0.1,2.6,-0.8,6.1,False
20050306,7.0,0.68,1.0148,1.26,0.0,3.0,-0.7,6.6,False
20050307,8.2,0.67,1.0224,1.85,0.0,1.2,-2.4,4.8,False
20050308,6.2,0.75,1.0257,1.0,0.0,4.6,0.9,8.4,False
20050309,8.4,0.6,1.0264,1.89,0.0,6.7,3.7,9.7,False
20050310,7.4,0.6,1.0242,1.95,0.0,7.2,3.8,10.5,False
20050311,3.2,0.61,1.0206,1.57,0.0,7.5,1.3,13.7,False
20050312,4.0,0.55,1.0127,1.98,0.0,6.8,0.9,12.6,False
20050313,4.4,0.55,1.0128,2.03,0.0,8.0,3.8,12.3,False
20050314,2.0,0.66,1.0189,1.8,0.0,6.3,-3.8,16.4,False
20050315,1.5,0.67,1.0253,1.97,0.0,11.5,1.5,21.5,True
20050316,1.4,0.72,1.0308,1.92,0.0,11.6,1.8,21.4,True
20050317,1.6,0.61,1.0312,2.0,0.0,12.0,0.5,23.6,True
20050318,1.1,0.66,1.0281,2.02,0.0,13.8,3.9,23.6,True
20050319,0.9,0.78,1.0216,1.78,0.0,15.0,7.8,22.3,True
20050320,1.2,0.81,1.017,1.72,0.0,12.7,5.7,19.7,True
20050321,2.6,0.8,1.016,0.86,0.02,12.0,9.4,14.6,False
20050322,2.0,0.76,1.0181,0.52,0.04,12.3,10.4,14.2,False
20050323,2.0,0.69,1.0177,1.91,0.2,14.1,7.7,20.5,False
20050324,1.2,0.88,1.0198,0.36,0.04,13.5,11.9,15.1,False
20050325,2.6,0.81,1.0167,1.91,0.04,13.2,7.0,19.3,False
20050326,1.6,0.96,1.0104,0.35,0.38,12.6,11.5,13.7,False
20050327,0.6,0.83,1.009,1.35,0.02,14.2,9.6,18.8,False
20050328,3.0,0.69,1.0133,1.94,0.0,14.0,8.9,19.1,True
20050329,1.6,0.73,1.0144,1.46,0.04,13.6,7.8,19.4,False
20050330,3.4,0.66,1.0161,1.75,0.0,13.6,8.6,18.5,True
20050331,5.4,0.68,1.0194,2.22,0.0,12.3,7.3,17.3,False
20050401,3.5,0.64,1.0213,2.35,0.0,15.6,9.6,21.7,True
20050402,2.6,0.6,1.0225,2.14,0.0,12.4,5.0,19.7,True
20050403,2.0,0.57,1.0254,2.14,0.0,11.3,3.0,19.6,True
20050404,1.2,0.63,1.0271,2.35,0.0,10.4,1.2,19.5,True
20050405,1.6,0.63,1.0278,2.44,0.0,11.5,2.2,20.7,True
20050406,3.4,0.71,1.025,2.15,0.0,12.2,4.6,19.7,True
20050407,3.6,0.74,1.0146,0.31,0.72,13.2,11.0,15.5,False
20050408,2.8,0.8,1.0072,1.06,0.28,12.4,10.2,14.7,False
20050409,10.0,0.57,1.0123,1.2,0.0,6.7,5.0,8.4,False
20050410,13.0,0.44,1.0156,2.72,0.0,9.6,6.2,13.1,False
20050411,8.9,0.51,1.0162,1.95,0.0,11.7,8.4,15.0,False
20050412,6.0,0.56,1.0165,2.24,0.0,11.8,7.9,15.6,False
20050413,3.9,0.6,1.0121,2.52,0.0,13.6,9.1,18.0,True
20050414,3.0,0.63,1.008,2.56,0.04,12.0,2.7,21.3,False
20050415,3.8,0.87,1.0065,0.16,10.4,9.4,5.2,13.6,False
20050416,2.5,0.97,1.004,0.36,2.04,3.1,2.0,4.2,False
20050417,3.0,0.92,1.0051,0.41,0.16,5.2,3.3,7.1,False
20050418,3.1,0.82,1.0043,1.24,0.02,10.0,4.3,15.6,False
20050419,2.4,0.76,1.0078,2.07,0.02,10.5,5.1,15.9,False
20050420,3.9,0.74,1.0121,2.55,0.0,7.9,1.8,14.0,False
20050421,5.8,0.61,1.0133,2.78,0.0,11.7,7.3,16.1,False
20050422,3.8,0.6,1.0139,2.77,0.3,14.2,7.6,20.8,False
20050423,1.8,0.84,1.0146,0.38,0.0,12.2,10.8,13.6,False
20050424,1.6,0.87,1.01,0.67,1.4,13.4,10.9,15.8,False
20050425,1.5,0.76,1.0142,2.17,0.02,12.9,6.0,19.8,False
20050426,1.8,0.69,1.0175,3.0,0.0,14.3,5.7,22.9,True
20050427,2.8,0.7,1.0194,2.89,0.0,15.8,7.0,24.5,True
20050428,2.6,0.6,1.02,2.62,0.0,18.5,10.8,26.2,True
20050429,2.4,0.59,1.0187,2.99,0.0,18.1,8.3,27.9,True
20050430,2.0,0.63,1.0162,2.94,0.0,18.4,9.5,27.2,True
20050501,2.8,0.64,1.0172,2.71,0.0,16.7,7.5,25.9,True
20050502,2.1,0.62,1.0194,1.92,0.2,18.6,11.7,25.6,False
20050503,2.2,0.75,1.0178,2.29,0.02,19.0,12.4,25.6,False
20050504,4.5,0.67,1.0163,2.79,0.0,16.6,12.3,20.8,True
20050505,5.9,0.62,1.0163,2.83,0.0,14.8,11.3,18.3,True
20050506,6.2,0.61,1.019,2.86,0.0,14.4,9.9,18.8,True
20050507,4.8,0.61,1.0152,2.97,0.0,15.8,10.4,21.2,True
20050508,5.8,0.46,1.0124,3.25,0.0,15.6,11.9,19.2,True
20050509,4.9,0.47,1.0117,3.22,0.0,14.2,8.1,20.2,True
20050510,4.1,0.55,1.0128,1.99,0.0,16.0,11.0,20.9,True
20050511,5.4,0.48,1.0151,2.84,0.0,15.8,11.1,20.4,True
20050512,1.5,0.76,1.0143,0.87,0.08,13.0,9.7,16.2,False
20050513,2.6,0.69,1.0141,2.5,2.56,16.9,10.2,23.6,False
20050514,2.8,0.8,1.0157,2.23,0.76,17.0,13.0,20.9,False
20050515,3.0,0.67,1.0154,3.03,0.78,16.9,11.1,22.7,False
20050516,2.0,0.75,1.0128,2.55,0.02,16.2,10.9,21.4,False
20050517,5.2,0.66,1.0097,1.56,0.0,14.9,11.1,18.7,True
20050518,7.5,0.49,1.0177,3.33,0.0,14.8,12.4,17.2,False
20050519,5.3,0.53,1.0213,3.36,0.0,15.6,9.5,21.7,True
20050520,3.2,0.6,1.0199,3.25,0.0,18.6,10.1,27.0,True
20050521,3.0,0.59,1.0169,2.91,0.04,18.0,11.4,24.5,False
20050522,3.6,0.69,1.0143,2.39,0.68,18.6,13.3,24.0,False
20050523,4.9,0.7,1.0203,2.78,0.02,15.6,12.1,19.1,False
20050524,5.1,0.53,1.0229,3.36,0.0,17.6,12.2,22.9,True
20050525,2.4,0.63,1.0229,3.06,0.0,20.6,13.1,28.1,True
20050526,1.7,0.6,1.0206,3.39,0.0,20.6,11.0,30.2,True
20050527,2.4,0.56,1.0179,3.36,0.0,20.8,11.4,30.1,True
20050528,1.6,0.6,1.018,3.38,0.0,21.6,12.3,30.8,True
20050529,1.9,0.58,1.017,3.24,0.02,22.2,13.3,31.2,False
20050530,4.9,0.76,1.0212,1.3,0.02,19.4,16.2,22.6,False
20050531,7.9,0.51,1.0205,3.38,0.0,18.2,14.1,22.3,True
20050601,7.1,0.47,1.0177,3.35,0.0,19.6,15.0,24.2,True
20050602,3.5,0.54,1.0155,3.43,0.0,21.8,15.7,28.0,True
20050603,2.7,0.62,1.0149,3.16,0.0,21.4,12.7,30.1,True
20050604,5.4,0.61,1.0177,2.92,0.0,21.0,17.6,24.5,True
20050605,5.6,0.48,1.0183,3.32,0.0,19.7,15.7,23.7,True
20050606,5.6,0.59,1.0193,3.35,0.0,19.5,14.7,24.3,True
20050607,8.1,0.54,1.0231,3.43,0.0,19.8,16.5,23.0,True
20050608,6.9,0.42,1.0256,3.37,0.0,16.3,11.7,20.9,True
20050609,6.8,0.41,1.0207,3.16,0.0,17.4,12.6,22.1,True
20050610,4.0,0.45,1.0174,3.53,0.0,15.5,7.5,23.5,True
20050611,2.7,0.6,1.0128,3.19,0.0,17.0,7.5,26.5,True
20050612,2.3,0.7,1.0108,2.03,0.02,19.8,13.9,25.7,False
20050613,2.9,0.69,1.0104,2.89,0.6,20.9,14.9,26.9,False
20050614,2.5,0.8,1.0139,1.78,0.0,19.6,15.6,23.6,True
20050615,4.9,0.6,1.0188,2.99,0.0,20.8,14.9,26.7,True
20050616,6.6,0.56,1.0222,3.33,0.0,23.0,18.9,27.2,True
20050617,6.9,0.52,1.0235,3.49,0.0,24.5,19.4,29.6,True
20050618,3.8,0.56,1.0189,3.31,0.0,27.2,21.3,33.0,True
20050619,2.8,0.61,1.0144,3.28,0.0,26.6,18.5,34.7,True
20050620,2.4,0.58,1.0138,3.27,0.0,27.2,18.5,35.8,True
20050621,1.4,0.64,1.0166,2.18,0.0,26.1,19.1,33.1,True
20050622,1.9,0.68,1.0186,3.11,0.08,26.8,17.9,35.8,False
20050623,2.4,0.68,1.0186,3.19,0.0,26.0,18.3,33.7,True
20050624,2.8,0.63,1.0163,3.3,0.06,25.5,17.9,33.1,False
20050625,1.4,0.74,1.0171,2.74,0.28,27.0,20.6,33.4,False
20050626,1.2,0.57,1.0186,3.43,0.0,26.2,16.1,36.4,True
20050627,1.9,0.56,1.0176,3.24,0.0,26.6,17.2,35.9,True
20050628,1.9,0.57,1.0137,2.46,0.0,27.0,18.4,35.7,True
20050629,2.9,0.64,1.0099,2.28,0.5,27.7,20.0,35.4,False
20050630,3.3,0.56,1.0123,3.33,0.0,23.3,17.2,29.4,True
20050701,6.0,0.47,1.0185,3.58,0.0,22.1,19.0,25.2,True
20050702,7.0,0.53,1.0187,3.46,0.0,23.2,17.8,28.6,True
20050703,3.5,0.53,1.0147,3.44,0.0,26.8,20.0,33.6,True
20050704,3.4,0.7,1.0132,1.34,0.26,23.4,19.4,27.4,False
20050705,6.0,0.44,1.0151,3.55,0.0,20.5,16.5,24.5,True
20050706,2.9,0.58,1.0141,2.65,0.0,21.4,13.7,29.2,True
20050707,4.0,0.61,1.0156,2.17,0.0,19.8,15.8,23.7,True
20050708,5.1,0.58,1.016,2.99,0.0,19.0,15.0,23.1,True
20050709,3.8,0.59,1.0163,2.62,0.02,19.2,14.2,24.2,False
20050710,5.4,0.6,1.0176,2.55,0.0,21.6,16.3,26.9,True
20050711,7.1,0.5,1.0186,3.09,0.0,24.9,20.0,29.8,True
20050712,5.2,0.49,1.0185,3.37,0.0,24.6,19.3,29.8,True
20050713,4.2,0.5,1.018,3.13,0.0,25.7,20.2,31.2,True
20050714,1.9,0.54,1.0191,3.27,0.0,25.2,16.2,34.3,True
20050715,2.2,0.54,1.0192,3.17,0.0,24.8,15.8,33.9,True
20050716,1.8,0.57,1.0161,3.1,0.0,25.8,16.2,35.3,True
20050717,2.1,0.54,1.013,3.25,0.0,27.0,16.3,37.6,True
20050718,3.0,0.74,1.0133,2.1,0.14,25.7,21.0,30.4,False
20050719,3.8,0.53,1.021,3.17,0.0,23.0,17.1,28.9,True
20050720,6.4,0.46,1.0226,3.37,0.0,23.3,17.9,28.8,True
20050721,5.9,0.5,1.0175,3.32,0.0,23.7,18.2,29.1,True
20050722,5.4,0.46,1.0118,3.2,0.0,23.9,18.6,29.2,True
20050723,3.8,0.47,1.0102,2.62,0.0,22.8,17.6,27.9,True
20050724,3.1,0.6,1.0099,2.96,0.0,25.0,16.7,33.2,True
20050725,2.9,0.64,1.0104,2.88,0.0,26.3,21.1,31.5,True
20050726,2.0,0.57,1.0107,2.8,0.0,28.3,21.1,35.5,True
20050727,3.1,0.58,1.0124,3.05,0.0,26.1,18.1,34.1,True
20050728,3.9,0.58,1.0135,3.05,0.0,27.6,19.8,35.5,True
20050729,3.4,0.64,1.0134,1.99,0.0,26.3,20.2,32.4,True
20050730,5.0,0.52,1.0149,2.95,0.0,24.9,20.0,29.8,True
20050731,5.4,0.43,1.0153,3.24,0.0,23.6,19.0,28.2,True
20050801,4.6,0.49,1.0154,1.68,0.04,21.8,17.4,26.1,False
20050802,4.8,0.78,1.0169,1.38,0.26,19.8,16.4,23.3,False
20050803,6.8,0.54,1.0194,3.12,0.0,22.0,17.0,27.1,True
20050804,6.9,0.44,1.0213,3.2,0.0,23.3,19.3,27.4,True
20050805,5.5,0.39,1.0198,3.12,0.0,23.2,16.8,29.7,True
20050806,5.4,0.44,1.0161,2.88,0.0,23.4,17.1,29.6,True
20050807,5.1,0.5,1.0134,1.7,0.0,20.8,17.6,24.0,True
20050808,7.1,0.42,1.0141,3.11,0.0,20.7,15.7,25.7,True
20050809,3.6,0.46,1.0136,2.95,0.0,22.4,14.6,30.3,True
20050810,2.1,0.58,1.0114,2.35,0.1,23.8,15.5,32.0,False
20050811,3.8,0.85,1.013,0.58,1.14,18.4,17.0,19.8,False
20050812,4.3,0.54,1.0143,3.01,0.0,22.9,16.3,29.5,True
20050813,4.0,0.49,1.0173,2.95,0.0,23.0,17.4,28.7,True
20050814,3.2,0.56,1.0175,2.62,0.0,22.2,14.8,29.7,True
20050815,7.7,0.52,1.018,2.84,0.0,20.7,17.2,24.1,True
20050816,6.4,0.57,1.0149,3.01,0.0,20.4,15.2,25.5,True
20050817,2.9,0.52,1.0143,2.67,0.06,23.5,15.4,31.6,False
20050818,1.5,0.62,1.0148,1.88,0.0,23.9,18.0,29.8,True
20050819,2.1,0.58,1.0166,2.5,0.0,22.4,14.4,30.5,True
20050820,6.1,0.49,1.0154,2.63,0.0,22.0,18.1,26.0,True
20050821,4.4,0.8,1.0141,0.73,0.28,17.0,15.4,18.7,False
20050822,4.9,0.71,1.0144,1.21,0.0,19.3,15.4,23.2,True
20050823,6.5,0.6,1.0148,2.66,0.0,21.0,16.3,25.8,True
20050824,4.8,0.63,1.0141,2.69,0.0,22.0,17.7,26.4,True
20050825,2.4,0.57,1.0134,2.37,0.0,23.3,14.5,32.1,True
20050826,3.4,0.65,1.0176,1.82,0.0,21.1,15.9,26.3,True
20050827,2.9,0.78,1.0174,0.69,0.2,19.0,16.0,21.9,False
20050828,5.5,0.68,1.0184,2.62,0.0,20.3,14.7,25.9,True
20050829,1.9,0.6,1.0212,2.58,0.0,23.6,15.1,32.1,True
20050830,2.0,0.58,1.0208,2.47,0.0,24.7,15.4,33.9,True
20050831,2.0,0.59,1.017,2.5,0.0,24.2,14.9,33.5,True
20050901,1.8,0.58,1.0168,2.41,0.0,24.3,14.5,34.1,True
20050902,3.9,0.62,1.0203,2.4,0.0,26.5,21.3,31.7,True
20050903,1.1,0.63,1.0217,2.34,0.0,26.4,17.6,35.2,True
20050904,1.4,0.74,1.0194,2.14,0.26,27.6,20.9,34.4,False
20050905,1.6,0.9,1.0164,0.62,0.5,21.9,20.4,23.4,False
20050906,2.5,0.94,1.0113,0.35,6.9,18.3,16.6,20.0,False
20050907,1.9,0.82,1.0139,1.56,0.0,20.7,16.3,25.1,True
20050908,1.5,0.95,1.0152,0.5,1.82,17.2,14.5,20.0,False
20050909,1.0,0.8,1.0128,1.85,0.0,21.3,16.4,26.3,True
20050910,1.8,0.9,1.0126,0.83,0.82,19.3,15.9,22.8,False
20050911,3.1,0.86,1.0123,1.18,0.04,18.6,15.0,22.1,False
20050912,2.1,0.8,1.0162,1.63,0.0,17.5,11.5,23.5,True
20050913,4.0,0.73,1.0217,2.19,0.0,20.2,15.9,24.5,True
20050914,5.3,0.72,1.0235,2.22,0.0,21.0,16.8,25.3,True
20050915,5.0,0.68,1.0184,2.22,0.0,21.8,17.5,26.2,True
20050916,2.9,0.66,1.0089,2.18,0.0,21.8,15.7,28.0,True
20050917,10.0,0.63,1.0113,1.54,0.0,15.2,13.5,17.0,False
20050918,7.8,0.68,1.0165,1.79,0.16,14.3,11.5,17.1,False
20050919,5.5,0.72,1.0201,1.22,0.0,14.0,11.7,16.4,False
20050920,7.2,0.59,1.0196,2.16,0.0,16.6,12.9,20.2,True
20050921,5.0,0.6,1.0182,2.12,0.0,16.4,11.7,21.2,True
20050922,1.9,0.72,1.0189,2.03,0.0,17.8,10.7,24.8,True
20050923,1.2,0.77,1.0186,1.83,0.02,16.4,7.9,24.8,False
20050924,1.1,0.76,1.0172,1.92,0.0,19.2,11.9,26.6,True
20050925,2.2,0.79,1.0161,1.52,0.28,20.0,15.0,25.0,False
20050926,2.5,0.8,1.0214,1.56,0.0,19.8,16.0,23.5,True
20050927,1.4,0.86,1.0225,1.33,0.0,19.0,13.8,24.2,True
20050928,1.9,0.74,1.0219,1.92,0.0,19.4,13.6,25.3,True
20050929,5.0,0.62,1.0226,1.62,0.0,17.9,13.9,21.9,True
20050930,7.9,0.6,1.0224,1.85,0.0,16.4,12.5,20.2,True
20051001,4.0,0.71,1.0188,0.76,0.0,15.9,13.0,18.8,True
20051002,5.1,0.66,1.0183,1.49,0.0,15.0,12.2,17.7,False
20051003,7.0,0.65,1.0189,0.75,0.06,14.0,12.4,15.5,False
20051004,4.6,0.77,1.0198,1.15,0.0,15.4,12.3,18.5,True
20051005,5.0,0.72,1.0205,1.6,0.0,15.5,12.2,18.8,True
20051006,3.6,0.72,1.0208,1.6,0.0,16.6,13.4,19.9,True
20051007,2.3,0.75,1.0194,1.62,0.0,16.0,9.5,22.4,True
20051008,1.2,0.82,1.0206,1.62,0.02,14.8,6.8,22.7,False
20051009,1.4,0.79,1.0226,1.69,0.02,15.6,7.1,24.0,False
20051010,2.6,0.75,1.0227,1.58,0.0,15.6,7.7,23.6,True
20051011,2.9,0.66,1.0202,1.36,0.0,16.9,11.4,22.4,True
20051012,2.1,0.54,1.0187,0.53,0.0,17.6,15.7,19.4,True
20051013,1.1,0.68,1.0184,0.89,0.0,17.0,11.7,22.4,True
20051014,1.8,0.78,1.0228,1.42,0.0,16.2,8.1,24.4,True
20051015,1.5,0.91,1.0245,0.34,0.34,13.8,11.1,16.4,False
20051016,1.0,0.9,1.0215,1.07,0.02,17.0,11.3,22.7,False
20051017,1.5,0.86,1.0179,1.34,0.04,17.6,11.9,23.4,False
20051018,2.1,0.83,1.0167,0.7,2.64,18.0,15.4,20.6,False
20051019,0.9,0.95,1.0169,0.48,0.1,16.4,14.1,18.7,False
20051020,1.8,0.87,1.0152,1.15,0.2,18.2,15.1,21.3,False
20051021,1.0,0.96,1.0119,0.16,1.8,15.7,14.7,16.7,False
20051022,1.2,0.89,1.0123,0.65,2.28,18.5,15.4,21.6,False
20051023,2.4,0.86,1.0178,1.12,0.06,17.2,14.8,19.7,False
20051024,2.1,0.86,1.0219,1.26,0.0,15.2,9.0,21.3,True
20051025,1.7,0.88,1.023,0.95,0.0,16.8,12.8,20.8,True
20051026,1.8,0.89,1.0237,1.21,0.0,15.6,10.2,21.1,True
20051027,3.4,0.84,1.0229,1.27,0.0,17.8,13.9,21.7,True
20051028,3.0,0.83,1.0223,1.11,0.0,18.0,14.3,21.7,True
20051029,1.9,0.86,1.022,1.11,0.0,17.2,13.1,21.3,True
20051030,1.9,0.84,1.0198,0.8,0.02,16.4,11.3,21.5,False
20051031,2.2,0.78,1.0154,0.66,3.46,16.0,10.5,21.6,False
20051101,1.3,0.86,1.0206,1.15,0.02,15.0,9.1,20.9,False
20051102,1.2,0.88,1.0209,0.92,0.02,13.7,7.7,19.7,False
20051103,2.3,0.87,1.0201,0.84,0.0,17.4,13.1,21.6,True
20051104,3.4,0.84,1.0188,0.16,5.08,16.2,13.7,18.7,False
20051105,6.5,0.72,1.0254,0.87,0.0,13.6,12.0,15.2,False
20051106,5.7,0.75,1.0253,1.16,0.0,10.8,7.4,14.2,False
20051107,3.3,0.8,1.0261,1.16,0.0,10.5,5.3,15.7,False
20051108,2.3,0.83,1.025,1.1,0.02,10.6,2.5,18.6,False
20051109,3.2,0.9,1.0245,0.32,1.72,12.2,7.8,16.5,False
20051110,7.2,0.78,1.0332,0.65,0.0,12.2,11.3,13.2,False
20051111,3.3,0.81,1.03,1.01,0.0,12.2,10.2,14.2,False
20051112,1.2,0.91,1.0181,0.36,0.52,11.0,6.1,15.8,False
20051113,2.4,0.83,1.0162,0.49,0.0,12.7,9.5,15.9,False
20051114,5.2,0.84,1.0193,0.68,0.0,11.4,9.4,13.4,False
20051115,3.2,0.83,1.013,0.84,0.02,11.0,7.5,14.4,False
20051116,3.0,0.84,1.0065,0.65,0.0,9.9,5.6,14.2,False
20051117,7.7,0.68,1.0126,0.97,0.0,7.4,5.6,9.3,False
20051118,6.3,0.7,1.0184,0.96,0.0,5.6,3.2,8.1,False
20051119,5.9,0.74,1.0256,0.94,0.0,4.5,1.9,7.2,False
20051120,4.7,0.78,1.0306,0.88,0.0,3.8,0.4,7.3,False
20051121,7.7,0.79,1.0254,0.88,0.0,2.7,-0.4,5.8,False
20051122,7.5,0.66,1.0236,0.78,0.0,4.2,1.9,6.5,False
20051123,6.3,0.69,1.0219,0.44,0.0,3.1,1.6,4.6,False
20051124,6.0,0.61,1.0169,0.83,0.0,1.2,-0.8,3.3,False
20051125,0.9,0.89,1.0009,0.37,0.08,2.6,0.5,4.6,False
