DATE,SONNBLICK_cloud_cover,SONNBLICK_humidity,SONNBLICK_global_radiation,SONNBLICK_precipitation,SONNBLICK_sunshine,SONNBLICK_temp_mean,SONNBLICK_temp_min,SONNBLICK_temp_max,SONNBLICK_picnic_weather
20041226,8,1.0,0.23,1.51,0.0,-9.5,-11.0,-7.9,False
20041227,7,0.97,0.48,0.37,0.0,-10.1,-12.0,-8.2,False
20041228,8,0.99,0.54,0.43,0.0,-10.5,-11.5,-9.4,False
20041229,8,0.98,0.53,0.41,0.0,-14.8,-18.6,-11.0,False
20041230,1,0.72,0.9,0.41,7.2,-15.5,-19.0,-12.0,False
20041231,1,0.3,0.91,0.4,7.7,-8.2,-12.5,-3.8,False
20050101,6,0.85,0.53,0.65,2.0,-8.4,-11.8,-5.0,False
20050102,7,0.9,0.94,1.51,5.9,-9.6,-11.8,-7.3,False
20050103,8,0.98,0.58,1.5,0.0,-14.5,-17.5,-11.4,False
20050104,3,0.6,0.92,0.0,7.4,-11.6,-15.4,-7.8,False
20050105,2,0.48,0.86,0.02,7.0,-7.8,-8.9,-6.7,False
20050106,7,0.99,0.44,1.38,0.0,-9.6,-11.7,-7.4,False
20050107,2,0.58,0.88,0.0,7.0,-7.7,-12.4,-3.0,False
20050108,0,0.27,0.96,0.0,8.9,-1.9,-3.8,0.0,False
20050109,5,0.59,0.7,0.0,4.6,-3.8,-6.6,-1.0,False
20050110,2,0.55,0.9,0.0,8.7,-3.2,-6.8,0.5,False
20050111,2,0.69,0.98,0.0,8.9,-4.1,-6.6,-1.6,False
20050112,1,0.34,0.98,0.0,8.7,-6.1,-7.2,-5.0,False
20050113,6,0.98,0.75,0.27,2.7,-9.9,-13.4,-6.4,False
20050114,3,0.65,1.05,0.0,8.3,-15.1,-17.0,-13.2,False
20050115,1,0.18,1.06,0.0,8.7,-12.9,-16.1,-9.7,False
20050116,1,0.29,1.05,0.0,9.0,-8.8,-10.2,-7.3,False
20050117,0,0.34,1.07,0.0,9.0,-6.9,-8.0,-5.7,False
20050118,5,0.62,0.8,0.49,3.6,-10.2,-13.2,-7.1,False
20050119,8,0.98,0.6,0.53,0.0,-15.2,-18.7,-11.7,False
20050120,8,0.93,0.37,3.02,0.0,-13.2,-18.3,-8.0,False
20050121,8,0.95,0.41,3.95,0.0,-11.8,-17.0,-6.6,False
20050122,8,0.95,0.46,1.39,0.0,-17.5,-18.7,-16.3,False
20050123,4,0.79,1.07,0.07,8.7,-18.6,-19.9,-17.2,False
20050124,8,0.94,0.61,0.44,0.0,-21.4,-23.4,-19.4,False
20050125,8,0.95,0.74,0.33,0.0,-24.0,-25.0,-23.0,False
20050126,8,0.93,0.53,0.39,0.0,-25.6,-26.4,-24.7,False
20050127,6,0.79,0.64,0.05,0.3,-24.1,-26.2,-22.0,False
20050128,6,0.8,1.0,0.0,3.3,-23.2,-25.9,-20.4,False
20050129,4,0.98,1.05,0.0,2.9,-22.7,-26.0,-19.4,False
20050130,0,0.58,1.27,0.48,9.0,-20.1,-21.7,-18.4,False
20050131,6,0.94,0.82,1.82,2.4,-14.6,-18.9,-10.2,False
20050201,8,0.99,0.58,1.52,0.0,-15.4,-20.4,-10.3,False
20050202,8,0.98,0.61,2.4,0.0,-18.2,-20.3,-16.1,False
20050203,8,1.0,0.77,1.52,0.0,-15.8,-16.5,-15.0,False
20050204,6,0.96,1.23,0.09,4.7,-16.0,-17.2,-14.8,False
20050205,0,0.45,1.46,0.0,10.0,-16.8,-18.3,-15.2,False
20050206,1,0.75,1.47,0.0,9.8,-15.8,-17.6,-14.0,False
20050207,1,0.76,1.48,0.0,9.9,-14.1,-14.9,-13.2,False
20050208,1,0.83,1.48,0.0,9.6,-14.6,-15.4,-13.8,False
20050209,7,1.0,1.05,0.0,0.0,-14.9,-16.1,-13.6,False
20050210,6,0.9,1.28,0.45,5.4,-13.7,-15.6,-11.8,False
20050211,8,1.0,1.14,1.66,0.0,-9.6,-12.4,-6.8,False
20050212,8,1.0,0.79,2.2,0.0,-6.3,-8.6,-3.9,False
20050213,8,1.0,1.0,1.51,0.0,-10.9,-16.7,-5.1,False
20050214,8,1.0,0.76,0.78,0.0,-18.0,-20.1,-15.9,False
20050215,8,0.99,1.0,0.25,0.0,-19.9,-21.4,-18.4,False
20050216,8,1.0,1.0,0.11,0.0,-21.5,-22.4,-20.5,False
20050217,5,0.91,1.42,0.0,5.7,-18.6,-21.7,-15.5,False
20050218,3,0.88,1.72,0.0,10.3,-16.7,-19.6,-13.8,False
20050219,5,0.96,1.59,0.0,5.8,-14.1,-15.4,-12.7,False
20050220,6,0.98,1.46,0.38,2.1,-17.1,-19.0,-15.2,False
20050221,8,0.99,1.23,0.16,0.2,-16.9,-19.1,-14.6,False
20050222,8,0.97,1.19,0.0,0.0,-17.7,-18.7,-16.6,False
20050223,7,0.97,1.56,0.0,0.0,-17.1,-19.4,-14.8,False
20050224,5,0.9,1.63,0.0,3.7,-17.6,-19.2,-15.9,False
20050225,6,0.96,1.59,0.0,2.0,-17.0,-19.0,-15.0,False
20050226,5,0.95,1.98,0.04,8.9,-18.1,-20.0,-16.1,False
20050227,8,0.93,1.25,0.12,0.0,-22.1,-24.5,-19.7,False
20050228,6,0.9,1.36,0.0,1.3,-26.6,-30.3,-22.8,False
20050301,1,0.84,2.1,0.0,11.1,-25.2,-30.0,-20.4,False
20050302,1,0.77,2.13,0.0,11.1,-18.7,-21.5,-15.8,False
20050303,7,0.85,1.49,0.65,3.7,-17.1,-18.9,-15.2,False
20050304,8,0.95,1.83,0.16,0.8,-16.8,-18.2,-15.4,False
20050305,4,0.9,2.03,0.25,8.8,-18.6,-21.5,-15.6,False
20050306,8,0.95,1.39,0.6,0.0,-21.7,-23.6,-19.7,False
20050307,6,0.94,1.86,0.41,4.7,-24.4,-26.0,-22.7,False
20050308,8,0.96,1.64,0.8,0.8,-19.8,-23.3,-16.3,False
20050309,6,0.96,1.29,1.8,0.0,-16.3,-17.5,-15.0,False
20050310,4,0.92,1.77,0.58,4.8,-17.9,-18.9,-16.9,False
20050311,3,0.47,2.26,0.0,9.9,-14.4,-17.7,-11.1,False
20050312,6,0.82,1.86,0.57,5.6,-12.8,-14.8,-10.8,False
20050313,3,0.86,2.29,0.11,0.0,-16.9,-19.1,-14.6,False
20050314,4,0.42,2.09,0.0,0.0,-11.2,-15.7,-6.6,False
20050315,2,0.68,2.34,0.0,9.2,-8.3,-10.5,-6.1,False
20050316,1,0.48,2.37,0.0,10.4,-4.9,-7.8,-2.0,False
20050317,2,0.53,2.47,0.0,11.6,-3.0,-4.3,-1.7,False
20050318,3,0.78,2.19,0.21,8.5,-4.5,-5.9,-3.0,False
20050319,8,1.0,1.27,1.97,0.0,-4.2,-5.8,-2.5,False
20050320,6,0.85,2.26,0.0,7.1,-4.7,-5.5,-3.8,False
20050321,3,0.56,2.63,0.0,11.9,-4.9,-5.9,-3.8,False
20050322,4,0.19,2.58,0.0,10.0,-1.3,-4.8,2.2,False
20050323,7,0.71,1.85,0.0,5.0,-1.5,-3.7,0.7,False
20050324,4,0.77,2.55,0.02,10.7,-2.5,-4.3,-0.7,False
20050325,8,0.99,1.47,0.28,0.0,-4.1,-5.7,-2.5,False
20050326,6,0.76,1.83,0.0,5.9,-4.7,-7.5,-1.9,False
20050327,5,0.82,2.6,0.03,10.6,-4.9,-7.1,-2.7,False
20050328,8,1.0,1.43,0.02,1.4,-5.9,-8.5,-3.3,False
20050329,5,0.93,1.72,0.0,3.6,-5.3,-7.9,-2.7,False
20050330,8,0.99,1.52,0.77,0.0,-4.0,-6.9,-1.1,False
20050331,8,0.98,1.78,1.04,0.0,-6.3,-8.0,-4.5,False
20050401,1,0.89,2.89,0.0,12.7,-10.4,-13.1,-7.7,False
20050402,1,0.54,3.05,0.0,12.8,-8.7,-11.4,-6.0,False
20050403,2,0.49,2.97,0.0,12.6,-6.9,-9.8,-4.0,False
20050404,1,0.63,2.94,0.0,12.5,-6.6,-8.6,-4.5,False
20050405,6,0.88,1.81,0.05,1.6,-6.4,-8.7,-4.0,False
20050406,4,0.67,1.97,0.0,0.0,-6.3,-8.8,-3.8,False
20050407,7,0.87,2.07,0.02,8.9,-4.4,-6.4,-2.4,False
20050408,8,0.99,1.35,1.24,0.0,-6.0,-7.5,-4.5,False
20050409,8,1.0,1.39,1.35,0.0,-8.4,-11.5,-5.3,False
20050410,7,0.97,2.02,0.43,0.0,-12.9,-14.5,-11.2,False
20050411,8,0.99,2.1,0.23,0.0,-9.7,-15.7,-3.7,False
20050412,6,0.99,2.0,0.44,0.4,-4.5,-6.8,-2.2,False
20050413,8,0.98,2.36,0.13,0.0,-5.4,-7.2,-3.5,False
20050414,6,0.97,2.21,0.0,4.7,-4.4,-7.0,-1.7,False
20050415,5,0.95,2.13,0.0,1.8,-4.6,-6.0,-3.2,False
20050416,7,0.96,1.9,0.78,1.7,-6.1,-7.7,-4.5,False
20050417,4,0.69,2.94,1.03,9.8,-9.0,-12.4,-5.5,False
20050418,8,0.95,2.1,0.7,0.0,-8.6,-11.8,-5.3,False
20050419,8,1.0,2.1,1.38,0.0,-3.4,-6.7,0.0,False
20050420,8,0.95,2.0,2.75,0.0,-7.9,-9.3,-6.5,False
20050421,8,0.93,1.96,0.74,0.0,-9.9,-11.7,-8.1,False
20050422,0,0.67,3.53,0.0,13.7,-12.7,-16.3,-9.0,False
20050423,4,0.63,3.23,0.0,12.7,-7.2,-10.6,-3.7,False
20050424,7,0.94,2.47,1.04,3.9,-5.3,-7.2,-3.4,False
20050425,8,0.99,1.69,2.63,0.0,-4.7,-6.4,-2.9,False
20050426,7,0.96,2.48,0.68,3.7,-5.7,-8.3,-3.1,False
20050427,6,0.89,2.78,0.69,9.2,-3.4,-6.1,-0.6,False
20050428,6,0.93,3.08,0.53,7.5,-4.9,-7.8,-1.9,False
20050429,8,0.98,1.76,0.64,0.0,-4.0,-5.3,-2.6,False
20050430,6,0.87,2.47,0.3,6.9,-2.3,-3.9,-0.6,False
20050501,5,0.71,3.2,0.0,12.1,0.2,-2.3,2.6,False
20050502,4,0.79,3.13,0.0,12.6,2.8,-0.5,6.0,False
20050503,7,0.92,1.85,0.99,2.7,3.1,1.4,4.8,False
20050504,7,0.97,2.73,1.23,4.7,-1.7,-5.0,1.6,False
20050505,8,1.0,2.28,1.97,0.0,-4.7,-6.0,-3.3,False
20050506,8,1.0,2.5,3.23,0.0,-6.3,-8.1,-4.5,False
20050507,7,1.0,2.29,2.23,1.5,-6.4,-8.9,-3.8,False
20050508,6,0.95,2.78,1.21,6.4,-8.0,-11.4,-4.5,False
20050509,7,0.95,2.97,0.6,3.6,-8.9,-11.0,-6.8,False
20050510,8,0.97,2.57,0.8,0.0,-6.9,-10.8,-3.0,False
20050511,6,0.97,3.44,0.0,10.3,-9.0,-10.6,-7.3,False
20050512,2,0.83,3.85,0.0,13.0,-7.1,-10.8,-3.3,False
20050513,7,0.82,2.7,0.0,7.1,-3.7,-6.5,-0.8,False
20050514,8,1.0,2.12,0.63,0.0,-2.4,-4.4,-0.4,False
20050515,7,0.98,1.98,1.49,0.0,-2.6,-4.4,-0.8,False
20050516,8,0.99,1.58,0.75,0.0,-2.0,-3.0,-1.0,False
20050517,7,0.99,2.04,0.56,0.9,-2.6,-4.3,-0.8,False
20050518,8,0.98,1.85,2.89,0.0,-4.2,-6.8,-1.6,False
20050519,4,0.86,3.79,0.1,11.4,-8.6,-10.4,-6.8,False
20050520,2,0.69,3.85,0.0,14.5,-3.8,-7.1,-0.5,False
20050521,4,0.85,3.12,0.0,9.7,1.1,-2.1,4.3,False
20050522,5,0.92,2.01,0.23,4.6,0.7,-0.9,2.2,False
20050523,7,0.95,1.85,0.76,1.9,-2.2,-4.9,0.5,False
20050524,6,0.99,2.77,0.0,5.8,-2.2,-5.2,0.9,False
20050525,0,0.95,3.98,0.0,14.7,-1.3,-3.4,0.9,False
20050526,2,0.48,3.97,0.0,15.6,2.8,0.6,5.0,False
20050527,0,0.61,3.95,0.0,15.4,5.1,2.0,8.2,False
20050528,2,0.79,3.88,0.02,13.7,6.1,4.1,8.0,False
20050529,5,0.8,3.64,0.0,13.8,6.5,4.1,8.8,False
20050530,6,0.73,3.02,1.31,10.8,6.5,4.3,8.6,False
20050531,6,0.98,3.0,0.0,3.1,0.7,-3.3,4.7,False
20050601,5,0.95,3.67,0.0,12.2,-2.9,-5.7,0.0,False
20050602,6,0.92,2.99,0.0,8.6,-0.4,-2.7,1.9,False
20050603,5,0.8,3.73,0.0,13.2,3.1,-0.6,6.8,False
20050604,7,0.94,1.36,1.24,1.9,2.1,-0.3,4.4,False
20050605,8,1.0,2.92,0.09,2.7,-0.9,-2.7,1.0,False
20050606,8,0.98,2.36,0.77,0.0,-2.0,-4.0,0.1,False
20050607,8,0.98,2.33,3.06,0.0,-5.4,-8.0,-2.7,False
20050608,8,0.98,2.41,0.79,0.0,-8.2,-10.0,-6.3,False
20050609,8,0.98,2.14,0.57,0.0,-9.3,-10.7,-7.8,False
20050610,8,0.98,2.24,0.0,0.0,-7.4,-8.7,-6.1,False
20050611,6,0.98,2.92,0.42,0.0,-4.5,-7.9,-1.1,False
20050612,8,0.98,1.95,0.0,8.4,-1.2,-2.4,0.1,False
20050613,7,0.99,2.24,0.0,3.4,-0.3,-1.9,1.4,False
20050614,6,0.98,1.66,0.28,2.6,1.1,0.0,2.1,False
20050615,7,0.99,2.33,0.54,1.7,2.1,0.1,4.0,False
20050616,8,0.99,2.41,0.08,0.8,1.0,-0.3,2.2,False
20050617,8,0.98,1.99,0.13,1.7,1.6,-0.4,3.5,False
20050618,8,0.99,1.61,0.1,0.0,2.9,2.0,3.7,False
20050619,3,0.73,3.45,0.0,13.1,1.4,-0.6,3.3,False
20050620,1,0.7,3.92,0.0,11.7,2.6,0.5,4.7,False
20050621,3,0.82,3.24,0.0,13.6,4.0,2.0,6.0,False
20050622,6,0.88,2.85,0.0,8.5,5.3,3.0,7.6,False
20050623,3,0.84,3.8,0.0,14.8,6.3,3.8,8.8,False
20050624,4,0.84,2.92,0.0,9.8,8.1,5.8,10.3,False
20050625,6,0.85,1.98,0.71,6.0,8.1,5.4,10.8,False
20050626,7,1.0,1.86,0.25,3.2,4.4,3.0,5.8,False
20050627,6,0.92,2.45,0.0,8.2,6.5,4.1,8.8,False
20050628,6,0.89,2.08,0.23,7.5,6.7,4.6,8.8,False
20050629,6,0.78,1.72,0.89,4.4,7.7,5.2,10.2,False
20050630,8,1.0,2.19,1.03,3.1,4.3,1.6,6.9,False
20050701,8,1.0,1.65,2.07,0.0,0.2,-2.4,2.7,False
20050702,8,0.99,1.77,0.21,0.0,-1.2,-2.4,0.1,False
20050703,5,0.95,3.11,0.0,8.7,0.8,-1.5,3.1,False
20050704,5,0.87,3.69,1.44,10.9,4.8,1.6,7.9,False
20050705,8,1.0,1.69,1.74,0.0,0.6,-4.6,5.7,False
20050706,3,0.89,3.87,1.06,13.1,-2.1,-6.5,2.3,False
20050707,8,1.0,1.69,2.76,0.0,0.1,-2.1,2.3,False
20050708,8,0.99,1.76,0.06,0.0,-2.4,-5.0,0.3,False
20050709,7,0.95,2.5,0.55,5.2,-0.7,-3.4,2.1,False
20050710,8,0.99,1.68,1.68,0.0,-0.9,-2.6,0.8,False
20050711,8,1.0,1.67,1.93,0.0,-0.3,-1.5,0.9,False
20050712,8,1.0,1.67,0.57,0.0,0.1,-0.4,0.6,False
20050713,7,0.99,3.01,0.0,9.8,0.6,-0.7,1.8,False
20050714,5,0.88,3.76,0.0,10.6,1.8,-0.2,3.7,False
20050715,3,0.76,3.9,0.0,11.2,5.4,2.0,8.7,False
20050716,5,0.94,2.07,1.1,5.3,4.9,2.6,7.2,False
20050717,3,0.81,3.0,0.0,9.6,5.1,2.6,7.5,False
20050718,5,0.85,2.45,2.19,8.6,7.0,4.5,9.4,False
20050719,7,0.96,1.52,0.24,2.6,2.4,0.0,4.8,False
20050720,4,0.94,3.67,0.21,13.5,2.9,-1.0,6.8,False
20050721,6,0.98,3.38,0.0,7.7,2.0,-0.3,4.2,False
20050722,6,0.97,2.12,0.13,5.3,2.1,-0.9,5.1,False
20050723,7,1.0,2.28,0.48,4.9,1.3,-1.9,4.5,False
20050724,7,0.95,1.76,0.04,1.5,1.5,-1.1,4.0,False
20050725,7,1.0,1.75,1.21,4.1,5.3,2.8,7.8,False
20050726,8,1.0,2.12,1.65,5.9,6.0,3.0,8.9,False
20050727,5,0.94,2.62,0.02,8.3,7.0,4.5,9.4,False
20050728,2,0.86,3.0,0.0,14.2,9.7,6.5,12.8,False
20050729,3,0.7,3.43,0.0,12.5,10.8,8.7,12.9,False
20050730,5,0.95,1.99,0.0,7.4,8.8,7.0,10.5,False
20050731,7,0.97,2.0,0.38,4.0,6.0,3.7,8.2,False
20050801,7,1.0,1.55,0.0,3.3,5.4,1.8,8.9,False
20050802,8,0.97,1.25,0.64,1.1,4.9,2.6,7.2,False
20050803,7,0.99,0.91,0.43,0.5,2.9,0.7,5.0,False
20050804,8,1.0,1.11,0.47,4.9,-1.2,-3.2,0.8,False
20050805,6,0.97,2.23,0.0,3.7,-1.9,-3.8,0.1,False
20050806,7,0.97,2.13,0.53,0.0,0.7,-0.6,2.0,False
20050807,8,0.98,1.89,2.34,0.1,-2.6,-5.2,0.1,False
20050808,6,0.93,2.19,0.45,3.7,-4.7,-7.4,-2.0,False
20050809,3,0.93,3.48,0.0,13.6,-2.5,-6.4,1.4,False
20050810,6,0.9,2.25,0.2,7.7,0.5,-1.7,2.6,False
20050811,7,0.98,2.27,1.83,7.7,3.6,0.6,6.6,False
20050812,8,1.0,2.8,0.0,6.0,1.4,-2.3,5.1,False
20050813,6,0.9,1.2,0.78,2.9,2.0,0.2,3.7,False
20050814,8,1.0,1.11,2.09,0.0,-0.3,-2.7,2.2,False
20050815,8,1.0,1.82,1.27,0.0,-3.1,-4.0,-2.2,False
20050816,8,1.0,1.55,0.47,0.0,-2.1,-3.8,-0.4,False
20050817,7,1.0,2.05,0.0,2.3,0.5,-1.2,2.2,False
20050818,5,0.95,2.63,0.0,9.2,3.3,1.8,4.8,False
20050819,6,0.97,2.63,0.1,10.3,3.6,1.3,5.8,False
20050820,8,1.0,0.61,2.4,0.0,2.2,0.7,3.7,False
20050821,8,1.0,0.93,0.81,0.0,0.9,0.4,1.4,False
20050822,8,1.0,1.09,2.2,0.0,0.8,-0.2,1.7,False
20050823,6,1.0,1.14,1.66,0.0,-0.3,-0.9,0.3,False
20050824,6,1.0,1.7,0.02,4.3,-1.4,-2.7,0.0,False
20050825,5,0.97,2.16,0.0,7.7,1.1,-1.5,3.7,False
20050826,8,1.0,1.03,0.07,0.0,3.5,2.5,4.4,False
20050827,7,1.0,1.28,0.47,1.2,2.7,1.7,3.6,False
20050828,8,1.0,0.94,0.4,0.0,1.7,0.7,2.7,False
20050829,6,0.89,2.7,0.0,12.2,3.5,1.4,5.5,False
20050830,3,0.84,2.16,0.0,8.3,5.3,3.0,7.6,False
20050831,5,0.95,2.3,0.0,11.0,5.9,3.2,8.5,False
20050901,5,0.88,2.69,0.0,12.7,4.8,3.3,6.2,False
20050902,7,0.97,0.78,0.5,0.3,4.2,3.1,5.2,False
20050903,7,0.91,1.18,1.35,1.5,4.2,1.8,6.5,False
20050904,7,0.97,1.29,0.56,2.1,1.8,0.0,3.5,False
20050905,1,0.58,2.74,0.0,12.3,2.7,-0.1,5.5,False
20050906,4,0.71,2.69,0.0,12.1,2.9,1.1,4.6,False
20050907,2,0.67,2.62,0.0,11.5,2.7,0.5,4.8,False
20050908,5,0.89,1.89,0.06,6.7,3.7,2.0,5.4,False
20050909,8,0.97,0.65,0.52,0.0,2.5,1.5,3.5,False
20050910,6,0.92,1.35,0.7,4.7,2.4,0.2,4.6,False
20050911,6,0.97,0.85,0.06,0.0,2.3,1.4,3.2,False
20050912,6,0.87,1.8,0.7,6.2,0.9,-1.4,3.1,False
20050913,6,0.96,1.5,0.72,4.4,0.8,-1.4,2.9,False
20050914,6,0.98,1.77,0.0,6.2,0.3,-0.7,1.3,False
20050915,5,0.86,2.11,0.0,8.2,1.5,-2.3,5.2,False
20050916,6,0.85,1.63,1.4,5.3,3.4,1.3,5.4,False
20050917,8,0.96,0.65,1.5,0.0,-1.5,-6.2,3.3,False
20050918,8,0.93,1.06,0.8,0.0,-4.8,-7.2,-2.3,False
20050919,8,0.96,1.49,0.14,0.4,-0.7,-2.4,1.1,False
20050920,6,0.98,1.56,0.3,0.0,-2.4,-3.8,-1.0,False
20050921,8,1.0,1.56,0.0,0.0,-2.4,-5.0,0.3,False
20050922,6,0.92,1.65,0.0,2.5,-1.6,-3.5,0.4,False
20050923,6,0.91,2.05,0.0,6.5,-0.8,-2.0,0.4,False
20050924,7,0.99,1.41,0.1,3.3,-0.7,-2.1,0.8,False
20050925,4,0.83,1.34,0.66,6.3,-1.0,-2.9,0.9,False
20050926,5,0.89,1.55,0.1,5.9,-0.2,-1.7,1.4,False
20050927,8,0.97,0.78,0.92,0.0,-0.5,-1.2,0.3,False
20050928,7,0.96,1.36,0.2,2.5,-0.8,-2.6,1.1,False
20050929,8,0.97,0.72,3.79,0.0,-1.9,-3.7,0.0,False
20050930,8,0.9,1.3,0.43,0.7,-5.6,-7.8,-3.4,False
20051001,6,0.86,1.24,1.06,1.5,-4.9,-9.8,0.0,False
20051002,8,0.96,0.68,1.71,0.0,-1.2,-2.3,0.0,False
20051003,8,0.94,0.84,1.82,0.0,-1.6,-3.7,0.6,False
20051004,8,0.97,0.96,1.66,0.0,-0.9,-1.7,0.0,False
20051005,8,0.97,0.68,1.2,0.0,-1.0,-1.9,0.0,False
20051006,8,0.96,1.19,0.05,0.0,-1.4,-2.2,-0.5,False
20051007,8,0.96,0.79,0.0,0.0,-2.2,-3.0,-1.3,False
20051008,6,0.92,1.63,0.0,7.0,-2.3,-3.4,-1.2,False
20051009,7,0.97,1.53,0.0,3.1,-2.9,-4.5,-1.3,False
20051010,1,0.57,1.87,0.0,10.8,-3.4,-5.4,-1.3,False
20051011,2,0.82,1.8,0.0,10.8,-5.1,-5.8,-4.4,False
20051012,0,0.44,1.79,0.0,10.7,-3.4,-5.8,-1.0,False
20051013,1,0.6,1.71,0.0,10.6,-4.2,-5.1,-3.2,False
20051014,1,0.58,1.67,0.0,10.5,-3.3,-5.2,-1.4,False
20051015,3,0.47,1.59,0.0,10.5,-0.1,-2.6,2.5,False
20051016,1,0.74,1.65,0.0,10.5,-1.4,-3.5,0.8,False
20051017,0,0.4,1.69,0.0,10.4,-3.9,-5.2,-2.6,False
20051018,0,0.28,1.71,0.0,10.4,-3.2,-5.7,-0.6,False
20051019,4,0.24,1.54,0.0,9.3,0.2,-2.7,3.0,False
20051020,7,0.91,0.89,0.03,0.9,0.4,-1.0,1.8,False
20051021,7,0.96,1.05,0.0,4.6,-1.7,-2.9,-0.4,False
20051022,4,0.91,1.43,0.0,9.0,-2.4,-4.2,-0.5,False
20051023,6,0.85,0.99,0.22,4.1,-1.4,-3.4,0.6,False
20051024,3,0.72,1.45,0.0,9.0,-2.0,-4.8,0.8,False
20051025,5,0.34,1.28,0.0,7.8,2.2,-0.2,4.6,False
20051026,5,0.76,1.36,0.0,8.8,1.8,0.4,3.2,False
20051027,1,0.61,1.43,0.0,10.3,3.5,1.9,5.0,False
20051028,1,0.54,1.4,0.0,10.2,3.8,2.7,4.9,False
20051029,0,0.41,1.36,0.0,10.3,4.5,3.0,5.9,False
20051030,0,0.24,1.38,0.0,10.1,3.8,2.6,4.9,False
20051031,0,0.41,1.35,0.0,10.1,3.1,1.4,4.7,False
20051101,6,0.5,0.77,0.46,2.3,0.5,-2.6,3.6,False
20051102,5,0.55,1.04,0.0,7.1,-2.7,-5.5,0.1,False
20051103,5,0.85,0.67,0.0,2.5,0.4,-0.9,1.6,False
20051104,6,0.77,1.03,0.0,4.7,0.9,-0.4,2.1,False
20051105,7,0.81,0.78,0.54,3.7,-2.3,-6.3,1.7,False
20051106,8,0.96,0.64,0.53,0.0,-4.2,-5.6,-2.7,False
20051107,5,0.95,0.78,0.0,3.0,-4.7,-7.9,-1.4,False
20051108,1,0.51,1.23,0.0,9.0,-4.1,-6.2,-1.9,False
20051109,0,0.78,1.2,0.0,9.8,-2.9,-4.5,-1.3,False
20051110,1,0.64,1.18,0.0,9.7,-3.9,-5.2,-2.5,False
20051111,2,0.32,1.12,0.0,9.5,-2.0,-5.0,1.1,False
20051112,2,0.34,1.16,0.0,9.4,-1.8,-3.0,-0.6,False
20051113,3,0.45,1.11,0.0,8.5,-1.1,-2.5,0.4,False
20051114,1,0.26,1.12,0.0,9.5,-1.2,-2.2,-0.2,False
20051115,3,0.81,1.07,0.0,9.2,-3.8,-6.2,-1.3,False
20051116,7,0.96,0.46,0.97,0.0,-5.6,-6.5,-4.7,False
20051117,6,0.9,0.96,0.5,6.2,-11.5,-16.8,-6.2,False
20051118,8,0.9,0.98,1.93,0.0,-15.9,-17.5,-14.3,False
20051119,8,0.87,0.64,0.42,0.0,-18.9,-20.6,-17.2,False
20051120,6,0.86,0.84,1.03,1.3,-18.1,-21.0,-15.1,False
20051121,8,0.9,0.64,1.84,0.0,-14.6,-16.1,-13.0,False
20051122,8,0.88,0.68,0.36,0.0,-17.2,-19.3,-15.0,False
20051123,4,0.87,0.92,0.0,7.7,-19.0,-21.0,-17.0,False
20051124,7,0.89,0.69,0.03,2.7,-15.4,-17.8,-12.9,False
20051125,7,0.9,0.57,0.87,0.0,-15.1,-16.6,-13.5,False
20051126,8,0.91,0.38,1.87,0.0,-13.4,-15.1,-11.6,False
20051127,5,0.92,0.56,0.56,0.0,-13.5,-16.0,-11.0,False
20051128,5,0.9,0.76,0.39,4.1,-17.0,-17.9,-16.0,False
20051129,6,0.91,0.4,0.68,0.0,-15.5,-18.0,-12.9,False
20051130,5,0.94,1.01,0.05,2.4,-12.8,-14.3,-11.3,False
20051201,3,0.92,0.69,0.0,3.0,-13.1,-14.6,-11.6,False
20051202,1,0.67,0.89,1.0,8.5,-10.4,-13.0,-7.7,False
20051203,8,0.99,0.31,1.46,0.0,-9.5,-11.2,-7.8,False
20051204,4,0.98,0.74,0.9,3.6,-11.8,-13.2,-10.3,False
20051205,7,0.99,0.52,1.29,0.0,-10.3,-11.7,-8.8,False
20051206,8,0.98,0.4,1.92,0.0,-12.5,-14.2,-10.8,False
20051207,8,0.97,0.7,0.3,0.0,-14.9,-15.8,-14.0,False
20051208,3,0.92,0.82,0.05,6.7,-15.1,-16.2,-14.0,False
20051209,7,0.95,0.46,0.12,0.3,-15.5,-16.9,-14.1,False
20051210,1,0.55,0.85,0.0,8.3,-15.6,-17.8,-13.4,False
20051211,1,0.4,0.83,0.0,8.6,-13.0,-15.4,-10.5,False
20051212,5,0.93,0.63,0.21,3.2,-7.9,-10.7,-5.0,False
20051213,4,0.98,0.74,0.0,1.0,-7.3,-9.4,-5.2,False
20051214,3,0.61,0.81,0.0,7.7,-11.7,-14.2,-9.2,False
20051215,3,0.68,0.75,0.66,8.3,-11.2,-14.5,-7.9,False
20051216,8,0.98,0.3,3.48,0.0,-11.6,-14.8,-8.4,False
20051217,8,0.91,0.32,2.59,0.0,-16.1,-21.9,-10.2,False
20051218,8,0.9,0.52,0.88,0.0,-21.8,-22.6,-21.0,False
20051219,5,0.94,0.55,0.65,4.0,-17.0,-21.3,-12.6,False
20051220,5,0.95,0.66,0.28,4.2,-14.5,-16.4,-12.6,False
20051221,3,0.69,0.8,0.0,5.4,-15.2,-16.7,-13.7,False
20051222,5,0.87,0.45,0.89,0.0,-11.8,-13.7,-9.8,False
20051223,8,0.96,0.52,0.68,0.0,-12.5,-13.8,-11.1,False
20051224,3,0.77,0.79,0.0,6.0,-9.8,-12.2,-7.4,False
