DATE,TOURS_wind_speed,TOURS_humidity,TOURS_pressure,TOURS_global_radiation,TOURS_precipitation,TOURS_temp_mean,TOURS_temp_min,TOURS_temp_max,TOURS_picnic_weather
20050123,6.2,0.82,1.0208,0.59,0.38,3.8,1.5,6.2,False
20050124,4.9,0.82,1.0246,0.55,0.0,1.6,-0.7,3.9,False
20050125,4.6,0.71,1.0244,0.86,0.0,0.7,-2.1,3.4,False
20050126,7.1,0.7,1.0249,0.73,0.0,-1.1,-2.4,0.3,False
20050127,2.8,0.84,1.0217,0.8,0.0,-0.8,-5.1,3.6,False
20050128,4.0,0.92,1.015,0.22,0.06,2.6,-1.2,6.3,False
20050129,3.2,0.87,1.0243,0.44,0.0,2.6,0.4,4.7,False
20050130,1.5,0.89,1.0332,0.29,0.0,1.0,-2.1,4.1,False
20050131,2.5,0.91,1.0327,0.23,0.0,4.6,2.5,6.7,False
20050201,3.5,0.82,1.0324,0.53,0.0,7.4,5.1,9.8,False
20050202,2.4,0.87,1.0354,0.46,0.0,5.2,0.9,9.6,False
20050203,2.9,0.77,1.0345,0.5,0.0,6.2,4.1,8.3,False
20050204,3.0,0.83,1.0288,0.53,0.0,5.2,3.1,7.3,False
20050205,2.9,0.84,1.0203,0.5,0.0,2.8,-0.5,6.1,False
20050206,3.0,0.83,1.0206,0.66,0.0,5.8,0.8,10.7,False
20050207,2.1,0.85,1.0226,0.76,0.0,6.5,1.7,11.3,False
20050208,2.2,0.8,1.0272,0.55,0.0,6.8,2.3,11.4,False
20050209,1.8,0.82,1.0318,1.06,0.0,6.8,0.2,13.4,False
20050210,5.0,0.86,1.0329,0.49,0.14,7.2,3.9,10.5,False
20050211,6.5,0.96,1.0256,0.21,0.68,10.3,8.4,12.2,False
20050212,7.6,0.86,1.0179,0.23,0.08,11.4,10.2,12.7,False
20050213,6.0,0.86,1.0124,0.42,0.34,4.7,1.8,7.6,False
20050214,5.2,0.75,1.0176,0.58,0.0,3.1,0.3,5.8,False
20050215,5.1,0.76,1.0176,0.78,0.02,2.4,0.2,4.5,False
20050216,5.9,0.63,1.0242,0.95,0.0,1.6,0.0,3.2,False
20050217,2.4,0.72,1.0268,0.51,0.0,1.1,-0.3,2.4,False
20050218,2.6,0.85,1.0233,0.32,0.14,2.5,0.5,4.5,False
20050219,4.1,0.78,1.0168,0.78,0.02,4.8,2.3,7.4,False
20050220,3.8,0.8,1.0138,0.86,0.0,1.8,-1.4,5.0,False
20050221,2.4,0.84,1.0087,1.03,0.0,2.2,-0.6,5.1,False
20050222,3.6,0.89,1.0078,0.58,0.0,-0.3,-2.5,1.9,False
20050223,2.2,0.82,1.0117,1.05,0.0,-1.4,-4.7,1.8,False
20050224,1.6,0.83,1.0126,0.91,0.02,-1.0,-4.8,2.9,False
20050225,4.9,0.78,1.0122,1.3,0.0,1.4,-1.7,4.5,False
20050226,4.1,0.74,1.0147,1.46,0.04,0.0,-3.8,3.7,False
20050227,6.9,0.69,1.0176,1.28,0.0,-0.4,-2.3,1.5,False
20050228,5.1,0.56,1.0223,1.72,0.0,-3.4,-5.8,-0.9,False
20050301,2.1,0.54,1.0124,1.67,0.0,-3.8,-10.3,2.8,False
20050302,3.8,0.71,1.0032,0.79,0.82,0.2,-4.5,5.0,False
20050303,4.0,0.92,1.0056,0.5,0.02,-0.1,-1.0,0.8,False
20050304,4.1,0.8,1.0165,1.42,0.06,-0.1,-3.3,3.1,False
20050305,3.8,0.88,1.0105,1.15,0.0,2.5,-0.3,5.3,False
20050306,4.6,0.76,1.0231,1.03,0.0,-0.8,-2.7,1.0,False
20050307,3.2,0.72,1.0293,1.55,0.0,0.9,-4.8,6.6,False
20050308,2.2,0.78,1.031,0.59,0.0,4.4,1.3,7.5,False
20050309,1.9,0.79,1.0327,0.55,0.0,5.1,3.0,7.2,False
20050310,1.8,0.74,1.0291,0.64,0.0,5.0,2.9,7.0,False
20050311,3.9,0.71,1.0214,1.66,0.0,6.0,1.4,10.5,False
20050312,4.5,0.72,1.0128,0.79,0.0,7.0,4.8,9.2,False
20050313,1.2,0.66,1.0139,1.95,0.0,3.2,-3.4,9.8,False
20050314,1.2,0.69,1.0156,1.53,0.0,5.0,-1.9,11.8,False
20050315,2.8,0.69,1.0225,1.9,0.0,9.7,0.6,18.8,True
20050316,3.8,0.63,1.0252,1.89,0.0,14.4,5.6,23.2,True
20050317,2.1,0.89,1.031,1.32,0.0,13.2,8.6,17.9,False
20050318,2.6,0.86,1.0285,1.98,0.0,11.8,3.9,19.7,True
20050319,3.6,0.75,1.0216,2.08,0.0,14.3,6.5,22.1,True
20050320,3.6,0.73,1.015,2.08,0.0,15.1,6.8,23.4,True
20050321,2.9,0.73,1.0076,0.94,0.12,14.0,8.3,19.7,False
20050322,3.8,0.8,1.0117,0.89,0.06,14.5,11.8,17.2,False
20050323,4.2,0.75,1.0132,2.14,0.16,13.1,4.9,21.3,False
20050324,2.1,0.9,1.0162,0.93,1.18,14.2,10.4,17.9,False
20050325,3.2,0.78,1.0141,2.03,0.0,11.2,4.2,18.3,True
20050326,3.4,0.8,1.0048,1.54,0.48,14.2,10.0,18.4,False
20050327,3.8,0.89,1.0061,0.79,0.14,12.9,10.7,15.1,False
20050328,3.6,0.86,1.0124,0.9,0.2,12.1,9.3,14.9,False
20050329,5.0,0.86,1.0111,0.67,0.34,12.4,9.6,15.2,False
20050330,3.2,0.81,1.0164,1.35,0.0,12.7,9.5,15.9,False
20050331,2.5,0.79,1.0233,1.83,0.0,10.5,6.8,14.2,False
20050401,4.0,0.76,1.0201,2.31,0.0,11.5,4.3,18.8,True
20050402,3.4,0.65,1.017,1.59,0.0,12.3,6.2,18.4,True
20050403,3.2,0.65,1.021,1.92,0.0,12.0,6.3,17.6,False
20050404,3.1,0.73,1.0229,1.7,1.22,14.3,10.3,18.3,False
20050405,2.0,0.8,1.0271,1.79,0.0,10.3,6.1,14.5,False
20050406,4.2,0.85,1.0169,0.89,0.1,11.3,5.7,16.9,False
20050407,5.1,0.79,1.0087,1.43,0.0,10.4,7.7,13.1,False
20050408,4.6,0.86,1.0106,1.21,0.08,5.7,3.1,8.3,False
20050409,5.6,0.68,1.0252,2.17,0.0,4.4,-0.1,8.9,False
20050410,3.2,0.8,1.028,1.21,0.02,7.3,2.0,12.6,False
20050411,4.4,0.72,1.0263,2.6,0.0,9.7,2.9,16.5,False
20050412,2.8,0.74,1.0222,1.58,0.0,10.4,5.6,15.3,False
20050413,2.8,0.78,1.0126,1.45,0.1,9.2,2.6,15.8,False
20050414,3.8,0.93,1.0043,0.58,0.8,9.2,7.8,10.7,False
20050415,2.2,0.81,1.0049,1.77,0.0,8.8,4.8,12.7,False
20050416,5.0,0.73,1.0076,2.23,0.02,8.2,3.1,13.3,False
20050417,4.0,0.78,1.0056,2.7,0.22,8.5,1.7,15.3,False
20050418,4.1,0.82,1.0018,1.56,0.46,11.7,9.4,14.0,False
20050419,3.8,0.85,1.0059,1.52,0.4,8.9,5.5,12.3,False
20050420,1.5,0.8,1.0131,1.53,0.0,8.3,3.1,13.5,False
20050421,2.4,0.77,1.0161,2.55,0.0,8.9,1.4,16.4,False
20050422,2.8,0.74,1.0116,1.99,0.14,10.1,3.2,17.0,False
20050423,2.5,0.77,1.0087,1.66,0.24,14.4,10.7,18.1,False
20050424,2.2,0.85,1.0066,1.35,0.04,14.2,11.7,16.6,False
20050425,3.4,0.82,1.0114,1.6,0.02,12.2,7.6,16.9,False
20050426,3.6,0.9,1.0151,0.69,0.4,12.1,8.9,15.3,False
20050427,2.8,0.73,1.0196,2.61,0.0,12.8,8.4,17.3,False
20050428,1.8,0.71,1.0189,1.88,0.0,16.0,9.8,22.1,True
20050429,2.0,0.82,1.0197,2.61,0.02,17.1,10.8,23.4,False
20050430,2.9,0.64,1.0114,2.81,0.0,20.6,11.9,29.2,True
20050501,3.4,0.64,1.0091,2.33,0.0,19.4,14.1,24.6,True
20050502,3.2,0.7,1.0117,2.92,0.64,19.2,13.8,24.7,False
20050503,5.4,0.8,1.0165,1.91,0.12,14.4,10.0,18.8,False
20050504,3.9,0.87,1.0189,1.42,0.46,13.4,10.6,16.1,False
20050505,4.0,0.71,1.0223,2.8,0.0,12.8,9.4,16.3,False
20050506,3.8,0.81,1.0216,1.66,0.0,12.1,7.5,16.7,False
20050507,4.5,0.77,1.017,1.14,0.0,11.4,7.2,15.7,False
20050508,2.8,0.68,1.0157,3.05,0.0,9.2,2.2,16.2,False
20050509,2.5,0.65,1.0149,2.5,0.0,9.7,4.2,15.2,False
20050510,5.8,0.63,1.0175,3.2,0.0,10.4,5.6,15.2,False
20050511,6.4,0.67,1.019,3.21,0.0,10.6,4.5,16.6,False
20050512,4.2,0.76,1.0123,1.82,0.48,10.8,4.7,17.0,False
20050513,1.9,0.9,1.011,1.41,0.66,15.5,11.7,19.3,False
20050514,4.4,0.81,1.0143,2.16,0.0,15.8,12.3,19.3,True
20050515,1.8,0.83,1.0157,2.0,0.12,13.1,7.5,18.7,False
20050516,2.4,0.83,1.0138,1.83,0.0,13.6,9.4,17.8,False
20050517,3.2,0.81,1.017,1.57,0.0,10.6,6.4,14.9,False
20050518,2.2,0.69,1.0221,2.27,0.0,10.4,4.2,16.6,False
20050519,3.2,0.73,1.0207,2.66,0.0,13.9,8.0,19.8,True
20050520,3.6,0.71,1.0161,2.73,0.04,16.6,10.2,22.9,False
20050521,4.8,0.78,1.014,1.72,0.22,15.4,12.0,18.8,False
20050522,4.8,0.76,1.0133,2.46,0.02,13.9,9.1,18.7,False
20050523,4.0,0.72,1.0209,2.35,0.04,13.0,7.6,18.5,False
20050524,2.7,0.64,1.0235,3.19,0.0,14.5,6.8,22.2,True
20050525,3.2,0.59,1.0214,3.15,0.0,18.1,8.5,27.7,True
20050526,2.6,0.6,1.0168,2.94,0.0,21.3,12.0,30.6,True
20050527,3.4,0.53,1.012,3.26,0.0,23.5,15.2,31.8,True
20050528,3.4,0.68,1.0183,3.01,0.0,19.2,14.0,24.3,True
20050529,3.8,0.86,1.0179,0.73,0.18,14.6,12.4,16.9,False
20050530,4.2,0.72,1.0248,2.86,0.0,15.2,11.4,18.9,True
20050531,1.9,0.67,1.0257,2.42,0.0,14.0,6.5,21.4,True
20050601,1.5,0.68,1.0219,2.91,0.0,16.2,9.5,22.8,True
20050602,2.3,0.62,1.0153,3.36,0.0,18.8,10.8,26.9,True
20050603,5.1,0.73,1.0121,1.6,0.0,17.4,12.3,22.6,True
20050604,4.1,0.7,1.0198,2.09,0.0,14.4,9.3,19.6,True
20050605,3.1,0.73,1.022,2.15,0.0,12.8,6.7,18.8,True
20050606,3.7,0.91,1.0223,1.14,0.66,16.3,12.8,19.8,False
20050607,4.8,0.71,1.0317,3.32,0.0,13.0,8.0,17.9,False
20050608,5.8,0.6,1.0318,3.53,0.0,13.6,6.7,20.5,True
20050609,4.6,0.6,1.0265,3.48,0.0,14.8,8.5,21.1,True
20050610,4.2,0.57,1.0198,3.44,0.0,16.0,9.6,22.5,True
20050611,5.3,0.7,1.014,3.2,0.0,15.7,10.3,21.1,True
20050612,3.3,0.57,1.0098,3.55,0.0,14.8,6.9,22.6,True
20050613,2.1,0.6,1.0079,3.38,0.0,16.2,8.1,24.3,True
20050614,3.2,0.54,1.0132,3.46,0.0,17.6,10.7,24.6,True
20050615,4.0,0.82,1.0201,1.17,0.1,13.6,9.5,17.8,False
20050616,2.3,0.72,1.025,2.79,0.0,20.6,14.4,26.7,True
20050617,3.4,0.73,1.0268,3.2,0.0,22.0,14.6,29.5,True
20050618,3.7,0.66,1.0203,3.42,0.0,24.4,16.9,31.9,True
20050619,2.4,0.56,1.015,3.43,0.0,25.8,17.1,34.6,True
20050620,3.2,0.78,1.0157,2.77,0.0,23.2,18.3,28.2,True
20050621,2.6,0.56,1.0192,3.06,0.0,23.0,16.0,30.1,True
20050622,3.1,0.56,1.0198,3.19,0.0,23.6,14.4,32.7,True
20050623,3.7,0.66,1.0152,2.41,0.5,28.1,20.6,35.6,False
20050624,2.8,0.67,1.0135,3.0,0.0,24.0,16.3,31.6,True
20050625,2.6,0.73,1.0163,2.27,0.0,23.5,17.7,29.3,True
20050626,3.8,0.68,1.0182,2.58,0.0,26.2,20.3,32.2,True
20050627,3.5,0.66,1.0155,2.15,0.04,27.7,20.6,34.8,False
20050628,3.1,0.59,1.0115,2.26,0.22,27.8,20.8,34.8,False
20050629,4.0,0.7,1.0109,2.44,0.0,21.0,16.0,25.9,True
20050630,5.2,0.83,1.0124,1.53,0.22,19.4,15.8,22.9,False
20050701,4.4,0.76,1.0203,1.73,0.0,17.0,11.5,22.6,True
20050702,2.6,0.75,1.021,2.03,0.0,22.4,17.2,27.5,True
20050703,1.8,0.63,1.0139,3.01,1.76,23.4,14.5,32.3,False
20050704,5.1,0.76,1.0133,2.37,0.0,17.2,12.6,21.9,True
20050705,4.0,0.78,1.0155,2.32,0.28,15.1,8.5,21.7,False
20050706,5.2,0.74,1.0142,1.65,0.0,17.1,13.9,20.3,True
20050707,4.4,0.71,1.0168,1.77,0.0,16.7,11.9,21.5,True
20050708,2.4,0.84,1.0185,1.39,0.56,16.8,11.7,22.0,False
20050709,3.5,0.83,1.0197,1.42,0.6,16.8,12.9,20.8,False
20050710,4.1,0.7,1.0245,3.02,0.0,18.8,12.5,25.1,True
20050711,4.5,0.59,1.0256,2.91,0.0,23.7,16.6,30.8,True
20050712,4.2,0.66,1.0246,2.87,0.0,22.5,16.8,28.2,True
20050713,3.5,0.6,1.0215,2.95,0.0,24.2,17.6,30.8,True
20050714,2.2,0.55,1.0178,2.96,0.0,24.7,17.2,32.2,True
20050715,2.1,0.49,1.0146,2.94,0.0,26.0,16.3,35.7,True
20050716,1.9,0.52,1.0158,3.17,0.0,25.0,17.5,32.6,True
20050717,3.5,0.64,1.0132,2.71,0.54,24.9,16.4,33.4,False
20050718,4.9,0.74,1.0132,1.44,0.0,22.0,18.3,25.8,True
20050719,4.4,0.64,1.0224,2.01,0.0,19.2,15.2,23.3,True
20050720,3.5,0.72,1.0257,1.57,0.0,18.0,11.7,24.2,True
20050721,3.0,0.74,1.0213,1.82,0.0,18.6,12.9,24.3,True
20050722,1.8,0.66,1.0152,2.22,0.0,20.1,13.6,26.6,True
20050723,2.1,0.79,1.0104,1.42,0.12,19.0,14.7,23.2,False
20050724,4.9,0.82,1.007,1.11,0.38,20.4,16.2,24.7,False
20050725,5.4,0.7,1.009,1.72,0.0,21.2,16.7,25.6,True
20050726,2.2,0.68,1.0105,2.31,0.0,22.7,16.6,28.8,True
20050727,2.9,0.75,1.0075,2.12,0.18,24.2,17.7,30.7,False
20050728,2.0,0.73,1.0101,1.9,0.12,23.4,17.9,29.0,False
20050729,3.6,0.76,1.0141,1.44,0.18,20.0,16.9,23.1,False
20050730,4.0,0.72,1.0165,2.49,0.0,18.3,12.8,23.8,True
20050731,3.3,0.68,1.0171,1.87,0.0,17.8,12.8,22.7,True
20050801,1.8,0.66,1.0179,1.55,0.0,18.7,14.7,22.7,True
20050802,2.5,0.66,1.0206,2.26,0.0,18.2,11.4,24.9,True
20050803,3.6,0.66,1.0247,2.8,0.0,19.2,12.5,25.9,True
20050804,2.2,0.62,1.0266,2.86,0.0,17.6,10.4,24.9,True
20050805,3.6,0.64,1.022,2.63,0.0,20.6,12.1,29.1,True
20050806,2.2,0.61,1.0205,2.6,0.0,18.4,11.2,25.5,True
20050807,2.8,0.63,1.0173,1.55,0.0,19.5,15.8,23.2,True
20050808,4.6,0.53,1.0185,3.08,0.0,16.1,9.1,23.1,True
20050809,4.6,0.56,1.0148,3.0,0.0,18.4,10.8,26.0,True
20050810,4.9,0.47,1.0138,2.92,0.0,20.6,12.5,28.6,True
20050811,2.8,0.54,1.0159,2.96,0.0,20.6,13.3,28.0,True
20050812,3.2,0.59,1.0167,2.6,0.0,20.0,14.0,25.9,True
20050813,2.8,0.59,1.0195,2.71,0.0,19.4,13.1,25.7,True
20050814,5.4,0.6,1.0195,2.63,0.0,20.7,16.1,25.2,True
20050815,3.4,0.63,1.0228,2.4,0.0,17.1,10.3,23.9,True
20050816,4.5,0.6,1.0186,2.78,0.0,18.0,10.5,25.4,True
20050817,4.0,0.56,1.0137,2.81,0.0,21.2,13.2,29.3,True
20050818,3.8,0.54,1.012,2.43,0.0,22.6,13.9,31.3,True
20050819,4.9,0.66,1.0175,1.68,0.18,21.0,17.4,24.7,False
20050820,2.6,0.8,1.0211,2.01,0.06,16.0,10.5,21.4,False
20050821,3.8,0.69,1.022,1.26,0.0,16.6,11.9,21.4,True
20050822,3.5,0.75,1.0191,2.25,0.48,17.6,10.3,24.8,False
20050823,3.5,0.77,1.019,1.34,0.02,18.2,14.2,22.2,False
20050824,4.0,0.62,1.0143,2.24,0.5,16.6,8.2,25.0,False
20050825,3.9,0.8,1.0109,1.44,1.12,19.0,15.2,22.7,False
20050826,1.9,0.68,1.0192,2.26,0.0,16.2,9.7,22.7,True
20050827,1.8,0.61,1.0176,1.62,0.0,18.0,12.1,23.8,True
20050828,3.1,0.59,1.0211,2.62,0.0,18.4,10.7,26.0,True
20050829,2.6,0.55,1.0218,2.62,0.0,20.6,12.0,29.2,True
20050830,3.6,0.56,1.0191,2.54,0.0,23.9,15.6,32.2,True
20050831,4.5,0.61,1.0126,2.38,0.0,25.6,17.5,33.6,True
20050901,2.7,0.74,1.0183,1.19,0.0,20.8,17.5,24.0,True
20050902,3.0,0.67,1.0229,2.01,0.0,20.0,12.1,27.8,True
20050903,4.0,0.62,1.0218,2.32,0.0,24.0,16.1,31.8,True
20050904,3.8,0.64,1.0176,2.11,0.0,25.5,16.5,34.5,True
20050905,2.0,0.85,1.0141,0.75,0.0,19.4,16.9,22.0,True
20050906,2.7,0.76,1.0095,1.99,0.0,20.3,15.1,25.5,True
20050907,3.0,0.71,1.0125,2.1,0.0,19.4,11.8,27.0,True
20050908,1.6,0.65,1.0117,1.91,0.0,20.8,13.1,28.5,True
20050909,2.4,0.73,1.0097,1.21,0.18,20.6,16.0,25.3,False
20050910,2.9,0.8,1.011,1.4,0.32,19.0,14.5,23.6,False
20050911,2.0,0.71,1.0128,1.63,0.3,16.3,9.9,22.7,False
20050912,3.2,0.85,1.0182,0.56,0.0,18.1,16.4,19.8,True
20050913,1.8,0.76,1.0244,1.09,0.0,18.9,14.7,23.1,True
20050914,1.7,0.72,1.0256,2.01,0.0,18.4,11.2,25.6,True
20050915,3.1,0.76,1.0194,1.96,0.04,19.3,11.9,26.7,False
20050916,4.6,0.81,1.0128,0.89,0.1,17.4,14.6,20.3,False
20050917,5.2,0.65,1.0225,1.76,0.0,12.2,7.0,17.4,False
20050918,3.8,0.6,1.0252,2.16,0.0,12.8,6.7,18.8,True
20050919,2.7,0.56,1.0245,2.19,0.0,12.6,4.6,20.6,True
20050920,1.8,0.65,1.0247,1.95,0.0,13.0,4.5,21.4,True
20050921,3.2,0.64,1.0207,2.02,0.0,16.1,9.0,23.2,True
20050922,1.9,0.61,1.0179,2.04,0.0,15.2,5.6,24.9,True
20050923,2.6,0.62,1.016,1.68,0.02,17.4,9.8,25.1,False
20050924,1.9,0.86,1.0166,0.85,0.0,18.7,14.5,22.9,True
20050925,1.9,0.82,1.0152,1.11,0.04,17.8,14.2,21.3,False
20050926,2.5,0.74,1.0212,1.71,0.0,15.2,7.9,22.6,True
20050927,3.3,0.79,1.0207,1.32,0.22,17.1,10.5,23.7,False
20050928,2.6,0.75,1.0236,1.13,0.1,15.3,12.2,18.4,False
20050929,3.9,0.71,1.0239,1.58,0.2,16.2,12.3,20.1,False
20050930,3.1,0.74,1.0239,0.8,0.36,14.7,9.5,19.9,False
20051001,4.5,0.8,1.0192,1.03,0.18,15.6,12.5,18.6,False
20051002,3.4,0.82,1.0242,1.27,0.16,11.6,7.4,15.8,False
20051003,3.1,0.76,1.028,1.23,0.0,12.2,7.4,17.1,False
20051004,4.2,0.73,1.0248,1.32,0.0,12.4,6.4,18.4,True
20051005,2.5,0.83,1.0228,0.33,0.0,14.2,12.6,15.7,False
20051006,1.6,0.87,1.0218,0.66,0.0,16.6,13.8,19.4,True
20051007,2.1,0.84,1.0181,1.01,0.02,16.4,13.5,19.4,False
20051008,2.6,0.74,1.0176,1.59,0.02,15.8,7.7,23.8,False
20051009,1.8,0.72,1.0204,1.57,0.0,16.5,8.4,24.6,True
20051010,2.8,0.67,1.016,1.44,0.0,16.9,8.7,25.1,True
20051011,3.8,0.66,1.0124,1.13,0.0,19.6,14.7,24.4,True
20051012,2.7,0.7,1.0115,0.89,0.0,19.8,15.7,23.9,True
20051013,2.3,0.78,1.0168,0.48,0.02,17.2,15.7,18.7,False
20051014,4.0,0.69,1.0216,1.4,0.0,19.2,13.9,24.6,True
20051015,3.9,0.75,1.0211,0.91,0.2,16.2,10.5,21.9,False
20051016,2.8,0.8,1.0201,1.07,0.0,17.6,14.3,21.0,True
20051017,3.5,0.76,1.017,1.23,0.0,15.3,7.7,22.9,True
20051018,3.2,0.89,1.0121,0.35,0.82,15.7,12.4,19.0,False
20051019,3.6,0.88,1.0123,0.55,0.6,15.0,12.8,17.1,False
20051020,2.1,0.91,1.0107,0.31,0.16,13.8,12.1,15.5,False
20051021,5.1,0.91,1.0042,0.47,0.36,16.0,13.8,18.3,False
20051022,5.6,0.84,1.0062,0.81,0.18,16.6,14.0,19.1,False
20051023,1.8,0.83,1.0174,1.01,0.0,14.2,9.9,18.6,True
20051024,4.6,0.85,1.0179,0.55,0.0,14.0,10.2,17.9,False
20051025,6.0,0.8,1.0148,0.75,0.04,17.4,13.5,21.3,False
20051026,3.7,0.73,1.0166,1.12,0.0,19.8,15.5,24.0,True
20051027,4.5,0.68,1.0122,1.22,0.0,18.2,11.3,25.0,True
20051028,2.9,0.78,1.0122,0.38,0.32,18.8,17.2,20.5,False
20051029,3.5,0.79,1.0121,0.77,0.0,18.9,15.1,22.7,True
20051030,3.8,0.74,1.0096,0.86,0.68,19.4,14.3,24.5,False
20051031,4.1,0.89,1.0096,0.47,0.7,15.8,14.4,17.2,False
20051101,4.7,0.79,1.0163,1.0,0.3,13.8,10.5,17.2,False
20051102,5.2,0.77,1.0131,0.28,0.12,14.8,11.9,17.8,False
20051103,5.1,0.79,1.0137,0.69,0.4,16.1,13.1,19.1,False
20051104,3.0,0.88,1.0186,0.51,0.12,12.3,10.1,14.5,False
20051105,2.9,0.82,1.0273,0.9,0.02,10.0,4.6,15.3,False
20051106,3.8,0.81,1.0241,0.92,0.26,10.0,5.0,14.9,False
20051107,3.6,0.93,1.0235,0.24,0.02,11.9,10.5,13.3,False
20051108,3.3,0.76,1.0168,1.02,0.24,12.2,7.1,17.4,False
20051109,3.0,0.87,1.0262,0.54,0.18,10.7,8.6,12.8,False
20051110,1.8,0.84,1.0368,0.94,0.02,6.8,0.7,12.9,False
20051111,2.7,0.87,1.0284,0.7,0.02,7.4,2.6,12.2,False
20051112,2.0,0.92,1.0151,0.17,0.22,6.0,4.3,7.8,False
20051113,5.7,0.92,1.0192,0.21,0.08,8.7,7.1,10.3,False
20051114,4.6,0.9,1.0223,0.26,0.0,7.2,5.8,8.7,False
20051115,2.2,0.88,1.0135,0.39,0.12,7.3,5.8,8.8,False
20051116,2.3,0.9,1.0097,0.32,0.02,8.4,6.6,10.2,False
20051117,1.4,0.82,1.0176,0.87,0.0,5.2,0.7,9.7,False
20051118,2.9,0.85,1.0229,0.88,0.02,2.4,-2.1,6.9,False
20051119,5.2,0.92,1.0284,0.84,0.0,2.6,-0.7,5.9,False
20051120,4.5,0.9,1.0311,0.79,0.0,1.8,-1.1,4.7,False
20051121,4.6,0.89,1.0306,0.86,0.02,1.3,-3.0,5.7,False
20051122,6.8,0.75,1.0311,0.87,0.0,4.0,1.7,6.3,False
20051123,5.8,0.75,1.031,0.85,0.0,2.4,-0.6,5.4,False
20051124,3.5,0.93,1.0177,0.22,0.48,2.1,-3.0,7.2,False
20051125,3.1,0.88,0.9976,0.63,0.04,2.8,0.6,4.9,False
20051126,3.1,0.94,0.996,0.29,0.04,-0.4,-3.2,2.4,False
20051127,3.8,0.93,1.0002,0.47,0.04,3.1,1.0,5.2,False
20051128,3.0,0.94,1.0014,0.28,0.26,3.6,1.4,5.8,False
20051129,3.0,0.94,1.0072,0.15,0.02,2.4,1.1,3.6,False
20051130,2.7,0.98,1.0142,0.26,0.02,-0.5,-2.8,1.7,False
20051201,4.9,0.87,1.0024,0.37,0.02,4.5,-0.3,9.3,False
20051202,8.9,0.79,0.99,0.32,0.24,7.8,4.7,11.0,False
20051203,7.3,0.88,0.9986,0.42,0.98,8.6,6.1,11.0,False
20051204,5.6,0.91,0.9982,0.25,1.14,9.0,7.5,10.5,False
20051205,3.1,0.91,1.004,0.6,0.02,6.3,3.4,9.2,False
20051206,3.2,0.9,1.0092,0.63,0.16,4.5,1.4,7.7,False
20051207,2.9,0.94,1.0175,0.35,0.74,5.2,2.5,7.9,False
20051208,4.8,0.9,1.0183,0.32,0.02,6.9,5.5,8.3,False
20051209,4.0,0.86,1.0351,0.19,0.0,2.2,0.3,4.0,False
20051210,4.1,0.82,1.0379,0.68,0.0,2.8,0.3,5.3,False
20051211,4.4,0.7,1.0351,0.69,0.0,1.2,-1.7,4.2,False
20051212,4.5,0.84,1.0312,0.52,0.0,2.6,-1.8,7.1,False
20051213,6.5,0.75,1.0332,0.66,0.0,4.6,3.2,6.0,False
20051214,2.3,0.82,1.0295,0.18,0.02,5.3,4.2,6.4,False
20051215,2.2,0.91,1.0269,0.14,0.0,4.2,1.2,7.3,False
20051216,5.2,0.88,1.0178,0.09,0.22,7.6,5.5,9.8,False
20051217,3.2,0.72,1.0216,0.55,0.0,3.9,1.6,6.2,False
20051218,1.8,0.82,1.0265,0.67,0.02,0.4,-4.2,4.9,False
20051219,2.3,0.8,1.0278,0.18,0.0,1.4,-1.5,4.4,False
20051220,2.2,0.98,1.0326,0.18,0.02,0.1,-0.6,0.9,False
20051221,2.8,0.98,1.0349,0.16,0.0,-0.7,-1.5,0.1,False
20051222,1.1,0.91,1.0341,0.66,0.02,0.9,-2.4,4.2,False
20051223,2.0,0.97,1.0301,0.34,0.02,-0.5,-3.0,2.1,False
20051224,2.3,0.94,1.0256,0.71,0.02,0.8,-3.5,5.2,False
20051225,3.0,0.93,1.0218,0.22,0.02,2.3,-1.7,6.3,False
20051226,2.8,0.9,1.0159,0.5,0.0,1.6,-0.9,4.1,False
20051227,2.5,0.86,1.0105,0.56,0.0,-0.1,-2.7,2.4,False
20051228,2.2,0.91,1.015,0.39,0.0,-3.3,-6.1,-0.5,False
20051229,2.2,0.93,1.0186,0.24,0.0,-4.8,-7.8,-1.8,False
20051230,4.8,0.9,1.009,0.08,1.24,3.6,-3.2,10.4,False
20051231,6.3,0.88,1.005,0.38,0.34,7.8,5.6,10.0,False
20060101,5.4,0.91,1.0078,0.27,0.18,5.7,3.0,8.4,False
20060102,2.3,0.87,1.0235,0.48,0.0,6.1,4.4,7.8,False
20060103,0.9,0.91,1.0301,0.25,0.24,5.2,3.3,7.1,False
20060104,3.0,0.93,1.0244,0.17,0.1,3.4,2.2,4.7,False
20060105,3.4,0.88,1.0161,0.18,0.0,0.4,-0.3,1.1,False
20060106,4.0,0.91,1.0162,0.22,0.0,1.0,-0.2,2.3,False
20060107,3.2,0.96,1.0205,0.18,0.58,2.3,-0.3,4.9,False
20060108,3.2,0.98,1.0201,0.12,1.46,4.2,1.7,6.8,False
20060109,1.7,0.96,1.0254,0.17,0.02,5.5,3.8,7.2,False
20060110,2.1,0.96,1.0299,0.23,0.0,3.0,2.1,4.0,False
20060111,3.4,0.98,1.0293,0.17,0.42,3.0,1.3,4.7,False
20060112,2.1,0.96,1.0287,0.23,0.0,5.6,4.3,7.0,False
