DATE,MALMO_wind_speed,MALMO_precipitation,MALMO_temp_mean,MALMO_temp_min,MALMO_temp_max,MALMO_picnic_weather
20021123,5.0,1.58,5.7,4.7,6.1,False
20021124,2.3,0.14,5.8,5.1,6.8,False
20021125,3.5,0.0,7.0,5.7,8.0,False
20021126,4.0,0.0,6.7,5.9,7.9,False
20021127,1.8,0.0,3.7,-0.1,8.0,False
20021128,4.6,0.08,4.8,0.1,5.7,False
20021129,5.7,0.02,5.7,4.9,6.2,False
20021130,4.6,0.09,3.3,2.6,5.7,False
20021201,2.1,0.06,1.6,0.4,2.6,False
20021202,4.4,0.0,4.9,1.7,6.4,False
20021203,4.6,0.03,4.7,3.9,5.6,False
20021204,4.5,0.16,2.1,0.5,4.1,False
20021205,3.6,0.0,1.4,0.2,3.0,False
20021206,5.5,0.0,1.2,0.4,1.8,False
20021207,6.6,0.0,0.8,0.2,2.0,False
20021208,3.6,0.0,0.5,-0.1,1.9,False
20021209,1.6,0.0,-0.8,-1.0,0.0,False
20021210,0.8,0.0,-2.8,-5.0,-0.6,False
20021211,0.8,0.0,-2.8,-6.0,-0.7,False
20021212,1.0,0.0,-3.8,-6.2,-1.0,False
20021213,0.3,0.0,-5.2,-7.5,-3.5,False
20021214,1.5,0.0,-1.4,-4.9,1.6,False
20021215,4.9,0.0,0.5,-0.9,1.9,False
20021216,4.0,0.0,-0.2,-1.4,0.8,False
20021217,2.0,0.0,0.2,-1.5,0.8,False
20021218,2.0,0.0,0.8,-2.3,4.3,False
20021219,1.8,0.0,-3.3,-7.8,0.4,False
20021220,4.2,0.1,1.3,-0.1,2.0,False
20021221,1.5,0.05,1.3,-0.7,3.0,False
20021222,2.0,0.0,-5.2,-7.9,-0.3,False
20021223,3.0,0.0,-2.9,-4.8,0.1,False
20021224,7.1,0.0,-1.3,-3.8,-0.1,False
20021225,5.2,0.0,-0.7,-1.7,0.0,False
20021226,3.5,0.2,0.7,-0.7,1.6,False
20021227,4.0,1.2,1.9,0.5,3.1,False
20021228,2.8,0.75,3.4,2.7,4.4,False
20021229,2.9,0.05,2.1,0.3,5.4,False
20021230,4.1,0.0,-4.5,-6.1,0.6,False
20021231,0.8,0.0,-10.4,-12.1,-6.1,False
20030101,1.8,0.35,-5.7,-11.3,-3.6,False
20030102,3.5,0.05,-2.2,-4.9,-1.0,False
20030103,3.0,0.05,-4.2,-5.6,-2.7,False
20030104,1.2,0.0,-11.5,-13.4,-5.5,False
20030105,3.4,0.8,-6.0,-16.9,-2.0,False
20030106,2.4,0.05,-10.8,-16.2,-3.4,False
20030107,1.0,0.05,-5.7,-19.5,-2.3,False
20030108,1.2,0.0,-3.5,-4.1,-1.9,False
20030109,1.5,0.0,-3.7,-5.0,-3.2,False
20030110,0.8,0.0,-6.6,-12.7,-1.7,False
20030111,3.3,0.0,-8.0,-19.0,-0.1,False
20030112,5.7,0.4,2.5,-0.1,3.8,False
20030113,3.8,0.06,3.4,0.6,4.4,False
20030114,6.0,0.04,5.1,2.2,6.8,False
20030115,5.8,0.0,5.0,4.2,6.3,False
20030116,6.4,0.0,5.5,4.0,7.4,False
20030117,4.2,0.0,3.5,2.2,5.2,False
20030118,4.1,0.01,2.9,1.1,4.0,False
20030119,4.0,0.35,2.3,0.8,3.9,False
20030120,3.3,0.0,3.7,0.7,4.4,False
20030121,3.2,0.38,3.7,2.8,5.3,False
20030122,3.0,0.0,1.4,0.7,3.9,False
20030123,1.0,0.0,2.4,-0.3,5.5,False
20030124,2.0,0.0,2.5,1.8,3.3,False
20030125,4.3,0.08,3.1,2.1,3.6,False
20030126,4.4,0.11,4.6,2.5,6.2,False
20030127,4.9,0.84,7.0,4.0,9.8,False
20030128,5.3,0.79,4.4,3.3,8.2,False
20030129,2.2,0.0,0.8,-0.4,3.3,False
20030130,3.0,0.0,-4.4,-6.2,-0.4,False
20030131,1.5,0.0,-7.6,-9.1,-4.8,False
20030201,3.1,0.0,-5.1,-11.5,-1.6,False
20030202,5.5,0.22,-1.4,-2.6,-0.1,False
20030203,3.1,0.3,1.1,-0.4,1.8,False
20030204,0.5,0.21,0.6,-0.2,1.6,False
20030205,0.8,0.0,-2.3,-4.2,0.4,False
20030206,1.6,0.0,-6.4,-10.7,-1.4,False
20030207,1.7,0.3,-2.1,-9.3,0.7,False
20030208,3.2,0.0,0.1,-0.8,1.2,False
20030209,3.2,0.0,-1.8,-2.4,-0.1,False
20030210,1.6,0.0,-3.7,-8.1,0.2,False
20030211,2.2,0.0,-2.0,-2.3,-1.2,False
20030212,0.8,0.0,-4.1,-7.0,0.6,False
20030213,0.3,0.0,-5.9,-10.3,-2.2,False
20030214,2.0,0.0,-2.4,-7.0,-1.2,False
20030215,1.5,0.0,-2.0,-4.8,1.6,False
20030216,0.7,0.0,-6.8,-11.1,0.1,False
20030217,1.9,0.0,-2.4,-9.5,0.0,False
20030218,0.8,0.0,-4.0,-7.3,0.6,False
20030219,1.0,0.0,-2.4,-6.6,2.8,False
20030220,1.0,0.0,-3.2,-10.0,5.3,False
20030221,3.5,0.0,-0.3,-3.4,0.5,False
20030222,2.6,0.0,-0.6,-1.4,1.9,False
20030223,1.8,0.0,-1.0,-4.8,3.4,False
20030224,1.4,0.0,-1.6,-4.6,3.4,False
20030225,0.6,0.0,-2.9,-7.8,2.0,False
20030226,2.8,0.0,-1.3,-6.2,4.9,False
20030227,2.7,0.0,-1.3,-2.8,0.1,False
20030228,1.2,0.0,-2.6,-3.3,-1.4,False
20030301,4.8,0.0,-1.7,-3.3,-0.3,False
20030302,6.1,0.0,-1.7,-2.0,-1.1,False
20030303,4.8,0.0,-2.4,-3.0,-1.7,False
20030304,2.5,0.0,-0.7,-2.4,1.4,False
20030305,5.0,0.0,-0.5,-5.1,1.7,False
20030306,6.1,0.19,0.0,-1.3,1.2,False
20030307,2.1,0.04,1.4,-0.5,3.4,False
20030308,4.3,0.08,1.9,-0.3,4.8,False
20030309,2.1,0.02,4.2,2.4,5.6,False
20030310,3.7,0.0,6.5,4.2,9.9,False
20030311,3.7,0.33,5.3,3.7,7.6,False
20030312,2.7,0.0,5.2,4.0,7.3,False
20030313,2.8,0.0,2.6,0.0,5.7,False
20030314,0.9,0.0,2.1,-3.3,8.3,False
20030315,0.8,0.0,2.6,-3.4,8.7,False
20030316,3.0,0.0,6.2,-1.1,12.1,False
20030317,3.4,0.0,5.4,2.5,9.6,False
20030318,2.2,0.0,5.9,1.9,12.1,False
20030319,2.3,0.0,2.4,0.1,5.1,False
20030320,3.1,0.0,1.0,-1.4,6.7,False
20030321,1.4,0.0,-1.9,-6.0,2.5,False
20030322,2.0,0.0,0.7,-5.5,5.1,False
20030323,1.9,0.0,5.2,-3.0,11.2,False
20030324,1.3,0.03,5.2,-3.3,13.4,False
20030325,1.5,0.0,6.6,2.2,12.5,False
20030326,0.6,0.0,3.9,-2.7,11.7,False
20030327,0.6,0.0,4.9,-3.0,13.8,False
20030328,0.8,0.0,5.7,-2.0,13.6,False
20030329,1.4,0.0,6.3,-1.7,13.3,False
20030330,4.6,0.21,7.1,3.5,12.6,False
20030331,4.0,0.0,5.7,2.0,9.5,False
20030401,3.5,0.15,5.5,-2.4,10.1,False
20030402,3.0,0.0,6.0,5.0,9.6,False
20030403,4.8,0.0,5.1,3.6,7.6,False
20030404,3.8,0.0,4.9,-0.4,8.8,False
20030405,4.7,0.0,4.3,0.9,7.5,False
20030406,4.2,0.0,1.8,-0.9,5.5,False
20030407,2.5,0.0,1.1,-3.2,5.6,False
20030408,2.1,0.0,0.1,-3.8,4.6,False
20030409,3.2,0.15,-0.6,-4.5,2.5,False
20030410,2.7,0.87,1.4,0.4,3.6,False
20030411,3.2,0.02,2.9,0.4,5.6,False
20030412,2.2,0.0,6.5,1.9,10.3,False
20030413,1.4,0.0,7.2,3.2,10.9,False
20030414,3.0,0.0,6.7,-2.2,14.1,False
20030415,3.2,0.0,8.9,2.6,15.8,False
20030416,1.0,0.0,9.6,0.7,17.9,False
20030417,2.0,0.0,9.7,0.5,17.3,False
20030418,3.8,0.0,6.2,2.7,11.6,False
20030419,5.9,0.0,8.2,2.8,14.7,False
20030420,6.3,0.0,9.9,3.8,16.1,False
20030421,3.8,0.0,10.9,2.2,18.3,True
20030422,1.6,0.0,10.5,1.1,18.6,True
20030423,1.3,0.0,10.8,0.9,18.2,True
20030424,2.8,0.0,8.9,2.4,14.9,False
20030425,5.6,0.0,6.7,1.9,11.8,False
20030426,7.0,0.99,7.0,3.8,9.3,False
20030427,6.0,0.14,9.8,7.2,12.6,False
20030428,3.9,0.36,11.8,8.2,15.8,False
20030429,4.3,0.0,12.7,10.1,17.3,False
20030430,3.9,1.71,12.5,8.0,18.0,False
20030501,5.3,0.41,10.2,9.0,12.8,False
20030502,3.1,0.46,10.8,7.4,15.1,False
20030503,5.1,0.09,10.4,8.9,13.2,False
20030504,3.5,0.0,11.3,7.6,15.8,False
20030505,6.0,0.0,15.2,9.0,21.0,True
20030506,2.9,0.04,12.1,11.0,17.4,False
20030507,3.3,0.0,11.1,8.1,14.7,False
20030508,3.0,0.0,12.5,6.6,17.9,False
20030509,2.2,0.0,12.1,8.1,16.3,False
20030510,1.7,0.0,12.6,9.3,16.4,False
20030511,1.9,0.0,12.8,6.2,18.3,True
20030512,3.1,0.53,12.9,11.0,16.6,False
20030513,2.5,0.0,11.1,7.9,14.3,False
20030514,3.3,0.06,9.6,5.0,13.4,False
20030515,4.3,0.0,9.6,7.4,12.7,False
20030516,3.0,0.0,9.3,5.8,12.9,False
20030517,3.1,0.0,10.0,2.1,15.4,False
20030518,3.0,0.38,13.5,10.3,18.4,False
20030519,1.7,0.68,11.8,9.0,15.8,False
20030520,2.9,0.16,12.6,10.2,15.4,False
20030521,3.0,0.01,12.4,8.5,16.1,False
20030522,2.5,1.01,12.5,7.5,16.6,False
20030523,3.2,0.77,13.2,11.5,16.7,False
20030524,2.6,0.58,14.8,10.6,18.9,False
20030525,1.8,0.0,17.4,11.9,22.7,True
20030526,2.5,0.0,14.8,12.9,18.6,True
20030527,1.0,0.0,13.9,7.3,18.3,True
20030528,1.5,0.0,14.7,6.3,20.0,True
20030529,1.1,0.0,15.0,7.8,20.2,True
20030530,0.9,0.0,15.6,6.5,22.0,True
20030531,2.0,0.0,16.5,10.0,21.4,True
20030601,2.2,0.0,15.6,8.7,22.0,True
20030602,4.9,0.0,14.4,6.2,20.6,True
20030603,3.9,0.0,18.3,10.4,24.5,True
20030604,3.6,0.04,19.7,11.5,25.9,False
20030605,3.0,0.0,20.2,16.7,24.3,True
20030606,4.0,0.0,17.4,14.1,20.7,True
20030607,1.9,0.03,18.2,14.5,21.6,False
20030608,2.6,2.09,18.9,12.9,24.2,False
20030609,6.2,0.02,15.8,14.7,20.3,False
20030610,2.3,0.56,15.8,13.5,19.3,False
20030611,4.0,0.0,17.2,11.5,22.2,True
20030612,3.5,0.0,16.4,13.2,20.5,True
20030613,4.4,0.0,16.6,13.2,20.3,True
20030614,3.0,0.0,15.8,12.7,19.4,True
20030615,2.8,0.42,14.9,12.5,18.2,False
20030616,2.1,0.0,15.6,10.5,19.8,True
20030617,2.5,0.0,14.3,7.2,19.2,True
20030618,3.7,0.2,15.5,10.2,20.0,False
20030619,4.6,0.2,16.6,13.9,20.4,False
20030620,6.7,0.5,14.0,10.2,17.8,False
20030621,5.2,0.07,14.9,12.7,18.6,False
20030622,2.3,0.0,15.1,12.6,18.3,True
20030623,3.8,0.48,14.6,9.9,17.7,False
20030624,6.5,0.0,15.3,13.5,18.1,True
20030625,3.6,0.0,16.2,13.6,19.4,True
20030626,1.0,0.0,18.0,8.6,24.1,True
20030627,1.2,0.0,19.1,13.3,24.4,True
20030628,1.0,0.0,18.2,11.0,24.2,True
20030629,1.1,0.63,16.8,11.4,23.9,False
20030630,1.9,0.01,15.4,11.6,19.4,False
20030701,2.9,0.31,15.5,12.5,18.8,False
20030702,1.4,0.0,15.5,10.5,20.8,True
20030703,3.3,2.78,16.0,12.9,19.9,False
20030704,2.7,1.12,16.1,14.4,18.4,False
20030705,3.0,0.0,18.2,15.0,21.3,True
20030706,2.8,0.0,16.7,15.2,19.8,True
20030707,2.6,0.0,16.6,14.1,19.5,True
20030708,2.0,0.0,17.6,12.8,22.9,True
20030709,2.8,0.0,18.5,15.5,21.9,True
20030710,2.9,0.0,19.4,15.2,23.8,True
20030711,2.1,0.79,18.2,11.8,22.8,False
20030712,4.5,0.01,16.2,13.2,19.7,False
20030713,2.8,0.0,19.0,14.2,23.8,True
20030714,1.0,0.0,20.0,11.8,27.0,True
20030715,1.3,0.01,20.9,14.3,27.4,False
20030716,3.2,0.0,21.5,16.4,26.1,True
20030717,2.3,3.16,22.3,16.1,27.8,False
20030718,1.4,0.55,19.2,17.7,23.2,False
20030719,1.5,0.0,19.5,14.2,24.6,True
20030720,2.2,0.0,20.4,14.0,25.4,True
20030721,2.0,0.07,21.7,18.1,25.9,False
20030722,1.6,0.0,20.7,16.3,25.3,True
20030723,1.5,0.0,20.1,16.7,23.6,True
20030724,2.0,0.0,19.6,12.8,25.2,True
20030725,1.5,0.0,20.5,16.9,24.5,True
20030726,1.9,0.13,19.0,15.0,22.4,False
20030727,2.3,0.0,20.1,15.7,24.1,True
20030728,2.0,0.0,19.8,17.6,23.0,True
20030729,1.2,0.0,18.8,11.3,24.3,True
20030730,0.9,0.0,19.6,11.3,25.6,True
20030731,0.8,0.0,20.2,11.1,26.9,True
20030801,0.8,0.0,21.4,13.9,27.0,True
20030802,0.6,0.81,20.7,18.2,23.7,False
20030803,1.0,0.0,19.7,14.0,24.6,True
20030804,1.7,0.0,18.8,11.2,23.9,True
20030805,2.0,0.0,19.0,13.2,24.0,True
20030806,1.4,0.0,19.4,11.1,25.8,True
20030807,1.2,0.0,20.1,11.0,26.2,True
20030808,1.0,0.0,21.4,12.1,28.1,True
20030809,1.7,0.0,20.5,13.6,27.2,True
20030810,1.5,0.0,20.8,12.5,28.0,True
20030811,1.4,0.06,22.1,14.6,27.9,False
20030812,1.6,0.0,23.2,18.8,27.8,True
20030813,2.1,0.0,22.1,16.5,27.6,True
20030814,5.7,0.18,17.6,14.8,23.4,False
20030815,6.2,0.0,17.7,15.5,21.2,True
20030816,3.6,0.0,19.1,16.3,23.0,True
20030817,1.2,0.0,19.3,15.3,23.6,True
20030818,2.1,0.03,17.0,9.2,23.6,False
20030819,2.2,0.0,19.4,15.4,24.5,True
20030820,3.2,0.06,18.0,14.8,22.1,False
20030821,2.9,0.12,17.4,14.8,20.1,False
20030822,4.0,0.05,17.7,15.8,22.3,False
20030823,5.3,0.44,16.7,14.9,20.9,False
20030824,3.2,0.0,19.3,15.8,23.4,True
20030825,2.2,0.0,16.0,10.1,21.6,True
20030826,2.3,0.0,16.2,10.3,21.7,True
20030827,3.9,0.16,12.7,9.4,17.2,False
20030828,1.5,0.01,13.2,6.2,18.7,False
20030829,2.4,1.6,14.5,12.2,18.6,False
20030830,2.2,0.02,13.5,10.7,16.9,False
20030831,1.7,0.35,13.4,10.7,18.3,False
20030901,1.5,0.32,11.2,6.5,16.6,False
20030902,1.2,0.0,10.6,2.8,16.9,False
20030903,2.7,0.0,14.4,9.3,18.3,True
20030904,2.3,0.0,16.5,14.1,20.7,True
20030905,0.6,0.0,15.2,8.0,21.6,True
20030906,4.0,0.0,16.0,8.9,21.3,True
20030907,3.5,0.0,17.3,14.0,20.6,True
20030908,5.2,0.0,17.7,14.0,21.7,True
20030909,6.7,0.02,18.0,15.1,21.7,False
20030910,2.0,1.96,13.5,11.9,16.2,False
20030911,1.9,0.0,14.2,8.3,19.4,True
20030912,0.8,0.0,14.5,10.2,20.7,True
20030913,1.5,0.0,15.9,11.9,19.9,True
20030914,0.8,0.0,14.6,9.0,20.0,True
20030915,2.2,0.0,15.7,12.0,20.5,True
20030916,1.9,0.0,15.6,13.5,20.7,True
20030917,1.8,0.0,16.0,12.1,20.5,True
20030918,2.0,0.0,17.4,13.6,21.7,True
20030919,3.2,0.0,17.8,14.5,20.6,True
20030920,2.0,0.0,16.5,12.7,21.7,True
20030921,3.8,0.14,16.2,14.3,20.1,False
20030922,3.7,0.19,18.1,10.6,23.8,False
20030923,5.2,0.0,13.7,11.8,21.2,True
20030924,3.5,0.0,12.1,10.1,15.4,False
20030925,2.8,0.0,13.6,8.9,17.2,False
20030926,2.6,0.04,13.9,9.2,17.4,False
20030927,3.8,0.0,12.7,11.3,15.5,False
20030928,1.3,0.0,10.1,5.1,15.2,False
20030929,1.5,0.3,7.3,2.4,10.1,False
20030930,0.6,0.0,9.4,6.6,14.9,False
20031001,1.0,0.0,9.3,2.1,15.7,False
20031002,1.3,0.0,10.5,7.3,15.5,False
20031003,1.2,0.43,10.0,3.4,14.9,False
20031004,1.8,0.3,11.6,9.9,14.3,False
20031005,1.9,0.0,8.4,4.1,13.7,False
20031006,3.2,0.48,9.3,4.9,13.1,False
20031007,1.5,0.26,7.9,4.9,11.4,False
20031008,2.4,0.45,8.2,1.5,11.7,False
20031009,3.9,0.2,10.4,8.1,13.5,False
20031010,4.8,0.23,12.6,7.7,15.6,False
20031011,5.5,0.2,11.2,10.2,13.5,False
20031012,2.8,0.0,9.9,6.8,13.9,False
20031013,1.1,0.0,5.1,0.9,10.6,False
20031014,1.2,0.0,5.2,-0.9,10.5,False
20031015,1.0,0.0,3.6,-2.5,9.5,False
20031016,0.2,0.0,2.6,-3.1,11.1,False
20031017,1.1,0.0,4.6,-2.6,11.0,False
20031018,2.1,0.0,7.7,6.9,8.4,False
20031019,2.9,1.79,5.6,4.4,8.7,False
20031020,3.3,0.01,3.2,1.1,6.9,False
20031021,4.7,0.15,3.8,0.0,6.3,False
20031022,2.5,0.0,0.6,-1.9,5.6,False
20031023,1.0,0.0,-2.4,-6.8,3.3,False
20031024,2.9,0.13,0.0,-8.0,5.6,False
20031025,2.9,0.0,5.6,2.5,7.8,False
20031026,1.0,0.04,-0.4,-3.1,4.5,False
20031027,3.3,0.0,1.2,-6.5,6.3,False
20031028,3.8,0.0,7.3,6.3,8.4,False
20031029,1.3,0.01,4.2,0.4,7.4,False
20031030,0.5,0.73,4.2,-2.7,6.9,False
20031031,2.5,0.0,7.1,4.9,8.6,False
20031101,4.2,0.07,8.3,7.4,9.1,False
20031102,2.8,0.34,8.5,7.4,10.5,False
20031103,4.0,0.39,9.3,7.6,10.9,False
20031104,3.4,0.0,9.3,8.1,11.8,False
20031105,1.5,0.0,7.1,2.9,8.4,False
20031106,2.6,0.0,6.4,5.6,8.2,False
20031107,1.8,0.0,3.2,-0.8,7.5,False
20031108,5.8,0.0,6.4,5.0,7.6,False
20031109,6.3,0.0,5.7,4.6,7.4,False
20031110,4.4,0.0,5.0,4.3,5.6,False
20031111,3.1,0.0,3.9,0.8,7.3,False
20031112,3.0,0.0,4.0,2.0,7.9,False
20031113,2.4,0.0,3.1,-0.8,5.9,False
20031114,2.2,0.0,3.9,1.0,5.8,False
20031115,3.0,0.05,6.0,3.6,7.7,False
20031116,3.0,0.09,7.5,7.1,8.2,False
20031117,3.0,0.0,6.9,6.0,8.9,False
20031118,3.1,0.44,7.9,4.5,9.2,False
20031119,4.8,1.52,9.3,7.8,11.1,False
20031120,2.7,0.83,7.8,6.7,8.5,False
20031121,3.0,0.4,8.6,8.1,9.3,False
20031122,1.6,0.49,8.1,7.8,8.8,False
20031123,2.8,0.15,9.0,7.5,10.6,False
20031124,1.8,0.08,3.3,2.4,7.5,False
20031125,2.6,0.03,7.0,2.5,9.2,False
20031126,3.9,0.99,7.1,1.2,8.7,False
20031127,1.0,0.14,7.3,6.2,7.9,False
20031128,1.0,0.01,7.3,7.0,8.2,False
20031129,1.2,0.02,3.6,-0.1,7.1,False
20031130,4.2,0.0,7.0,5.2,7.8,False
20031201,4.2,0.0,6.9,5.6,7.9,False
20031202,5.2,0.0,6.9,6.3,7.7,False
20031203,2.4,0.09,5.7,5.4,6.6,False
20031204,1.9,0.0,4.3,3.4,5.5,False
20031205,5.0,0.19,8.1,5.3,8.7,False
20031206,5.1,0.0,2.1,-0.3,9.8,False
20031207,3.5,0.03,-1.0,-6.8,3.8,False
20031208,3.2,0.0,6.2,3.8,6.8,False
20031209,1.6,0.0,4.3,1.1,6.3,False
20031210,2.3,0.0,2.1,-3.1,5.1,False
20031211,3.9,0.33,3.0,1.4,4.0,False
20031212,2.8,0.03,3.7,2.1,5.4,False
20031213,4.1,1.5,5.6,1.7,8.5,False
20031214,6.4,0.7,6.5,5.1,8.8,False
20031215,6.8,0.2,3.1,0.2,5.8,False
20031216,3.3,0.2,0.3,-2.9,4.9,False
20031217,4.3,0.03,5.9,-2.8,8.2,False
20031218,3.2,0.0,5.9,4.2,8.3,False
20031219,3.4,0.01,3.6,2.3,4.5,False
20031220,3.3,0.8,4.5,3.5,5.6,False
20031221,3.1,0.85,3.8,0.7,7.3,False
20031222,4.0,0.0,-2.2,-4.4,3.6,False
20031223,1.6,0.0,-0.5,-6.9,2.2,False
20031224,5.0,0.4,2.5,0.2,3.1,False
20031225,5.0,0.05,5.4,3.1,6.6,False
20031226,4.2,0.05,6.7,6.1,7.2,False
20031227,5.3,0.0,5.6,4.2,6.9,False
20031228,4.4,0.5,4.9,4.1,5.6,False
20031229,3.8,0.15,3.4,1.3,6.7,False
20031230,1.2,0.25,1.5,-0.3,3.9,False
20031231,1.0,0.0,-1.2,-2.9,2.3,False
20040101,1.6,0.0,-4.5,-7.3,-2.1,False
20040102,2.4,0.0,-3.7,-5.0,-1.8,False
20040103,1.2,0.0,-4.6,-7.3,-2.1,False
20040104,1.9,0.0,-2.3,-3.6,-0.6,False
20040105,0.9,0.0,-6.0,-9.8,-0.3,False
20040106,4.8,0.75,-2.0,-6.4,0.1,False
20040107,1.1,0.14,2.4,-1.6,3.7,False
20040108,3.1,0.0,1.3,0.3,3.2,False
20040109,5.0,0.0,-1.1,-2.0,1.2,False
20040110,2.0,0.0,-0.9,-2.1,-0.3,False
20040111,5.9,1.31,0.7,-0.8,1.6,False
20040112,3.2,0.07,3.1,1.6,5.3,False
20040113,3.3,1.04,1.8,0.2,3.6,False
20040114,1.3,0.14,1.3,0.3,1.9,False
20040115,0.5,0.03,-2.4,-5.0,1.8,False
20040116,3.2,0.91,1.0,-2.2,2.3,False
20040117,3.2,0.0,0.2,-1.4,1.7,False
20040118,2.9,0.37,-2.0,-6.3,1.5,False
20040119,4.7,0.0,1.5,-0.4,3.4,False
20040120,2.9,0.0,-1.3,-2.8,0.7,False
20040121,2.0,0.0,-7.0,-9.3,-2.8,False
20040122,0.8,0.0,-8.6,-13.6,-3.3,False
20040123,2.9,0.0,-2.4,-6.6,-0.7,False
20040124,4.5,0.0,-1.6,-2.1,-0.8,False
20040125,2.2,0.0,-3.2,-4.1,-1.7,False
20040126,1.6,0.0,-4.7,-5.7,-3.3,False
20040127,0.8,0.05,-4.2,-6.4,-1.8,False
20040128,3.1,0.05,-1.5,-6.3,-0.3,False
20040129,2.4,0.7,-1.3,-3.9,0.1,False
20040130,2.2,0.3,-2.6,-11.3,-0.1,False
20040131,5.7,1.55,1.9,-0.2,2.6,False
20040201,4.0,0.03,2.2,0.2,5.4,False
20040202,2.7,0.66,3.6,-0.2,5.9,False
20040203,3.4,0.86,5.7,2.7,7.6,False
20040204,4.2,0.21,7.4,6.6,8.8,False
20040205,4.3,0.02,8.0,5.9,9.4,False
20040206,3.0,0.32,6.0,5.2,7.8,False
20040207,3.9,0.03,4.5,3.2,5.6,False
20040208,2.8,0.11,2.5,0.0,6.1,False
20040209,5.1,0.0,0.6,-1.1,2.1,False
20040210,3.2,0.02,0.8,-1.1,2.6,False
20040211,1.7,0.0,-1.7,-2.9,1.0,False
20040212,1.3,0.01,-3.0,-7.4,-0.7,False
20040213,2.4,0.03,0.5,-0.7,1.7,False
20040214,2.9,0.0,0.7,-0.8,1.9,False
20040215,1.9,0.0,1.0,-1.8,3.7,False
20040216,1.5,0.01,0.4,-3.4,2.6,False
20040217,4.6,0.07,4.1,1.3,5.7,False
20040218,3.0,0.0,2.3,0.6,5.1,False
20040219,1.0,0.0,-2.0,-4.1,2.4,False
20040220,0.7,0.0,-2.9,-6.7,2.9,False
20040221,2.3,0.0,-0.7,-4.3,3.0,False
20040222,2.1,0.01,-0.1,-3.1,2.9,False
20040223,3.4,0.0,-0.8,-1.7,1.0,False
20040224,3.4,0.29,-0.8,-6.7,0.9,False
20040225,4.0,0.11,0.5,-0.6,3.1,False
20040226,4.5,0.1,0.4,-0.4,1.3,False
20040227,1.8,0.03,0.2,-1.1,2.2,False
20040228,1.5,0.0,-1.5,-3.8,3.2,False
20040229,1.2,0.0,-2.2,-5.8,2.3,False
20040301,2.8,0.0,1.8,-4.8,4.5,False
20040302,3.0,0.0,3.3,-0.9,6.8,False
20040303,2.6,0.0,-0.8,-2.3,3.4,False
20040304,2.0,0.0,-2.9,-5.9,1.6,False
20040305,1.8,0.0,-2.2,-5.6,2.0,False
20040306,2.1,0.0,-2.0,-6.3,2.5,False
20040307,1.4,0.0,0.5,-1.8,3.1,False
20040308,2.5,0.0,1.3,-1.8,5.2,False
20040309,3.3,0.0,1.3,-1.6,4.1,False
20040310,4.9,0.0,0.8,-0.9,2.5,False
20040311,4.9,0.0,2.3,0.7,4.8,False
20040312,6.9,0.0,2.1,0.3,4.8,False
20040313,5.7,0.75,2.6,1.1,4.1,False
20040314,2.7,0.24,6.3,1.8,10.9,False
20040315,4.5,0.0,7.8,5.9,10.7,False
20040316,5.0,0.0,8.9,6.8,11.9,False
20040317,2.6,0.0,10.5,6.7,15.7,False
20040318,2.5,1.11,8.0,4.4,13.0,False
20040319,4.5,0.53,7.8,5.2,9.5,False
20040320,6.7,1.14,5.9,4.2,8.0,False
20040321,6.9,0.86,4.8,2.9,9.0,False
20040322,3.8,0.21,5.7,3.5,8.5,False
20040323,2.0,0.09,5.2,3.4,8.6,False
20040324,2.3,0.0,2.7,-0.9,5.2,False
20040325,3.3,0.03,1.5,-0.2,4.9,False
20040326,2.7,0.0,0.8,-1.4,4.4,False
20040327,3.8,0.1,2.6,-3.0,4.9,False
20040328,2.5,0.15,5.4,3.2,9.2,False
20040329,1.9,0.0,6.7,5.2,10.2,False
20040330,0.7,0.0,5.2,-1.3,11.4,False
20040331,2.8,0.0,6.5,-1.7,14.1,False
20040401,6.6,0.0,4.0,1.0,9.9,False
20040402,7.5,0.0,3.4,0.0,8.0,False
20040403,5.4,0.23,5.5,2.0,9.6,False
20040404,2.8,0.25,7.8,5.3,11.4,False
20040405,2.6,0.0,5.7,2.9,9.5,False
20040406,2.5,1.06,3.5,1.8,6.5,False
20040407,2.2,0.0,4.8,2.2,8.6,False
20040408,2.2,0.29,3.8,1.1,5.6,False
20040409,2.7,0.03,6.9,-0.8,12.7,False
20040410,3.7,0.0,6.7,5.1,9.5,False
20040411,2.5,0.0,5.4,-2.1,10.8,False
20040412,1.6,0.0,8.0,6.5,11.5,False
20040413,0.9,0.0,6.8,-1.2,12.8,False
20040414,2.1,0.0,8.2,1.2,14.2,False
20040415,2.5,0.0,9.7,4.1,15.6,False
20040416,1.7,0.0,10.6,0.7,18.8,True
20040417,3.5,0.0,11.4,2.9,16.9,False
20040418,5.8,0.0,11.2,7.9,15.6,False
20040419,4.2,0.11,12.4,8.1,18.3,False
20040420,2.0,0.12,10.4,7.4,14.8,False
20040421,1.3,0.0,10.9,5.2,15.9,False
20040422,1.5,0.0,10.4,2.5,16.4,False
20040423,1.5,0.04,8.7,6.4,12.5,False
20040424,1.6,0.0,10.1,8.0,14.0,False
20040425,1.2,0.85,9.3,1.5,14.8,False
20040426,3.0,0.01,9.1,7.6,11.3,False
20040427,3.4,0.0,8.8,3.6,12.5,False
20040428,4.2,0.0,9.3,4.0,14.8,False
