DATE,DRESDEN_cloud_cover,DRESDEN_wind_speed,DRESDEN_wind_gust,DRESDEN_humidity,DRESDEN_global_radiation,DRESDEN_precipitation,DRESDEN_sunshine,DRESDEN_temp_mean,DRESDEN_temp_min,DRESDEN_temp_max,DRESDEN_picnic_weather
20041031,7,2.0,6.1,0.94,0.39,0.0,0.0,10.3,8.6,12.2,False
20041101,8,3.5,8.0,0.92,0.3,0.0,0.5,8.8,7.5,10.1,False
20041102,8,4.9,12.8,0.9,0.16,0.0,0.0,9.1,7.0,11.2,False
20041103,7,3.4,10.5,0.85,0.53,0.0,0.6,12.4,10.2,15.1,False
20041104,7,2.4,7.3,0.93,0.32,0.02,0.3,11.8,9.4,14.7,False
20041105,7,4.8,13.4,0.83,0.43,0.09,2.3,9.5,5.7,11.8,False
20041106,7,5.8,13.5,0.88,0.18,0.58,0.2,5.4,4.5,6.6,False
20041107,8,4.1,11.4,0.97,0.24,0.52,0.2,4.1,2.7,5.2,False
20041108,8,3.1,7.1,0.98,0.2,0.44,0.0,2.7,1.9,3.6,False
20041109,8,3.5,11.6,0.99,0.05,1.69,0.0,2.6,0.7,4.4,False
20041110,6,4.8,13.1,0.82,0.43,0.0,1.1,2.6,-0.1,5.2,False
20041111,5,1.5,5.7,0.96,0.54,0.0,3.0,2.2,-1.0,4.9,False
20041112,8,2.7,9.6,0.95,0.23,0.47,0.0,3.7,1.1,6.1,False
20041113,7,5.3,11.0,0.92,0.31,0.04,1.1,3.5,0.8,5.3,False
20041114,6,2.8,6.1,0.95,0.35,0.0,0.8,1.2,0.0,3.0,False
20041115,8,3.6,10.8,0.9,0.4,0.07,1.1,3.4,0.4,6.0,False
20041116,8,5.7,12.2,0.98,0.09,0.57,0.0,5.3,3.8,7.0,False
20041117,8,9.3,18.2,0.91,0.15,0.53,0.0,8.0,6.7,10.0,False
20041118,8,9.3,22.8,0.84,0.16,2.16,0.0,6.9,1.9,10.9,False
20041119,6,5.3,14.6,0.98,0.19,0.51,0.0,0.5,-2.2,6.7,False
20041120,8,7.3,14.7,0.97,0.23,0.16,0.0,0.3,-1.5,1.2,False
20041121,7,5.8,13.2,0.91,0.36,0.19,0.7,0.8,-0.7,2.2,False
20041122,7,7.4,17.7,0.9,0.11,1.14,0.0,4.9,0.0,9.2,False
20041123,6,8.4,19.2,0.81,0.34,0.36,1.7,5.0,0.4,9.5,False
20041124,4,3.9,9.6,0.87,0.43,0.0,3.1,-0.5,-2.3,0.9,False
20041125,4,3.1,5.9,0.72,0.58,0.0,6.5,0.0,-3.1,6.3,False
20041126,6,3.9,11.0,0.82,0.46,0.03,5.0,0.1,-3.1,2.8,False
20041127,7,5.2,13.3,0.91,0.1,0.23,0.1,4.7,2.7,5.8,False
20041128,8,3.7,7.1,0.88,0.1,0.0,0.0,5.1,3.6,5.9,False
20041129,8,2.2,5.3,0.98,0.14,0.0,0.1,4.7,3.2,5.8,False
20041130,7,3.6,12.1,0.92,0.52,0.0,5.0,4.2,2.0,6.2,False
20041201,7,4.1,12.5,0.84,0.13,0.2,0.1,5.5,2.9,6.8,False
20041202,6,2.1,5.0,0.97,0.15,0.06,0.0,3.0,0.8,4.9,False
20041203,7,2.1,5.7,0.93,0.24,0.0,1.0,3.1,2.5,3.9,False
20041204,7,2.0,5.4,0.94,0.2,0.0,0.2,0.8,-2.7,2.8,False
20041205,5,3.1,9.5,0.91,0.54,0.0,6.7,1.1,-4.4,4.6,False
20041206,8,5.7,11.4,0.86,0.16,0.0,0.0,4.8,4.0,5.8,False
20041207,8,3.4,6.8,0.8,0.1,0.0,0.0,3.8,2.9,4.6,False
20041208,7,2.0,5.6,0.87,0.26,0.0,0.6,3.5,2.4,5.1,False
20041209,4,3.0,7.0,0.84,0.48,0.0,5.3,1.0,-1.9,3.1,False
20041210,2,3.8,7.7,0.81,0.52,0.0,6.8,-0.9,-3.6,3.4,False
20041211,4,3.2,8.1,0.9,0.48,0.0,6.8,-1.7,-3.8,2.4,False
20041212,8,1.9,6.5,0.99,0.08,0.0,0.0,-1.0,-2.1,0.5,False
20041213,7,2.3,5.7,0.9,0.17,0.0,0.0,-2.6,-4.9,-1.4,False
20041214,4,2.8,7.1,0.89,1.26,0.0,0.0,-3.7,-5.3,-1.6,False
20041215,0,5.5,9.5,0.81,0.49,0.0,7.1,-1.9,-4.1,2.4,False
20041216,0,7.9,16.9,0.79,0.48,0.0,7.1,-2.0,-3.6,1.0,False
20041217,7,7.3,17.2,0.8,0.26,0.25,1.2,1.7,-2.8,7.1,False
20041218,7,7.1,17.4,0.89,0.12,0.35,0.0,1.9,0.1,3.1,False
20041219,7,4.5,10.5,0.94,0.14,0.0,0.5,0.1,-1.9,1.7,False
20041220,3,3.8,9.4,0.79,0.37,0.0,4.2,-1.0,-3.4,1.7,False
20041221,2,3.3,6.3,0.86,0.54,0.0,7.3,-2.6,-6.1,2.5,False
20041222,5,5.4,15.7,0.83,0.28,0.01,1.6,-2.7,-6.8,1.6,False
20041223,7,9.4,19.4,0.86,0.11,0.16,0.1,4.1,0.8,7.0,False
20041224,7,8.0,19.3,0.82,0.17,0.02,0.6,6.7,4.0,8.5,False
20041225,7,4.4,12.5,0.8,0.1,0.05,0.2,6.4,3.9,9.9,False
20041226,8,3.4,9.4,0.96,0.05,1.38,0.0,2.7,-0.1,4.1,False
20041227,8,4.2,10.2,0.99,0.1,0.29,0.0,0.2,-0.3,1.1,False
20041228,7,3.3,7.8,0.92,0.28,0.0,1.3,0.2,-1.2,2.7,False
20041229,8,5.2,11.9,0.92,0.14,0.06,0.0,1.6,0.4,2.6,False
20041230,7,5.3,12.4,0.81,0.34,0.0,1.9,2.3,-0.7,4.1,False
20041231,8,5.5,11.2,0.84,0.12,0.14,0.0,4.8,3.7,5.9,False
20050101,8,4.8,10.0,0.93,0.16,0.08,0.1,5.5,4.5,6.6,False
20050102,7,8.7,19.2,0.72,0.25,0.0,0.4,5.2,2.6,8.9,False
20050103,8,9.9,19.5,0.83,0.08,0.72,0.0,3.7,2.1,5.2,False
20050104,7,9.2,19.2,0.78,0.06,0.03,0.1,5.9,4.4,7.4,False
20050105,8,6.6,13.7,0.86,0.17,0.25,0.2,4.8,4.1,6.0,False
20050106,5,6.6,17.9,0.82,0.32,0.21,2.4,5.0,3.4,7.1,False
20050107,6,7.7,16.0,0.72,0.19,0.0,0.1,7.9,4.2,9.5,False
20050108,4,7.4,19.9,0.62,0.56,0.04,6.8,9.2,3.7,14.8,False
20050109,3,7.5,18.0,0.66,0.5,0.03,6.6,6.0,3.6,8.2,False
20050110,5,5.8,11.9,0.75,0.31,0.01,1.4,8.7,4.5,13.4,False
20050111,4,5.9,14.0,0.75,0.17,0.0,0.4,7.2,3.6,9.4,False
20050112,7,5.3,10.7,0.8,0.13,0.1,0.0,8.1,3.6,10.6,False
20050113,6,6.2,15.0,0.8,0.32,0.06,1.8,4.0,2.0,6.4,False
20050114,7,6.1,11.5,0.85,0.21,0.01,0.0,2.5,0.8,3.6,False
20050115,6,1.8,7.3,0.88,0.18,0.0,0.0,1.6,-1.7,3.1,False
20050116,0,4.1,11.0,0.8,0.7,0.0,7.9,-0.2,-4.0,4.9,False
20050117,2,4.4,10.0,0.75,0.51,0.0,5.1,0.0,-2.4,3.1,False
20050118,6,8.3,14.6,0.77,0.16,0.07,0.0,0.9,-0.4,2.3,False
20050119,6,6.4,16.0,0.79,0.29,0.02,1.8,2.3,-0.3,4.5,False
20050120,8,8.6,25.8,0.88,0.1,2.23,0.0,4.3,1.7,6.3,False
20050121,7,9.5,20.2,0.88,0.33,0.42,1.8,2.6,0.0,5.0,False
20050122,6,6.7,19.3,0.92,0.29,0.02,0.5,0.8,-0.1,2.2,False
20050123,7,5.7,14.2,0.88,0.37,0.25,1.8,-0.1,-1.1,1.1,False
20050124,8,3.8,9.0,0.95,0.3,0.39,0.1,-2.3,-3.6,-0.8,False
20050125,8,3.9,7.9,0.97,0.3,0.05,0.0,-3.9,-4.8,-3.0,False
20050126,8,4.9,11.1,0.89,0.31,0.0,0.0,-5.3,-6.3,-3.6,False
20050127,8,3.0,8.2,0.9,0.51,0.08,1.7,-5.7,-6.9,-4.2,False
20050128,8,1.7,6.4,0.91,0.33,0.01,0.0,-4.8,-5.8,-3.2,False
20050129,7,1.0,5.5,0.93,0.5,0.01,0.6,-5.4,-6.8,-4.2,False
20050130,8,4.5,11.7,0.85,0.39,0.05,0.2,-2.9,-6.1,-0.6,False
20050131,8,8.0,15.7,0.97,0.17,1.58,0.0,1.0,-0.5,2.3,False
20050201,6,5.5,11.9,0.9,0.44,0.01,1.1,0.6,-1.2,2.4,False
20050202,8,4.0,10.8,0.94,0.25,0.55,0.1,0.8,-1.1,2.3,False
20050203,6,3.5,10.3,0.96,0.3,0.1,0.3,0.8,-2.9,2.5,False
20050204,5,2.5,4.9,0.89,0.37,0.0,0.0,-1.3,-4.1,1.2,False
20050205,0,4.6,10.8,0.78,1.01,0.0,8.9,-3.0,-6.0,0.9,False
20050206,0,5.1,11.7,0.66,0.96,0.0,8.9,-3.2,-6.6,1.0,False
20050207,0,6.6,13.7,0.49,0.99,0.0,8.9,-3.1,-5.5,-0.2,False
20050208,2,7.9,14.9,0.52,0.84,0.0,6.3,-3.9,-6.7,-0.9,False
20050209,3,5.2,10.6,0.61,0.91,0.0,8.1,-1.9,-5.9,2.8,False
20050210,7,7.0,15.7,0.76,0.36,0.08,0.1,2.6,-1.7,6.5,False
20050211,7,3.5,14.8,0.92,0.46,0.22,0.6,3.8,2.1,5.6,False
20050212,8,6.8,18.8,0.91,0.17,1.6,0.0,5.6,2.0,10.7,False
20050213,7,10.0,21.8,0.76,0.71,0.2,2.4,2.9,-1.1,5.3,False
20050214,7,6.5,13.3,0.89,0.48,0.01,0.2,-1.4,-3.6,-0.4,False
20050215,7,3.4,9.5,0.91,0.29,0.01,0.0,-1.6,-3.8,-0.4,False
20050216,8,5.1,12.4,0.97,0.32,0.41,0.0,-2.0,-2.4,-1.2,False
20050217,8,3.8,8.0,0.96,0.3,0.04,0.0,-2.3,-4.4,-1.4,False
20050218,7,4.0,9.8,0.81,0.83,0.0,3.2,-4.6,-6.4,-2.9,False
20050219,8,3.5,10.0,0.87,0.46,0.03,0.0,-2.9,-6.1,-0.7,False
20050220,7,2.0,5.6,0.87,0.97,0.0,3.6,-0.1,-2.3,2.9,False
20050221,7,4.8,14.0,0.81,1.26,0.0,3.5,-0.7,-2.9,1.0,False
20050222,8,6.2,11.1,0.92,0.26,0.16,0.0,-3.5,-4.9,-1.8,False
20050223,6,2.4,6.2,0.89,0.48,0.0,0.0,-2.9,-5.5,-0.5,False
20050224,5,1.6,4.5,0.85,0.68,0.13,0.0,-4.6,-8.7,-2.3,False
20050225,8,1.4,4.6,0.95,0.49,0.09,0.0,-2.6,-4.0,-1.6,False
20050226,8,3.5,11.5,0.98,0.41,0.2,0.0,-1.7,-5.2,-0.3,False
20050227,6,3.5,9.5,0.9,0.91,0.03,2.9,-7.2,-11.1,-4.6,False
20050228,6,4.4,9.5,0.79,1.34,0.0,6.5,-7.8,-10.8,-5.7,False
20050301,7,5.4,10.6,0.64,1.08,0.0,3.7,-5.1,-7.1,-1.6,False
20050302,5,5.6,10.6,0.52,1.51,0.0,9.2,-4.7,-8.1,-0.9,False
20050303,5,3.5,8.8,0.57,1.46,0.0,8.6,-4.2,-8.5,2.8,False
20050304,6,1.0,5.6,0.75,1.28,0.0,5.1,-5.1,-9.4,1.6,False
20050305,6,1.6,7.0,0.79,0.93,0.0,3.6,-5.2,-9.4,-1.2,False
20050306,8,4.7,12.3,0.92,0.68,0.06,0.0,-4.6,-6.2,-3.1,False
20050307,8,6.9,13.2,0.82,0.74,0.0,0.0,-3.5,-5.8,0.1,False
20050308,8,5.8,11.8,0.91,0.58,0.0,0.0,1.0,0.0,2.2,False
20050309,8,4.5,11.6,0.92,0.8,0.17,0.1,-0.8,-5.2,1.2,False
20050310,3,3.5,7.9,0.7,1.79,0.0,11.0,-4.9,-9.3,-2.1,False
20050311,8,9.1,22.8,0.79,0.48,0.73,0.0,0.4,-3.8,2.7,False
20050312,8,8.7,16.0,0.84,1.09,0.1,1.9,1.1,-0.2,2.7,False
20050313,6,6.6,13.5,0.84,1.12,0.01,2.9,0.9,-0.9,3.2,False
20050314,6,4.8,10.5,0.72,1.16,0.0,2.8,2.5,0.9,4.9,False
20050315,6,4.8,14.1,0.61,1.39,0.0,4.9,5.3,2.0,8.3,False
20050316,6,7.7,14.8,0.61,1.27,0.0,5.6,11.0,6.4,15.4,False
20050317,6,8.7,17.9,0.66,0.64,0.0,1.6,12.7,10.7,14.6,False
20050318,8,8.1,17.2,0.88,0.61,0.58,0.3,11.5,8.4,15.1,False
20050319,5,4.5,11.4,0.77,1.34,0.04,5.5,2.4,-3.2,8.4,False
20050320,1,3.1,7.4,0.62,2.02,0.0,11.6,0.6,-3.8,5.7,False
20050321,0,2.6,7.9,0.56,2.02,0.0,11.7,1.8,-3.4,6.7,False
20050322,4,5.4,11.6,0.49,1.98,0.0,10.7,5.3,-0.8,11.3,False
20050323,8,3.3,9.6,0.72,0.61,0.0,0.0,8.0,5.8,10.7,False
20050324,3,3.0,7.9,0.7,1.96,0.0,10.9,10.5,3.7,17.5,False
20050325,7,3.2,7.1,0.68,1.64,0.12,8.6,11.9,5.5,18.2,False
20050326,7,1.0,4.3,0.97,0.4,0.4,0.1,9.9,7.6,11.6,False
20050327,6,3.7,7.9,0.86,1.52,0.0,5.3,10.2,5.6,15.3,False
20050328,5,3.6,7.7,0.88,1.12,0.0,4.1,6.7,4.1,10.5,False
20050329,4,3.5,9.9,0.72,1.76,0.0,8.9,8.2,1.4,14.5,False
20050330,5,6.0,14.1,0.59,1.59,0.0,7.7,6.6,2.1,10.7,False
20050331,0,4.9,11.1,0.54,2.3,0.0,12.2,4.8,-0.9,10.0,False
20050401,0,3.3,9.1,0.49,2.31,0.0,12.3,6.1,-1.0,12.4,False
20050402,0,4.4,9.5,0.36,2.38,0.0,12.5,9.1,2.7,15.9,False
20050403,4,4.4,9.7,0.32,2.31,0.0,11.9,11.7,3.1,18.7,True
20050404,3,4.7,10.5,0.35,2.3,0.0,12.2,12.5,3.8,19.5,True
20050405,5,4.5,12.3,0.64,1.33,0.01,4.9,10.4,5.7,18.1,False
20050406,6,3.9,11.2,0.66,2.1,0.02,9.4,10.8,4.6,15.9,False
20050407,7,5.9,19.6,0.74,0.67,0.3,0.8,12.6,9.6,16.9,False
20050408,8,4.0,11.9,0.76,0.88,0.0,0.1,9.4,6.6,11.9,False
20050409,8,3.2,10.5,0.94,0.86,0.66,0.3,5.1,1.3,8.8,False
20050410,5,3.5,9.8,0.84,1.17,0.0,4.0,4.6,-0.1,8.3,False
20050411,3,2.2,5.5,0.74,1.92,0.0,7.2,7.6,3.2,12.4,False
20050412,4,2.5,6.3,0.81,1.79,0.0,6.3,8.1,2.0,14.3,False
20050413,7,1.8,4.9,0.8,1.42,0.0,3.0,10.7,5.5,14.6,False
20050414,4,2.2,4.6,0.66,1.91,0.0,7.7,13.2,6.9,18.2,True
20050415,4,3.4,10.3,0.53,1.88,0.0,8.8,15.3,9.1,20.2,True
20050416,2,4.7,12.5,0.63,2.39,0.0,10.9,15.0,7.1,20.6,True
20050417,6,4.2,9.9,0.72,1.59,0.0,2.8,14.5,9.3,18.8,True
20050418,6,3.4,9.1,0.73,2.02,0.0,8.4,13.7,9.0,19.0,True
20050419,6,3.9,10.7,0.7,1.96,0.0,8.7,12.1,6.9,16.4,False
20050420,4,6.0,13.4,0.57,2.61,0.0,11.5,6.4,0.0,11.1,False
20050421,1,2.4,7.7,0.45,2.88,0.0,13.4,3.8,-2.1,8.7,False
20050422,2,3.0,7.8,0.52,2.27,0.0,8.7,6.1,-1.8,11.7,False
20050423,3,3.0,6.7,0.55,2.73,0.0,10.7,8.3,0.7,14.6,False
20050424,5,3.9,9.9,0.52,1.48,0.0,5.6,10.7,6.2,15.3,False
20050425,8,4.4,9.5,0.67,0.69,0.11,0.0,9.5,7.0,12.3,False
20050426,7,2.1,7.5,0.64,2.08,0.0,7.1,11.0,4.9,17.1,False
20050427,7,3.4,16.4,0.89,1.09,1.15,3.1,10.8,7.2,14.3,False
20050428,4,4.1,12.0,0.67,2.64,0.0,11.1,10.9,6.1,15.7,False
20050429,6,2.9,6.0,0.63,2.08,0.0,6.9,12.3,3.8,17.9,False
20050430,6,2.1,6.0,0.71,2.2,0.0,8.4,15.3,10.4,19.9,True
20050501,4,2.6,9.6,0.63,2.41,0.0,10.4,18.8,12.1,24.6,True
20050502,4,3.8,9.6,0.52,2.5,0.0,10.2,22.1,12.4,29.7,True
20050503,6,3.0,10.9,0.71,1.38,0.43,4.1,18.5,14.6,22.0,False
20050504,7,5.0,13.6,0.85,1.63,0.23,4.5,13.7,10.8,17.1,False
20050505,7,4.3,12.8,0.84,1.59,0.04,3.2,10.1,7.7,12.1,False
20050506,7,4.9,17.2,0.89,1.05,0.5,1.6,8.0,6.0,13.2,False
20050507,7,4.0,17.1,0.84,1.26,1.78,2.7,7.7,2.3,12.3,False
20050508,7,7.2,18.7,0.82,2.15,0.16,7.1,6.4,2.6,10.8,False
20050509,6,4.2,13.9,0.82,2.05,0.21,6.5,6.6,3.0,11.3,False
20050510,4,3.3,9.0,0.74,2.02,0.36,5.2,7.0,2.2,12.2,False
20050511,6,4.2,11.5,0.86,1.86,0.21,4.1,6.7,4.1,12.0,False
20050512,5,2.6,6.4,0.77,2.22,0.0,5.3,8.5,5.1,12.9,False
20050513,4,3.8,9.8,0.63,2.85,0.0,12.7,10.8,2.3,16.5,False
20050514,7,3.8,10.5,0.74,0.93,0.52,0.0,12.4,9.3,15.6,False
20050515,7,5.3,14.7,0.85,1.1,0.02,2.0,11.2,6.2,15.2,False
20050516,6,3.2,9.5,0.65,2.61,1.28,9.1,11.9,6.1,17.2,False
20050517,8,2.3,6.6,0.97,0.5,0.09,0.0,8.6,7.1,11.4,False
20050518,8,2.7,6.8,0.89,0.66,0.01,0.0,8.0,4.8,10.9,False
20050519,3,2.2,5.8,0.62,3.04,0.0,13.0,9.6,1.9,15.1,False
20050520,4,4.3,9.1,0.54,3.04,0.0,13.6,13.6,4.9,18.9,True
20050521,6,3.8,7.8,0.63,2.01,0.33,6.0,17.4,12.2,23.5,False
20050522,7,2.3,11.5,0.89,1.49,0.21,2.1,17.0,14.4,20.7,False
20050523,8,3.1,10.6,0.98,0.72,0.49,0.0,14.5,11.6,17.3,False
20050524,4,2.8,7.7,0.71,2.69,0.0,8.8,14.8,10.8,19.4,True
20050525,4,3.2,8.0,0.62,3.29,0.0,13.9,17.7,9.0,23.9,True
20050526,3,3.3,8.5,0.61,3.06,0.0,13.5,20.0,11.9,25.9,True
20050527,4,2.9,8.3,0.55,3.17,0.0,14.8,22.6,14.3,29.0,True
20050528,1,2.7,6.5,0.54,3.29,0.0,15.3,24.0,14.7,31.2,True
20050529,3,2.9,6.0,0.61,3.25,0.0,14.9,22.7,17.7,27.0,True
20050530,4,3.8,11.2,0.78,2.56,0.03,9.4,19.0,11.1,25.4,False
20050531,6,5.2,12.7,0.7,2.3,0.0,6.9,12.1,8.5,16.1,False
20050601,4,3.9,11.9,0.65,2.75,0.0,8.0,10.8,7.1,15.0,False
20050602,6,2.8,7.5,0.69,1.93,0.0,5.3,13.0,4.4,18.0,True
20050603,4,3.9,11.8,0.59,2.82,0.11,9.2,19.8,11.6,26.2,False
20050604,6,5.6,13.5,0.6,2.11,0.05,6.8,18.3,12.3,21.8,False
20050605,7,5.8,13.4,0.76,2.07,0.22,5.0,13.8,11.4,18.1,False
20050606,7,3.9,9.9,0.87,1.06,0.67,0.8,11.4,8.7,14.2,False
20050607,7,5.5,16.8,0.81,1.33,0.53,1.8,8.6,5.8,11.5,False
20050608,6,3.8,9.0,0.73,1.8,0.01,4.4,10.2,6.0,14.7,False
20050609,6,3.4,10.6,0.67,2.37,0.0,6.1,11.8,5.6,17.0,False
20050610,6,4.1,11.1,0.74,2.14,0.36,4.7,12.5,7.8,15.6,False
20050611,7,4.1,10.0,0.73,1.97,0.0,2.9,10.4,7.6,13.2,False
20050612,7,2.6,6.4,0.67,1.74,0.0,3.0,11.3,7.4,14.6,False
20050613,4,4.4,12.2,0.57,2.51,0.0,9.0,16.4,10.1,22.3,True
20050614,6,4.0,12.3,0.71,2.38,1.32,7.5,18.4,11.5,26.0,False
20050615,6,2.0,5.6,0.86,1.67,0.0,1.7,18.4,15.2,22.5,True
20050616,4,2.9,7.4,0.65,3.13,0.0,12.0,20.3,14.0,25.4,True
20050617,7,4.5,10.7,0.78,1.8,0.15,4.4,19.5,15.2,23.3,False
20050618,3,4.9,12.4,0.65,3.51,0.0,14.5,17.1,12.8,22.0,True
20050619,2,2.2,6.5,0.63,3.32,0.0,14.3,17.9,10.7,23.6,True
20050620,3,2.5,8.0,0.63,3.37,0.0,14.8,19.4,13.7,24.3,True
20050621,4,3.0,14.0,0.52,3.33,0.28,14.9,22.0,12.9,29.1,False
20050622,7,3.6,9.6,0.75,2.33,0.0,8.7,18.1,14.6,21.4,True
20050623,2,2.1,5.8,0.6,3.5,0.0,15.8,19.8,12.7,25.4,True
20050624,4,4.1,9.6,0.51,3.35,0.22,14.6,23.8,15.7,29.8,False
20050625,6,4.2,16.0,0.77,2.5,1.99,9.9,22.4,18.4,31.3,False
20050626,5,3.0,7.3,0.77,2.69,0.0,8.2,18.3,14.6,22.8,True
20050627,3,2.8,8.7,0.66,3.34,0.0,13.8,19.2,13.1,24.6,True
20050628,2,3.3,9.5,0.59,3.55,0.0,15.1,18.6,12.6,23.7,True
20050629,5,2.2,5.9,0.61,2.32,0.0,8.5,19.0,11.8,23.3,True
20050630,7,2.4,7.8,0.81,1.42,0.09,1.8,17.6,14.8,21.0,False
20050701,7,2.8,10.4,0.97,0.92,3.72,1.4,16.0,14.1,19.6,False
20050702,7,2.3,7.8,0.87,1.28,0.0,1.2,16.6,13.4,20.4,True
20050703,4,2.5,5.5,0.66,3.15,0.0,11.5,20.2,13.1,25.9,True
20050704,4,4.4,10.7,0.55,3.11,0.16,13.4,22.3,15.8,27.1,False
20050705,8,4.2,11.8,0.95,0.32,1.96,0.0,12.3,9.6,21.1,False
20050706,6,3.0,8.1,0.79,2.36,0.0,7.6,13.9,9.4,18.8,True
20050707,6,2.8,10.2,0.84,1.44,0.89,2.2,15.2,12.3,19.4,False
20050708,8,1.8,4.1,0.98,0.52,1.55,0.0,12.7,11.9,13.3,False
20050709,8,1.9,4.6,0.96,0.86,0.06,0.2,15.0,12.2,18.6,False
20050710,6,3.1,14.7,0.81,2.05,0.02,5.3,18.5,13.9,26.4,False
20050711,5,3.2,11.1,0.65,3.08,0.0,13.0,20.6,14.1,26.9,True
20050712,5,2.7,9.1,0.59,2.84,0.0,13.1,22.1,15.3,27.3,True
20050713,6,2.5,6.5,0.61,2.88,0.0,11.5,22.0,13.9,28.3,True
20050714,4,2.5,10.3,0.62,3.01,0.0,13.0,22.2,16.0,28.7,True
20050715,4,3.3,19.3,0.65,2.8,0.53,11.4,22.8,15.2,30.8,False
20050716,6,2.3,8.3,0.73,2.32,0.0,6.4,19.7,16.0,24.3,True
20050717,4,2.9,9.3,0.62,2.74,0.0,9.5,18.0,14.0,22.5,True
20050718,3,2.2,12.3,0.62,3.19,0.29,13.2,20.7,12.0,27.6,False
20050719,7,4.3,13.6,0.83,1.3,0.27,2.4,18.7,15.6,21.7,False
20050720,6,6.0,14.9,0.65,1.8,0.65,2.6,17.2,11.4,21.5,False
20050721,7,7.5,16.6,0.85,0.86,1.52,0.5,13.3,10.5,16.2,False
20050722,8,6.4,12.8,0.94,0.7,0.24,0.4,14.1,12.0,17.3,False
20050723,7,4.2,9.9,0.8,1.79,0.0,3.4,14.1,11.2,17.8,False
20050724,6,3.1,7.8,0.61,2.53,0.1,7.2,18.2,12.6,24.0,False
20050725,7,4.8,11.6,0.74,1.81,0.2,4.4,20.2,16.1,25.0,False
20050726,6,4.9,12.2,0.66,2.05,0.0,7.4,20.1,16.5,24.1,True
20050727,5,1.9,5.9,0.69,2.79,0.0,10.6,21.8,15.2,27.9,True
20050728,3,3.3,11.6,0.61,2.77,0.0,11.8,26.3,19.1,33.5,True
20050729,3,3.9,28.3,0.7,2.75,1.09,11.8,26.3,18.3,32.5,False
20050730,6,5.3,11.8,0.74,2.42,0.56,8.4,21.2,16.4,25.7,False
20050731,4,3.7,9.0,0.66,2.56,0.0,9.1,20.1,16.0,25.1,True
20050801,2,3.6,9.6,0.64,3.01,0.0,12.9,18.3,13.3,23.0,True
20050802,6,2.9,7.4,0.69,2.66,0.0,9.4,17.6,11.2,23.0,True
20050803,8,3.3,8.2,0.92,1.26,0.33,9.3,15.1,13.4,17.0,False
20050804,6,4.3,10.8,0.81,1.26,0.0,0.0,15.2,11.8,19.6,True
20050805,4,3.1,11.2,0.65,1.9,0.47,5.5,16.8,10.6,22.3,False
20050806,7,5.0,13.0,0.79,1.51,0.21,3.2,14.4,10.5,18.1,False
20050807,6,3.2,7.6,0.85,1.63,0.15,3.9,12.0,9.0,16.7,False
20050808,4,3.6,11.5,0.78,1.26,0.12,6.1,12.9,9.1,17.3,False
20050809,6,4.4,14.3,0.76,1.63,0.0,3.7,13.8,10.3,18.1,True
20050810,6,5.6,15.1,0.74,1.6,0.3,3.3,13.5,10.2,18.5,False
20050811,7,5.2,10.6,0.75,1.11,0.0,0.8,14.7,12.5,18.1,True
20050812,6,2.9,13.8,0.74,2.2,0.5,6.8,17.4,12.9,22.6,False
20050813,7,3.7,9.4,0.88,0.65,0.05,0.0,13.9,10.9,15.7,False
20050814,6,4.3,10.4,0.82,1.26,0.15,2.4,14.3,8.6,19.3,False
20050815,7,2.1,5.1,0.9,0.65,0.0,0.0,15.1,12.9,18.1,True
20050816,4,3.6,13.5,0.77,2.35,0.0,10.4,16.7,11.1,22.2,True
20050817,5,2.3,6.2,0.77,2.29,0.0,8.2,16.6,11.8,21.1,True
20050818,2,2.5,7.1,0.67,2.37,0.0,11.5,19.1,11.5,25.2,True
20050819,5,3.0,7.2,0.62,2.44,0.0,11.1,21.2,13.9,26.7,True
20050820,6,2.9,7.2,0.77,1.86,0.92,7.8,20.0,16.7,24.4,False
20050821,4,3.1,9.8,0.75,2.31,0.0,9.3,20.1,15.6,25.4,True
20050822,6,2.8,10.1,0.83,1.85,1.17,6.9,18.3,13.4,25.2,False
20050823,8,2.6,7.8,0.98,0.23,0.44,0.0,15.8,14.7,16.8,False
20050824,6,3.2,6.6,0.93,0.72,0.0,2.3,15.8,13.0,19.2,True
20050825,7,4.1,11.6,0.9,0.8,0.25,0.1,16.2,12.6,20.1,False
20050826,4,5.3,14.4,0.66,2.05,0.0,8.4,15.6,12.2,19.5,True
20050827,6,2.5,5.6,0.67,2.0,0.0,7.4,15.6,9.6,20.5,True
20050828,5,2.0,5.2,0.68,2.41,0.0,11.0,17.6,10.9,23.4,True
20050829,1,3.6,8.9,0.68,2.44,0.0,12.9,19.7,11.4,26.6,True
20050830,0,2.4,6.8,0.69,2.4,0.0,12.8,20.0,14.2,25.8,True
20050831,1,3.5,9.3,0.67,2.32,0.0,12.4,20.9,14.2,27.0,True
20050901,0,3.9,10.7,0.61,2.3,0.0,12.2,22.0,15.3,27.9,True
20050902,5,3.5,7.9,0.74,1.69,0.0,7.6,20.4,16.6,24.2,True
20050903,7,2.1,5.4,0.92,0.55,0.0,0.0,17.5,15.0,19.6,True
20050904,3,2.4,9.1,0.7,2.18,0.0,10.3,18.8,14.2,24.4,True
20050905,1,3.8,9.9,0.62,2.31,0.0,12.5,18.4,10.9,24.5,True
20050906,0,4.8,10.5,0.56,2.33,0.0,12.6,19.7,14.2,25.4,True
