DATE,KASSEL_wind_speed,KASSEL_wind_gust,KASSEL_humidity,KASSEL_pressure,KASSEL_global_radiation,KASSEL_precipitation,KASSEL_sunshine,KASSEL_temp_mean,KASSEL_temp_min,KASSEL_temp_max,KASSEL_picnic_weather
20050430,0.8,4.6,0.83,1.0175,1.39,0.0,2.8,14.7,11.1,19.6,True
20050501,1.7,6.5,0.72,1.0129,2.52,0.0,10.2,17.9,9.4,26.6,True
20050502,3.2,13.6,0.56,1.0127,2.72,0.0,11.9,20.2,12.7,26.6,True
20050503,2.3,13.6,0.79,1.0131,1.71,1.14,4.0,15.3,10.5,20.7,False
20050504,1.6,6.9,0.92,1.0127,0.95,1.02,0.5,11.6,9.9,14.4,False
20050505,2.5,11.7,0.68,1.016,2.29,0.26,7.9,9.8,6.2,14.5,False
20050506,3.4,15.6,0.77,1.0126,1.83,0.32,4.6,8.5,3.6,14.7,False
20050507,3.1,15.1,0.89,1.007,0.83,1.07,0.2,6.1,4.6,10.5,False
20050508,2.5,12.0,0.77,1.0103,1.87,0.21,4.7,6.1,2.8,10.9,False
20050509,2.4,16.0,0.78,1.012,1.92,0.16,5.0,6.1,2.8,11.3,False
20050510,2.2,10.8,0.71,1.0169,1.77,0.0,4.0,6.8,2.1,12.6,False
20050511,2.7,9.6,0.68,1.0223,2.03,0.0,5.6,8.2,3.8,12.9,False
20050512,2.3,7.9,0.71,1.0242,2.32,0.0,7.6,7.7,1.2,14.6,False
20050513,2.7,8.4,0.59,1.0207,2.59,0.0,9.7,11.6,4.5,16.6,False
20050514,2.0,6.3,0.82,1.0119,0.68,1.89,0.0,10.4,9.1,11.9,False
20050515,1.6,9.5,0.72,1.0136,1.78,0.0,3.9,9.7,5.6,14.1,False
20050516,2.2,7.5,0.75,1.0136,1.81,0.03,4.0,10.5,4.0,17.3,False
20050517,2.3,7.5,0.83,1.0163,1.01,0.02,0.5,6.3,2.0,9.0,False
20050518,2.1,9.7,0.68,1.0221,2.55,0.0,9.0,6.9,0.2,13.3,False
20050519,1.7,8.1,0.63,1.025,3.0,0.0,12.8,9.7,0.2,17.0,False
20050520,1.9,9.6,0.62,1.0192,1.92,0.18,4.5,14.3,7.4,21.1,False
20050521,2.6,10.7,0.78,1.0138,1.63,0.08,2.9,15.9,11.8,20.3,False
20050522,1.2,9.1,0.79,1.0128,1.88,0.41,4.2,15.8,12.0,20.6,False
20050523,1.3,11.4,0.84,1.0172,1.38,0.06,1.7,13.1,8.1,17.1,False
20050524,2.1,9.7,0.75,1.0239,1.82,0.0,3.8,12.9,6.3,19.1,True
20050525,2.0,8.1,0.68,1.0251,2.18,0.0,6.0,16.8,9.2,23.2,True
20050526,2.0,8.8,0.67,1.0214,3.11,0.0,13.3,19.6,10.9,27.0,True
20050527,2.0,6.0,0.59,1.017,3.2,0.0,14.0,22.4,13.6,29.8,True
20050528,2.6,8.7,0.61,1.0154,3.08,0.0,12.9,24.0,14.9,30.8,True
20050529,3.0,7.6,0.56,1.0178,3.01,1.2,12.2,20.7,16.5,25.6,False
20050530,2.2,22.5,0.88,1.0175,0.73,0.05,0.0,12.5,8.3,17.9,False
20050531,2.3,12.2,0.76,1.0251,2.33,0.31,6.8,10.6,7.0,16.8,False
20050601,1.9,8.2,0.69,1.0239,2.5,0.0,8.6,10.6,5.4,16.0,False
20050602,1.6,7.8,0.8,1.0181,1.06,0.01,0.7,13.0,5.9,18.9,False
20050603,2.5,20.4,0.72,1.0117,2.99,0.56,12.3,18.6,11.1,26.2,False
20050604,2.4,12.2,0.76,1.0123,1.87,0.37,4.4,14.4,10.3,18.4,False
20050605,1.9,10.3,0.81,1.016,1.59,0.57,2.9,12.9,10.0,18.9,False
20050606,1.5,17.0,0.83,1.0194,1.26,0.2,1.4,10.5,10.4,14.1,False
20050607,3.1,12.4,0.65,1.0284,1.99,0.03,5.1,10.1,6.3,13.8,False
20050608,3.0,8.4,0.78,1.0338,2.35,0.0,7.4,10.8,6.1,15.5,False
20050609,1.9,8.3,0.65,1.0294,2.95,0.0,11.8,12.3,5.3,18.5,True
20050610,1.9,10.5,0.72,1.0198,2.0,0.0,5.1,12.6,5.8,19.3,True
20050611,0.9,7.3,0.65,1.0139,0.88,0.01,0.2,9.9,7.7,13.6,False
20050612,1.6,7.0,0.68,1.0101,1.72,0.01,3.5,10.0,4.9,15.5,False
20050613,2.4,9.9,0.61,1.0066,2.59,0.03,9.0,13.1,6.8,18.6,False
20050614,1.7,6.6,0.73,1.012,2.51,0.02,8.4,14.3,6.3,22.6,False
20050615,1.5,6.4,0.68,1.0183,2.75,0.0,10.2,16.9,9.6,24.9,True
20050616,1.5,6.8,0.68,1.022,2.14,0.01,5.9,18.2,12.9,24.1,False
20050617,2.1,8.6,0.8,1.0248,1.39,0.07,1.9,18.6,15.3,21.9,False
20050618,2.7,8.7,0.62,1.0262,3.27,0.0,14.3,17.8,12.7,22.9,True
20050619,1.5,5.6,0.58,1.0215,3.2,0.0,13.7,19.6,9.7,27.8,True
20050620,1.4,6.0,0.6,1.0174,3.34,0.0,14.9,22.6,13.7,29.8,True
20050621,2.1,10.2,0.71,1.0165,2.61,1.04,9.1,21.8,15.5,30.1,False
20050622,2.0,8.4,0.66,1.0217,2.99,0.0,12.0,18.6,13.1,23.3,True
20050623,1.3,5.8,0.6,1.0206,3.34,0.0,14.9,21.2,11.8,28.5,True
20050624,1.2,4.9,0.67,1.0144,2.44,0.0,7.9,22.5,16.7,29.9,True
20050625,2.6,9.7,0.83,1.0148,1.87,1.38,4.3,20.0,15.5,26.9,False
20050626,1.7,5.9,0.73,1.023,1.88,0.0,4.4,18.1,14.3,23.1,True
20050627,2.0,5.9,0.61,1.0207,2.6,0.0,9.1,19.5,13.9,25.3,True
20050628,2.1,7.0,0.58,1.0168,3.33,0.0,14.9,19.4,11.3,25.5,True
20050629,1.8,6.9,0.74,1.0096,1.19,1.92,1.1,17.4,13.7,21.6,False
20050630,0.8,7.0,0.87,1.0083,1.54,0.45,2.6,16.4,13.5,20.7,False
20050701,1.4,6.8,0.88,1.0129,1.34,0.15,1.7,15.5,12.7,20.2,False
20050702,1.4,6.5,0.8,1.0201,1.82,0.0,4.1,17.1,11.8,23.0,True
20050703,1.2,5.5,0.81,1.0179,1.43,0.0,2.1,20.2,16.6,25.2,True
20050704,2.5,14.9,0.75,1.0091,2.57,0.31,9.0,20.0,11.7,28.6,False
20050705,1.0,6.7,0.82,1.0138,1.57,0.32,2.8,13.6,8.7,19.1,False
20050706,2.7,9.1,0.83,1.0096,2.0,0.72,5.2,13.5,7.6,19.7,False
20050707,1.0,3.2,0.89,1.0106,0.73,0.62,0.0,13.2,9.4,16.5,False
20050708,1.0,6.1,0.83,1.0154,1.62,0.08,3.1,14.0,9.3,19.1,False
20050709,1.9,7.8,0.76,1.0197,2.53,0.09,8.8,16.3,9.3,22.8,False
20050710,3.6,12.2,0.61,1.0222,2.8,0.0,10.9,21.5,15.6,27.4,True
20050711,3.3,12.1,0.53,1.0252,3.24,0.0,14.5,21.7,14.0,26.8,True
20050712,2.3,8.0,0.56,1.0251,2.97,0.0,12.3,22.8,14.0,29.1,True
20050713,1.5,6.6,0.59,1.0219,2.94,0.0,12.1,22.8,14.5,29.6,True
20050714,1.2,9.1,0.66,1.0194,2.49,0.0,8.7,21.6,15.6,27.2,True
20050715,2.3,22.4,0.77,1.0144,2.57,3.25,9.3,20.0,14.4,29.6,False
20050716,1.6,9.8,0.7,1.0141,2.4,0.0,8.1,19.0,14.9,24.3,True
20050717,1.4,6.4,0.63,1.0154,2.42,0.0,8.3,18.0,12.6,23.8,True
20050718,1.0,5.7,0.66,1.0091,2.74,0.11,10.8,20.4,11.5,28.5,False
20050719,0.2,5.4,0.68,1.0134,0.93,0.01,0.4,18.1,13.7,22.7,False
20050720,3.0,16.5,0.68,1.0165,1.46,0.04,2.5,15.4,10.9,21.5,False
20050721,1.7,11.5,0.72,1.0132,0.88,0.28,0.3,15.0,11.5,19.5,False
20050722,1.6,7.2,0.86,1.0111,0.7,0.12,0.0,13.1,11.9,14.4,False
20050723,1.4,7.4,0.73,1.01,0.91,0.0,0.4,13.6,10.8,16.6,False
20050724,1.7,7.8,0.76,1.0081,2.16,0.16,6.8,16.8,10.3,23.4,False
20050725,2.5,11.0,0.79,1.0048,1.96,0.1,5.5,18.9,15.4,24.8,False
20050726,2.1,8.1,0.8,1.0104,1.12,0.06,1.1,17.0,14.4,21.2,False
20050727,1.3,18.0,0.77,1.0119,1.99,0.74,5.8,20.2,14.1,17.5,False
20050728,2.3,19.6,0.81,1.0119,2.41,1.49,8.8,22.6,17.2,30.8,False
20050729,1.5,5.4,0.89,1.0129,1.66,0.3,3.8,20.3,17.2,26.9,False
20050730,2.9,9.5,0.72,1.0124,2.48,0.0,9.5,19.5,13.1,24.1,True
20050731,3.1,12.5,0.73,1.0136,2.18,0.0,7.3,16.5,11.9,22.2,True
20050801,1.7,6.4,0.71,1.0183,1.46,0.0,2.8,16.2,12.6,20.7,True
20050802,2.4,8.4,0.67,1.0206,2.53,0.0,10.1,16.3,10.7,22.2,True
20050803,2.3,12.0,0.66,1.0196,2.38,0.26,9.0,17.0,13.0,22.0,False
20050804,2.3,10.0,0.72,1.0234,1.98,0.0,6.1,15.6,10.7,20.4,True
20050805,2.9,11.2,0.81,1.0192,1.56,0.47,3.5,14.5,9.3,21.9,False
20050806,2.7,11.6,0.79,1.0166,1.89,0.19,5.6,13.2,9.7,19.1,False
20050807,1.5,7.9,0.89,1.0133,1.13,1.28,1.4,10.8,9.4,14.4,False
20050808,1.9,9.4,0.88,1.0145,1.23,0.09,1.9,12.6,9.0,18.6,False
20050809,2.0,11.2,0.76,1.014,1.27,0.01,2.1,13.5,9.8,17.9,False
20050810,2.0,10.4,0.8,1.0125,1.15,0.03,1.6,12.9,9.9,17.0,False
20050811,1.7,9.5,0.76,1.0137,1.15,0.0,1.6,15.2,11.6,20.2,True
20050812,1.7,16.0,0.82,1.0132,1.79,0.21,5.3,15.6,11.5,22.1,False
20050813,2.1,8.2,0.73,1.0177,1.51,0.09,3.6,14.7,11.7,19.8,False
20050814,2.2,8.2,0.91,1.0122,0.61,0.87,0.0,13.7,12.4,15.3,False
20050815,2.2,8.4,0.82,1.0179,1.58,0.0,4.1,15.8,12.0,20.8,True
20050816,2.5,7.4,0.83,1.0228,1.52,0.0,3.8,15.6,12.6,20.4,True
20050817,1.7,5.6,0.73,1.0221,2.6,0.0,12.2,16.8,9.4,23.5,True
20050818,2.1,7.8,0.66,1.0176,2.66,0.0,12.9,20.3,13.2,27.2,True
20050819,2.0,9.0,0.71,1.0145,2.25,0.73,9.4,20.7,15.2,27.3,False
20050820,1.4,4.1,0.96,1.0176,0.59,1.14,0.0,16.6,13.1,18.0,False
20050821,3.1,9.4,0.93,1.0181,0.58,0.0,0.0,16.5,13.0,18.2,True
20050822,3.4,11.0,0.84,1.0141,1.7,0.0,5.4,17.7,15.3,22.5,True
20050823,2.2,13.0,0.59,1.0135,0.98,0.06,1.2,16.5,15.5,19.4,False
20050824,1.5,14.0,0.64,1.0135,1.41,0.15,3.6,16.1,14.4,17.7,False
20050825,3.3,15.7,0.85,1.0069,0.68,0.24,0.2,14.7,10.1,17.7,False
20050826,2.5,10.4,0.73,1.016,1.94,0.0,7.6,13.1,8.3,18.9,True
20050827,1.7,8.9,0.73,1.0196,1.72,0.0,6.0,14.4,8.8,20.0,True
20050828,1.0,4.4,0.75,1.0231,2.13,0.0,9.5,15.2,8.3,22.5,True
20050829,1.3,5.0,0.71,1.0247,2.47,0.0,12.8,17.5,9.2,25.9,True
20050830,1.5,4.3,0.67,1.0261,2.42,0.0,12.5,19.4,11.1,27.4,True
20050831,2.1,7.5,0.63,1.0193,2.41,0.0,12.6,22.2,15.7,28.6,True
20050901,2.3,9.0,0.67,1.0159,2.23,0.0,11.5,22.9,16.4,30.5,True
20050902,1.7,6.4,0.78,1.0245,1.17,0.0,2.6,19.4,15.6,23.2,True
20050903,2.5,7.5,0.74,1.0294,2.08,0.0,10.3,18.3,14.7,23.9,True
20050904,2.0,6.7,0.64,1.0262,2.05,0.0,10.1,19.1,14.4,25.0,True
20050905,1.7,8.2,0.62,1.0185,2.22,0.0,12.1,18.7,11.7,25.9,True
20050906,1.2,5.7,0.69,1.0131,2.2,0.0,12.1,18.7,10.2,27.0,True
20050907,1.2,5.3,0.68,1.0129,2.13,0.0,11.5,20.0,12.3,28.9,True
20050908,1.4,5.9,0.7,1.0152,2.07,0.0,11.1,20.5,13.0,29.0,True
20050909,1.0,3.4,0.68,1.0109,1.83,0.0,8.7,21.1,13.6,29.3,True
20050910,1.3,5.4,0.78,1.0099,1.59,0.0,6.6,19.7,15.2,26.0,True
20050911,1.8,5.2,0.96,1.0104,0.45,0.51,0.0,16.2,14.9,17.0,False
20050912,2.9,9.3,0.93,1.016,0.63,0.0,0.4,15.5,12.9,16.5,False
20050913,1.4,5.8,0.76,1.0252,1.58,0.01,6.9,14.1,9.1,19.0,False
20050914,2.4,9.1,0.84,1.0219,1.16,0.06,3.4,14.3,8.6,20.8,False
20050915,2.1,8.7,0.89,1.0149,0.84,0.77,1.4,16.7,14.1,20.9,False
20050916,3.4,11.7,0.85,1.0073,1.11,0.42,3.2,12.4,8.5,16.1,False
20050917,2.3,7.3,0.76,1.0205,1.61,0.0,7.8,9.8,4.7,14.9,False
20050918,1.4,7.2,0.75,1.0284,1.59,0.0,7.8,8.9,2.6,16.9,False
20050919,1.8,6.9,0.7,1.0274,1.88,0.0,11.2,10.5,3.1,18.3,True
20050920,1.3,6.3,0.73,1.0256,1.85,0.0,11.1,10.9,3.2,19.0,True
20050921,1.2,5.5,0.74,1.0249,1.8,0.0,10.8,12.2,4.7,20.3,True
20050922,1.5,5.6,0.69,1.0226,1.78,0.0,10.8,13.0,5.9,20.1,True
20050923,1.5,7.1,0.79,1.0179,1.66,0.0,9.5,13.8,6.4,22.3,True
20050924,1.9,5.7,0.8,1.0177,1.56,0.0,8.6,14.8,8.6,22.2,True
20050925,1.4,6.3,0.78,1.015,1.22,0.62,5.1,15.6,10.2,22.4,False
20050926,1.7,7.1,0.81,1.0191,1.0,0.0,3.3,14.6,11.9,19.9,True
20050927,2.5,8.7,0.82,1.0192,0.5,0.64,0.3,14.4,11.9,17.8,False
20050928,1.9,8.2,0.82,1.0196,1.12,0.08,4.6,13.1,9.5,17.3,False
20050929,2.9,11.4,0.88,1.017,0.92,0.57,2.9,10.3,8.7,14.4,False
20050930,2.2,8.5,0.77,1.0227,1.07,0.37,4.4,11.3,7.9,15.8,False
20051001,3.1,9.7,0.95,1.0144,0.35,0.83,0.0,10.7,9.4,11.9,False
20051002,1.3,4.5,0.95,1.0199,0.52,0.0,0.5,9.1,6.0,12.9,False
20051003,2.5,8.2,0.89,1.028,0.95,0.0,3.6,10.1,6.4,15.0,False
20051004,3.7,8.9,0.81,1.0273,0.76,0.0,2.1,13.9,10.9,18.1,True
20051005,2.7,7.3,0.82,1.0266,1.37,0.0,8.6,14.9,12.3,19.3,True
20051006,2.3,9.3,0.81,1.0254,1.44,0.0,9.8,15.2,11.1,21.2,True
20051007,1.9,6.3,0.79,1.0221,1.43,0.0,9.9,13.8,9.7,19.0,True
20051008,1.6,6.0,0.87,1.0202,1.39,0.0,9.5,12.5,6.8,18.6,True
20051009,2.6,7.2,0.95,1.0238,0.75,0.0,2.4,11.9,9.2,16.1,False
20051010,1.7,5.4,0.91,1.025,0.78,0.0,2.8,12.4,10.1,16.4,False
20051011,1.8,7.1,0.81,1.0209,1.34,0.0,9.6,11.6,6.6,17.5,False
20051012,1.4,5.2,0.79,1.0204,1.32,0.0,9.6,11.8,5.2,19.3,True
20051013,0.9,3.8,0.87,1.0211,1.13,0.01,7.1,9.3,3.8,17.7,False
20051014,1.0,3.4,0.9,1.0275,1.03,0.01,6.0,8.5,3.3,17.1,False
20051015,1.2,4.3,0.88,1.0309,0.97,0.01,5.4,9.7,5.3,17.9,False
20051016,2.2,6.3,0.7,1.0301,1.25,0.0,9.6,9.0,4.2,15.3,False
20051017,2.2,10.8,0.73,1.0294,1.16,0.0,8.4,7.7,3.1,12.8,False
20051018,2.2,9.1,0.77,1.0259,1.21,0.0,9.5,7.0,2.3,12.1,False
20051019,2.7,10.1,0.78,1.0197,0.99,0.0,6.5,6.8,1.2,12.0,False
20051020,3.3,8.1,0.78,1.0145,0.25,0.03,0.0,10.3,7.7,12.5,False
20051021,2.7,10.2,0.92,1.0071,0.33,0.57,0.2,12.9,10.8,15.6,False
20051022,3.4,11.5,0.89,1.0034,0.4,0.38,0.6,14.0,12.0,17.1,False
20051023,2.1,10.8,0.87,1.0118,0.32,0.06,0.2,11.5,7.0,14.3,False
20051024,3.8,11.9,0.94,1.0175,0.24,0.26,0.0,10.3,7.8,12.0,False
20051025,4.5,14.8,0.85,1.0106,0.49,0.18,1.4,13.3,11.7,15.8,False
20051026,2.3,10.8,0.78,1.0179,0.86,0.0,6.0,13.1,9.4,17.1,False
20051027,2.2,6.0,0.92,1.022,0.68,0.02,3.6,13.5,10.4,18.4,False
20051028,2.3,7.2,0.84,1.0206,1.0,0.01,8.7,13.9,8.8,20.5,False
20051029,2.7,6.4,0.86,1.0196,0.97,0.0,8.4,12.3,8.9,16.6,False
20051030,2.9,7.5,0.84,1.019,0.96,0.0,8.5,11.3,7.2,16.4,False
20051031,2.6,7.6,0.79,1.0152,0.94,0.0,8.4,11.1,6.7,16.3,False
20051101,2.9,8.5,0.9,1.0171,0.39,0.23,1.0,9.6,6.4,12.6,False
20051102,3.1,9.7,0.95,1.0183,0.24,0.28,0.1,9.0,3.6,11.9,False
20051103,3.5,11.2,0.89,1.016,0.55,0.0,2.8,13.6,10.6,16.9,False
20051104,1.7,6.6,0.94,1.0158,0.19,0.69,0.0,12.0,10.4,13.6,False
20051105,2.0,11.4,0.85,1.0232,0.73,0.0,5.7,8.5,2.9,11.9,False
20051106,3.1,8.6,0.91,1.027,0.19,0.01,0.0,7.3,3.9,10.3,False
20051107,3.1,11.8,0.93,1.0248,0.34,0.13,0.8,6.2,3.8,8.2,False
20051108,2.6,8.9,0.83,1.0245,0.66,0.0,5.0,9.6,6.9,14.1,False
20051109,2.6,8.7,0.81,1.0229,0.75,0.0,6.9,8.2,5.2,12.8,False
20051110,2.0,9.0,0.78,1.0325,0.56,0.04,3.8,7.8,5.1,11.3,False
20051111,4.2,11.1,0.92,1.0276,0.17,0.0,0.0,7.8,6.4,9.2,False
20051112,3.0,11.2,0.85,1.019,0.47,0.01,2.7,6.2,3.4,9.1,False
20051113,1.5,7.7,0.9,1.0222,0.35,0.0,1.2,7.1,4.2,11.0,False
20051114,1.8,9.7,0.94,1.0242,0.16,0.0,0.0,6.2,4.1,8.4,False
20051115,4.4,11.2,0.94,1.0096,0.16,0.89,0.0,4.1,3.4,4.7,False
20051116,2.5,11.6,0.92,1.0001,0.34,0.58,1.3,4.1,1.0,7.2,False
20051117,1.8,13.4,0.9,1.0089,0.19,0.55,0.1,2.8,0.5,5.0,False
20051118,1.3,5.0,0.92,1.0197,0.21,0.01,0.2,1.6,-0.8,3.6,False
20051119,1.5,6.1,0.91,1.0286,0.47,0.01,3.4,0.6,-1.3,2.9,False
20051120,2.7,10.3,0.93,1.0282,0.15,0.63,0.0,3.2,0.1,5.7,False
20051121,3.7,14.2,0.86,1.0297,0.46,0.12,3.4,3.6,-1.4,6.6,False
20051122,2.6,7.6,0.9,1.0376,0.26,0.0,0.7,0.0,-1.7,2.0,False
20051123,3.5,8.1,0.88,1.0344,0.18,0.03,0.1,1.3,-0.3,2.9,False
20051124,3.2,13.6,0.95,1.014,0.14,0.3,0.0,0.8,-1.2,2.2,False
20051125,6.2,15.8,0.87,0.9872,0.14,0.03,0.0,-0.5,-1.2,0.5,False
20051126,5.3,14.3,0.73,0.9916,0.38,0.0,2.5,0.5,-0.5,2.1,False
20051127,2.7,7.7,0.85,0.9941,0.14,0.27,0.0,0.4,-0.2,1.1,False
20051128,1.6,5.4,0.95,0.9978,0.29,0.02,1.3,-0.1,-1.3,1.5,False
20051129,2.8,8.6,0.93,1.0055,0.23,0.0,0.6,1.3,0.2,3.0,False
20051130,2.5,7.4,0.9,1.0126,0.25,0.0,0.9,1.3,-1.0,3.7,False
20051201,2.5,8.6,0.85,1.0127,0.45,0.0,4.5,-0.5,-3.6,3.1,False
20051202,2.4,7.2,0.76,1.0036,0.45,0.0,4.5,-1.0,-4.5,1.7,False
20051203,2.5,7.6,0.78,1.0007,0.13,0.03,0.0,2.6,0.6,4.4,False
20051204,3.4,9.9,0.93,0.9977,0.13,1.31,0.0,5.9,3.6,7.2,False
20051205,2.8,8.7,0.94,0.9982,0.22,0.07,0.6,5.0,2.2,6.6,False
20051206,2.3,7.1,0.92,1.0053,0.17,0.0,0.2,3.3,-0.2,5.6,False
20051207,2.8,7.3,0.96,1.0124,0.15,0.06,0.1,2.7,0.7,4.1,False
20051208,1.6,5.7,0.95,1.018,0.12,0.16,0.0,2.7,0.5,4.3,False
20051209,2.1,6.4,0.91,1.0354,0.18,0.0,0.3,2.4,-0.1,4.2,False
20051210,1.3,4.4,1.0,1.0429,0.12,0.0,0.0,-2.0,-3.6,0.4,False
20051211,2.9,6.6,0.97,1.0394,0.12,0.01,0.0,-1.7,-3.9,0.3,False
20051212,2.1,9.0,0.97,1.0334,0.12,0.07,0.0,1.7,-1.0,4.6,False
20051213,1.6,8.0,0.93,1.0329,0.12,0.03,0.0,2.8,-0.3,4.4,False
20051214,1.8,5.6,0.94,1.0245,0.16,0.14,0.2,3.6,1.7,6.0,False
20051215,4.1,16.5,0.86,1.0145,0.12,1.19,0.0,5.1,2.4,6.6,False
20051216,5.3,26.3,0.85,0.9984,0.31,1.26,2.2,3.7,0.6,8.0,False
20051217,4.7,18.0,0.87,1.0057,0.15,0.25,0.1,-0.7,-4.4,1.6,False
20051218,2.7,11.5,0.87,1.0175,0.3,0.09,2.0,-0.4,-3.8,2.2,False
20051219,3.1,11.5,0.93,1.0202,0.12,0.5,0.0,0.6,-1.1,3.6,False
20051220,2.7,11.3,0.89,1.0268,0.12,0.29,0.0,3.3,1.7,4.3,False
20051221,1.7,8.5,0.93,1.0311,0.31,0.13,2.3,2.9,1.4,5.6,False
20051222,2.8,8.4,0.98,1.0278,0.12,0.47,0.0,2.3,1.2,3.7,False
20051223,2.4,7.4,0.96,1.0251,0.12,0.08,0.0,4.1,2.4,6.3,False
20051224,2.1,7.4,0.88,1.0214,0.12,0.19,0.0,5.2,3.5,7.0,False
20051225,1.8,7.7,0.88,1.0202,0.4,0.03,4.2,2.6,-0.5,4.7,False
20051226,2.9,9.3,0.88,1.0122,0.37,0.23,3.5,-0.3,-3.8,2.7,False
20051227,3.6,9.3,0.9,1.0106,0.12,0.09,0.0,-2.8,-4.1,-1.0,False
20051228,3.3,7.9,0.88,1.0103,0.15,0.05,0.1,-3.5,-4.5,-2.3,False
20051229,2.6,9.8,0.84,1.0123,0.18,0.01,0.3,-3.3,-4.5,-1.6,False
20051230,4.1,11.4,0.86,1.0148,0.12,0.21,0.0,-4.2,-5.5,-3.3,False
20051231,4.3,12.1,0.94,1.0003,0.22,0.03,0.7,0.1,-5.2,3.3,False
20060101,2.6,9.9,0.93,1.0051,0.17,0.01,0.2,2.4,-1.2,4.2,False
20060102,1.0,4.9,1.0,1.0206,0.12,0.0,0.0,-0.8,-2.7,1.5,False
20060103,1.8,6.5,0.88,1.0295,0.48,0.0,5.7,-0.1,-1.8,1.8,False
20060104,2.1,5.2,0.93,1.0316,0.15,0.0,0.1,-1.8,-4.2,-0.3,False
20060105,3.0,8.5,0.87,1.024,0.13,0.0,0.0,0.0,-1.1,1.1,False
20060106,2.3,6.3,0.9,1.024,0.13,0.0,0.0,0.0,-1.0,0.9,False
20060107,1.9,7.6,0.91,1.0285,0.13,0.0,0.0,-0.3,-1.1,0.9,False
20060108,1.7,5.4,0.88,1.03,0.16,0.0,0.1,-0.5,-3.8,1.3,False
20060109,1.9,8.7,0.92,1.0307,0.54,0.0,6.6,-3.5,-6.6,-0.6,False
20060110,4.5,11.1,0.96,1.0313,0.13,0.0,0.0,-3.4,-4.0,-2.7,False
20060111,5.3,12.9,0.94,1.0287,0.3,0.19,1.5,-2.9,-4.2,-1.5,False
20060112,1.6,5.9,0.96,1.0344,0.25,0.01,0.8,0.0,-1.5,1.8,False
20060113,2.3,8.4,0.85,1.0321,0.52,0.0,5.6,0.9,-2.9,3.6,False
20060114,3.1,7.6,0.84,1.0316,0.59,0.0,7.2,-3.1,-6.0,0.4,False
20060115,3.5,9.4,0.9,1.0271,0.21,0.0,0.3,-6.1,-8.4,-4.2,False
20060116,3.6,10.4,0.82,1.0221,0.6,0.01,7.1,-4.9,-8.5,-1.5,False
20060117,3.1,7.7,0.93,1.0084,0.15,0.72,0.0,-2.2,-5.6,0.7,False
20060118,3.3,13.7,0.86,1.0087,0.37,0.09,2.1,2.5,0.1,3.8,False
20060119,2.9,10.5,0.97,1.0233,0.15,0.11,0.0,0.4,-0.9,1.7,False
20060120,3.9,10.4,0.98,1.0181,0.15,0.37,0.0,2.3,0.8,4.4,False
20060121,3.8,14.3,0.86,1.0189,0.33,0.17,1.4,3.0,0.1,5.5,False
20060122,2.8,8.2,0.84,1.0373,0.32,0.0,1.2,-3.7,-8.9,0.7,False
20060123,1.4,4.3,0.75,1.0436,0.68,0.0,7.5,-8.4,-11.3,-4.1,False
20060124,1.3,6.6,0.79,1.0372,0.66,0.0,6.8,-7.1,-12.3,-0.8,False
20060125,3.7,7.8,0.76,1.0199,0.45,0.22,2.7,-3.8,-5.9,-2.1,False
20060126,3.4,9.3,0.82,1.021,0.32,0.0,1.0,-5.0,-6.1,-2.6,False
20060127,2.3,5.8,0.78,1.0252,0.71,0.0,7.3,-7.4,-10.6,-4.9,False
20060128,3.2,8.4,0.68,1.0283,0.74,0.0,7.8,-5.0,-8.9,0.1,False
20060129,2.8,6.5,0.69,1.032,0.75,0.0,7.7,-4.2,-10.5,1.4,False
20060130,2.3,10.5,0.88,1.0312,0.76,0.0,7.8,-3.5,-9.7,0.5,False
20060131,2.2,7.0,0.92,1.0277,0.48,0.0,2.6,-1.4,-5.7,1.5,False
20060201,1.6,6.1,0.96,1.0247,0.61,0.0,4.5,-4.9,-7.9,-0.5,False
20060202,1.6,6.6,0.93,1.0225,0.75,0.0,6.9,-7.3,-10.5,-2.5,False
20060203,0.8,4.3,0.98,1.0217,0.19,0.0,0.0,-3.5,-7.1,-1.2,False
20060204,1.7,6.8,0.92,1.0262,0.2,0.0,0.0,-1.0,-3.0,0.1,False
20060205,1.7,5.1,0.92,1.0304,0.24,0.13,0.1,-4.3,-8.4,-2.3,False
20060206,1.9,13.0,0.97,1.0266,0.2,0.25,0.0,-1.0,-2.4,0.5,False
20060207,2.3,10.6,0.96,1.0162,0.21,0.4,0.0,2.6,0.6,5.6,False
20060208,3.7,12.1,0.91,1.0028,0.26,0.59,0.1,2.5,1.1,3.4,False
20060209,4.2,13.1,0.85,1.0024,0.49,0.59,1.9,0.8,-0.8,2.2,False
20060210,4.3,13.4,0.88,1.0142,0.22,0.13,0.0,0.6,-0.2,1.3,False
20060211,1.1,4.3,0.83,1.0276,0.43,0.0,1.1,0.0,-1.4,2.4,False
20060212,1.8,5.7,0.9,1.0271,0.62,0.0,3.1,-1.3,-3.9,2.5,False
20060213,2.0,8.5,0.81,1.0248,0.99,0.0,8.8,-2.8,-6.7,1.7,False
20060214,3.2,10.3,0.85,1.0203,0.31,0.02,0.2,-0.5,-5.7,2.1,False
20060215,3.9,13.6,0.95,1.004,0.24,0.28,0.0,3.1,1.6,4.7,False
