DATE,DUSSELDORF_cloud_cover,DUSSELDORF_wind_speed,DUSSELDORF_wind_gust,DUSSELDORF_humidity,DUSSELDORF_pressure,DUSSELDORF_global_radiation,DUSSELDORF_precipitation,DUSSELDORF_sunshine,DUSSELDORF_temp_mean,DUSSELDORF_temp_min,DUSSELDORF_temp_max,DUSSELDORF_picnic_weather
20041003,4,4.1,9.6,0.75,1.0208,1.11,0.0,5.7,13.9,8.7,19.1,True
20041004,6,5.0,13.5,0.75,1.0126,0.9,0.0,3.7,16.8,12.8,21.8,True
20041005,7,5.0,12.1,0.84,1.0115,0.51,1.77,0.7,16.8,11.4,20.6,False
20041006,5,5.1,11.8,0.81,1.0156,0.93,0.0,4.2,13.0,10.6,16.3,False
20041007,3,4.2,11.1,0.77,1.0181,1.17,0.0,7.0,12.3,9.3,16.7,False
20041008,6,1.6,4.2,0.83,1.0179,0.87,0.0,3.8,10.9,6.1,16.2,False
20041009,3,2.5,7.5,0.82,1.0187,1.28,0.0,8.7,9.3,3.4,15.3,False
20041010,3,4.8,12.2,0.76,1.0176,1.3,0.0,9.2,9.2,5.6,14.0,False
20041011,2,4.8,11.8,0.69,1.0209,1.35,0.0,10.2,8.3,2.9,14.4,False
20041012,4,6.1,13.7,0.61,1.0194,0.87,0.0,4.3,9.0,6.2,12.5,False
20041013,5,5.9,10.5,0.75,1.0148,0.68,0.0,2.5,11.0,8.2,14.9,False
20041014,6,6.2,12.4,0.76,1.0048,0.69,0.38,2.7,12.2,10.0,16.0,False
20041015,6,4.4,12.6,0.81,0.9985,0.75,0.45,3.4,10.7,8.4,14.1,False
20041016,7,4.1,10.6,0.84,0.9995,0.41,0.48,0.6,8.6,7.1,10.8,False
20041017,7,4.5,12.5,0.89,1.0013,0.39,0.09,0.5,8.8,7.5,11.7,False
20041018,6,5.0,11.6,0.85,1.0074,0.74,0.05,3.7,9.9,6.6,13.9,False
20041019,3,4.2,9.5,0.8,1.0098,1.05,0.0,7.7,10.4,5.8,15.2,False
20041020,6,6.4,15.8,0.88,1.002,0.32,1.06,0.2,14.1,8.9,17.3,False
20041021,3,7.2,18.9,0.69,1.0093,1.04,0.0,8.1,13.8,9.7,17.7,False
20041022,2,5.6,10.8,0.73,1.0151,1.06,0.0,8.5,13.5,9.6,17.7,False
20041023,6,6.4,12.8,0.72,1.0105,0.28,0.0,0.1,16.6,12.5,19.5,True
20041024,7,4.2,9.2,0.75,1.0078,0.66,0.08,3.4,17.1,14.1,21.1,False
20041025,5,7.0,16.8,0.71,1.0084,0.59,0.0,2.7,14.8,10.9,17.0,False
20041026,6,2.9,6.2,0.86,1.0131,0.51,0.0,2.0,9.6,4.7,12.6,False
20041027,4,3.1,11.9,0.82,1.0069,0.72,0.32,4.6,9.1,2.6,13.8,False
20041028,5,5.3,11.6,0.87,0.9997,0.54,0.0,2.5,12.5,10.6,15.9,False
20041029,5,3.5,9.2,0.88,0.9996,0.5,0.34,2.1,13.3,8.6,17.7,False
20041030,7,1.3,3.4,0.94,1.0079,0.38,0.0,1.0,10.6,7.1,14.2,False
20041031,7,2.1,7.6,0.93,1.0192,0.21,0.0,0.0,10.2,7.6,12.2,False
20041101,6,4.6,11.0,0.85,1.02,0.26,0.0,0.2,9.6,7.6,11.1,False
20041102,8,2.5,5.1,0.86,1.0186,0.2,0.01,0.0,10.1,8.9,11.5,False
20041103,6,3.0,7.2,0.87,1.0182,0.62,0.0,4.2,11.9,9.3,14.7,False
20041104,7,2.7,5.5,0.9,1.02,0.2,0.01,0.0,11.8,8.6,13.5,False
20041105,3,3.8,10.0,0.85,1.0262,0.61,0.02,4.2,8.2,4.3,12.8,False
20041106,7,3.0,11.6,0.92,1.023,0.26,0.54,0.3,8.1,5.5,10.8,False
20041107,4,1.3,6.4,0.92,1.0225,0.54,0.0,3.5,6.0,1.9,11.7,False
20041108,6,1.3,3.5,0.91,1.0186,0.18,0.0,0.0,6.3,2.9,8.8,False
20041109,4,2.4,7.5,0.86,1.0142,0.76,1.33,7.5,2.7,-1.5,7.0,False
20041110,8,4.0,8.1,0.96,1.0092,0.18,0.57,0.0,2.1,0.4,3.4,False
20041111,6,2.0,6.2,0.88,1.0205,0.2,0.0,0.1,3.4,-1.2,5.9,False
20041112,4,3.7,12.8,0.93,1.0208,0.62,0.52,5.5,3.9,-2.0,8.0,False
20041113,4,3.5,11.2,0.86,1.0258,0.64,0.15,6.0,5.0,0.4,8.6,False
20041114,3,1.3,3.1,0.95,1.0325,0.42,0.0,2.5,2.7,-1.0,7.4,False
20041115,7,3.5,7.7,0.95,1.0279,0.16,0.0,0.0,3.6,-1.3,6.3,False
20041116,8,3.9,9.3,0.93,1.0252,0.16,0.1,0.0,8.3,6.1,9.9,False
20041117,8,6.8,13.7,0.91,1.0198,0.16,0.71,0.0,10.7,9.2,12.7,False
20041118,8,5.0,15.2,0.94,1.0107,0.16,4.2,0.0,8.1,4.4,11.6,False
20041119,6,5.3,13.2,0.91,1.0118,0.45,0.35,3.4,2.5,0.6,4.7,False
20041120,7,5.2,11.2,0.93,1.0213,0.18,0.06,0.1,2.0,0.6,3.1,False
20041121,3,3.6,9.3,0.86,1.0247,0.6,0.12,6.3,1.5,-2.7,6.0,False
20041122,8,6.5,14.0,0.89,1.0157,0.15,0.11,0.0,9.8,3.9,12.3,False
20041123,6,3.8,10.6,0.89,1.0249,0.22,0.26,0.5,7.3,-1.0,10.6,False
20041124,2,1.8,6.3,0.93,1.0341,0.56,0.0,5.9,1.2,-2.3,6.4,False
20041125,2,4.0,8.5,0.76,1.0278,0.62,0.0,7.4,2.1,-0.9,6.7,False
20041126,7,3.9,6.8,0.85,1.0238,0.14,0.47,0.0,3.4,-1.4,6.3,False
20041127,8,3.2,8.2,0.94,1.0229,0.14,0.01,0.0,7.9,6.2,9.2,False
20041128,8,3.0,7.4,0.89,1.0143,0.14,0.18,0.0,8.1,6.6,9.7,False
20041129,7,1.1,3.6,0.96,1.0166,0.16,0.0,0.1,6.9,5.5,8.6,False
20041130,1,2.4,7.2,0.92,1.0149,0.58,0.0,7.2,3.3,-0.2,6.7,False
20041201,7,1.7,4.2,0.96,1.0086,0.12,0.24,0.0,2.0,-1.5,3.4,False
20041202,5,1.2,3.3,0.93,1.0127,0.28,0.0,1.8,2.3,-1.4,6.2,False
20041203,4,1.2,4.7,0.94,1.0215,0.33,0.0,2.6,0.9,-4.1,5.9,False
20041204,7,3.0,7.4,1.0,1.0306,0.12,0.0,0.0,0.9,-0.2,1.7,False
20041205,8,3.2,7.0,0.97,1.03,0.12,0.01,0.0,2.1,-0.2,4.8,False
20041206,7,2.7,6.0,0.94,1.03,0.12,0.0,0.0,6.4,4.6,8.2,False
20041207,8,1.8,5.7,0.88,1.0307,0.12,0.0,0.0,5.9,4.0,7.3,False
20041208,5,1.9,4.8,0.87,1.032,0.12,0.0,0.0,5.1,-2.1,8.5,False
20041209,1,1.8,4.9,0.93,1.028,0.48,0.0,6.2,-0.7,-4.1,4.7,False
20041210,2,2.0,7.0,0.88,1.0266,0.51,0.0,6.8,-0.9,-5.4,4.0,False
20041211,8,1.8,5.2,0.97,1.0303,0.11,0.0,0.0,0.4,-1.0,1.8,False
20041212,6,2.1,6.9,0.9,1.0313,0.3,0.0,2.5,-0.9,-3.3,1.2,False
20041213,8,3.6,7.2,0.87,1.0309,0.11,0.0,0.0,-1.3,-2.3,-0.6,False
20041214,1,3.9,10.8,0.84,1.0291,0.44,0.0,5.4,-0.5,-3.3,2.5,False
20041215,3,6.0,10.4,0.68,1.0227,0.44,0.0,5.5,3.4,0.7,7.6,False
20041216,5,7.1,14.3,0.84,1.0103,0.38,0.19,4.2,3.9,1.5,6.5,False
20041217,8,5.9,16.5,0.89,0.9964,0.14,1.55,0.2,5.8,3.3,7.2,False
20041218,6,6.2,13.0,0.85,1.006,0.18,0.07,0.6,4.3,2.4,5.9,False
20041219,3,1.8,5.5,0.94,1.0098,0.41,0.0,4.9,0.3,-4.9,3.6,False
20041220,3,1.4,4.3,0.94,1.0228,0.4,0.0,4.6,-3.9,-6.9,0.4,False
20041221,2,3.3,7.8,0.78,1.0245,0.51,0.0,7.1,-3.3,-7.1,0.2,False
20041222,8,6.2,13.6,0.89,1.0177,0.11,0.88,0.0,0.7,-3.3,3.8,False
20041223,7,6.5,13.3,0.91,1.0085,0.11,0.05,0.0,7.8,3.7,10.2,False
20041224,7,7.0,17.5,0.79,1.0029,0.24,0.65,1.4,9.2,7.8,11.8,False
20041225,6,5.3,17.6,0.87,0.9962,0.27,0.0,2.0,4.8,0.4,11.5,False
20041226,7,2.1,6.1,0.96,1.007,0.32,0.0,2.8,1.9,-0.7,5.1,False
20041227,7,2.3,9.2,0.95,1.018,0.11,0.0,0.0,-0.2,-1.0,0.7,False
20041228,6,6.1,13.5,0.92,1.0076,0.11,0.69,0.0,0.8,-1.0,3.0,False
20041229,4,3.0,9.9,0.93,1.024,0.48,0.05,6.1,2.6,0.3,5.4,False
20041230,8,4.7,9.5,0.88,1.0291,0.11,0.05,0.0,5.0,2.8,7.2,False
20041231,8,5.1,9.6,0.91,1.0233,0.12,0.03,0.0,8.7,6.4,10.1,False
20050101,7,4.3,17.7,0.89,1.0216,0.12,0.11,0.0,7.3,4.7,10.8,False
20050102,6,7.4,17.8,0.73,1.0204,0.17,0.03,0.4,6.1,4.6,10.4,False
20050103,7,6.5,11.4,0.83,1.0296,0.14,0.0,0.1,6.0,3.6,8.3,False
20050104,7,7.3,15.8,0.76,1.0269,0.32,0.09,2.5,7.4,5.4,8.5,False
20050105,7,5.5,10.2,0.89,1.0245,0.12,0.16,0.0,6.6,4.8,7.2,False
20050106,5,5.8,13.7,0.84,1.0277,0.41,0.0,4.2,7.6,5.8,9.0,False
20050107,6,8.5,16.0,0.79,1.026,0.12,0.0,0.0,10.6,7.6,12.1,False
20050108,5,9.1,22.0,0.69,1.0165,0.16,0.04,0.2,9.2,5.1,11.7,False
20050109,5,6.3,11.4,0.74,1.0242,0.47,0.0,5.2,7.6,5.7,9.5,False
20050110,5,6.6,14.5,0.7,1.0209,0.4,0.03,3.7,12.0,9.1,15.6,False
20050111,7,6.3,12.8,0.8,1.0229,0.32,0.25,2.2,10.4,8.6,12.3,False
20050112,6,5.4,12.2,0.83,1.0217,0.19,0.01,0.4,8.4,4.1,11.1,False
20050113,3,5.2,10.9,0.81,1.0264,0.28,0.0,1.5,5.0,2.5,7.4,False
20050114,3,1.7,5.8,0.89,1.0309,0.39,0.0,3.3,2.5,-0.4,7.1,False
20050115,1,4.0,10.2,0.77,1.0292,0.61,0.0,7.4,1.6,-2.8,5.9,False
20050116,2,5.2,10.8,0.69,1.0245,0.61,0.0,7.4,2.9,-0.3,7.1,False
20050117,7,5.6,12.3,0.81,1.0175,0.22,0.9,0.6,5.8,2.4,8.7,False
20050118,7,5.2,14.5,0.92,0.9977,0.14,1.47,0.0,4.0,0.4,7.4,False
20050119,5,5.0,13.4,0.87,1.008,0.33,0.08,1.9,4.0,0.7,5.8,False
20050120,8,8.3,19.9,0.89,1.0028,0.14,2.3,0.0,9.0,5.0,10.9,False
20050121,5,7.6,21.3,0.78,1.0064,0.32,0.45,1.7,5.4,1.5,8.9,False
20050122,5,4.2,11.8,0.86,1.0156,0.33,0.13,1.8,3.7,0.5,7.5,False
20050123,5,3.2,14.1,0.89,1.0192,0.53,0.24,4.7,1.7,-2.4,5.8,False
20050124,5,4.8,10.3,0.85,1.0204,0.49,0.04,4.0,0.0,-2.2,1.7,False
20050125,6,3.7,9.9,0.8,1.0242,0.34,0.0,1.7,-1.0,-2.8,1.1,False
20050126,5,4.6,10.2,0.77,1.0283,0.35,0.0,1.8,-1.3,-4.7,1.4,False
20050127,8,1.6,5.3,0.93,1.0204,0.16,0.07,0.0,-1.5,-4.4,0.4,False
20050128,7,1.3,3.2,0.92,1.0149,0.16,0.01,0.0,0.0,-1.9,1.9,False
20050129,4,2.0,5.1,0.75,1.0246,0.67,0.06,6.3,-1.0,-6.6,3.0,False
20050130,8,2.4,7.0,0.95,1.0289,0.17,0.32,0.0,1.5,-0.3,5.0,False
20050131,8,5.0,13.9,0.95,1.0246,0.17,0.74,0.0,5.7,4.4,7.4,False
20050201,6,5.0,9.7,0.83,1.0259,0.35,0.02,1.4,4.4,3.3,5.7,False
20050202,7,4.6,10.4,0.91,1.029,0.25,0.42,0.4,5.4,4.0,6.8,False
20050203,7,3.0,8.7,0.88,1.0321,0.18,0.15,0.0,5.5,4.6,6.7,False
20050204,5,2.1,6.4,0.8,1.0324,0.45,0.0,2.4,4.8,0.7,7.8,False
20050205,4,5.2,11.1,0.65,1.0246,0.87,0.0,8.6,2.4,-0.2,4.8,False
20050206,0,3.4,7.7,0.66,1.026,0.87,0.0,8.4,2.1,-1.9,7.1,False
20050207,3,3.1,8.9,0.68,1.0266,0.62,0.0,4.3,0.5,-4.5,5.3,False
20050208,0,3.7,7.9,0.78,1.0284,0.87,0.0,8.0,1.5,-1.6,6.0,False
20050209,7,4.5,9.6,0.76,1.0291,0.32,0.0,0.7,5.3,1.5,8.6,False
20050210,8,7.4,15.0,0.86,1.0232,0.21,2.55,0.0,7.8,6.3,8.6,False
20050211,8,1.8,6.0,0.98,1.0193,0.21,0.68,0.0,7.0,5.6,8.2,False
20050212,7,8.8,20.7,0.89,1.0009,0.25,0.97,0.1,8.8,3.9,12.4,False
20050213,7,6.6,16.0,0.87,0.9972,0.38,0.96,1.0,2.9,0.9,4.8,False
20050214,6,4.9,13.9,0.88,1.0046,0.43,0.66,1.4,2.6,0.3,5.0,False
20050215,7,5.6,12.5,0.82,1.0156,0.23,0.02,0.0,0.9,-0.7,2.8,False
20050216,7,3.9,8.2,0.78,1.0246,0.28,0.02,0.2,-0.3,-1.3,1.1,False
20050217,7,2.1,5.6,0.73,1.0268,0.38,0.0,0.8,-0.6,-1.3,0.6,False
20050218,7,4.1,9.0,0.72,1.0209,0.49,0.33,1.7,-0.1,-3.4,2.1,False
20050219,7,2.8,8.7,0.93,1.0094,0.42,0.1,1.0,2.2,0.3,5.2,False
20050220,7,2.8,9.2,0.95,1.0071,0.34,0.42,0.4,1.1,-1.2,4.0,False
20050221,6,2.5,11.4,0.85,1.0094,0.55,0.0,2.0,0.9,-1.7,3.3,False
20050222,6,5.7,13.2,0.71,1.0114,0.46,0.0,1.2,-0.1,-1.8,1.9,False
20050223,8,2.3,6.1,0.86,1.0107,0.26,0.08,0.0,-1.3,-2.5,0.4,False
20050224,4,3.2,8.9,0.77,1.0142,0.92,0.0,5.7,-0.9,-3.9,1.9,False
20050225,4,1.9,6.9,0.81,1.018,0.91,0.0,5.5,-1.4,-6.2,3.6,False
20050226,8,1.8,12.9,0.93,1.0152,0.27,0.22,0.0,0.5,-1.2,1.8,False
20050227,3,5.3,13.6,0.71,1.0223,0.91,0.0,5.2,-3.4,-7.1,-1.1,False
20050228,2,1.9,7.3,0.68,1.024,1.32,0.0,10.1,-5.2,-11.1,0.2,False
20050301,7,5.3,11.0,0.67,1.0105,0.31,0.0,0.0,-2.9,-5.3,-0.3,False
20050302,8,5.3,11.2,0.76,1.0045,0.32,0.08,0.0,-1.0,-2.3,0.6,False
20050303,7,3.6,10.0,0.83,1.0108,0.49,0.0,0.7,-0.5,-2.3,1.8,False
20050304,7,2.8,7.6,0.74,1.0128,0.73,0.02,2.3,-1.6,-5.3,0.8,False
20050305,7,3.4,10.7,0.78,1.0066,0.33,0.0,0.0,-0.4,-2.0,1.8,False
20050306,5,3.7,10.5,0.79,1.0214,0.96,0.06,4.1,-1.7,-5.5,2.2,False
20050307,8,3.3,8.9,0.89,1.0215,0.39,0.3,0.1,2.3,-1.7,5.0,False
20050308,8,4.6,9.6,0.88,1.0224,0.39,0.07,0.1,4.4,3.2,5.9,False
20050309,7,3.8,12.6,0.86,1.0271,0.43,0.06,0.2,4.3,-0.3,6.6,False
20050310,2,1.7,5.4,0.86,1.029,1.52,0.0,9.2,1.3,-4.7,7.1,False
20050311,8,7.3,17.8,0.86,1.0104,0.37,0.94,0.0,3.7,0.5,6.9,False
20050312,6,6.4,15.2,0.89,1.0026,0.8,0.65,2.2,2.7,0.8,5.3,False
20050313,7,5.0,13.6,0.8,1.0106,0.58,0.06,0.8,4.4,2.0,7.6,False
20050314,7,3.4,7.0,0.7,1.0146,0.38,0.0,0.0,4.9,2.2,8.0,False
20050315,4,4.6,11.5,0.64,1.0208,1.62,0.0,9.3,7.9,0.7,14.0,False
20050316,5,6.0,14.1,0.58,1.0219,1.69,0.0,9.8,15.0,9.5,20.4,True
20050317,7,7.3,14.8,0.7,1.0237,0.71,0.0,1.3,14.2,11.2,16.7,False
20050318,7,4.5,8.8,0.81,1.0274,0.6,0.01,0.7,11.0,8.7,13.9,False
20050319,8,2.4,6.3,0.88,1.0254,0.41,0.07,0.0,11.1,8.2,13.4,False
20050320,6,3.1,7.3,0.77,1.0227,1.42,0.0,6.5,8.5,4.7,12.4,False
20050321,4,4.1,10.9,0.49,1.0165,1.91,0.0,11.1,10.9,3.7,17.7,False
20050322,6,6.6,14.5,0.5,1.0112,1.15,0.13,4.0,13.6,9.6,19.1,False
20050323,3,2.6,5.6,0.73,1.0182,1.73,0.0,8.9,13.0,8.1,18.4,True
20050324,5,4.6,12.2,0.74,1.0158,1.29,0.37,4.9,13.6,7.7,19.7,False
20050325,7,2.4,6.6,0.84,1.0168,1.02,0.32,2.8,12.0,9.1,16.7,False
20050326,5,2.4,6.7,0.78,1.0087,1.3,0.34,4.8,12.5,8.5,18.7,False
20050327,6,2.6,6.9,0.8,1.0063,0.6,0.31,0.4,12.9,9.7,16.3,False
20050328,7,2.9,9.3,0.82,1.0116,0.85,0.0,1.6,12.7,9.3,16.9,False
20050329,6,1.6,6.4,0.84,1.0135,0.71,0.0,0.8,11.6,6.9,16.5,False
20050330,7,2.9,10.3,0.83,1.0156,0.69,0.23,0.7,11.8,8.5,15.2,False
20050331,4,2.3,6.1,0.6,1.0233,1.58,0.0,6.5,11.8,6.5,18.0,True
20050401,0,3.4,9.4,0.44,1.0262,2.23,0.0,12.2,10.9,2.7,17.1,False
20050402,0,4.2,11.5,0.38,1.0229,2.26,0.0,12.3,12.3,4.2,18.7,True
20050403,2,3.9,9.1,0.41,1.0221,2.15,0.0,11.1,15.0,8.4,21.6,True
20050404,4,4.0,14.5,0.55,1.0219,1.67,0.2,6.8,14.4,9.2,20.3,False
20050405,6,3.8,10.1,0.69,1.0244,1.43,0.0,4.8,10.2,7.7,13.6,False
20050406,6,5.6,15.0,0.69,1.0169,1.25,0.33,3.5,10.2,5.2,15.0,False
20050407,5,7.2,18.1,0.69,1.0032,1.63,0.05,6.1,10.1,7.3,12.9,False
20050408,6,4.8,12.1,0.75,1.0034,0.87,0.19,1.2,7.5,3.8,10.0,False
20050409,7,6.2,13.8,0.75,1.0176,1.19,0.23,2.9,4.8,2.6,8.1,False
20050410,6,3.4,8.6,0.84,1.0243,0.59,0.0,0.1,7.2,2.8,10.3,False
20050411,5,1.2,4.0,0.81,1.0293,0.54,0.0,0.0,7.2,0.7,12.0,False
20050412,7,1.0,3.0,0.77,1.0222,0.55,0.0,0.0,10.6,4.8,15.4,False
20050413,6,3.3,9.1,0.75,1.0117,1.32,0.07,3.5,11.5,4.6,16.5,False
20050414,7,4.1,9.6,0.66,1.0056,1.07,0.0,2.0,13.5,9.1,17.4,False
20050415,6,4.5,13.3,0.63,1.0043,1.63,0.59,5.4,13.3,7.6,19.6,False
20050416,7,3.9,9.0,0.87,1.0047,1.11,0.06,2.1,10.1,7.4,15.4,False
20050417,6,2.4,6.4,0.87,1.001,0.71,0.0,0.3,11.0,6.2,15.4,False
20050418,7,2.6,9.4,0.81,1.0012,0.97,0.15,1.3,12.6,9.9,17.4,False
20050419,8,2.7,9.5,0.92,1.0049,0.58,2.25,0.0,8.9,7.6,10.3,False
20050420,6,3.3,10.1,0.71,1.0114,1.74,0.25,5.8,9.4,3.2,13.1,False
20050421,1,2.7,10.1,0.57,1.0196,2.67,0.0,13.0,7.7,1.0,13.4,False
20050422,1,2.0,5.2,0.59,1.0167,2.65,0.0,12.7,9.2,0.6,16.6,False
20050423,2,2.3,10.4,0.58,1.0117,2.5,0.0,11.3,11.1,1.7,19.8,True
20050424,6,2.9,9.6,0.72,1.0095,2.0,0.32,7.3,13.8,8.6,19.4,False
20050425,8,2.7,7.3,0.81,1.0076,0.67,0.09,0.1,12.8,11.0,15.4,False
20050426,7,2.6,10.6,0.84,1.0134,1.11,0.24,1.7,12.2,9.4,16.6,False
20050427,5,4.9,13.6,0.77,1.0161,1.45,0.59,3.5,11.1,5.6,15.3,False
20050428,5,3.2,8.3,0.67,1.0212,2.04,0.71,7.3,12.8,5.0,18.7,False
20050429,7,2.9,6.5,0.86,1.02,0.63,0.18,0.0,14.2,11.4,16.5,False
20050430,6,1.6,5.9,0.8,1.0166,1.53,0.0,3.8,16.4,11.5,20.7,True
20050501,2,3.1,9.1,0.6,1.011,2.73,0.0,12.3,20.8,10.3,28.9,True
20050502,4,3.7,9.7,0.61,1.0118,2.03,0.0,6.9,20.7,14.4,25.5,True
20050503,5,3.3,17.0,0.82,1.0126,1.37,1.25,2.8,15.3,11.9,18.8,False
20050504,6,3.7,8.7,0.84,1.0132,1.14,0.35,1.6,13.3,11.2,16.1,False
20050505,6,4.2,10.9,0.61,1.0182,1.87,0.32,5.7,11.2,6.8,15.0,False
20050506,6,5.3,15.2,0.72,1.0143,1.77,0.28,5.0,11.0,7.1,14.4,False
20050507,6,4.5,18.2,0.84,1.008,1.15,0.61,1.6,8.5,4.7,12.1,False
20050508,4,3.4,13.8,0.81,1.0112,1.57,0.45,3.7,7.2,2.7,11.3,False
20050509,4,3.8,12.4,0.81,1.0129,1.59,1.16,3.8,7.0,1.7,12.4,False
20050510,5,3.0,13.8,0.75,1.0181,1.12,0.11,1.4,7.7,2.4,12.7,False
20050511,4,2.7,7.8,0.75,1.0237,1.5,0.0,3.2,8.5,3.5,13.4,False
20050512,1,4.2,12.5,0.65,1.0231,2.75,0.0,11.5,9.3,1.4,14.7,False
20050513,6,3.3,9.8,0.62,1.0189,1.93,0.01,5.7,12.1,4.3,17.2,False
20050514,7,3.9,9.6,0.66,1.0119,0.8,0.04,0.2,13.4,7.7,16.7,False
20050515,6,3.6,9.7,0.83,1.0147,1.32,0.31,2.2,9.7,6.5,14.9,False
20050516,3,2.6,7.5,0.71,1.0139,2.78,0.06,11.5,11.8,3.6,18.6,False
20050517,7,2.9,8.5,0.71,1.0172,1.27,0.0,1.9,8.2,3.8,11.6,False
20050518,3,1.7,6.1,0.67,1.0225,2.17,0.0,7.0,8.3,1.7,13.5,False
20050519,5,5.1,11.2,0.53,1.0222,2.79,0.42,11.4,13.5,3.1,19.7,False
20050520,7,4.3,11.3,0.67,1.0164,1.71,0.51,4.1,16.8,11.7,23.3,False
20050521,6,3.7,9.7,0.69,1.0124,2.16,0.0,6.8,16.9,12.9,21.1,True
20050522,5,4.3,11.5,0.65,1.0117,2.13,0.0,6.6,16.2,11.5,21.1,True
20050523,3,3.9,10.3,0.65,1.0174,2.35,0.0,8.0,14.3,9.3,18.5,True
20050524,6,4.4,10.9,0.63,1.0228,1.54,0.0,3.1,14.6,8.5,19.0,True
20050525,4,3.2,8.1,0.59,1.0241,2.7,0.0,10.4,19.1,14.7,24.8,True
20050526,4,4.3,10.9,0.52,1.0191,2.97,0.0,12.4,23.0,16.6,30.1,True
20050527,2,2.6,7.6,0.53,1.0155,3.27,0.0,14.7,24.2,13.8,31.6,True
20050528,1,4.5,10.3,0.56,1.0151,3.24,0.0,14.4,24.7,16.5,30.6,True
20050529,5,2.6,11.2,0.57,1.0188,2.75,1.76,10.6,18.9,12.1,24.9,False
20050530,8,3.6,10.2,0.88,1.0196,0.89,0.39,0.3,11.4,7.4,14.3,False
20050531,2,3.2,14.5,0.79,1.0256,2.56,0.1,9.2,11.7,6.3,18.4,False
20050601,3,1.7,8.1,0.65,1.0235,3.14,0.02,13.5,12.9,5.1,19.0,False
20050602,7,3.7,8.7,0.73,1.0167,0.98,0.0,0.5,16.6,12.5,21.0,True
20050603,5,4.4,14.1,0.68,1.01,2.62,0.27,9.4,19.8,13.4,27.8,False
20050604,6,5.6,14.0,0.79,1.0127,1.87,0.65,4.5,14.2,11.5,17.6,False
20050605,7,4.1,12.3,0.84,1.0165,0.87,0.36,0.2,13.6,11.6,16.5,False
20050606,7,4.1,9.7,0.77,1.0209,1.32,0.33,1.7,12.6,8.7,15.3,False
20050607,4,4.3,11.6,0.65,1.032,1.95,0.0,4.9,10.9,6.8,15.1,False
20050608,4,2.5,7.4,0.69,1.0357,2.27,0.0,6.9,11.2,5.5,15.7,False
20050609,3,1.8,6.9,0.65,1.0304,3.16,0.0,13.4,12.7,4.8,19.9,True
20050610,4,2.6,9.1,0.69,1.0212,2.45,0.0,8.1,14.3,6.0,21.2,True
20050611,6,2.9,10.2,0.65,1.0154,1.57,0.0,2.8,11.8,9.3,15.0,False
20050612,6,3.4,9.5,0.63,1.0102,2.14,0.16,6.0,12.8,7.6,16.9,False
20050613,5,4.1,12.4,0.66,1.0072,2.44,0.12,8.0,13.4,7.8,17.7,False
20050614,4,2.0,7.1,0.6,1.012,2.99,0.0,12.0,15.6,5.9,22.6,True
20050615,3,2.8,10.4,0.59,1.0181,2.98,0.0,11.9,18.4,7.8,26.1,True
20050616,7,4.2,10.4,0.63,1.0229,2.11,0.08,5.8,19.6,15.2,24.0,False
20050617,8,3.9,9.6,0.8,1.0264,0.96,0.0,0.4,19.7,16.9,22.8,True
20050618,2,2.8,7.5,0.59,1.0268,3.29,0.0,14.4,20.2,12.5,25.8,True
20050619,0,2.5,8.2,0.53,1.0208,3.49,0.0,16.0,21.7,10.8,29.9,True
20050620,2,3.5,10.0,0.46,1.0159,3.4,0.0,15.3,25.9,16.0,32.5,True
20050621,6,3.4,9.1,0.56,1.0171,2.42,0.0,7.8,23.5,16.2,28.2,True
20050622,3,2.3,8.3,0.59,1.0224,3.28,0.0,14.3,20.5,14.1,26.1,True
20050623,2,2.7,11.3,0.52,1.0192,3.34,0.0,14.8,23.9,14.5,31.1,True
20050624,3,2.3,7.6,0.46,1.013,3.02,0.0,12.2,27.2,21.3,33.5,True
20050625,7,3.2,11.0,0.8,1.0157,1.0,0.71,0.5,21.0,15.9,24.3,False
20050626,5,2.7,6.2,0.66,1.0237,2.71,0.0,9.9,18.4,13.5,24.0,True
20050627,2,2.6,6.8,0.58,1.0211,3.4,0.0,15.3,20.5,12.7,27.4,True
20050628,4,3.0,7.9,0.53,1.0167,3.27,1.02,14.3,21.0,14.0,27.0,False
20050629,7,2.2,12.3,0.75,1.0087,1.83,2.17,4.2,21.2,16.3,26.9,False
20050630,7,2.7,11.6,0.84,1.0089,1.06,0.56,0.7,18.1,13.9,23.8,False
20050701,6,3.9,12.6,0.8,1.0136,1.78,0.14,3.9,17.6,14.2,22.1,False
20050702,7,2.9,7.7,0.85,1.0198,0.88,0.18,0.2,18.4,15.2,20.9,False
20050703,5,2.4,7.3,0.7,1.017,2.67,0.0,9.7,22.2,16.4,27.4,True
20050704,5,5.8,17.8,0.69,1.0077,2.37,1.26,7.6,20.1,12.5,27.3,False
20050705,4,4.4,10.2,0.67,1.0138,2.52,0.06,8.7,14.9,10.8,18.6,False
20050706,7,5.0,12.2,0.78,1.0081,1.27,0.45,1.5,15.4,12.9,20.2,False
20050707,7,2.8,8.3,0.76,1.0103,1.57,0.0,2.9,15.1,12.2,18.2,True
20050708,6,1.8,7.3,0.81,1.0154,1.65,1.13,3.3,15.0,11.5,18.0,False
20050709,2,2.6,9.2,0.72,1.0202,3.21,0.0,14.1,17.6,9.4,23.6,True
