DATE,BUDAPEST_cloud_cover,BUDAPEST_humidity,BUDAPEST_pressure,BUDAPEST_global_radiation,BUDAPEST_precipitation,BUDAPEST_sunshine,BUDAPEST_temp_mean,BUDAPEST_temp_max,BUDAPEST_picnic_weather
20041212,8,0.82,1.0331,0.09,0.0,0.0,-1.4,-0.6,False
20041213,8,0.79,1.0338,0.16,0.0,0.0,-0.8,0.0,False
20041214,8,0.76,1.0351,0.08,0.0,0.0,0.2,1.0,False
20041215,8,0.8,1.0334,0.06,0.0,0.0,-2.3,-0.1,False
20041216,8,0.82,1.028,0.06,0.0,0.0,-2.3,-1.5,False
20041217,8,0.9,1.0137,0.08,1.19,0.0,-1.6,-0.6,False
20041218,7,0.84,1.0013,0.23,0.0,0.6,1.6,3.8,False
20041219,4,0.69,1.0068,0.67,0.0,7.0,1.9,4.6,False
20041220,2,0.66,1.0159,0.43,0.0,5.0,0.7,3.0,False
20041221,0,0.7,1.0259,0.79,0.0,7.6,-1.2,2.8,False
20041222,1,0.74,1.0262,0.8,0.0,7.5,-1.8,2.5,False
20041223,8,0.79,1.0178,0.24,0.05,0.0,-1.7,0.2,False
20041224,7,0.75,1.0113,0.15,0.0,0.0,2.8,7.9,False
20041225,6,0.7,1.0101,0.23,0.0,1.1,3.8,6.8,False
20041226,8,0.76,1.0073,0.12,0.61,0.0,4.7,6.7,False
20041227,8,0.89,1.0087,0.13,1.29,0.0,4.9,7.3,False
20041228,6,0.79,1.013,0.34,0.05,0.3,3.2,4.6,False
20041229,6,0.74,1.0149,0.37,0.0,3.1,3.4,5.2,False
20041230,2,0.69,1.0288,0.57,0.0,5.8,2.8,6.0,False
20041231,4,0.71,1.0297,0.66,0.0,5.0,2.0,4.7,False
20050101,8,0.78,1.0252,0.16,0.0,0.0,4.7,5.7,False
20050102,8,0.71,1.0201,0.21,0.0,0.0,6.2,8.6,False
20050103,6,0.64,1.0242,0.5,0.0,5.3,4.1,8.1,False
20050104,8,0.7,1.023,0.08,0.05,0.0,5.9,7.5,False
20050105,6,0.5,1.0256,0.57,0.0,4.0,7.6,9.1,False
20050106,6,0.71,1.025,0.24,0.36,0.6,6.3,8.4,False
20050107,7,0.69,1.0324,0.23,0.0,0.0,5.5,7.3,False
20050108,3,0.73,1.0271,0.72,0.0,7.9,5.5,10.1,False
20050109,5,0.73,1.0274,0.38,0.0,2.2,6.2,12.5,False
20050110,4,0.75,1.0317,0.67,0.0,7.1,6.9,11.7,False
20050111,6,0.94,1.0298,0.21,0.0,2.8,2.4,7.8,False
20050112,8,0.97,1.0291,0.15,0.0,0.0,1.1,2.6,False
20050113,8,0.9,1.0258,0.16,0.0,0.0,1.9,4.6,False
20050114,1,0.71,1.0259,0.64,0.0,6.5,2.9,5.0,False
20050115,4,0.64,1.0278,0.8,0.0,7.4,3.0,6.1,False
20050116,1,0.57,1.033,0.82,0.0,7.8,0.7,4.0,False
20050117,0,0.7,1.0319,0.92,0.0,7.9,-1.6,2.1,False
20050118,8,0.87,1.0187,0.19,0.0,0.0,-5.2,-0.4,False
20050119,6,0.82,1.0109,0.25,0.0,0.0,-3.0,-0.3,False
20050120,6,0.75,1.012,0.5,0.93,1.5,0.7,3.3,False
20050121,4,0.74,0.9982,0.54,0.31,3.8,3.7,7.3,False
20050122,4,0.65,1.0052,0.53,0.0,4.4,2.8,4.2,False
20050123,4,0.71,1.0136,0.87,0.0,6.5,1.2,3.9,False
20050124,7,0.74,1.0125,0.58,0.0,2.2,-0.5,2.4,False
20050125,7,0.67,1.0109,0.66,0.1,4.3,-1.0,1.5,False
20050126,8,0.86,1.0056,0.22,0.58,0.0,-1.8,-0.2,False
20050127,7,0.68,1.008,0.78,0.0,4.0,-4.2,-1.5,False
20050128,8,0.73,1.0146,0.27,0.0,0.0,-6.3,-4.3,False
20050129,2,0.6,1.017,0.99,0.0,8.0,-4.8,-0.9,False
20050130,2,0.6,1.0245,1.04,0.0,8.5,-5.4,-1.7,False
20050131,8,0.79,1.0189,0.24,0.22,0.0,-1.9,1.0,False
20050201,5,0.75,1.011,0.77,0.0,5.4,1.5,2.9,False
20050202,7,0.75,1.0183,0.78,0.0,0.3,0.5,2.3,False
20050203,8,0.87,1.0238,0.3,0.0,0.0,-3.2,0.9,False
20050204,0,0.71,1.0313,1.13,0.0,7.8,-2.0,3.1,False
20050205,2,0.63,1.0326,1.06,0.0,6.8,-3.3,0.6,False
20050206,0,0.63,1.0355,1.07,0.0,8.1,-4.2,0.6,False
20050207,0,0.54,1.0391,1.23,0.0,9.0,-5.6,-1.0,False
20050208,0,0.55,1.0415,1.21,0.0,8.7,-5.7,0.1,False
20050209,1,0.56,1.0397,1.24,0.0,9.0,-5.6,1.0,False
20050210,0,0.54,1.0365,1.21,0.0,8.3,-5.7,-0.8,False
20050211,8,0.76,1.0278,0.22,0.16,0.0,-4.8,-3.3,False
20050212,8,0.89,1.0167,0.35,1.19,0.0,-4.2,-2.6,False
20050213,6,0.71,0.9963,0.56,0.05,2.4,4.1,7.5,False
20050214,5,0.64,0.9982,0.93,0.0,7.2,2.5,5.4,False
20050215,8,0.77,0.9989,0.27,0.31,0.0,0.0,1.5,False
20050216,8,0.88,1.0061,0.28,0.0,0.0,0.2,1.1,False
20050217,8,0.75,1.0117,0.4,0.0,0.0,1.1,2.0,False
20050218,7,0.72,1.0154,1.14,0.0,4.6,0.3,2.6,False
20050219,6,0.61,1.0125,0.58,0.0,1.4,-0.2,1.6,False
20050220,8,0.63,1.0103,0.81,0.0,0.0,1.0,2.9,False
20050221,8,0.84,1.0093,0.28,0.76,0.0,-0.7,1.9,False
20050222,8,0.89,1.0064,0.37,1.4,0.0,1.8,3.8,False
20050223,8,0.88,1.008,0.59,0.65,1.5,2.0,4.2,False
20050224,8,0.87,1.0102,0.33,0.06,0.2,1.0,2.6,False
20050225,8,0.81,1.0148,0.85,0.0,0.2,1.1,3.4,False
20050226,3,0.72,1.0107,1.47,0.0,6.3,0.7,4.3,False
20050227,8,0.59,1.0043,0.61,0.0,0.0,-1.3,2.1,False
20050228,2,0.45,1.0143,1.33,0.0,6.0,-6.1,-2.7,False
20050301,1,0.53,1.0167,1.77,0.0,9.9,-5.3,-1.7,False
20050302,1,0.5,1.0161,1.79,0.0,9.7,-4.6,-0.3,False
20050303,8,0.65,1.0165,0.56,0.0,0.4,-3.2,-1.2,False
20050304,8,0.89,1.0128,0.32,0.45,0.0,-1.7,-0.9,False
20050305,7,0.75,1.0044,0.83,0.0,0.3,-1.1,1.5,False
20050306,5,0.64,1.0052,1.5,0.0,5.9,-2.6,-0.1,False
20050307,4,0.62,1.0129,1.45,0.0,6.6,-2.6,-1.0,False
20050308,6,0.72,1.0136,1.29,0.0,5.1,0.2,3.1,False
20050309,7,0.63,1.0166,1.11,0.0,1.4,1.8,4.0,False
20050310,3,0.46,1.0235,1.65,0.0,9.6,-2.6,0.7,False
20050311,6,0.53,1.0179,1.58,0.0,5.9,-1.0,2.1,False
20050312,7,0.59,1.0017,1.45,0.08,4.5,5.1,9.1,False
20050313,5,0.55,1.0087,1.65,0.0,7.2,4.5,7.3,False
20050314,3,0.57,1.019,1.92,0.0,10.1,5.5,11.1,False
20050315,3,0.61,1.0231,1.84,0.0,8.1,5.9,11.2,False
20050316,5,0.58,1.0278,1.66,0.0,6.5,9.1,16.3,False
20050317,5,0.47,1.0253,1.86,0.0,9.6,14.0,20.7,True
20050318,6,0.58,1.0202,0.77,0.0,3.5,15.0,17.7,False
20050319,6,0.51,1.0179,1.17,0.0,1.1,9.3,16.8,False
20050320,3,0.48,1.0268,2.16,0.0,10.4,1.8,5.2,False
20050321,3,0.53,1.0233,2.12,0.0,10.8,2.4,8.0,False
20050322,1,0.52,1.0234,2.1,0.0,10.3,4.3,9.9,False
20050323,7,0.49,1.0244,1.91,0.0,9.3,6.6,12.5,False
20050324,6,0.47,1.0226,1.8,0.0,7.3,9.0,15.4,False
20050325,4,0.55,1.0194,1.78,0.05,7.8,11.5,17.7,False
20050326,7,0.84,1.0137,0.6,0.0,0.7,11.8,14.9,False
20050327,8,0.89,1.0102,0.54,0.3,0.0,10.9,12.2,False
20050328,6,0.64,1.0075,0.82,0.02,4.2,13.5,18.2,False
20050329,5,0.61,1.0147,1.83,0.0,7.0,11.1,16.6,False
20050330,5,0.53,1.0168,1.33,0.0,4.4,10.3,15.2,False
20050331,1,0.32,1.0225,2.36,0.0,10.8,8.0,13.3,False
20050401,1,0.4,1.0289,1.94,0.0,8.0,6.9,11.7,False
20050402,0,0.39,1.0309,1.86,0.0,11.3,8.3,14.5,False
20050403,2,0.36,1.0297,2.21,0.0,11.2,10.8,16.7,False
20050404,0,0.36,1.0294,1.22,0.0,10.7,12.0,18.2,True
20050405,0,0.36,1.028,1.81,0.0,10.8,12.1,18.1,True
20050406,1,0.38,1.0245,1.57,0.0,10.6,14.1,20.8,True
20050407,5,0.32,1.0167,2.46,0.0,8.2,15.4,20.6,True
20050408,6,0.35,1.0072,2.19,0.0,7.5,16.1,20.6,True
20050409,7,0.56,1.0063,1.97,0.51,4.8,14.3,20.0,False
20050410,8,0.85,1.0153,0.29,1.4,0.0,7.6,15.0,False
20050411,8,0.68,1.0231,0.64,0.01,0.0,8.6,11.1,False
20050412,7,0.52,1.0184,0.46,0.04,0.2,11.2,14.6,False
20050413,5,0.67,1.0108,1.86,0.21,5.4,14.0,19.2,False
20050414,7,0.74,1.0052,1.05,0.64,4.6,14.6,20.1,False
20050415,6,0.6,1.0049,2.35,0.0,9.0,16.7,21.8,True
20050416,4,0.58,1.0053,2.27,0.0,9.6,15.7,20.7,True
20050417,8,0.67,0.9985,2.12,1.16,0.3,14.4,18.8,False
20050418,8,0.87,0.9937,1.35,1.25,0.0,11.9,15.1,False
20050419,7,0.75,0.9982,2.09,0.03,4.5,14.5,19.1,False
20050420,8,0.88,1.003,2.0,1.67,0.4,10.2,14.6,False
20050421,7,0.71,1.0107,2.24,0.18,2.6,5.7,9.9,False
20050422,1,0.4,1.015,2.57,0.0,11.8,7.0,12.4,False
20050423,2,0.42,1.0149,2.18,0.0,11.3,11.0,16.4,False
20050424,5,0.54,1.0149,1.53,0.46,9.8,13.0,19.3,False
20050425,8,0.81,1.0114,2.05,1.1,1.1,12.7,17.0,False
20050426,7,0.78,1.0093,1.54,0.0,1.7,11.9,14.9,False
20050427,4,0.58,1.0165,1.03,1.12,11.5,14.5,20.3,False
20050428,2,0.61,1.0195,2.92,0.0,11.3,13.0,17.0,False
20050429,4,0.49,1.0204,2.58,0.0,9.6,13.5,18.1,True
20050430,3,0.51,1.0198,2.72,0.0,11.1,13.5,19.5,True
20050501,4,0.5,1.0174,2.63,0.0,11.1,16.9,22.9,True
20050502,3,0.52,1.0167,2.84,0.0,12.3,20.4,28.2,True
20050503,5,0.52,1.0135,2.7,0.0,10.3,22.5,29.1,True
20050504,7,0.7,1.0079,0.96,0.0,1.8,16.6,25.6,True
20050505,6,0.63,1.0074,2.55,0.0,8.5,15.3,18.8,True
20050506,4,0.61,1.009,2.56,0.0,9.4,13.1,17.4,False
20050507,3,0.52,1.0079,2.89,0.22,11.0,12.0,15.4,False
20050508,6,0.55,1.0072,2.13,0.0,6.5,10.2,13.6,False
20050509,8,0.57,1.0135,2.06,0.0,3.5,10.4,14.4,False
20050510,4,0.54,1.016,2.79,0.12,8.8,12.2,17.0,False
20050511,4,0.58,1.0168,2.51,0.0,10.6,12.2,16.4,False
20050512,2,0.48,1.0213,2.98,0.0,12.6,11.7,16.1,False
20050513,3,0.49,1.0227,3.03,0.0,10.8,13.1,19.6,True
20050514,5,0.44,1.0181,2.73,0.8,9.3,16.2,21.5,False
20050515,7,0.66,1.0132,1.88,0.0,4.6,17.2,22.4,True
20050516,6,0.59,1.0144,2.22,0.0,8.3,18.8,23.4,True
20050517,5,0.71,1.012,2.14,0.45,6.8,18.2,22.4,False
20050518,8,0.9,1.0114,0.56,3.23,0.4,15.1,17.7,False
20050519,7,0.75,1.0165,0.77,0.2,0.0,12.1,13.9,False
20050520,5,0.61,1.0215,2.64,0.0,7.1,13.9,18.9,True
20050521,1,0.57,1.0192,3.23,0.0,13.9,16.7,23.5,True
20050522,3,0.61,1.0167,3.01,0.0,13.1,18.5,25.2,True
20050523,2,0.59,1.0153,3.29,0.0,12.0,20.8,26.5,True
20050524,6,0.68,1.0187,3.17,0.0,11.4,17.5,24.8,True
20050525,5,0.6,1.0228,2.1,0.0,8.3,19.2,24.2,True
20050526,1,0.5,1.023,3.18,0.0,14.2,21.3,26.8,True
20050527,1,0.53,1.0194,3.28,0.0,14.2,23.6,30.0,True
20050528,2,0.52,1.0185,3.2,0.0,13.0,24.7,31.4,True
20050529,3,0.5,1.0172,3.23,0.0,13.9,25.6,32.4,True
20050530,3,0.47,1.0142,3.11,0.0,13.6,26.9,32.5,True
20050531,5,0.58,1.016,2.56,0.0,8.1,18.9,29.2,True
20050601,2,0.44,1.0195,3.12,0.0,13.6,16.4,20.6,True
20050602,3,0.44,1.02,2.5,0.0,12.6,16.8,22.0,True
20050603,4,0.45,1.0186,3.24,0.0,13.0,19.6,25.3,True
20050604,2,0.46,1.0143,3.31,0.0,12.2,21.3,27.8,True
20050605,6,0.63,1.0152,1.95,0.0,5.9,17.4,25.8,True
20050606,4,0.48,1.0157,2.89,0.0,12.9,18.4,22.4,True
20050607,4,0.51,1.0178,3.24,0.0,10.5,15.0,19.8,True
20050608,8,0.6,1.0221,1.56,0.88,0.2,12.7,16.3,False
20050609,8,0.77,1.0172,0.47,2.64,0.0,10.1,13.7,False
20050610,8,0.87,1.011,0.56,1.3,0.0,10.6,11.9,False
20050611,6,0.71,1.0116,2.3,0.0,5.5,14.3,20.0,True
20050612,7,0.73,1.0118,2.2,0.0,4.0,16.2,19.9,True
20050613,1,0.63,1.0119,3.34,0.0,13.5,19.8,25.4,True
20050614,3,0.53,1.0151,3.16,0.0,12.8,22.5,28.3,True
20050615,6,0.6,1.0161,2.59,0.0,9.2,22.0,29.2,True
20050616,4,0.61,1.0182,2.27,0.0,13.4,23.3,27.8,True
20050617,4,0.56,1.0206,2.49,0.0,12.5,23.5,28.4,True
20050618,3,0.52,1.0178,3.03,0.0,11.6,22.3,26.4,True
20050619,4,0.48,1.0175,2.8,0.0,13.3,20.1,24.5,True
20050620,2,0.47,1.0159,3.07,0.0,12.6,21.3,26.9,True
20050621,3,0.49,1.0168,2.89,0.0,13.0,21.4,26.6,True
20050622,5,0.51,1.0176,2.68,0.0,8.4,22.3,27.6,True
20050623,3,0.51,1.0185,2.63,0.0,9.4,21.4,25.6,True
20050624,1,0.45,1.0211,3.45,0.0,14.8,21.4,27.3,True
20050625,3,0.47,1.0177,3.33,0.0,14.1,22.8,28.8,True
20050626,6,0.63,1.0173,2.17,0.0,3.5,23.0,28.2,True
20050627,3,0.53,1.0179,2.82,0.0,13.0,23.6,27.3,True
20050628,4,0.48,1.0148,3.11,0.0,13.1,23.9,29.5,True
20050629,4,0.48,1.0089,2.68,0.0,10.6,24.8,30.3,True
20050630,6,0.69,1.0071,1.64,0.9,6.2,21.8,26.0,False
20050701,7,0.7,1.0098,2.23,0.93,7.1,20.1,26.4,False
20050702,8,0.78,1.0118,0.93,0.04,0.1,18.3,21.6,False
20050703,4,0.51,1.0164,2.67,0.0,10.3,21.4,25.7,True
20050704,2,0.5,1.0149,3.42,0.0,14.1,21.7,27.6,True
20050705,6,0.67,1.0104,1.83,0.6,6.9,18.9,27.4,False
20050706,4,0.62,1.0096,3.0,0.0,11.3,15.4,20.2,True
20050707,4,0.57,1.0115,2.88,0.0,11.8,19.1,24.8,True
20050708,5,0.7,1.0136,2.07,0.2,7.1,19.6,24.7,False
20050709,7,0.77,1.0148,2.31,0.0,5.4,19.2,23.3,True
20050710,6,0.82,1.0151,1.2,0.45,2.7,18.2,21.5,False
20050711,7,0.81,1.0163,1.95,2.92,3.6,18.6,24.6,False
20050712,8,0.87,1.0179,0.69,0.36,0.0,17.3,18.5,False
20050713,6,0.68,1.0176,2.21,0.33,4.4,20.1,26.6,False
20050714,4,0.6,1.0174,2.66,0.0,10.9,21.1,27.7,True
20050715,1,0.54,1.018,3.11,0.0,14.3,23.0,29.4,True
20050716,6,0.56,1.0137,2.88,0.0,10.5,24.5,29.9,True
20050717,3,0.55,1.0121,2.33,0.0,10.4,23.7,28.1,True
20050718,4,0.56,1.0123,2.78,0.0,12.6,25.0,30.8,True
20050719,5,0.63,1.0112,1.97,0.02,6.7,22.8,28.8,False
20050720,1,0.51,1.0181,3.29,0.0,14.2,21.0,24.9,True
20050721,5,0.53,1.0153,1.63,0.0,6.6,19.2,23.3,True
20050722,6,0.58,1.0114,1.32,0.04,2.9,19.9,24.9,False
20050723,6,0.69,1.0107,1.45,0.37,4.3,17.8,22.1,False
20050724,5,0.63,1.0113,2.12,0.0,8.4,20.2,25.6,True
20050725,5,0.61,1.0123,2.73,0.0,8.8,22.5,28.1,True
20050726,5,0.61,1.0116,2.27,0.0,9.5,24.3,29.1,True
20050727,2,0.59,1.0145,2.76,0.0,12.7,25.9,32.0,True
20050728,1,0.61,1.0156,2.81,0.0,13.0,27.8,34.3,True
20050729,0,0.56,1.0151,2.85,0.0,13.2,29.0,35.1,True
20050730,0,0.53,1.0128,2.88,0.0,12.5,28.6,34.9,True
20050731,4,0.6,1.0102,2.57,0.0,11.5,26.7,34.1,True
20050801,1,0.56,1.0125,2.91,0.0,13.1,24.4,30.3,True
20050802,2,0.52,1.0153,2.72,0.0,12.2,25.4,31.5,True
20050803,8,0.7,1.0132,1.48,3.92,4.2,23.8,29.3,False
20050804,8,0.87,1.0124,0.44,6.96,0.0,16.7,23.1,False
20050805,8,0.81,1.0159,0.53,0.13,0.0,15.6,17.2,False
20050806,4,0.63,1.0138,2.68,0.0,10.4,18.2,22.9,True
20050807,7,0.65,1.011,1.42,0.0,1.9,16.6,20.5,True
20050808,6,0.68,1.0102,1.72,0.0,4.0,14.4,17.8,False
20050809,3,0.53,1.015,2.28,0.0,11.6,17.2,21.5,True
20050810,2,0.55,1.0129,2.96,0.0,12.2,19.9,25.5,True
20050811,3,0.59,1.0129,2.75,0.0,11.0,19.6,24.5,True
20050812,5,0.61,1.014,2.16,0.0,5.9,19.9,25.3,True
20050813,3,0.54,1.0157,2.76,0.0,13.0,20.9,25.8,True
20050814,4,0.53,1.0164,2.79,0.0,12.1,20.5,25.5,True
20050815,7,0.76,1.0114,0.75,0.12,0.2,17.2,22.1,False
20050816,8,0.8,1.012,0.77,1.45,0.4,17.7,19.6,False
20050817,7,0.82,1.0135,1.68,0.0,2.4,19.0,22.0,True
20050818,6,0.57,1.0147,1.69,0.0,3.6,21.3,24.7,True
20050819,7,0.66,1.0142,1.34,0.0,5.0,20.9,24.6,True
20050820,3,0.64,1.0149,2.4,0.0,11.6,22.1,26.6,True
20050821,7,0.71,1.0134,1.32,3.51,0.7,20.7,24.6,False
20050822,8,0.89,1.0109,0.73,1.12,1.7,18.2,22.6,False
20050823,7,0.86,1.008,1.78,0.35,2.0,18.6,23.1,False
20050824,7,0.82,1.0095,0.55,0.0,0.1,18.0,19.5,True
20050825,3,0.71,1.0109,2.3,0.02,11.8,20.2,25.6,False
20050826,7,0.74,1.0154,1.13,0.04,1.6,19.8,24.4,False
20050827,7,0.7,1.0195,1.88,0.45,7.6,20.0,25.1,False
20050828,7,0.86,1.0192,1.23,0.01,0.3,18.9,21.7,False
20050829,4,0.77,1.0244,1.78,0.0,8.1,20.1,25.8,True
20050830,2,0.7,1.0246,2.02,0.0,10.5,21.7,27.0,True
20050831,4,0.7,1.0208,2.22,0.0,11.3,22.3,27.6,True
20050901,1,0.61,1.0179,2.33,0.0,11.4,22.4,27.9,True
20050902,1,0.5,1.021,2.39,0.0,11.2,20.4,24.8,True
20050903,3,0.54,1.0256,2.41,0.0,10.3,18.9,23.8,True
20050904,5,0.57,1.0261,2.0,0.0,6.5,18.1,22.9,True
20050905,4,0.58,1.023,2.21,0.0,11.4,18.6,25.3,True
20050906,4,0.61,1.02,2.03,0.0,10.8,18.8,25.0,True
20050907,1,0.59,1.0198,2.25,0.0,10.8,19.6,25.9,True
20050908,1,0.65,1.0208,2.2,0.0,11.1,20.6,26.9,True
20050909,3,0.6,1.018,2.04,0.0,9.8,21.7,27.9,True
20050910,8,0.67,1.0125,1.37,0.0,2.4,20.6,24.8,True
20050911,6,0.79,1.011,1.52,0.01,6.3,20.0,24.6,False
20050912,2,0.71,1.0122,2.16,0.0,9.8,21.3,27.3,True
20050913,3,0.7,1.0183,1.71,0.0,10.1,21.0,25.8,True
20050914,4,0.69,1.0201,1.32,0.0,5.7,19.0,23.5,True
20050915,4,0.67,1.0168,1.85,0.0,6.9,18.3,23.0,True
20050916,5,0.63,1.0087,1.72,0.0,6.7,20.5,25.8,True
20050917,7,0.77,1.0077,0.85,0.14,0.9,16.5,21.7,False
20050918,8,0.6,1.0192,1.17,0.0,0.7,13.8,16.5,False
20050919,8,0.75,1.0203,0.22,1.75,0.0,11.6,14.4,False
20050920,8,0.94,1.0193,0.2,0.78,0.0,10.8,11.8,False
20050921,7,0.8,1.0207,0.81,0.0,1.5,13.9,16.7,False
20050922,5,0.61,1.0215,1.47,0.0,6.1,15.7,19.5,True
20050923,7,0.66,1.0208,1.56,0.0,8.6,15.0,20.7,True
20050924,3,0.69,1.0192,1.88,0.0,9.0,16.2,22.3,True
20050925,7,0.74,1.0189,0.83,0.0,2.5,16.9,21.2,True
20050926,5,0.78,1.0219,1.43,0.55,7.7,17.0,22.6,False
20050927,4,0.76,1.0231,1.53,0.0,7.8,17.0,22.8,True
20050928,7,0.78,1.0214,1.57,0.0,6.0,15.7,20.5,True
20050929,8,0.8,1.0186,1.15,0.86,1.6,14.4,19.6,False
20050930,6,0.7,1.0177,1.09,0.0,6.8,12.6,15.6,False
20051001,7,0.73,1.0187,0.72,0.0,0.2,10.9,13.6,False
20051002,8,0.85,1.0172,0.51,0.02,0.0,12.2,14.4,False
20051003,6,0.82,1.022,0.92,0.0,3.0,16.5,21.4,True
20051004,5,0.74,1.0239,1.43,0.0,6.3,18.5,23.1,True
20051005,7,0.65,1.0253,1.34,0.0,7.9,17.6,21.9,True
20051006,6,0.62,1.0261,1.47,0.0,7.4,15.7,20.8,True
20051007,3,0.7,1.0284,1.44,0.0,8.7,15.0,19.9,True
20051008,6,0.7,1.0273,1.11,0.0,4.2,12.7,17.3,False
20051009,2,0.67,1.0277,1.5,0.0,8.2,12.8,20.2,True
20051010,1,0.69,1.0295,1.44,0.0,8.9,12.8,19.4,True
20051011,4,0.73,1.0289,1.22,0.0,7.2,11.9,17.5,False
20051012,1,0.68,1.026,1.44,0.0,8.4,11.7,17.4,False
20051013,6,0.69,1.0218,1.32,0.03,6.9,12.0,17.6,False
20051014,3,0.76,1.0253,0.99,0.0,6.4,11.4,16.2,False
20051015,5,0.76,1.0281,1.12,0.0,3.6,10.3,14.8,False
20051016,2,0.6,1.0222,0.98,0.0,7.6,10.2,14.1,False
20051017,1,0.59,1.0228,1.48,0.0,9.5,7.8,12.4,False
20051018,3,0.68,1.0238,1.02,0.0,6.7,7.4,12.4,False
20051019,3,0.64,1.0265,1.35,0.0,8.4,7.7,12.2,False
20051020,7,0.67,1.0232,0.73,0.02,1.9,8.2,12.8,False
20051021,8,0.89,1.018,0.23,0.1,0.0,9.7,11.9,False
20051022,8,0.91,1.0145,0.36,0.13,0.0,11.5,12.4,False
20051023,7,0.92,1.0153,0.77,0.01,1.2,13.1,16.0,False
20051024,3,0.71,1.0207,1.19,0.0,7.6,13.3,16.9,False
20051025,7,0.74,1.0215,0.96,0.0,5.7,14.3,18.9,True
20051026,6,0.65,1.0205,1.03,0.0,5.6,16.7,22.3,True
20051027,3,0.62,1.0231,1.11,0.0,8.4,16.2,20.0,True
20051028,0,0.63,1.0267,1.14,0.0,8.9,12.7,16.3,False
20051029,0,0.55,1.0294,1.19,0.0,9.5,9.0,13.5,False
20051030,0,0.65,1.0291,1.15,0.0,8.8,6.5,10.6,False
20051031,0,0.71,1.0273,1.14,0.0,8.1,4.8,10.4,False
20051101,0,0.71,1.0264,1.06,0.0,7.9,5.9,12.3,False
20051102,7,0.69,1.0228,0.37,0.0,0.0,7.9,12.2,False
20051103,6,0.71,1.0259,0.91,0.0,6.2,8.1,13.4,False
20051104,3,0.7,1.0248,0.91,0.0,6.7,9.0,13.6,False
20051105,6,0.76,1.0247,0.74,0.0,2.1,8.5,12.8,False
20051106,7,0.76,1.03,0.41,0.0,0.0,9.8,12.1,False
20051107,7,0.73,1.0283,0.73,0.0,1.6,9.2,12.7,False
20051108,6,0.74,1.03,0.74,0.0,5.5,9.3,14.2,False
20051109,0,0.83,1.0291,0.81,0.0,6.9,6.5,10.7,False
20051110,2,0.82,1.0308,0.72,0.0,5.0,5.7,10.5,False
20051111,6,0.81,1.0318,0.66,0.0,4.3,7.0,11.8,False
20051112,8,0.85,1.0275,0.12,0.0,0.0,6.5,7.3,False
20051113,8,0.79,1.0263,0.11,0.0,0.0,5.9,6.8,False
20051114,8,0.77,1.0289,0.24,0.0,0.0,7.2,9.4,False
20051115,8,0.88,1.0178,0.1,0.0,0.0,4.6,9.3,False
20051116,8,0.88,1.0025,0.37,0.99,1.0,6.9,11.3,False
20051117,3,0.64,1.0049,0.81,0.0,5.8,5.6,8.5,False
20051118,3,0.69,1.0151,0.76,0.0,7.3,3.2,6.2,False
20051119,0,0.62,1.0206,0.85,0.0,8.2,1.0,3.4,False
20051120,3,0.69,1.0253,0.85,0.16,7.9,0.4,2.8,False
20051121,7,0.87,1.0221,0.3,0.01,0.0,0.5,2.2,False
20051122,7,0.78,1.0265,0.38,0.08,0.0,-0.8,0.7,False
20051123,3,0.64,1.0317,0.8,0.12,7.8,-0.7,2.2,False
20051124,8,0.83,1.019,0.12,0.28,0.0,-0.1,0.9,False
20051125,7,0.87,1.0033,0.22,0.12,0.0,0.4,1.3,False
20051126,8,0.85,1.0036,0.16,0.02,0.0,3.4,5.3,False
20051127,8,0.81,0.9982,0.2,0.42,0.0,6.1,8.5,False
20051128,7,0.78,1.0044,0.43,0.13,1.3,2.2,5.4,False
20051129,8,0.89,1.0129,0.22,0.55,0.0,1.2,3.2,False
20051130,8,0.89,1.0119,0.13,0.01,0.0,2.4,4.1,False
20051201,6,0.7,1.0152,0.41,0.48,1.2,2.8,4.7,False
20051202,8,0.86,1.0132,0.25,0.0,0.0,1.7,4.2,False
20051203,8,0.87,1.0109,0.23,0.52,0.5,4.1,5.8,False
20051204,4,0.81,1.0102,0.62,0.07,5.7,6.3,10.0,False
20051205,8,0.88,1.0083,0.11,1.6,0.0,5.7,6.8,False
20051206,8,0.9,1.0003,0.06,1.54,0.0,5.8,8.0,False
20051207,5,0.72,1.0103,0.55,0.0,6.2,4.9,7.7,False
20051208,4,0.72,1.0182,0.37,0.0,3.4,4.2,7.0,False
20051209,2,0.75,1.0273,0.66,0.0,7.5,3.1,6.6,False
20051210,7,0.73,1.0383,0.24,0.0,0.0,1.6,3.8,False
20051211,1,0.74,1.0402,0.68,0.0,6.6,-1.6,2.6,False
20051212,3,0.88,1.0345,0.61,0.2,3.1,-4.5,-1.8,False
20051213,7,0.83,1.0297,0.21,0.02,0.1,-0.5,2.7,False
20051214,8,0.77,1.0235,0.23,0.0,0.1,1.2,2.8,False
20051215,8,0.76,1.0151,0.31,0.18,0.2,2.4,4.2,False
20051216,7,0.76,0.9984,0.17,1.33,0.0,3.2,4.7,False
20051217,4,0.66,0.9974,0.63,0.0,6.4,1.1,5.0,False
20051218,3,0.67,1.0106,0.66,0.04,6.6,-1.0,0.8,False
20051219,4,0.77,1.0201,0.55,0.06,3.7,0.6,2.2,False
20051220,8,0.81,1.0246,0.18,0.18,0.0,1.3,2.9,False
