DATE,OSLO_cloud_cover,OSLO_wind_speed,OSLO_wind_gust,OSLO_humidity,OSLO_pressure,OSLO_global_radiation,OSLO_precipitation,OSLO_sunshine,OSLO_temp_mean,OSLO_temp_min,OSLO_temp_max,OSLO_picnic_weather
20050221,7,4.3,12.3,0.71,1.0257,0.27,0.0,0.5,0.2,-1.2,1.7,False
20050222,6,6.3,15.4,0.6,1.0327,0.59,0.0,4.2,-4.9,-6.9,1.0,False
20050223,3,7.4,14.9,0.59,1.0371,0.89,0.0,8.4,-7.7,-9.5,-5.5,False
20050224,3,4.3,13.4,0.57,1.0325,0.34,0.0,0.6,-5.6,-8.9,-1.0,False
20050225,4,3.9,13.4,0.6,1.0234,0.97,0.0,8.8,-1.9,-10.0,4.5,False
20050226,2,4.3,12.3,0.41,1.0254,0.99,0.0,7.2,-1.7,-3.3,3.1,False
20050227,5,3.6,9.8,0.53,1.027,0.69,0.0,4.2,-3.6,-7.4,0.2,False
20050228,8,3.1,7.7,0.75,1.0099,0.29,0.29,0.0,-2.5,-4.4,1.3,False
20050301,5,3.9,11.3,0.66,1.0107,0.85,0.0,5.0,-8.8,-10.2,-2.9,False
20050302,1,1.4,6.2,0.68,1.013,1.06,0.0,9.5,-11.4,-16.7,-5.2,False
20050303,2,2.4,6.2,0.68,1.0147,1.01,0.0,8.4,-10.1,-16.9,-2.5,False
20050304,8,4.3,15.9,0.81,1.0055,0.08,0.07,0.0,-3.0,-9.4,1.0,False
20050305,5,1.6,8.7,0.74,1.0181,0.94,0.0,5.6,-2.8,-5.5,1.6,False
20050306,4,0.8,5.1,0.71,1.0185,1.0,0.0,6.6,-2.1,-8.2,4.5,False
20050307,2,1.5,10.3,0.6,1.0133,1.19,0.0,9.9,2.4,-3.8,9.8,False
20050308,7,1.9,8.7,0.58,1.0162,0.37,0.0,0.2,2.7,-0.8,5.3,False
20050309,4,1.9,7.2,0.47,1.0265,1.31,0.0,9.9,0.8,-1.7,6.3,False
20050310,7,1.4,6.2,0.6,1.0142,1.0,0.67,5.7,0.4,-4.7,6.0,False
20050311,8,3.4,13.9,0.89,0.9812,0.25,0.74,0.0,0.8,0.0,2.5,False
20050312,4,5.3,20.6,0.62,0.9985,1.3,0.0,9.9,-4.7,-7.0,1.5,False
20050313,7,0.7,6.7,0.74,1.0032,0.6,0.17,0.0,-7.3,-11.2,-4.6,False
20050314,8,3.1,6.2,0.7,1.0037,0.52,0.0,2.6,-5.3,-7.5,-2.5,False
20050315,3,2.6,6.2,0.74,1.014,1.52,0.15,9.8,-4.6,-11.2,-0.4,False
20050316,8,2.6,9.3,0.83,1.0058,0.51,0.39,0.0,-2.2,-4.3,-0.2,False
20050317,8,2.4,11.8,0.81,1.0004,0.53,0.0,0.5,0.5,-1.5,3.1,False
20050318,4,2.2,9.3,0.52,1.0191,1.24,0.0,5.3,0.1,-1.6,3.8,False
20050319,4,2.6,8.7,0.56,1.0337,1.55,0.0,9.6,-4.3,-9.2,0.7,False
20050320,7,1.3,4.6,0.63,1.0277,0.91,0.0,0.9,-2.3,-6.1,2.1,False
20050321,6,2.6,6.7,0.8,1.0225,0.91,0.0,4.0,-2.0,-5.8,3.7,False
20050322,7,1.9,5.7,0.78,1.018,1.04,0.0,6.0,-0.3,-3.5,4.7,False
20050323,5,1.7,4.6,0.77,1.0148,0.95,0.0,4.0,0.5,-4.5,4.2,False
20050324,3,1.0,3.6,0.79,1.0174,1.35,0.0,6.6,2.2,-1.6,10.0,False
20050325,7,1.3,3.6,0.84,1.0187,1.12,0.0,4.3,1.5,-1.5,7.4,False
20050326,5,2.1,7.2,0.66,1.0181,1.7,0.0,11.0,6.2,-0.6,13.5,False
20050327,3,1.7,5.1,0.6,1.0202,1.91,0.0,9.9,6.2,1.9,13.2,False
20050328,5,2.1,7.2,0.58,1.0202,1.74,0.0,11.0,6.3,0.0,12.3,False
20050329,7,4.1,9.3,0.59,1.0286,0.82,0.0,1.9,6.1,4.4,9.0,False
20050330,3,1.5,6.2,0.56,1.0308,1.97,0.0,10.2,5.2,2.6,10.6,False
20050331,0,1.7,5.1,0.61,1.0318,1.95,0.0,12.6,4.5,-1.8,12.5,False
20050401,4,2.4,8.2,0.7,1.0303,1.66,0.0,7.3,3.1,-1.5,10.6,False
20050402,6,1.9,9.3,0.69,1.0263,1.96,0.0,12.8,4.6,0.1,11.8,False
20050403,1,2.1,9.8,0.59,1.0245,2.16,0.0,6.4,5.3,-0.5,12.6,False
20050404,7,2.3,8.7,0.75,1.015,0.64,0.03,0.0,5.4,0.4,10.4,False
20050405,5,5.0,13.4,0.65,1.0051,1.46,0.02,4.7,6.6,4.5,11.5,False
20050406,6,5.1,12.3,0.68,1.0079,1.29,0.76,0.4,4.0,-0.3,8.7,False
20050407,8,2.9,12.9,0.84,0.9905,0.18,0.79,6.2,4.6,3.4,5.5,False
20050408,7,2.5,8.2,0.77,0.994,1.37,0.03,11.0,4.1,2.2,9.2,False
20050409,3,4.8,11.3,0.5,1.0072,2.32,0.0,6.5,5.0,1.2,10.0,False
20050410,7,3.9,10.8,0.83,1.0098,1.01,0.0,12.5,4.7,2.2,7.7,False
20050411,5,4.5,13.9,0.57,1.0092,2.01,0.0,8.5,10.4,3.3,17.5,False
20050412,5,4.7,13.9,0.54,1.0059,1.27,0.0,10.1,8.5,5.4,14.5,False
20050413,5,3.2,10.3,0.64,1.0065,1.85,0.0,1.9,6.1,1.5,11.3,False
20050414,5,1.9,6.7,0.62,1.0086,1.76,0.0,0.1,6.1,3.9,11.5,False
20050415,2,2.2,7.2,0.51,1.0126,2.2,0.0,5.1,7.9,0.1,15.2,False
20050416,6,3.6,8.7,0.64,1.0175,1.18,0.0,6.5,8.4,4.9,13.6,False
20050417,8,3.6,8.7,0.66,1.0146,0.63,0.0,0.2,7.4,6.3,9.2,False
20050418,7,3.8,8.7,0.51,1.0135,1.44,0.0,0.7,6.9,4.9,10.7,False
20050419,2,2.6,7.2,0.48,1.0149,2.45,0.0,6.7,7.4,0.4,13.1,False
20050420,3,3.4,11.3,0.43,1.0199,2.28,0.0,10.5,6.6,1.7,12.7,False
20050421,3,4.3,13.4,0.39,1.0156,2.5,0.0,5.2,7.7,1.1,14.1,False
20050422,3,2.6,12.9,0.42,1.0182,1.61,0.0,1.7,6.4,2.4,11.1,False
20050423,2,2.6,6.7,0.52,1.0194,2.41,0.0,3.2,6.2,-0.2,12.9,False
20050424,1,2.4,8.2,0.43,1.019,2.58,0.0,12.2,7.5,-0.1,14.3,False
20050425,3,2.1,6.2,0.4,1.0198,2.53,0.0,0.0,9.9,1.6,16.3,False
20050426,5,2.8,6.7,0.43,1.0211,1.88,0.0,0.0,10.1,6.7,14.7,False
20050427,1,3.1,8.7,0.37,1.0183,2.54,0.0,0.0,9.0,1.7,14.6,False
20050428,2,2.8,8.2,0.35,1.0212,2.6,0.0,7.8,9.4,2.3,15.6,False
20050429,8,2.4,9.3,0.7,1.0205,0.25,1.38,14.0,7.7,5.2,13.4,False
20050430,7,3.1,7.7,0.82,1.0148,1.63,0.0,5.8,9.0,7.1,13.2,False
20050501,6,3.3,7.2,0.73,1.0135,1.88,0.19,8.0,10.1,7.2,15.2,False
20050502,8,2.0,6.4,0.86,1.0118,0.2,0.71,0.0,8.7,7.7,12.5,False
20050503,8,2.4,8.2,0.88,1.0087,1.42,0.01,3.6,10.6,8.3,16.1,False
20050504,7,2.6,13.4,0.67,1.007,0.91,0.0,2.9,8.9,8.1,13.3,False
20050505,5,2.7,8.7,0.61,1.0038,1.68,0.0,5.7,7.3,0.4,12.5,False
20050506,4,2.4,9.3,0.5,0.997,2.59,0.03,11.2,8.7,2.1,15.2,False
20050507,4,3.1,11.3,0.52,0.9945,2.77,0.0,13.3,7.8,2.5,13.6,False
20050508,6,2.4,9.3,0.79,0.9985,0.93,0.92,2.8,5.2,2.1,8.9,False
20050509,7,3.6,12.3,0.7,1.0052,1.77,0.02,3.8,6.7,3.9,10.9,False
20050510,5,2.4,11.8,0.59,1.0124,1.91,0.06,9.0,8.4,5.0,12.5,False
20050511,3,4.1,9.8,0.46,1.0155,2.53,0.0,12.5,10.6,5.6,15.9,False
20050512,3,2.9,9.4,0.38,1.0202,2.97,0.0,14.3,11.3,2.6,17.6,False
20050513,6,4.4,13.5,0.43,1.0236,2.54,0.17,10.2,10.6,6.9,16.5,False
20050514,3,2.4,10.5,0.49,1.0178,2.87,0.0,14.6,11.5,4.2,17.7,False
20050515,5,2.7,11.3,0.62,1.0079,2.72,0.45,11.8,11.8,4.0,18.7,False
20050516,7,7.7,16.5,0.64,1.0027,1.56,0.03,3.3,5.8,3.7,14.3,False
20050517,3,2.4,11.5,0.53,1.0081,2.66,0.0,12.1,7.1,0.5,13.2,False
20050518,7,3.4,10.8,0.67,1.0106,1.8,0.0,4.9,6.4,3.7,10.4,False
20050519,4,3.3,10.8,0.49,1.0177,2.32,0.6,9.8,8.6,0.5,14.4,False
20050520,8,3.1,9.3,0.84,1.018,0.13,1.11,0.0,8.6,6.7,11.5,False
20050521,8,3.1,7.7,0.89,1.0089,0.15,2.0,0.0,9.8,8.8,10.9,False
20050522,7,2.9,8.2,0.77,1.01,1.72,0.0,3.8,12.1,8.7,17.5,False
20050523,7,3.4,8.7,0.6,1.0125,2.35,0.89,8.2,13.8,9.8,19.0,False
20050524,5,4.6,13.4,0.72,1.0141,2.51,0.05,9.7,12.1,9.2,17.4,False
20050525,7,1.7,8.7,0.84,1.017,0.89,1.15,0.4,10.5,7.9,12.7,False
20050526,8,3.8,11.3,0.9,1.0103,0.16,0.8,0.0,11.2,10.2,12.4,False
20050527,4,4.6,11.8,0.5,1.01,3.27,0.0,15.6,13.6,6.5,19.2,True
20050528,7,2.4,9.3,0.61,1.015,0.75,0.74,2.4,9.2,7.1,16.0,False
20050529,6,4.8,12.3,0.75,1.0085,1.42,0.0,1.8,11.8,7.9,16.4,False
20050530,4,3.3,11.8,0.54,1.0126,2.71,0.0,8.9,11.4,5.6,15.1,False
20050531,7,4.3,12.3,0.55,1.0152,1.17,0.0,1.1,9.8,8.1,13.9,False
20050601,4,2.6,8.6,0.54,1.0153,2.44,0.0,10.2,10.5,3.0,16.5,False
20050602,7,2.7,10.5,0.73,1.0116,1.05,0.02,0.1,9.2,5.9,14.2,False
20050603,8,2.0,5.3,0.8,1.0072,0.62,0.3,0.0,10.1,8.1,11.5,False
20050604,8,2.5,7.1,0.86,1.0006,0.74,0.93,4.8,11.8,10.5,13.9,False
20050605,7,2.6,11.2,0.61,1.0018,1.75,0.11,4.8,13.6,10.5,17.9,False
20050606,7,5.4,15.8,0.38,1.0119,1.88,0.0,4.8,10.3,7.6,15.1,False
20050607,4,3.3,11.7,0.35,1.0259,3.02,0.0,4.8,11.9,6.8,17.6,False
20050608,7,2.0,6.5,0.53,1.0302,2.43,0.0,4.8,13.5,7.4,19.0,True
20050609,4,2.4,9.8,0.67,1.0212,2.68,0.0,4.8,15.2,7.8,21.2,True
20050610,6,4.3,12.5,0.35,1.0107,2.36,0.0,4.8,13.9,9.7,19.2,True
20050611,6,4.8,12.1,0.48,1.0073,2.27,0.13,4.8,13.1,9.5,17.9,False
20050612,8,3.7,12.1,0.81,1.002,0.72,1.39,4.8,11.1,10.0,15.8,False
20050613,7,3.5,11.1,0.73,1.0064,1.34,0.69,4.8,11.4,9.7,15.0,False
20050614,8,3.3,12.3,0.74,1.0128,0.49,0.01,4.8,11.3,8.8,13.7,False
20050615,6,1.9,6.5,0.62,1.0185,2.57,0.0,4.8,15.5,10.1,21.8,True
20050616,4,2.2,9.8,0.55,1.0194,2.76,0.01,4.8,15.6,9.4,22.1,False
20050617,7,2.6,9.1,0.75,1.0157,0.63,0.54,4.8,13.4,11.6,16.3,False
20050618,5,2.8,13.3,0.5,1.022,3.33,0.0,4.8,15.8,9.2,21.8,True
20050619,3,2.8,7.0,0.38,1.0208,3.28,0.01,4.8,17.8,11.3,23.5,False
20050620,7,3.1,10.0,0.77,1.017,2.0,0.0,4.8,17.1,13.4,21.0,True
20050621,7,3.0,10.6,0.73,1.0105,1.85,0.0,4.8,17.3,16.1,21.7,True
20050622,3,3.1,10.6,0.46,1.0102,2.68,0.0,4.8,18.8,12.8,24.0,True
20050623,4,3.0,10.9,0.63,1.0127,3.19,0.0,4.8,18.8,13.2,25.5,True
20050624,6,2.6,8.4,0.59,1.0107,2.43,0.0,4.8,18.9,14.0,23.9,True
20050625,5,3.9,11.7,0.38,1.0143,2.64,0.0,4.8,16.6,13.1,21.5,True
20050626,4,2.9,8.1,0.45,1.0179,3.2,0.0,4.8,16.2,10.8,22.1,True
20050627,4,4.3,14.6,0.43,1.0095,2.78,0.05,4.8,16.3,12.6,21.8,False
20050628,5,3.2,11.4,0.39,1.0104,3.07,0.0,4.8,16.4,10.5,22.6,True
20050629,1,2.4,9.3,0.37,1.0118,3.44,0.0,4.8,16.9,8.7,23.4,True
20050630,3,2.5,7.9,0.41,1.0115,2.98,0.1,4.8,18.3,10.6,25.6,False
20050701,6,2.7,10.2,0.63,1.0147,1.98,0.12,5.8,16.8,12.3,22.9,False
20050702,5,2.6,7.9,0.61,1.0173,2.92,0.0,11.9,18.9,13.3,24.9,True
20050703,7,2.1,9.0,0.61,1.0187,2.45,0.01,8.4,18.8,13.9,24.3,False
20050704,6,2.6,9.6,0.54,1.0154,2.21,0.0,7.7,20.8,15.8,25.9,True
20050705,4,3.3,14.0,0.43,1.0124,2.98,0.0,4.8,21.6,16.5,26.8,True
20050706,6,3.2,10.0,0.47,1.0107,2.29,0.0,8.8,21.6,17.7,26.7,True
20050707,3,2.3,8.9,0.44,1.0132,3.08,0.0,15.5,22.7,16.8,28.4,True
20050708,1,1.9,8.9,0.44,1.0173,3.19,0.0,16.3,23.6,15.2,31.3,True
20050709,5,2.3,9.6,0.41,1.0217,2.71,0.0,14.2,24.3,16.9,31.2,True
20050710,7,1.9,8.0,0.52,1.0235,1.65,0.0,2.5,22.1,16.2,27.6,True
20050711,1,2.7,7.9,0.41,1.0272,3.18,0.0,16.6,24.8,19.0,31.4,True
20050712,1,3.1,10.7,0.61,1.0232,3.07,0.0,15.5,22.7,16.5,30.6,True
20050713,4,3.4,10.4,0.47,1.0149,2.97,0.0,12.9,20.8,17.6,26.6,True
20050714,5,2.8,9.9,0.41,1.0128,2.54,0.0,8.7,18.4,13.0,24.3,True
20050715,8,1.7,7.1,0.78,1.0077,0.56,0.92,0.8,15.9,14.4,20.0,False
20050716,7,2.2,8.6,0.82,1.0035,0.68,0.84,0.1,15.7,14.1,17.5,False
20050717,6,2.3,9.5,0.65,1.0058,1.59,0.0,4.3,17.9,14.6,21.9,True
20050718,4,2.1,7.2,0.59,1.0062,2.85,0.0,12.2,20.5,13.3,27.4,True
20050719,7,1.9,8.6,0.79,1.0027,1.14,3.39,1.2,17.2,14.9,22.2,False
20050720,8,1.1,6.1,0.86,0.9989,0.67,2.06,0.0,15.9,14.6,17.7,False
20050721,7,3.2,10.0,0.76,1.0023,1.81,0.03,4.4,17.0,15.0,20.9,False
20050722,6,3.0,9.3,0.67,1.0053,1.98,0.04,7.1,18.2,13.2,21.8,False
20050723,7,3.4,12.5,0.59,0.9994,0.95,0.0,0.0,16.2,14.9,20.4,True
20050724,5,2.0,6.9,0.64,0.9992,1.65,0.02,5.8,15.4,10.3,18.6,False
20050725,6,2.3,8.6,0.74,1.0001,1.28,0.1,3.0,14.8,13.7,17.0,False
20050726,6,1.8,6.6,0.67,1.0027,2.02,0.01,5.6,16.0,10.0,22.4,False
20050727,5,2.0,7.6,0.75,1.0064,1.94,0.34,6.7,16.7,12.2,21.5,False
20050728,5,2.3,8.8,0.69,1.0126,1.54,0.0,4.0,15.7,15.0,18.7,True
20050729,4,2.2,7.1,0.61,1.0149,2.64,0.0,13.0,16.6,9.4,22.1,True
20050730,6,3.5,9.3,0.59,1.0106,1.96,0.0,8.0,18.8,14.6,22.5,True
20050731,8,3.6,10.8,0.8,1.0081,0.27,1.76,0.0,14.7,13.2,19.2,False
20050801,6,1.2,4.2,0.79,1.0085,1.56,0.12,5.3,16.5,13.4,20.7,False
20050802,8,2.9,7.8,0.71,1.0139,0.93,0.08,4.8,15.3,13.2,19.4,False
20050803,7,3.7,11.9,0.8,1.0118,1.2,0.27,4.8,15.6,13.6,18.3,False
20050804,4,2.4,10.1,0.62,1.0085,2.4,0.02,4.8,16.1,13.1,21.1,False
20050805,4,3.2,11.5,0.58,1.0073,2.4,1.15,4.8,15.1,8.8,20.5,False
20050806,8,3.3,10.8,0.8,1.005,0.8,0.61,0.7,12.5,10.9,17.0,False
20050807,7,3.3,9.9,0.75,1.0051,0.97,0.28,4.8,13.6,11.7,15.5,False
20050808,6,1.9,8.4,0.8,1.0085,1.0,1.18,4.8,13.9,12.4,17.5,False
20050809,6,3.5,12.2,0.75,1.0074,1.22,0.04,4.8,15.8,9.6,19.2,False
20050810,7,5.9,14.7,0.66,0.998,1.78,0.2,4.8,20.5,17.7,25.1,False
20050811,7,2.1,11.0,0.79,0.9987,1.23,0.23,4.8,17.6,15.5,21.6,False
20050812,6,2.5,7.4,0.63,1.0022,1.43,0.0,1.7,17.6,14.9,21.1,True
20050813,6,3.6,10.2,0.53,1.0081,1.55,0.0,4.8,16.6,13.7,19.4,True
20050814,6,2.6,10.0,0.52,1.012,1.96,0.0,4.8,17.3,14.3,22.7,True
20050815,6,2.2,9.1,0.73,1.0131,2.14,0.0,4.8,17.7,12.5,22.7,True
20050816,4,3.0,10.1,0.47,1.0133,2.44,0.0,11.8,16.9,12.3,22.4,True
20050817,5,1.7,7.1,0.56,1.0185,1.62,0.0,4.8,15.5,8.7,20.9,True
20050818,8,3.3,9.3,0.75,1.0201,0.81,0.0,4.8,16.9,15.7,19.9,True
20050819,7,1.9,8.2,0.66,1.0199,1.68,0.0,7.2,18.1,14.4,24.1,True
20050820,4,1.5,5.3,0.65,1.019,1.74,0.05,4.8,18.3,12.3,24.9,False
20050821,4,1.9,6.3,0.61,1.0192,2.02,0.0,4.8,19.5,14.3,24.7,True
20050822,8,2.6,8.8,0.77,1.0149,0.9,1.85,4.8,18.2,14.2,21.9,False
20050823,8,2.5,8.9,0.88,1.0103,0.27,0.45,4.8,15.9,14.5,18.3,False
20050824,6,3.5,11.4,0.75,1.007,1.59,0.11,4.8,15.5,13.1,19.0,False
20050825,8,3.3,12.4,0.86,0.9975,0.17,1.42,4.8,12.9,11.7,15.0,False
20050826,5,2.8,11.2,0.69,0.9993,2.03,0.0,4.8,13.6,9.3,18.6,True
20050827,5,2.7,10.5,0.65,1.007,1.75,0.24,4.8,11.9,5.9,17.4,False
20050828,6,3.0,10.5,0.69,1.0097,1.58,0.01,4.8,13.1,5.9,17.8,False
20050829,6,5.9,16.5,0.57,1.0061,1.3,0.14,4.8,17.3,13.4,22.2,False
20050830,5,3.7,13.4,0.51,1.0197,1.67,0.0,10.8,14.6,10.8,20.3,True
20050831,4,2.4,8.7,0.66,1.0241,2.01,0.0,4.8,13.4,7.4,19.6,True
20050901,5,2.3,5.6,0.69,1.0217,1.92,0.54,4.8,15.1,9.5,20.3,False
20050902,8,1.8,5.0,0.89,1.0213,0.15,0.65,4.8,14.2,13.1,17.1,False
20050903,4,2.0,8.4,0.67,1.0298,1.66,0.0,4.8,14.1,10.1,19.5,True
20050904,7,1.9,8.9,0.78,1.0255,1.15,0.0,4.8,13.1,8.3,19.3,True
20050905,7,1.7,7.5,0.73,1.0166,1.53,0.0,4.8,15.6,10.9,22.4,True
20050906,4,2.5,10.5,0.76,1.0108,1.72,0.0,4.8,16.5,11.9,22.4,True
20050907,8,3.2,10.2,0.85,1.0018,0.19,0.33,4.8,15.7,15.0,17.4,False
20050908,6,4.2,13.3,0.65,1.0015,0.58,0.0,4.8,15.4,13.9,20.5,True
20050909,3,3.3,13.6,0.54,1.0145,1.74,0.0,4.8,12.2,6.1,18.0,True
20050910,3,4.0,11.5,0.55,1.0209,1.83,0.0,4.8,11.6,9.2,16.1,False
20050911,7,2.1,6.6,0.7,1.0171,1.05,0.0,4.8,11.2,5.2,14.9,False
20050912,3,2.5,9.4,0.62,1.0114,1.74,0.0,4.8,13.8,8.7,20.2,True
20050913,8,3.1,7.3,0.8,1.0151,0.45,1.36,4.8,10.8,6.3,13.3,False
20050914,6,5.6,20.0,0.62,0.9947,0.93,0.03,4.8,16.0,13.1,19.6,False
20050915,5,3.2,12.8,0.59,1.0038,1.11,0.0,4.8,10.4,8.9,15.6,False
20050916,2,1.9,8.0,0.62,1.0084,1.57,0.0,4.8,8.5,3.0,14.5,False
20050917,3,3.2,9.7,0.56,1.0138,1.6,0.38,11.1,8.8,1.4,13.6,False
20050918,7,2.0,11.0,0.82,1.0125,0.46,0.0,0.5,11.7,8.7,14.7,False
20050919,4,3.3,13.0,0.72,1.0178,1.44,0.0,9.3,14.5,10.3,19.4,True
20050920,5,4.5,14.7,0.72,1.0147,0.6,0.1,3.1,13.8,12.0,18.1,False
20050921,6,1.9,7.8,0.67,1.021,1.14,0.0,7.4,11.2,7.0,16.8,False
20050922,7,3.1,11.0,0.81,1.0213,0.53,0.0,0.7,12.3,7.6,15.6,False
20050923,8,2.5,9.4,0.82,1.0166,0.57,0.0,1.6,13.6,11.4,16.6,False
20050924,4,3.3,9.2,0.61,1.0137,1.26,0.0,8.9,13.2,10.1,17.1,False
20050925,7,1.7,6.0,0.77,1.0154,0.29,0.02,0.0,8.7,3.3,12.3,False
20050926,8,2.9,7.8,0.84,1.0127,0.39,0.0,0.4,13.3,10.6,15.5,False
20050927,8,4.8,13.5,0.85,1.0071,0.18,0.15,0.0,13.4,12.3,14.6,False
20050928,4,2.4,10.1,0.76,1.006,1.07,0.07,6.9,11.0,9.0,15.9,False
20050929,8,2.6,11.8,0.85,1.0067,0.34,0.22,0.1,8.8,3.4,13.5,False
20050930,7,2.5,9.3,0.84,1.012,0.37,0.8,0.2,10.6,9.8,12.0,False
20051001,8,4.0,15.4,0.9,1.004,0.09,1.37,0.0,11.5,10.6,12.8,False
20051002,6,1.5,5.7,0.85,1.0127,0.75,0.0,3.6,10.3,8.5,13.1,False
20051003,5,1.5,5.5,0.76,1.0216,0.98,0.0,9.0,10.2,5.3,16.7,False
20051004,2,1.7,4.7,0.72,1.0299,1.06,0.0,10.1,10.5,5.6,17.7,False
20051005,5,1.5,6.3,0.85,1.0295,0.44,0.0,1.4,9.8,7.2,12.6,False
20051006,6,2.0,7.1,0.83,1.0277,0.99,0.0,7.4,9.8,4.2,14.6,False
20051007,8,1.8,6.3,0.87,1.0282,0.15,0.01,0.0,11.7,10.3,12.8,False
20051008,8,2.4,5.7,0.87,1.02,0.1,0.01,0.0,11.0,8.3,13.0,False
20051009,3,3.4,11.3,0.76,1.0135,0.67,0.25,5.4,11.8,10.0,14.5,False
20051010,7,4.7,12.6,0.76,1.0207,0.54,0.01,2.1,12.2,6.6,14.7,False
20051011,6,2.9,9.2,0.82,1.0233,0.28,0.01,0.3,12.8,11.8,15.1,False
20051012,8,1.8,6.3,0.8,1.0235,0.2,0.0,0.1,10.8,9.2,12.9,False
20051013,8,2.2,8.0,0.84,1.0212,0.31,0.21,4.8,11.2,7.5,13.0,False
20051014,4,2.7,13.0,0.56,1.025,0.86,0.0,4.8,9.0,7.0,12.8,False
20051015,3,1.8,5.3,0.61,1.0348,0.79,0.0,8.9,5.6,1.1,11.6,False
20051016,1,1.5,5.0,0.65,1.037,0.79,0.0,8.9,4.7,0.7,10.2,False
20051017,1,1.3,4.4,0.77,1.0359,0.76,0.0,8.9,3.1,-0.3,8.6,False
20051018,5,1.0,3.1,0.85,1.0306,0.73,0.0,8.0,3.0,-0.8,7.7,False
20051019,8,1.6,4.0,0.91,1.0227,0.17,0.0,0.0,2.3,1.7,4.3,False
20051020,8,2.7,9.3,0.89,1.0056,0.09,1.47,0.0,2.4,-1.6,4.4,False
20051021,6,1.4,9.5,0.87,0.9977,0.52,0.3,4.1,7.0,4.2,10.7,False
20051022,8,6.2,16.1,0.87,0.9942,0.09,1.9,0.0,4.0,2.2,8.3,False
20051023,7,4.3,11.9,0.8,1.005,0.27,0.0,0.2,1.3,0.8,2.7,False
20051024,2,1.6,9.0,0.69,1.0169,0.63,0.0,8.4,-0.5,-3.3,4.1,False
20051025,8,4.6,12.2,0.84,0.9968,0.14,1.1,0.0,0.4,-2.0,2.1,False
20051026,4,1.4,7.1,0.81,0.9985,0.58,0.0,7.2,2.7,0.4,8.0,False
20051027,8,1.5,3.9,0.83,1.0195,0.13,0.26,0.0,3.2,0.2,4.9,False
20051028,8,4.0,13.3,0.9,1.018,0.13,0.4,0.0,9.8,3.9,12.1,False
20051029,8,2.9,16.0,0.93,1.0156,0.13,0.79,0.0,10.8,10.1,12.2,False
20051030,8,2.0,5.4,0.93,1.0155,0.12,0.25,0.0,9.9,9.6,10.7,False
20051031,8,2.3,6.3,0.93,1.0125,0.12,0.33,0.0,10.5,9.7,10.9,False
20051101,8,2.0,6.8,0.88,1.0086,0.11,1.66,0.0,8.9,7.8,11.0,False
20051102,7,2.3,7.7,0.85,1.01,0.47,0.75,5.2,9.2,7.5,11.0,False
20051103,8,3.5,9.9,0.9,1.0058,0.11,3.77,0.0,10.2,7.4,12.7,False
20051104,8,5.0,13.2,0.87,1.0041,0.03,0.0,0.0,11.6,10.8,12.6,False
20051105,8,1.8,11.6,0.88,1.0081,0.1,0.6,0.0,9.4,8.5,10.9,False
20051106,8,1.6,5.7,0.9,1.0101,0.13,0.28,0.0,8.4,6.6,9.5,False
20051107,7,4.0,12.7,0.84,1.0098,0.46,0.0,6.3,10.1,8.4,11.5,False
20051108,8,5.0,16.1,0.86,1.0148,0.02,0.01,0.0,8.6,3.5,11.2,False
20051109,8,4.5,14.3,0.85,1.0135,0.02,0.16,0.0,10.0,9.5,11.1,False
20051110,5,3.0,12.2,0.84,1.0115,0.09,0.43,0.0,6.5,2.5,10.3,False
20051111,7,1.4,6.0,0.85,1.0101,0.23,0.31,2.2,5.2,1.7,7.8,False
20051112,5,4.8,12.5,0.73,1.0025,0.21,0.0,2.4,9.1,5.3,11.2,False
20051113,7,3.0,11.6,0.67,1.0091,0.15,0.01,3.0,7.3,5.2,9.2,False
20051114,7,5.7,17.9,0.71,0.9948,0.08,0.0,0.0,8.4,3.7,10.4,False
20051115,5,4.0,19.0,0.47,0.9864,0.18,0.0,2.4,5.6,1.8,11.3,False
20051116,3,1.7,7.7,0.59,0.9943,0.25,0.0,4.9,0.7,-1.5,4.6,False
20051117,3,1.6,6.7,0.63,1.0055,0.23,0.0,5.8,-0.4,-3.5,4.2,False
20051118,3,2.5,10.8,0.56,1.0178,0.25,0.0,7.0,0.8,-3.4,4.1,False
20051119,6,1.2,3.5,0.67,1.0207,0.23,0.0,4.8,0.7,-2.0,3.6,False
20051120,5,1.6,4.9,0.7,1.0235,0.19,0.14,2.5,1.0,-1.4,4.3,False
20051121,8,2.1,6.4,0.88,1.0311,0.06,0.15,0.0,1.3,0.1,2.5,False
20051122,6,1.2,4.7,0.88,1.035,0.21,0.01,4.1,2.0,1.3,3.6,False
20051123,8,1.4,3.9,0.95,1.0289,0.04,0.0,0.0,0.8,0.1,2.1,False
20051124,8,2.5,8.4,0.93,0.9989,0.06,2.6,0.0,4.0,0.5,5.2,False
20051125,8,3.6,11.0,0.83,0.9956,0.03,0.21,0.0,2.8,1.2,5.8,False
20051126,7,4.6,12.0,0.78,0.9991,0.09,0.01,0.0,1.7,0.9,2.2,False
20051127,8,1.3,6.0,0.83,0.9987,0.01,0.07,0.0,0.8,0.6,1.7,False
20051128,5,1.0,4.0,0.85,0.9968,0.02,0.12,0.0,-1.8,-4.3,0.7,False
