DATE,HEATHROW_cloud_cover,HEATHROW_humidity,HEATHROW_pressure,HEATHROW_global_radiation,HEATHROW_precipitation,HEATHROW_sunshine,HEATHROW_temp_mean,HEATHROW_temp_min,HEATHROW_temp_max,HEATHROW_picnic_weather
20050201,8,0.86,1.0339,0.24,0.02,0.2,8.1,7.0,9.2,False
20050202,7,0.74,1.0363,0.22,0.0,0.1,7.2,5.9,8.4,False
20050203,7,0.89,1.0361,0.2,0.0,0.0,7.0,3.2,10.7,False
20050204,7,0.84,1.0298,0.2,0.0,0.0,8.2,6.7,9.8,False
20050205,7,0.82,1.0176,0.31,0.04,0.6,6.0,4.8,7.1,False
20050206,6,0.84,1.0205,0.32,0.0,0.7,7.3,4.9,9.5,False
20050207,3,0.89,1.0237,0.57,0.08,3.4,4.8,1.6,7.9,False
20050208,5,0.91,1.0252,0.41,0.0,1.4,6.2,3.1,9.2,False
20050209,7,0.84,1.0258,0.25,0.02,0.1,7.2,3.9,10.6,False
20050210,8,0.84,1.0214,0.23,0.36,0.0,10.0,8.4,11.6,False
20050211,8,0.95,1.0183,0.23,0.18,0.0,8.9,5.5,12.3,False
20050212,5,0.73,1.0064,0.7,0.24,4.6,9.8,6.1,13.5,False
20050213,5,0.67,1.0087,0.72,0.02,4.7,4.6,2.3,6.8,False
20050214,5,0.55,1.0188,0.58,0.0,2.8,4.8,2.7,6.9,False
20050215,4,0.68,1.0233,0.87,0.0,6.5,4.6,2.1,7.2,False
20050216,7,0.64,1.0288,0.25,0.0,0.0,3.5,2.4,4.6,False
20050217,8,0.84,1.0266,0.26,0.3,0.0,3.2,-0.2,6.5,False
20050218,6,0.85,1.0208,0.49,0.04,1.5,5.9,2.8,9.0,False
20050219,4,0.59,1.018,1.02,0.0,8.0,4.5,2.8,6.2,False
20050220,4,0.68,1.0162,0.73,0.04,3.9,2.1,-0.7,4.9,False
20050221,6,0.78,1.0119,0.73,0.2,3.8,3.3,0.9,5.7,False
20050222,6,0.8,1.0151,0.75,0.04,3.9,2.7,0.5,4.9,False
20050223,6,0.8,1.0149,0.58,0.02,2.0,1.4,-0.8,3.6,False
20050224,7,0.87,1.013,0.29,0.15,0.0,1.7,0.7,2.7,False
20050225,6,0.81,1.0187,0.47,0.1,0.9,1.3,-0.7,3.3,False
20050226,7,0.87,1.0194,0.43,0.08,0.6,2.6,-0.2,5.4,False
20050227,4,0.71,1.0267,1.04,0.0,6.7,1.8,-0.4,3.9,False
20050228,4,0.74,1.0245,1.0,0.04,6.0,-0.4,-4.7,3.8,False
20050301,8,0.88,1.0055,0.41,0.38,0.2,2.4,-1.0,5.9,False
20050302,8,0.85,1.0009,0.35,0.16,0.0,2.7,1.4,4.0,False
20050303,3,0.62,1.0157,1.36,0.04,8.5,1.8,-1.0,4.7,False
20050304,6,0.77,1.0137,0.68,0.24,1.7,1.6,-4.8,8.0,False
20050305,6,0.69,1.0112,1.13,0.08,5.6,3.0,-0.6,6.5,False
20050306,5,0.64,1.0278,1.1,0.0,5.1,1.3,-1.7,4.3,False
20050307,6,0.74,1.0294,0.48,0.0,0.3,3.0,-1.6,7.5,False
20050308,8,0.69,1.0305,0.39,0.0,0.0,5.2,2.3,8.1,False
20050309,7,0.69,1.0333,0.39,0.0,0.0,6.6,4.9,8.3,False
20050310,7,0.76,1.0296,0.67,0.0,1.2,6.6,3.9,9.3,False
20050311,7,0.7,1.0153,0.69,0.4,1.3,6.7,3.5,9.9,False
20050312,3,0.62,1.0093,1.43,0.0,7.5,5.2,1.9,8.5,False
20050313,5,0.65,1.0121,0.92,0.0,2.8,3.0,-1.4,7.5,False
20050314,6,0.66,1.0127,0.74,0.0,1.4,5.6,0.9,10.2,False
20050315,7,0.78,1.0161,0.54,0.0,0.3,8.0,3.6,12.4,False
20050316,7,0.75,1.0176,1.1,0.02,3.9,15.0,8.1,18.6,False
20050317,5,0.74,1.0239,1.69,0.0,9.3,15.1,11.3,18.9,True
20050318,4,0.72,1.0278,1.6,0.0,8.2,13.9,8.8,19.0,True
20050319,4,0.78,1.0249,1.76,0.0,9.6,13.1,6.1,20.1,True
20050320,6,0.87,1.02,0.51,0.0,0.1,11.0,9.3,12.8,False
20050321,7,0.74,1.009,0.91,0.18,2.1,11.2,6.3,16.0,False
20050322,7,0.8,1.0052,0.59,0.28,0.3,12.4,10.1,14.7,False
20050323,6,0.74,1.0141,1.36,0.32,5.3,12.6,8.0,17.1,False
20050324,6,0.78,1.0125,1.12,0.0,3.3,13.0,9.7,16.3,False
20050325,5,0.73,1.0158,1.31,0.0,4.6,12.2,8.5,15.9,False
20050326,4,0.78,1.0082,1.62,0.06,7.1,11.0,6.1,16.0,False
20050327,7,0.84,1.0068,0.51,0.0,0.0,9.3,8.0,10.6,False
20050328,5,0.76,1.0115,1.64,0.0,7.0,10.4,6.0,14.9,False
20050329,8,0.9,1.0113,0.52,2.1,0.0,8.0,6.6,9.5,False
20050330,8,0.94,1.0132,0.53,0.1,0.0,9.3,7.4,11.2,False
20050331,8,0.91,1.0223,0.53,0.0,0.0,9.9,8.7,11.1,False
20050401,7,0.79,1.0238,1.52,0.0,5.5,12.0,8.3,15.7,False
20050402,5,0.64,1.0193,1.74,0.0,7.2,13.4,8.5,18.3,True
20050403,5,0.67,1.0181,1.91,0.0,8.5,13.2,7.1,19.4,True
20050404,7,0.79,1.0202,0.65,0.06,0.2,11.2,10.2,12.1,False
20050405,7,0.72,1.0241,1.41,0.04,4.3,8.1,3.8,12.4,False
20050406,6,0.73,1.0103,1.41,0.36,4.2,10.7,7.5,13.9,False
20050407,5,0.72,1.0001,1.88,0.12,7.7,10.2,6.7,13.6,False
20050408,6,0.67,1.0113,1.22,0.02,2.8,6.3,4.0,8.6,False
20050409,4,0.61,1.0242,1.86,0.0,7.3,5.0,-1.2,11.3,False
20050410,5,0.69,1.0263,1.91,0.0,7.6,10.8,5.2,16.3,False
20050411,3,0.67,1.0293,2.34,0.0,11.1,11.4,5.5,17.2,False
20050412,5,0.78,1.0219,1.13,0.26,2.1,10.2,5.4,15.0,False
20050413,7,0.78,1.0082,0.97,0.02,1.2,9.9,7.0,12.8,False
20050414,7,0.79,1.0011,1.22,0.0,2.5,9.2,6.7,11.8,False
20050415,7,0.88,1.0048,0.62,0.18,0.0,6.4,2.9,9.8,False
20050416,5,0.77,1.0094,1.28,0.0,2.7,6.1,1.9,10.3,False
20050417,5,0.72,1.0036,2.28,0.48,9.8,8.2,1.2,15.3,False
20050418,4,0.7,0.9964,2.1,0.26,8.2,11.5,7.7,15.3,False
20050419,5,0.7,1.0047,1.87,0.0,6.4,9.5,4.2,14.8,False
20050420,5,0.77,1.0134,1.11,0.0,1.6,7.9,4.6,11.2,False
20050421,3,0.62,1.0192,2.38,0.0,10.1,10.5,5.7,15.3,False
20050422,5,0.6,1.0135,2.44,0.0,10.5,11.3,4.9,17.7,False
20050423,7,0.72,1.0097,0.67,0.02,0.0,11.3,8.2,14.4,False
20050424,5,0.69,1.0085,1.64,0.42,4.4,11.2,6.2,16.1,False
20050425,8,0.87,1.0088,0.78,0.28,0.2,10.4,8.2,12.6,False
20050426,6,0.82,1.0097,1.69,0.2,4.6,11.4,7.3,15.5,False
20050427,5,0.77,1.0146,2.36,0.26,9.3,11.2,6.9,15.6,False
20050428,8,0.79,1.0156,0.8,0.02,0.2,11.6,8.3,14.9,False
20050429,7,0.74,1.0185,2.4,0.0,9.4,14.2,9.3,19.0,True
20050430,7,0.81,1.0139,1.52,0.0,3.4,17.2,12.8,21.5,True
20050501,6,0.66,1.0076,2.27,0.06,8.2,18.8,14.1,23.4,False
20050502,5,0.7,1.0114,2.42,0.04,9.3,17.3,13.3,21.3,False
20050503,6,0.77,1.011,1.87,0.32,5.3,14.7,11.3,18.1,False
20050504,7,0.82,1.019,0.91,0.0,0.4,11.4,11.1,11.8,False
20050505,5,0.7,1.0219,1.81,0.0,4.8,10.9,3.3,18.5,True
20050506,6,0.6,1.0174,2.58,0.16,10.2,13.4,9.5,17.2,False
20050507,5,0.6,1.0126,2.62,0.02,10.4,12.2,9.5,14.9,False
20050508,2,0.59,1.0141,2.78,0.16,11.6,9.8,4.5,15.2,False
20050509,4,0.63,1.0165,2.23,0.0,7.4,8.8,4.4,13.1,False
20050510,4,0.68,1.0228,2.31,0.04,7.9,8.4,3.8,12.9,False
20050511,4,0.65,1.0262,2.32,0.0,7.9,7.8,2.5,13.1,False
20050512,5,0.58,1.0225,2.98,0.0,12.8,9.6,3.9,15.3,False
20050513,7,0.63,1.0193,2.19,0.0,6.9,12.2,7.6,16.9,False
20050514,7,0.63,1.0182,1.25,0.0,1.5,10.9,6.6,15.2,False
20050515,4,0.62,1.0183,2.92,0.0,12.1,10.6,2.7,18.4,True
20050516,7,0.74,1.0166,1.26,0.28,1.5,12.3,7.9,16.7,False
20050517,6,0.54,1.0208,2.58,0.0,9.4,8.7,4.5,12.9,False
20050518,6,0.54,1.0213,1.78,0.04,4.1,10.2,4.9,15.6,False
20050519,8,0.85,1.0154,0.86,0.52,0.1,12.0,9.5,14.6,False
20050520,6,0.78,1.0106,2.04,0.04,5.6,15.9,12.4,19.1,False
20050521,5,0.77,1.0082,2.13,0.24,6.1,13.0,9.1,16.8,False
20050522,5,0.66,1.0062,2.35,0.0,7.5,13.2,9.8,16.5,False
20050523,4,0.63,1.0147,2.91,0.02,11.5,12.6,7.3,17.8,False
20050524,6,0.79,1.0169,1.98,0.02,5.1,14.4,10.1,18.7,False
20050525,7,0.72,1.0208,1.63,0.0,3.1,16.4,10.7,22.2,True
20050526,7,0.68,1.016,2.14,0.0,6.0,19.2,14.1,24.4,True
20050527,2,0.62,1.0112,3.21,0.0,13.7,22.2,13.6,30.7,True
20050528,3,0.58,1.0146,2.99,0.0,11.9,17.9,14.9,20.9,True
20050529,7,0.65,1.0203,1.47,0.0,2.2,13.0,8.7,17.2,False
20050530,4,0.58,1.022,2.87,0.02,10.9,14.2,9.9,18.6,False
20050531,5,0.58,1.0255,3.13,0.0,12.9,14.3,8.3,20.3,True
20050601,7,0.83,1.0213,0.87,0.14,0.1,13.6,10.6,16.7,False
20050602,7,0.8,1.015,1.01,0.0,0.4,16.6,13.6,19.5,True
20050603,6,0.76,1.0086,2.29,1.12,6.7,17.3,12.3,22.3,False
20050604,7,0.66,1.0123,2.31,0.0,6.8,15.9,11.7,20.1,True
20050605,7,0.72,1.0173,1.31,0.0,1.4,15.2,11.7,18.7,True
20050606,6,0.71,1.024,1.21,0.0,1.0,15.0,13.0,16.9,False
20050607,4,0.59,1.036,3.37,0.0,14.6,12.0,5.8,18.2,True
20050608,5,0.5,1.0368,3.45,0.0,15.3,14.3,7.2,21.4,True
20050609,4,0.52,1.0313,2.62,0.0,8.8,16.1,9.3,22.9,True
20050610,6,0.68,1.0245,1.86,0.0,4.0,17.2,14.6,19.7,True
20050611,6,0.67,1.0189,2.3,0.02,6.6,12.4,7.0,17.7,False
20050612,6,0.66,1.0102,1.83,0.0,3.8,15.4,11.1,19.7,True
20050613,2,0.6,1.0078,3.18,0.0,13.0,12.9,5.9,19.9,True
20050614,4,0.65,1.0105,2.33,0.2,6.8,14.5,8.3,20.7,False
20050615,6,0.75,1.0134,2.14,0.08,5.6,16.5,11.5,21.5,False
20050616,7,0.81,1.02,1.3,0.04,1.3,16.9,13.3,20.5,False
20050617,5,0.74,1.0265,2.35,0.0,6.9,21.9,15.1,26.4,True
20050618,1,0.66,1.0247,3.36,0.0,14.4,23.2,16.4,29.9,True
20050619,3,0.53,1.0169,3.44,0.0,15.0,25.2,17.9,32.6,True
20050620,6,0.6,1.0154,2.16,0.0,5.7,23.6,19.6,27.7,True
20050621,6,0.53,1.02,3.2,0.0,13.1,20.8,15.4,26.1,True
20050622,3,0.58,1.0218,3.45,0.0,15.1,21.6,14.6,28.7,True
20050623,4,0.47,1.0179,3.15,0.0,12.7,23.5,15.9,31.1,True
20050624,6,0.68,1.0144,2.08,0.78,5.2,21.6,18.0,25.3,False
20050625,7,0.83,1.0201,0.81,0.0,0.0,17.8,16.8,18.8,True
20050626,7,0.67,1.026,2.16,0.0,5.7,17.0,12.9,21.1,True
20050627,3,0.6,1.0226,3.4,0.0,14.8,19.2,12.1,26.2,True
20050628,5,0.55,1.0155,2.28,0.5,6.5,20.8,14.4,27.3,False
20050629,6,0.72,1.008,2.49,0.1,7.9,20.6,15.3,25.9,False
20050630,7,0.83,1.0071,0.89,0.28,0.1,17.4,15.1,19.6,False
20050701,6,0.77,1.0137,2.12,0.04,5.5,17.4,12.4,22.3,False
20050702,7,0.8,1.0178,1.06,0.0,0.5,19.2,16.3,22.2,True
20050703,6,0.78,1.0158,1.65,0.0,2.9,16.6,13.2,20.1,True
20050704,7,0.71,1.009,1.72,0.22,3.3,15.3,12.3,18.3,False
20050705,6,0.83,1.0098,1.74,0.16,3.4,13.8,10.1,17.6,False
20050706,6,0.68,1.0081,2.11,0.06,5.5,16.5,13.1,19.9,False
20050707,7,0.77,1.0139,1.23,0.04,1.1,16.3,12.4,20.2,False
20050708,6,0.71,1.0191,1.81,0.0,3.8,16.5,12.7,20.3,True
20050709,6,0.75,1.0239,2.1,0.0,5.5,18.5,14.2,22.8,True
20050710,4,0.61,1.0286,3.33,0.0,14.6,21.8,14.4,29.3,True
20050711,5,0.59,1.0313,2.9,0.0,11.2,23.0,18.4,27.7,True
20050712,3,0.61,1.0299,3.15,0.0,13.2,20.8,14.3,27.3,True
20050713,3,0.65,1.0246,2.95,0.0,11.6,22.1,14.2,30.0,True
20050714,3,0.54,1.0187,3.28,0.0,14.4,24.5,18.1,30.9,True
20050715,5,0.6,1.0146,2.76,0.0,10.3,22.4,16.6,28.2,True
20050716,4,0.53,1.0172,3.16,0.0,13.5,19.4,14.5,24.3,True
20050717,1,0.52,1.0152,3.3,0.0,14.7,21.8,14.6,29.0,True
20050718,4,0.66,1.0088,2.47,0.04,8.3,21.0,15.6,26.4,False
20050719,4,0.58,1.0157,2.48,0.0,8.4,18.5,13.2,23.8,True
20050720,3,0.54,1.0201,2.89,0.0,11.5,20.0,14.8,25.1,True
20050721,2,0.63,1.0207,3.0,0.0,12.5,17.4,11.6,23.2,True
20050722,5,0.72,1.0165,1.8,0.0,4.1,17.2,12.5,22.0,True
20050723,7,0.72,1.0093,1.06,0.38,0.7,19.3,16.2,22.4,False
20050724,7,0.84,1.0031,1.57,1.08,2.9,18.4,14.9,21.8,False
20050725,8,0.83,1.0039,0.88,0.04,0.2,16.8,15.5,18.1,False
20050726,7,0.63,1.0113,0.92,0.38,0.3,17.0,13.9,20.2,False
20050727,8,0.94,1.009,0.74,0.3,0.0,15.1,12.7,17.5,False
20050728,6,0.83,1.0077,2.02,0.02,5.7,20.3,13.3,25.3,False
20050729,5,0.66,1.0107,2.7,0.0,10.6,19.0,14.7,23.4,True
20050730,6,0.8,1.0115,1.38,0.92,2.1,17.2,12.9,21.5,False
20050731,7,0.77,1.0139,0.85,0.9,0.2,16.9,14.2,19.6,False
20050801,6,0.79,1.0182,1.38,0.0,2.2,17.8,13.9,21.8,True
20050802,2,0.72,1.021,2.74,0.02,11.3,18.6,12.3,24.9,False
20050803,5,0.59,1.0219,2.7,0.0,11.0,19.2,14.5,23.8,True
20050804,6,0.64,1.0251,2.48,0.68,9.4,17.6,12.4,22.9,False
20050805,7,0.73,1.0186,2.03,0.02,6.2,18.0,13.6,22.4,False
20050806,6,0.63,1.0208,1.39,0.0,2.4,15.8,10.9,20.6,True
20050807,3,0.57,1.019,2.85,0.0,12.7,16.0,10.5,21.6,True
20050808,2,0.57,1.0202,3.0,0.0,14.1,16.8,10.3,23.2,True
20050809,5,0.52,1.0166,2.84,0.0,12.8,18.7,11.7,25.7,True
20050810,3,0.67,1.0162,2.58,0.0,10.7,19.4,13.8,25.1,True
20050811,5,0.62,1.0152,2.3,0.0,8.6,20.2,14.0,26.4,True
20050812,6,0.66,1.0152,1.49,0.0,3.2,18.5,14.5,22.5,True
20050813,6,0.79,1.0156,1.49,0.68,3.2,17.2,12.3,22.2,False
20050814,5,0.78,1.0174,1.93,0.04,6.1,16.2,12.1,20.2,False
20050815,4,0.7,1.0247,2.51,0.0,10.7,17.6,11.3,23.8,True
20050816,2,0.66,1.0224,2.45,0.0,10.3,18.6,11.7,25.6,True
20050817,1,0.65,1.0189,2.71,0.0,12.7,20.4,14.0,26.8,True
20050818,3,0.63,1.0134,2.34,0.6,9.6,22.0,15.1,29.0,False
20050819,7,0.83,1.0154,0.64,0.3,0.0,16.8,15.1,18.5,False
20050820,6,0.67,1.0219,1.93,0.0,6.6,17.1,13.7,20.5,True
20050821,4,0.59,1.0226,2.31,0.06,9.7,19.7,14.6,24.8,False
20050822,7,0.9,1.017,0.62,0.92,0.0,16.4,13.7,19.1,False
20050823,6,0.64,1.0185,2.34,0.0,10.2,17.0,11.7,22.2,True
20050824,7,0.86,1.0083,0.83,0.84,0.5,15.2,13.4,16.9,False
20050825,3,0.7,1.0046,2.28,0.08,10.0,15.4,11.7,19.1,False
20050826,5,0.66,1.0146,1.98,0.0,7.6,14.8,10.1,19.6,True
20050827,7,0.7,1.0174,1.13,0.0,1.9,17.2,13.1,21.3,True
20050828,3,0.67,1.0211,2.51,0.0,12.5,18.0,11.5,24.4,True
20050829,1,0.68,1.0229,2.51,0.0,12.7,19.3,12.5,26.1,True
20050830,2,0.68,1.0232,2.45,0.0,12.3,21.7,15.8,27.6,True
20050831,4,0.65,1.0115,2.1,0.0,9.2,24.6,17.4,31.8,True
20050901,6,0.66,1.014,1.72,0.0,6.7,20.6,16.7,24.5,True
20050902,3,0.62,1.0251,1.89,0.0,8.3,19.0,14.0,24.0,True
20050903,6,0.73,1.0272,1.76,0.0,7.3,20.6,15.0,26.3,True
20050904,6,0.7,1.02,1.8,1.2,7.8,23.0,16.5,29.4,False
20050905,7,0.8,1.013,0.97,0.0,1.7,20.2,18.5,22.0,True
20050906,5,0.77,1.0099,1.03,0.02,2.1,19.0,16.1,21.8,False
20050907,4,0.7,1.0113,1.87,0.0,8.9,19.8,13.6,26.1,True
20050908,1,0.71,1.0121,2.17,0.0,12.1,19.8,14.5,25.0,True
20050909,5,0.82,1.0095,1.59,0.79,6.6,19.9,13.0,26.8,False
20050910,7,0.88,1.0098,0.71,0.02,0.6,20.2,17.0,23.4,False
20050911,8,0.9,1.0146,0.5,0.0,0.0,16.1,15.1,17.1,False
20050912,7,0.75,1.0214,1.53,0.0,6.4,18.0,14.3,22.2,True
20050913,4,0.75,1.0245,1.81,0.0,9.2,17.4,12.0,22.9,True
20050914,5,0.74,1.0213,1.03,0.26,2.6,20.4,15.8,24.9,False
20050915,7,0.88,1.0144,0.79,0.92,1.2,18.4,14.9,22.0,False
20050916,4,0.71,1.0179,1.46,0.0,6.3,13.6,10.9,16.2,False
20050917,2,0.63,1.0261,1.84,0.0,10.3,11.3,5.7,16.9,False
20050918,7,0.77,1.0277,0.63,0.0,0.5,12.2,7.8,16.5,False
20050919,7,0.71,1.0258,0.78,0.0,1.3,16.2,13.1,19.2,True
20050920,6,0.76,1.0246,1.09,0.0,3.6,16.2,10.7,21.8,True
20050921,7,0.79,1.0226,0.69,0.0,0.9,17.6,14.0,21.1,True
20050922,5,0.77,1.0188,1.44,0.0,7.0,16.1,10.9,21.3,True
20050923,4,0.81,1.013,0.88,0.18,2.2,14.8,10.5,19.2,False
20050924,5,0.7,1.0173,1.42,0.04,7.1,12.4,6.8,18.1,False
20050925,4,0.72,1.0104,1.33,0.02,6.4,16.8,11.9,21.7,False
20050926,5,0.76,1.0153,0.85,0.28,2.2,14.2,10.2,18.3,False
20050927,6,0.72,1.0141,1.12,0.0,4.6,17.2,13.9,20.4,True
20050928,5,0.72,1.0179,0.95,0.74,3.2,12.2,8.1,16.3,False
20050929,5,0.68,1.0195,1.31,0.2,6.8,12.8,8.6,16.9,False
20050930,8,0.89,1.0168,0.39,0.08,0.0,15.9,11.7,20.1,False
20051001,4,0.71,1.0147,1.37,0.04,7.8,13.4,10.4,16.4,False
20051002,4,0.66,1.0248,1.36,0.0,7.9,12.0,8.2,15.8,False
20051003,6,0.76,1.0311,0.82,0.0,2.6,11.1,5.8,16.4,False
20051004,5,0.72,1.0305,0.9,0.0,3.4,13.4,9.3,17.6,False
20051005,5,0.86,1.0274,0.36,0.0,0.0,13.4,10.0,16.7,False
20051006,8,0.87,1.024,0.36,0.0,0.0,14.3,12.6,16.0,False
20051007,8,0.8,1.0194,0.35,0.0,0.0,16.0,14.3,17.8,False
20051008,7,0.83,1.0147,0.42,0.16,0.2,16.6,13.3,19.9,False
20051009,6,0.76,1.0205,1.2,0.0,7.3,12.2,7.5,16.9,False
20051010,4,0.76,1.0148,1.26,0.0,8.3,16.0,9.2,22.9,True
20051011,6,0.76,1.01,0.83,0.02,3.5,18.6,14.4,22.9,False
20051012,7,0.88,1.0096,0.37,1.1,0.1,18.4,16.8,19.9,False
20051013,8,0.87,1.0182,0.36,0.12,0.1,13.8,12.2,15.4,False
20051014,7,0.81,1.0268,0.31,0.0,0.0,14.4,12.1,16.7,False
20051015,4,0.79,1.0257,1.03,0.0,6.3,17.4,13.2,20.7,True
20051016,3,0.84,1.0215,0.94,0.1,5.4,14.8,11.2,18.5,False
20051017,6,0.91,1.0208,0.71,0.0,2.9,14.4,10.8,18.0,True
20051018,7,0.78,1.014,0.29,0.44,0.0,11.8,9.6,14.1,False
20051019,7,0.88,1.007,0.56,1.52,1.7,13.3,10.3,16.3,False
20051020,6,0.77,1.0064,0.99,0.42,6.8,13.4,10.1,16.6,False
20051021,6,0.77,0.9959,0.78,0.22,4.2,13.8,10.3,17.3,False
20051022,6,0.8,1.0,0.42,0.0,0.7,13.7,11.3,16.1,False
20051023,6,0.85,1.0121,0.65,0.96,2.9,11.6,6.5,16.6,False
20051024,8,0.92,1.0074,0.26,1.34,0.0,13.3,9.3,17.3,False
20051025,5,0.75,1.0027,0.76,0.02,4.5,15.8,14.1,17.5,False
20051026,6,0.86,1.0129,0.29,0.0,0.1,15.4,12.3,18.4,True
20051027,4,0.75,1.0092,0.99,0.26,8.3,17.2,13.5,21.0,False
20051028,7,0.83,1.0089,0.38,0.14,0.7,15.8,13.7,17.9,False
20051029,5,0.86,1.0094,0.5,0.0,1.9,14.4,10.1,18.8,True
20051030,6,0.77,1.0055,0.47,0.08,1.6,16.3,13.2,19.4,False
20051031,7,0.88,1.0054,0.36,0.4,0.7,14.3,13.1,15.5,False
20051101,4,0.76,1.0093,0.85,0.54,7.1,13.2,9.3,17.0,False
20051102,7,0.91,1.003,0.22,0.62,0.0,13.8,10.0,17.5,False
20051103,5,0.75,1.0016,0.29,0.02,0.3,15.4,14.5,16.2,False
20051104,2,0.73,1.0119,0.76,0.0,6.2,11.4,8.9,13.8,False
20051105,4,0.82,1.0193,0.54,0.02,3.0,9.2,3.9,14.5,False
20051106,7,0.85,1.0149,0.21,0.62,0.0,10.8,7.0,14.6,False
20051107,2,0.79,1.017,0.69,0.04,5.6,11.5,8.5,14.5,False
20051108,6,0.79,1.0109,0.41,0.18,1.7,13.6,10.6,16.6,False
20051109,3,0.8,1.0227,0.74,0.02,6.8,9.0,5.4,12.5,False
20051110,6,0.86,1.0291,0.19,0.02,0.0,10.0,5.1,14.9,False
20051111,8,0.81,1.0199,0.22,0.2,0.1,13.5,12.3,14.7,False
20051112,4,0.79,1.0137,0.48,0.0,2.9,8.8,6.2,11.5,False
20051113,4,0.88,1.0252,0.42,0.02,2.2,6.5,2.3,10.7,False
20051114,0,0.86,1.0263,0.69,0.1,6.8,5.2,0.5,10.0,False
20051115,5,0.84,1.012,0.37,0.04,1.7,7.3,2.4,12.2,False
20051116,4,0.79,1.0098,0.51,0.0,3.9,6.8,5.2,8.3,False
20051117,1,0.79,1.0174,0.7,0.0,7.6,3.1,-1.0,7.2,False
20051118,0,0.84,1.0248,0.69,0.02,7.4,2.6,-2.8,8.0,False
20051119,0,0.89,1.0314,0.64,0.02,6.6,3.4,-2.0,8.7,False
20051120,3,0.9,1.0332,0.62,0.02,6.4,1.6,-3.0,6.3,False
20051121,0,0.88,1.0346,0.58,0.02,5.7,2.6,-2.8,8.1,False
20051122,4,0.94,1.0376,0.37,0.02,2.2,4.4,-0.6,9.5,False
20051123,5,0.94,1.037,0.35,0.0,1.9,4.6,2.0,7.3,False
20051124,5,0.86,1.0156,0.18,0.2,0.1,6.0,1.9,10.0,False
20051125,4,0.74,0.9934,0.39,0.0,2.7,1.8,-0.4,3.9,False
20051126,4,0.85,0.9923,0.19,0.06,0.2,3.3,0.2,6.4,False
20051127,6,0.87,0.9977,0.21,0.0,0.4,3.0,1.1,4.8,False
20051128,7,0.82,0.9997,0.21,0.04,0.4,3.5,2.0,5.0,False
20051129,6,0.84,1.0076,0.41,0.0,3.4,3.2,0.3,6.1,False
20051130,6,0.87,1.0088,0.14,0.08,0.0,4.0,-1.4,9.4,False
20051201,8,0.92,0.9967,0.14,1.3,0.0,5.6,1.5,9.8,False
20051202,7,0.85,0.9797,0.31,0.68,2.1,8.9,6.8,11.0,False
20051203,6,0.83,0.9843,0.3,0.08,2.1,8.5,6.5,10.5,False
20051204,4,0.87,0.9911,0.28,0.0,1.7,7.2,4.7,9.8,False
20051205,8,0.85,0.9977,0.13,0.0,0.0,6.6,4.7,8.5,False
20051206,4,0.91,1.0061,0.15,0.02,0.1,3.6,0.3,6.9,False
20051207,3,0.88,1.0137,0.41,0.6,4.4,3.8,0.0,7.6,False
20051208,5,0.92,1.0151,0.17,0.04,0.3,4.8,1.2,8.4,False
20051209,6,0.96,1.0364,0.27,0.0,1.8,3.2,1.6,4.9,False
20051210,1,0.91,1.0405,0.38,0.02,3.9,4.2,0.7,7.6,False
20051211,2,0.95,1.0392,0.28,0.02,1.9,2.8,-2.1,7.6,False
20051212,5,0.87,1.0387,0.28,0.0,1.9,3.8,-1.2,8.8,False
20051213,7,0.8,1.0393,0.2,0.0,0.8,6.6,4.7,8.4,False
20051214,8,0.83,1.0324,0.16,0.0,0.3,6.2,3.3,9.0,False
20051215,5,0.78,1.0246,0.35,0.02,3.4,8.8,6.1,11.4,False
20051216,5,0.67,1.0138,0.35,0.0,3.4,10.0,7.5,12.6,False
20051217,0,0.58,1.0215,0.47,0.0,6.3,2.6,0.9,4.2,False
20051218,3,0.69,1.0227,0.43,0.04,5.3,2.4,-3.5,8.3,False
20051219,1,0.86,1.0232,0.46,0.0,6.1,3.8,-1.8,9.3,False
20051220,6,0.82,1.0302,0.19,0.02,0.6,2.8,-2.3,8.0,False
20051221,8,0.86,1.0311,0.17,0.0,0.4,5.6,1.1,10.1,False
20051222,7,0.8,1.0305,0.16,0.0,0.3,8.0,6.0,10.1,False
20051223,8,0.76,1.027,0.12,0.0,0.0,8.0,6.2,9.7,False
20051224,5,0.89,1.0257,0.41,0.02,4.7,8.3,5.5,11.1,False
20051225,4,0.85,1.0267,0.35,0.0,3.4,4.0,1.0,6.9,False
20051226,6,0.82,1.0204,0.2,0.08,0.8,3.6,1.5,5.8,False
20051227,3,0.84,1.0151,0.29,0.02,2.2,1.3,0.0,2.6,False
20051228,3,0.82,1.0171,0.44,0.0,5.3,0.3,-1.5,2.1,False
20051229,8,0.8,1.0162,0.14,0.28,0.1,1.3,-0.8,3.4,False
20051230,7,0.89,0.9995,0.12,1.18,0.0,3.4,-1.4,9.6,False
20051231,5,0.84,0.9938,0.29,0.02,2.1,5.4,1.9,8.8,False
20060101,7,0.82,1.0028,0.19,0.0,0.6,6.1,3.9,8.3,False
20060102,8,0.86,1.0236,0.17,0.0,0.3,6.4,5.3,7.6,False
20060103,8,0.91,1.0278,0.13,0.1,0.0,7.5,5.5,9.5,False
20060104,5,0.86,1.0291,0.13,0.0,0.0,6.4,5.9,6.8,False
