DATE,PERPIGNAN_wind_speed,PERPIGNAN_humidity,PERPIGNAN_pressure,PERPIGNAN_global_radiation,PERPIGNAN_precipitation,PERPIGNAN_temp_mean,PERPIGNAN_temp_min,PERPIGNAN_temp_max,PERPIGNAN_picnic_weather
20041207,4.5,0.8,1.0225,0.07,4.14,8.4,7.2,9.5,False
20041208,4.0,0.83,1.0206,0.06,2.7,9.3,7.9,10.7,False
20041209,3.4,0.81,1.0192,0.2,0.48,11.1,8.9,13.3,False
20041210,2.0,0.66,1.0198,0.64,0.0,12.2,6.1,18.3,True
20041211,1.1,0.76,1.0234,0.93,0.0,9.8,4.4,15.1,False
20041212,1.5,0.85,1.0248,0.29,0.46,6.8,2.8,10.7,False
20041213,1.8,0.79,1.0272,0.41,0.0,9.5,6.0,13.0,False
20041214,2.1,0.8,1.0269,0.3,0.0,11.5,8.6,14.3,False
20041215,1.4,0.84,1.0234,0.45,0.0,9.4,6.1,12.7,False
20041216,2.4,0.78,1.0184,0.6,0.04,9.8,6.5,13.0,False
20041217,10.9,0.54,1.013,0.55,0.0,11.6,7.4,15.8,False
20041218,8.8,0.53,1.0172,0.65,0.0,12.4,9.7,15.2,False
20041219,9.9,0.5,1.0082,0.79,0.02,14.3,9.8,18.8,False
20041220,7.8,0.61,1.0136,0.83,0.04,9.2,6.7,11.6,False
20041221,5.4,0.36,1.0224,0.91,0.0,7.8,4.7,11.0,False
20041222,7.6,0.41,1.0257,0.95,0.0,8.5,4.7,12.4,False
20041223,7.9,0.52,1.0221,0.52,0.0,11.6,7.3,15.8,False
20041224,3.2,0.65,1.0166,0.94,0.0,12.4,9.2,15.5,False
20041225,4.5,0.7,1.0038,0.19,0.1,6.6,3.6,9.6,False
20041226,11.4,0.58,1.0006,0.8,0.0,5.6,4.6,6.7,False
20041227,12.8,0.46,1.0143,0.69,0.0,6.0,4.4,7.6,False
20041228,7.9,0.48,1.0166,0.2,0.2,6.8,3.6,10.0,False
20041229,11.2,0.5,1.0245,0.58,0.0,8.0,6.9,9.2,False
20041230,9.6,0.48,1.0306,0.97,0.0,9.8,7.8,11.9,False
20041231,8.4,0.57,1.0278,0.92,0.0,12.0,9.9,14.0,False
20050101,6.9,0.54,1.0283,0.95,0.0,14.0,10.8,17.1,False
20050102,9.0,0.53,1.031,0.75,0.0,13.5,11.0,16.0,False
20050103,6.3,0.5,1.036,0.99,0.0,9.8,7.3,12.4,False
20050104,2.4,0.7,1.0343,0.96,0.0,5.4,-1.6,12.4,False
20050105,3.4,0.57,1.0342,0.91,0.0,8.6,1.9,15.2,False
20050106,5.9,0.53,1.0357,0.93,0.0,11.3,5.4,17.3,False
20050107,2.1,0.75,1.0346,0.98,0.0,8.2,2.6,13.8,False
20050108,2.0,0.8,1.0321,0.32,0.0,9.0,5.5,12.5,False
20050109,2.1,0.8,1.031,0.99,0.0,6.8,0.3,13.2,False
20050110,1.9,0.77,1.0303,0.86,0.0,9.7,5.6,13.8,False
20050111,2.0,0.8,1.0303,0.9,0.0,6.8,1.0,12.6,False
20050112,2.5,0.76,1.0287,0.86,0.0,6.2,0.4,12.0,False
20050113,4.9,0.54,1.028,1.04,0.0,9.4,2.9,15.8,False
20050114,1.1,0.69,1.0263,1.08,0.0,5.9,-1.9,13.7,False
20050115,1.6,0.78,1.0256,0.5,0.0,5.1,-1.6,11.8,False
20050116,1.9,0.78,1.0271,0.75,0.0,8.8,4.2,13.5,False
20050117,1.8,0.83,1.0251,0.92,0.0,6.8,1.3,12.4,False
20050118,7.8,0.64,1.016,0.73,0.38,9.8,1.9,17.8,False
20050119,8.2,0.65,1.0187,0.29,0.18,10.2,5.7,14.6,False
20050120,12.1,0.56,1.0222,0.62,0.0,12.4,7.9,16.9,False
20050121,10.2,0.5,1.021,1.12,0.0,13.8,12.2,15.4,False
20050122,7.8,0.5,1.019,1.15,0.0,14.1,12.2,16.0,False
20050123,5.8,0.6,1.0156,0.91,0.08,11.3,7.0,15.6,False
20050124,10.9,0.54,1.0158,0.81,0.1,3.6,0.8,6.4,False
20050125,12.6,0.42,1.012,1.14,0.0,2.0,0.3,3.6,False
20050126,11.0,0.48,1.0108,1.04,0.0,0.2,-0.8,1.3,False
20050127,11.8,0.46,1.0131,1.15,0.0,0.5,-0.7,1.7,False
20050128,11.5,0.48,1.0108,0.56,0.0,3.2,-0.1,6.4,False
20050129,10.3,0.46,1.0141,1.24,0.0,5.1,3.6,6.6,False
20050130,10.4,0.41,1.0246,1.31,0.0,3.8,0.9,6.6,False
20050131,10.0,0.46,1.0275,1.29,0.0,6.4,3.1,9.6,False
20050201,13.5,0.51,1.0233,1.29,0.0,8.8,6.4,11.2,False
20050202,12.1,0.46,1.0285,1.17,0.0,8.5,5.7,11.3,False
20050203,8.2,0.46,1.0273,1.34,0.0,9.5,7.2,11.9,False
20050204,2.4,0.58,1.0269,1.32,0.0,6.1,-0.1,12.3,False
20050205,2.0,0.72,1.022,1.03,0.02,5.4,0.5,10.2,False
20050206,2.2,0.86,1.0196,0.55,4.54,7.3,2.3,12.3,False
20050207,4.2,0.84,1.0222,0.19,6.48,7.9,6.4,9.4,False
20050208,2.0,0.89,1.0262,0.23,5.88,8.0,6.5,9.6,False
20050209,2.1,0.77,1.0314,0.99,0.0,9.8,6.4,13.3,False
20050210,4.4,0.58,1.0349,1.44,0.0,11.2,6.9,15.4,False
20050211,6.6,0.42,1.0318,0.58,0.06,12.2,7.7,16.7,False
20050212,9.5,0.57,1.0234,0.59,0.0,14.4,13.0,15.9,False
20050213,11.5,0.61,1.0116,1.41,0.6,11.3,9.3,13.3,False
20050214,13.4,0.51,1.0106,1.31,0.0,5.8,4.0,7.7,False
20050215,12.4,0.51,1.008,1.31,0.12,4.3,2.4,6.2,False
20050216,12.6,0.52,1.0135,1.34,0.0,3.4,2.0,4.9,False
20050217,11.9,0.47,1.019,1.54,0.0,2.5,1.2,3.8,False
20050218,6.0,0.47,1.0206,1.64,0.0,3.4,0.0,6.9,False
20050219,7.5,0.57,1.0149,0.82,0.42,5.8,1.9,9.6,False
20050220,6.2,0.62,1.0109,0.85,0.0,4.7,3.2,6.2,False
20050221,6.2,0.52,1.007,1.6,0.0,4.1,1.3,6.9,False
20050222,3.9,0.58,1.0045,1.31,0.0,2.0,-2.6,6.7,False
20050223,5.2,0.52,1.0104,1.78,0.0,5.0,1.4,8.5,False
20050224,1.2,0.56,1.0125,1.35,0.0,2.1,-3.2,7.4,False
20050225,1.5,0.64,1.0108,1.71,0.0,2.3,-3.9,8.5,False
20050226,2.1,0.6,1.009,1.71,0.0,3.6,-3.0,10.2,False
20050227,7.5,0.52,1.0094,1.76,0.0,5.5,2.8,8.1,False
20050228,9.5,0.4,1.0124,1.92,0.0,-0.6,-2.7,1.5,False
20050301,3.4,0.41,1.011,1.78,0.0,3.6,-1.0,8.2,False
20050302,2.2,0.65,1.0069,1.83,0.0,1.6,-5.2,8.5,False
20050303,3.9,0.62,1.0073,1.37,0.0,4.1,-2.9,11.2,False
20050304,9.5,0.47,1.0128,1.95,0.0,5.4,3.0,7.9,False
20050305,8.9,0.57,1.0092,1.44,0.18,6.4,2.7,10.2,False
20050306,9.1,0.6,1.0151,1.92,0.0,5.1,2.7,7.5,False
20050307,11.9,0.47,1.023,1.96,0.0,2.4,-0.6,5.3,False
20050308,10.1,0.42,1.0272,2.05,0.0,6.5,3.2,9.8,False
20050309,7.5,0.43,1.0265,2.1,0.0,8.6,5.5,11.6,False
20050310,4.4,0.46,1.0235,2.13,0.0,9.0,3.6,14.4,False
20050311,3.5,0.52,1.0209,1.38,0.0,6.7,1.9,11.5,False
20050312,1.6,0.54,1.0126,2.19,0.0,5.8,-2.4,14.0,False
20050313,2.5,0.59,1.0121,2.16,0.0,8.1,0.8,15.4,False
20050314,2.8,0.77,1.0173,1.65,0.0,7.5,0.5,14.5,False
20050315,1.6,0.81,1.0249,1.65,0.0,12.5,9.1,15.8,False
20050316,2.0,0.88,1.0303,0.86,0.0,9.6,4.5,14.6,False
20050317,1.4,0.76,1.0312,1.83,0.0,13.4,9.2,17.7,False
20050318,2.0,0.8,1.0278,2.17,0.0,10.7,5.1,16.3,False
20050319,1.9,0.85,1.0217,1.68,0.0,11.6,8.0,15.1,False
20050320,1.8,0.87,1.0167,1.62,0.0,10.2,6.4,13.9,False
20050321,2.5,0.89,1.0132,0.66,0.04,11.4,7.8,14.9,False
20050322,2.1,0.93,1.0151,0.53,0.1,13.0,11.1,14.8,False
20050323,2.9,0.91,1.0162,0.48,0.0,12.6,10.8,14.3,False
20050324,2.5,0.86,1.0182,1.38,0.0,14.8,11.5,18.1,True
20050325,3.5,0.86,1.015,0.76,0.0,14.0,12.2,15.8,False
20050326,2.2,0.84,1.0087,0.79,0.0,13.7,11.8,15.6,False
20050327,3.1,0.71,1.0106,1.17,0.04,14.0,7.9,20.2,False
20050328,3.2,0.55,1.0145,2.2,0.0,15.2,10.3,20.0,True
20050329,4.5,0.74,1.0158,1.02,2.72,14.4,8.4,20.5,False
20050330,7.0,0.58,1.0184,2.03,0.02,14.8,11.5,18.1,False
20050331,7.0,0.48,1.0207,2.54,0.0,14.6,11.6,17.7,False
20050401,5.1,0.7,1.0192,2.47,0.0,10.7,4.6,16.7,False
20050402,6.1,0.79,1.0208,0.58,0.14,13.2,11.7,14.7,False
20050403,4.6,0.89,1.0237,1.06,0.54,13.3,11.6,15.0,False
20050404,2.6,0.84,1.0262,1.23,0.0,12.6,10.2,15.1,False
20050405,1.6,0.8,1.0278,1.81,0.0,12.9,8.1,17.7,False
20050406,2.4,0.84,1.0226,2.15,0.0,12.8,7.4,18.1,True
20050407,2.9,0.76,1.0111,2.27,0.0,14.8,10.5,19.0,True
20050408,7.8,0.63,1.0089,0.65,0.02,12.5,11.1,13.8,False
20050409,11.0,0.53,1.0162,1.6,0.02,7.0,5.2,8.9,False
20050410,15.5,0.5,1.0169,2.57,0.0,8.4,5.4,11.3,False
20050411,12.6,0.46,1.0164,2.51,0.0,12.9,9.2,16.6,False
20050412,9.6,0.46,1.0171,2.18,0.0,15.5,12.2,18.8,True
20050413,5.0,0.53,1.0126,1.71,0.0,16.4,12.8,20.1,True
20050414,2.9,0.73,1.0061,2.48,0.08,12.1,5.7,18.5,False
20050415,5.1,0.64,1.0065,1.16,0.12,10.7,7.5,13.9,False
20050416,10.4,0.54,1.0061,2.69,0.0,11.8,8.1,15.4,False
20050417,12.4,0.49,1.0048,2.99,0.0,13.8,8.2,19.3,True
20050418,4.1,0.63,1.0047,1.44,0.14,15.5,11.5,19.5,False
20050419,4.5,0.5,1.0093,2.09,0.0,14.3,9.7,18.9,True
20050420,7.3,0.52,1.0136,1.97,0.1,12.5,9.9,15.1,False
20050421,5.4,0.51,1.013,2.31,0.0,14.8,9.4,20.1,True
20050422,3.2,0.65,1.0134,2.13,0.02,14.4,11.0,17.7,False
20050423,3.6,0.84,1.0107,1.25,0.0,13.8,10.8,16.9,False
20050424,2.5,0.87,1.0084,0.45,0.02,14.4,13.3,15.5,False
20050425,3.2,0.57,1.0155,2.11,0.0,15.4,10.6,20.3,True
20050426,2.9,0.7,1.0174,3.08,0.0,14.0,6.9,21.1,True
20050427,2.2,0.65,1.0186,3.05,0.0,14.8,7.9,21.7,True
20050428,1.8,0.72,1.0196,3.05,0.0,16.2,10.3,22.1,True
20050429,2.2,0.66,1.0182,2.74,0.02,17.9,10.4,25.4,False
20050430,3.9,0.77,1.014,3.03,0.0,16.1,10.6,21.6,True
20050501,3.6,0.74,1.0139,2.67,0.0,15.2,8.8,21.5,True
20050502,3.6,0.87,1.0165,0.6,0.0,16.2,13.6,18.9,True
20050503,3.2,0.61,1.018,2.04,0.0,19.7,14.2,25.2,True
20050504,6.4,0.55,1.0179,2.53,0.02,18.8,15.9,21.7,False
20050505,9.6,0.53,1.018,3.12,0.02,16.2,12.7,19.7,False
20050506,9.8,0.44,1.0195,3.3,0.0,17.8,13.7,22.0,True
20050507,5.4,0.43,1.0155,3.26,0.0,19.8,13.7,25.8,True
20050508,4.5,0.49,1.0119,3.2,0.0,18.8,13.1,24.5,True
20050509,2.8,0.6,1.0105,2.36,0.02,16.8,12.5,21.2,False
20050510,2.4,0.79,1.0113,1.34,0.06,17.0,14.2,19.7,False
20050511,2.2,0.67,1.0138,2.34,0.14,17.8,14.1,21.4,False
20050512,4.4,0.86,1.0117,1.81,0.02,16.6,13.0,20.3,False
20050513,4.5,0.86,1.0121,1.2,0.54,16.8,14.7,18.9,False
20050514,4.1,0.61,1.0164,1.82,0.0,18.0,14.4,21.5,True
20050515,2.9,0.7,1.015,2.83,0.08,16.8,11.3,22.3,False
20050516,2.1,0.8,1.0116,2.15,0.16,16.8,13.8,19.8,False
20050517,5.2,0.82,1.0099,0.26,3.94,14.0,11.6,16.3,False
20050518,8.6,0.49,1.0188,3.25,0.0,17.5,13.8,21.2,True
20050519,3.0,0.54,1.0208,3.41,0.0,18.5,11.6,25.4,True
20050520,3.0,0.71,1.0184,3.24,0.0,17.6,11.9,23.4,True
20050521,2.4,0.83,1.0156,1.2,0.0,16.3,12.8,19.8,True
20050522,5.2,0.74,1.014,1.75,0.4,18.0,14.7,21.4,False
20050523,5.7,0.53,1.0212,3.27,0.0,17.4,12.8,21.9,True
20050524,2.4,0.55,1.0225,3.39,0.0,17.5,10.7,24.3,True
20050525,2.7,0.61,1.022,3.36,0.0,18.0,10.8,25.1,True
20050526,3.2,0.66,1.0197,3.41,0.0,18.4,12.0,24.7,True
20050527,4.6,0.65,1.016,3.51,0.0,21.1,14.2,28.0,True
20050528,2.3,0.66,1.0178,3.24,0.0,21.4,15.7,27.1,True
20050529,4.0,0.65,1.0157,3.35,0.0,21.7,13.7,29.7,True
20050530,7.5,0.62,1.0219,1.48,0.08,19.4,16.7,22.1,False
20050531,8.9,0.44,1.0207,2.35,0.0,20.6,16.8,24.3,True
20050601,7.4,0.39,1.0167,3.15,0.0,23.8,18.9,28.6,True
20050602,3.1,0.55,1.015,3.52,0.0,22.2,18.0,26.5,True
20050603,3.6,0.7,1.0149,2.84,0.0,20.3,15.0,25.6,True
20050604,6.7,0.58,1.0184,2.61,0.0,21.0,17.4,24.5,True
20050605,5.8,0.44,1.0192,3.58,0.0,21.4,16.4,26.5,True
20050606,6.9,0.43,1.0195,2.87,0.0,22.8,18.5,27.0,True
20050607,7.9,0.45,1.0221,3.47,0.0,23.4,19.3,27.5,True
20050608,3.7,0.49,1.0236,3.08,0.0,20.4,17.8,23.0,True
20050609,2.6,0.57,1.0194,3.47,0.0,18.7,10.9,26.5,True
20050610,2.3,0.62,1.0164,3.22,0.0,16.8,11.6,21.9,True
20050611,3.0,0.77,1.0114,1.9,0.2,18.4,13.4,23.5,False
20050612,3.0,0.82,1.0092,1.71,0.02,20.0,16.6,23.5,False
20050613,3.6,0.81,1.0084,1.58,0.02,21.0,17.9,24.1,False
20050614,4.1,0.59,1.0142,2.13,0.22,21.0,16.0,25.9,False
20050615,3.2,0.47,1.0194,2.68,0.0,23.0,17.2,28.9,True
20050616,7.9,0.49,1.0229,2.82,0.0,24.9,21.3,28.5,True
20050617,4.0,0.49,1.0228,3.48,0.0,26.5,21.8,31.2,True
20050618,2.4,0.56,1.0182,3.45,0.0,23.8,17.5,30.2,True
20050619,2.2,0.48,1.0143,3.34,0.0,25.8,17.6,33.9,True
20050620,3.5,0.56,1.0138,2.86,0.0,29.0,24.2,33.7,True
20050621,2.3,0.59,1.0166,2.16,0.0,28.2,23.7,32.6,True
20050622,3.8,0.62,1.0176,3.1,0.0,27.4,22.3,32.5,True
20050623,2.5,0.79,1.0174,2.37,0.0,24.4,20.3,28.6,True
20050624,2.6,0.78,1.0153,2.29,0.0,25.6,21.8,29.3,True
20050625,3.6,0.76,1.0158,2.78,0.0,24.6,19.9,29.2,True
20050626,4.1,0.77,1.0177,3.23,0.0,24.6,19.5,29.6,True
20050627,3.0,0.78,1.0172,2.39,0.0,25.8,23.0,28.7,True
20050628,3.3,0.57,1.0138,1.64,0.0,28.0,20.9,35.0,True
20050629,7.1,0.56,1.0103,3.07,0.0,25.0,19.2,30.7,True
20050630,5.5,0.46,1.0137,2.99,0.0,25.6,20.2,31.0,True
20050701,7.1,0.45,1.0194,2.92,0.0,23.3,18.8,27.9,True
20050702,4.3,0.38,1.0179,3.52,0.0,27.0,19.7,34.2,True
20050703,2.7,0.54,1.0139,3.47,0.0,25.6,20.3,30.8,True
20050704,5.2,0.68,1.014,1.5,0.56,22.0,17.9,26.1,False
20050705,7.0,0.43,1.0161,3.51,0.0,21.1,16.2,26.0,True
20050706,7.6,0.5,1.0152,3.35,0.0,24.4,18.9,29.9,True
20050707,8.3,0.48,1.0162,3.43,0.0,22.2,18.5,26.0,True
20050708,6.8,0.49,1.0162,2.58,0.0,22.2,17.8,26.7,True
20050709,6.2,0.48,1.0169,1.93,0.0,23.7,19.9,27.5,True
20050710,7.7,0.44,1.0192,3.42,0.0,22.7,17.5,27.9,True
20050711,7.6,0.34,1.0192,3.29,0.0,27.1,21.8,32.4,True
20050712,6.3,0.28,1.0181,3.49,0.0,28.3,22.8,33.8,True
20050713,3.5,0.34,1.0172,3.4,0.0,27.4,20.9,33.8,True
20050714,3.5,0.74,1.0178,3.32,0.0,23.1,18.8,27.4,True
20050715,2.2,0.76,1.0174,2.83,0.0,23.7,19.1,28.3,True
20050716,2.0,0.72,1.0159,3.19,0.0,24.8,18.7,30.8,True
20050717,2.3,0.75,1.013,3.03,0.0,25.6,21.1,30.0,True
20050718,7.1,0.55,1.0151,2.32,0.04,24.8,21.5,28.0,False
20050719,6.2,0.44,1.0221,3.41,0.0,25.5,20.0,31.0,True
20050720,5.3,0.33,1.0227,3.46,0.0,27.4,20.5,34.2,True
20050721,4.8,0.33,1.0169,3.33,0.0,28.1,21.9,34.3,True
20050722,5.8,0.36,1.0116,3.31,0.0,28.0,22.5,33.5,True
20050723,2.5,0.53,1.0098,2.79,0.0,26.7,22.8,30.6,True
20050724,2.8,0.75,1.0092,3.07,0.0,23.8,19.0,28.7,True
20050725,2.7,0.77,1.0105,0.76,0.0,24.1,22.4,25.8,True
20050726,3.8,0.73,1.0101,3.07,0.0,23.9,19.4,28.4,True
20050727,4.5,0.8,1.0099,2.75,0.0,25.8,22.2,29.3,True
20050728,4.5,0.82,1.0117,2.29,0.0,25.2,21.9,28.5,True
20050729,4.9,0.68,1.0135,2.27,0.0,26.4,22.9,29.9,True
20050730,5.4,0.48,1.0163,2.33,0.0,24.4,20.8,28.1,True
20050731,5.3,0.44,1.0159,2.33,0.34,24.2,20.0,28.3,False
20050801,4.5,0.71,1.0164,1.14,0.48,21.0,17.2,24.7,False
20050802,7.9,0.5,1.0179,2.38,0.0,22.0,17.6,26.4,True
20050803,8.9,0.4,1.021,3.27,0.0,24.2,19.8,28.7,True
20050804,8.1,0.35,1.0215,3.28,0.0,25.9,21.3,30.5,True
20050805,5.9,0.24,1.0193,3.3,0.0,26.3,18.4,34.2,True
20050806,6.5,0.34,1.0163,3.27,0.0,28.3,22.9,33.7,True
20050807,6.6,0.42,1.0126,3.11,0.0,27.8,23.0,32.6,True
20050808,2.4,0.39,1.0128,3.01,0.0,22.6,16.8,28.3,True
20050809,3.7,0.69,1.0117,2.32,0.06,22.0,18.7,25.3,False
20050810,4.4,0.87,1.0094,0.87,0.86,23.0,21.1,24.8,False
20050811,5.0,0.63,1.0121,2.29,0.0,23.0,18.0,27.9,True
20050812,6.2,0.42,1.0152,3.1,0.0,27.0,21.6,32.5,True
20050813,5.8,0.44,1.0184,3.1,0.0,25.7,21.2,30.2,True
20050814,7.3,0.44,1.0188,3.09,0.0,23.6,18.3,28.9,True
20050815,5.3,0.43,1.0172,3.09,0.0,24.8,20.1,29.6,True
20050816,2.5,0.44,1.0136,3.01,0.0,21.4,14.8,27.9,True
20050817,3.0,0.62,1.0133,2.12,0.0,22.0,18.0,26.1,True
20050818,2.3,0.62,1.0147,2.28,0.0,23.1,17.8,28.4,True
20050819,5.9,0.5,1.0187,2.12,0.06,25.2,21.2,29.3,False
20050820,8.8,0.49,1.0182,2.03,0.0,22.0,18.6,25.4,True
20050821,11.3,0.52,1.0163,1.55,0.0,19.3,16.4,22.3,True
20050822,10.0,0.44,1.0169,2.79,0.0,22.3,18.9,25.8,True
20050823,8.5,0.48,1.0164,2.88,0.0,22.9,18.9,26.9,True
20050824,4.4,0.43,1.0152,2.88,0.0,23.3,17.4,29.2,True
20050825,3.0,0.5,1.0138,2.77,0.0,21.3,14.3,28.3,True
20050826,2.6,0.59,1.0169,1.45,0.0,24.6,20.2,28.9,True
20050827,2.0,0.66,1.0168,0.87,0.06,20.3,17.4,23.2,False
20050828,4.7,0.55,1.0178,2.39,0.0,24.4,19.8,29.1,True
20050829,3.5,0.66,1.0206,2.76,0.0,22.0,15.4,28.6,True
20050830,2.9,0.7,1.0199,2.67,0.0,21.8,14.9,28.7,True
20050831,3.6,0.73,1.0147,2.63,0.0,24.0,15.8,32.3,True
20050901,2.7,0.71,1.0166,1.94,0.0,24.0,19.9,28.0,True
20050902,2.6,0.64,1.0197,2.43,0.0,25.6,21.6,29.6,True
20050903,2.4,0.84,1.0212,2.11,0.0,23.0,18.3,27.8,True
20050904,2.8,0.82,1.0191,2.18,0.0,23.8,19.8,27.9,True
20050905,4.0,0.86,1.014,1.61,1.08,23.3,20.4,26.2,False
20050906,2.9,0.82,1.0085,1.75,0.18,21.7,18.1,25.3,False
20050907,3.6,0.83,1.0117,1.75,1.36,20.8,17.3,24.4,False
20050908,4.4,0.86,1.011,1.42,0.52,21.4,18.4,24.5,False
20050909,2.3,0.81,1.0131,2.14,0.02,21.6,17.3,26.0,False
20050910,3.6,0.69,1.0121,1.01,0.0,20.2,17.1,23.4,True
20050911,2.8,0.59,1.0116,2.19,0.0,20.4,14.7,26.1,True
20050912,4.2,0.59,1.0161,1.96,0.18,20.7,14.8,26.6,False
20050913,5.2,0.6,1.0214,1.83,0.0,22.1,17.9,26.3,True
20050914,4.7,0.55,1.0236,2.45,0.0,23.5,18.4,28.6,True
20050915,3.7,0.5,1.0186,2.5,0.0,23.6,16.0,31.3,True
20050916,4.4,0.53,1.0103,2.13,0.0,23.2,16.8,29.7,True
20050917,9.9,0.54,1.0114,1.94,0.0,17.9,16.2,19.6,True
20050918,9.8,0.38,1.017,2.5,0.0,16.2,12.8,19.7,True
20050919,7.4,0.41,1.02,1.17,0.0,18.0,14.6,21.3,True
20050920,7.2,0.35,1.0194,2.41,0.0,20.2,15.9,24.4,True
20050921,3.3,0.47,1.0173,2.37,0.0,18.2,11.4,25.0,True
20050922,2.2,0.69,1.0181,2.26,0.0,15.8,9.1,22.5,True
20050923,1.9,0.8,1.0177,1.44,0.0,17.4,11.6,23.2,True
20050924,2.8,0.69,1.0165,1.98,0.0,20.4,13.9,26.9,True
20050925,3.3,0.8,1.016,0.69,1.0,19.4,16.4,22.4,False
20050926,3.3,0.67,1.0209,1.73,0.0,20.5,16.5,24.5,True
20050927,1.4,0.8,1.0219,1.72,0.0,18.2,13.3,23.1,True
20050928,3.1,0.64,1.0229,1.75,0.0,20.5,15.3,25.7,True
20050929,6.0,0.55,1.0238,2.04,0.0,18.4,14.1,22.8,True
20050930,7.6,0.46,1.0215,2.09,0.0,21.1,17.1,25.1,True
20051001,5.2,0.51,1.0189,1.4,0.0,20.2,14.6,25.7,True
20051002,8.2,0.54,1.0207,1.6,0.0,16.8,14.3,19.3,True
20051003,10.1,0.55,1.0217,1.73,0.0,15.3,12.5,18.1,True
20051004,8.2,0.59,1.0214,0.74,0.28,14.6,12.7,16.6,False
20051005,4.0,0.74,1.0207,0.97,0.08,15.2,12.4,17.9,False
20051006,1.6,0.72,1.0202,1.74,0.0,15.9,10.9,20.9,True
20051007,2.6,0.83,1.018,1.83,0.02,14.0,7.5,20.5,False
20051008,2.3,0.84,1.0192,1.83,0.02,16.0,10.5,21.4,False
20051009,1.7,0.82,1.0218,1.85,0.0,15.0,8.4,21.5,True
20051010,5.9,0.89,1.0196,0.74,0.0,18.2,15.7,20.6,True
20051011,7.9,0.84,1.0164,1.05,0.0,19.6,17.6,21.6,True
20051012,7.6,0.87,1.0148,1.47,0.9,19.7,17.3,22.1,False
20051013,6.3,0.94,1.0146,0.05,3.74,17.0,16.3,17.7,False
20051014,4.0,0.94,1.0192,0.62,2.98,18.3,17.1,19.5,False
20051015,3.2,0.88,1.0203,0.95,1.02,18.3,15.4,21.2,False
20051016,1.3,0.93,1.0199,0.72,0.02,16.7,13.1,20.3,False
20051017,2.4,0.92,1.0163,0.98,0.3,16.4,12.6,20.3,False
20051018,6.4,0.94,1.0132,0.22,4.18,17.8,17.1,18.5,False
20051019,2.3,0.9,1.0157,1.24,0.0,17.6,15.4,19.9,True
20051020,2.8,0.88,1.0133,1.29,0.02,17.6,14.7,20.6,False
20051021,2.2,0.87,1.0094,1.39,0.02,17.7,13.6,21.8,False
20051022,1.9,0.86,1.0104,1.33,0.0,18.3,14.3,22.3,True
20051023,3.9,0.76,1.0182,0.62,0.32,17.6,15.3,19.8,False
20051024,2.7,0.78,1.0209,1.54,0.02,16.2,10.7,21.7,False
20051025,1.7,0.88,1.0206,1.02,0.02,16.2,11.9,20.6,False
20051026,4.6,0.8,1.0196,1.28,0.0,16.8,11.8,21.9,True
20051027,7.0,0.73,1.018,1.26,0.0,21.1,18.5,23.7,True
20051028,4.4,0.72,1.0171,0.89,0.0,20.6,16.8,24.4,True
20051029,5.0,0.74,1.0169,1.35,0.0,21.9,18.8,25.0,True
20051030,5.6,0.76,1.0146,1.23,0.0,20.9,17.5,24.3,True
20051031,4.7,0.84,1.0127,0.57,0.08,20.4,17.5,23.4,False
20051101,2.1,0.74,1.02,0.88,0.0,16.6,12.1,21.1,True
20051102,2.0,0.87,1.0189,0.5,0.0,14.6,11.4,17.7,False
20051103,2.6,0.86,1.0176,0.6,0.02,16.9,13.5,20.3,False
20051104,6.5,0.7,1.0183,0.69,0.0,16.0,14.0,18.1,True
20051105,7.3,0.56,1.026,1.29,0.0,14.3,12.2,16.4,False
20051106,3.4,0.54,1.0243,1.35,0.0,15.0,10.5,19.6,True
20051107,1.6,0.72,1.0248,1.31,0.0,12.3,3.7,20.9,True
20051108,3.4,0.72,1.0204,1.26,0.0,13.6,6.4,20.7,True
20051109,7.4,0.71,1.0229,0.17,0.7,12.0,8.8,15.1,False
20051110,7.2,0.58,1.0318,0.35,0.0,11.8,9.9,13.8,False
20051111,2.1,0.74,1.0284,1.09,0.0,11.3,5.8,16.8,False
20051112,3.8,0.73,1.0148,0.88,1.56,13.2,6.9,19.5,False
20051113,3.2,0.93,1.0115,0.4,2.88,14.0,12.1,15.8,False
20051114,3.6,0.93,1.014,0.07,16.04,13.5,11.9,15.1,False
20051115,1.9,0.92,1.0107,0.72,0.1,12.8,10.0,15.5,False
20051116,5.1,0.68,1.007,1.03,0.0,13.2,9.0,17.4,False
20051117,5.9,0.6,1.0127,0.53,0.0,12.2,10.9,13.5,False
20051118,1.9,0.69,1.0162,1.15,0.0,8.4,3.0,13.7,False
20051119,1.4,0.8,1.0225,0.38,0.0,5.6,0.1,11.0,False
20051120,3.6,0.71,1.0261,0.88,0.0,10.6,5.4,15.8,False
20051121,2.0,0.74,1.0224,1.05,0.0,12.6,9.0,16.1,False
20051122,3.0,0.61,1.0206,1.13,0.0,8.6,4.3,12.9,False
20051123,6.1,0.56,1.0202,1.06,0.0,5.2,0.3,10.0,False
20051124,10.6,0.51,1.0163,1.1,0.0,7.9,4.3,11.5,False
20051125,3.9,0.74,1.001,0.26,0.1,8.7,5.3,12.1,False
20051126,2.5,0.79,0.9974,0.73,0.3,5.2,1.0,9.3,False
20051127,2.6,0.71,1.0026,0.62,0.0,6.8,2.7,11.0,False
